Date,OMCL
2010-01-04,11.930000305175781
2010-01-05,12.149999618530273
2010-01-06,12.529999732971191
2010-01-07,12.699999809265137
2010-01-08,12.630000114440918
2010-01-11,12.8100004196167
2010-01-12,12.8100004196167
2010-01-13,12.979999542236328
2010-01-14,13.199999809265137
2010-01-15,13.109999656677246
2010-01-19,13.350000381469727
2010-01-20,13.430000305175781
2010-01-21,13.220000267028809
2010-01-22,13.220000267028809
2010-01-25,13.260000228881836
2010-01-26,13.199999809265137
2010-01-27,13.119999885559082
2010-01-28,12.300000190734863
2010-01-29,11.979999542236328
2010-02-01,12.619999885559082
2010-02-02,12.6899995803833
2010-02-03,12.479999542236328
2010-02-04,12.380000114440918
2010-02-05,12.289999961853027
2010-02-08,12.270000457763672
2010-02-09,12.350000381469727
2010-02-10,12.369999885559082
2010-02-11,12.859999656677246
2010-02-12,12.899999618530273
2010-02-16,12.880000114440918
2010-02-17,13.220000267028809
2010-02-18,13.420000076293945
2010-02-19,13.529999732971191
2010-02-22,13.819999694824219
2010-02-23,13.9399995803833
2010-02-24,13.479999542236328
2010-02-25,13.510000228881836
2010-02-26,13.529999732971191
2010-03-01,14.010000228881836
2010-03-02,14.210000038146973
2010-03-03,14.470000267028809
2010-03-04,14.65999984741211
2010-03-05,14.800000190734863
2010-03-08,14.859999656677246
2010-03-09,14.8100004196167
2010-03-10,14.90999984741211
2010-03-11,14.899999618530273
2010-03-12,14.800000190734863
2010-03-15,14.899999618530273
2010-03-16,14.9399995803833
2010-03-17,14.989999771118164
2010-03-18,14.880000114440918
2010-03-19,14.65999984741211
2010-03-22,14.729999542236328
2010-03-23,14.760000228881836
2010-03-24,14.550000190734863
2010-03-25,14.109999656677246
2010-03-26,13.760000228881836
2010-03-29,13.710000038146973
2010-03-30,14.010000228881836
2010-03-31,14.029999732971191
2010-04-01,14.09000015258789
2010-04-05,14.119999885559082
2010-04-06,13.979999542236328
2010-04-07,13.920000076293945
2010-04-08,13.899999618530273
2010-04-09,13.9399995803833
2010-04-12,13.989999771118164
2010-04-13,13.960000038146973
2010-04-14,14.09000015258789
2010-04-15,14.100000381469727
2010-04-16,14.25
2010-04-19,14.149999618530273
2010-04-20,14.4399995803833
2010-04-21,14.59000015258789
2010-04-22,14.859999656677246
2010-04-23,14.550000190734863
2010-04-26,13.760000228881836
2010-04-27,14.479999542236328
2010-04-28,14.0
2010-04-29,13.979999542236328
2010-04-30,13.350000381469727
2010-05-03,13.720000267028809
2010-05-04,13.4399995803833
2010-05-05,13.050000190734863
2010-05-06,12.949999809265137
2010-05-07,12.680000305175781
2010-05-10,13.140000343322754
2010-05-11,13.569999694824219
2010-05-12,13.90999984741211
2010-05-13,13.8100004196167
2010-05-14,13.5600004196167
2010-05-17,13.920000076293945
2010-05-18,13.880000114440918
2010-05-19,13.770000457763672
2010-05-20,12.949999809265137
2010-05-21,13.029999732971191
2010-05-24,13.119999885559082
2010-05-25,12.90999984741211
2010-05-26,13.1899995803833
2010-05-27,13.449999809265137
2010-05-28,13.100000381469727
2010-06-01,12.670000076293945
2010-06-02,13.0
2010-06-03,12.880000114440918
2010-06-04,12.220000267028809
2010-06-07,11.880000114440918
2010-06-08,11.739999771118164
2010-06-09,11.84000015258789
2010-06-10,12.65999984741211
2010-06-11,12.6899995803833
2010-06-14,12.789999961853027
2010-06-15,13.029999732971191
2010-06-16,12.579999923706055
2010-06-17,12.59000015258789
2010-06-18,12.199999809265137
2010-06-21,12.220000267028809
2010-06-22,12.09000015258789
2010-06-23,12.0
2010-06-24,11.949999809265137
2010-06-25,12.100000381469727
2010-06-28,12.140000343322754
2010-06-29,11.529999732971191
2010-06-30,11.6899995803833
2010-07-01,11.550000190734863
2010-07-02,11.569999694824219
2010-07-06,11.5600004196167
2010-07-07,11.920000076293945
2010-07-08,12.430000305175781
2010-07-09,12.630000114440918
2010-07-12,12.460000038146973
2010-07-13,12.880000114440918
2010-07-14,13.039999961853027
2010-07-15,13.15999984741211
2010-07-16,12.75
2010-07-19,12.710000038146973
2010-07-20,12.890000343322754
2010-07-21,12.800000190734863
2010-07-22,12.329999923706055
2010-07-23,12.289999961853027
2010-07-26,12.4399995803833
2010-07-27,12.569999694824219
2010-07-28,12.329999923706055
2010-07-29,12.239999771118164
2010-07-30,12.319999694824219
2010-08-02,12.260000228881836
2010-08-03,12.180000305175781
2010-08-04,12.1899995803833
2010-08-05,12.039999961853027
2010-08-06,12.020000457763672
2010-08-09,12.170000076293945
2010-08-10,12.270000457763672
2010-08-11,11.800000190734863
2010-08-12,11.720000267028809
2010-08-13,11.600000381469727
2010-08-16,11.600000381469727
2010-08-17,11.640000343322754
2010-08-18,11.460000038146973
2010-08-19,11.350000381469727
2010-08-20,11.359999656677246
2010-08-23,11.350000381469727
2010-08-24,11.550000190734863
2010-08-25,11.479999542236328
2010-08-26,11.34000015258789
2010-08-27,11.609999656677246
2010-08-30,11.220000267028809
2010-08-31,11.15999984741211
2010-09-01,11.720000267028809
2010-09-02,11.850000381469727
2010-09-03,11.829999923706055
2010-09-07,11.449999809265137
2010-09-08,11.529999732971191
2010-09-09,11.4399995803833
2010-09-10,11.569999694824219
2010-09-13,11.710000038146973
2010-09-14,11.449999809265137
2010-09-15,11.550000190734863
2010-09-16,11.600000381469727
2010-09-17,12.210000038146973
2010-09-20,12.399999618530273
2010-09-21,12.329999923706055
2010-09-22,12.140000343322754
2010-09-23,11.65999984741211
2010-09-24,11.84000015258789
2010-09-27,12.399999618530273
2010-09-28,12.680000305175781
2010-09-29,13.100000381469727
2010-09-30,13.079999923706055
2010-10-01,13.050000190734863
2010-10-04,12.829999923706055
2010-10-05,13.239999771118164
2010-10-06,13.029999732971191
2010-10-07,12.960000038146973
2010-10-08,13.050000190734863
2010-10-11,12.859999656677246
2010-10-12,12.989999771118164
2010-10-13,13.180000305175781
2010-10-14,13.350000381469727
2010-10-15,13.5
2010-10-18,13.65999984741211
2010-10-19,13.170000076293945
2010-10-20,13.0
2010-10-21,12.880000114440918
2010-10-22,13.4399995803833
2010-10-25,13.619999885559082
2010-10-26,13.399999618530273
2010-10-27,13.380000114440918
2010-10-28,14.079999923706055
2010-10-29,13.970000267028809
2010-11-01,13.449999809265137
2010-11-02,13.569999694824219
2010-11-03,13.529999732971191
2010-11-04,13.899999618530273
2010-11-05,13.84000015258789
2010-11-08,13.829999923706055
2010-11-09,13.649999618530273
2010-11-10,13.670000076293945
2010-11-11,13.470000267028809
2010-11-12,13.170000076293945
2010-11-15,12.960000038146973
2010-11-16,12.720000267028809
2010-11-17,12.640000343322754
2010-11-18,12.710000038146973
2010-11-19,12.75
2010-11-22,12.979999542236328
2010-11-23,13.010000228881836
2010-11-24,13.380000114440918
2010-11-26,13.470000267028809
2010-11-29,13.449999809265137
2010-11-30,13.399999618530273
2010-12-01,14.069999694824219
2010-12-02,14.039999961853027
2010-12-03,14.020000457763672
2010-12-06,13.8100004196167
2010-12-07,13.850000381469727
2010-12-08,13.829999923706055
2010-12-09,13.739999771118164
2010-12-10,13.920000076293945
2010-12-13,13.930000305175781
2010-12-14,13.949999809265137
2010-12-15,14.199999809265137
2010-12-16,14.220000267028809
2010-12-17,14.199999809265137
2010-12-20,14.5
2010-12-21,14.890000343322754
2010-12-22,15.050000190734863
2010-12-23,15.010000228881836
2010-12-27,15.020000457763672
2010-12-28,14.869999885559082
2010-12-29,14.6899995803833
2010-12-30,14.699999809265137
2010-12-31,14.449999809265137
2011-01-03,14.5600004196167
2011-01-04,14.619999885559082
2011-01-05,14.800000190734863
2011-01-06,14.460000038146973
2011-01-07,14.239999771118164
2011-01-10,14.180000305175781
2011-01-11,14.210000038146973
2011-01-12,14.199999809265137
2011-01-13,13.930000305175781
2011-01-14,13.930000305175781
2011-01-18,14.039999961853027
2011-01-19,13.989999771118164
2011-01-20,13.930000305175781
2011-01-21,13.880000114440918
2011-01-24,14.020000457763672
2011-01-25,13.930000305175781
2011-01-26,13.930000305175781
2011-01-27,13.880000114440918
2011-01-28,13.5
2011-01-31,13.920000076293945
2011-02-01,14.210000038146973
2011-02-02,14.100000381469727
2011-02-03,13.9399995803833
2011-02-04,13.75
2011-02-07,13.829999923706055
2011-02-08,13.779999732971191
2011-02-09,13.75
2011-02-10,13.880000114440918
2011-02-11,14.170000076293945
2011-02-14,14.149999618530273
2011-02-15,13.84000015258789
2011-02-16,14.079999923706055
2011-02-17,14.09000015258789
2011-02-18,14.119999885559082
2011-02-22,13.710000038146973
2011-02-23,13.510000228881836
2011-02-24,13.479999542236328
2011-02-25,13.420000076293945
2011-02-28,13.4399995803833
2011-03-01,13.170000076293945
2011-03-02,13.140000343322754
2011-03-03,13.5600004196167
2011-03-04,13.630000114440918
2011-03-07,13.550000190734863
2011-03-08,13.649999618530273
2011-03-09,13.819999694824219
2011-03-10,13.619999885559082
2011-03-11,13.569999694824219
2011-03-14,13.529999732971191
2011-03-15,13.329999923706055
2011-03-16,12.970000267028809
2011-03-17,13.239999771118164
2011-03-18,13.619999885559082
2011-03-21,13.899999618530273
2011-03-22,13.9399995803833
2011-03-23,13.920000076293945
2011-03-24,14.300000190734863
2011-03-25,14.380000114440918
2011-03-28,14.489999771118164
2011-03-29,15.15999984741211
2011-03-30,15.199999809265137
2011-03-31,15.239999771118164
2011-04-01,15.130000114440918
2011-04-04,15.25
2011-04-05,15.479999542236328
2011-04-06,15.430000305175781
2011-04-07,15.170000076293945
2011-04-08,14.979999542236328
2011-04-11,15.020000457763672
2011-04-12,14.930000305175781
2011-04-13,14.90999984741211
2011-04-14,15.020000457763672
2011-04-15,15.170000076293945
2011-04-18,15.09000015258789
2011-04-19,14.989999771118164
2011-04-20,15.149999618530273
2011-04-21,15.140000343322754
2011-04-25,15.0
2011-04-26,15.09000015258789
2011-04-27,15.25
2011-04-28,15.510000228881836
2011-04-29,15.380000114440918
2011-05-02,15.609999656677246
2011-05-03,15.569999694824219
2011-05-04,15.489999771118164
2011-05-05,14.970000267028809
2011-05-06,14.779999732971191
2011-05-09,14.989999771118164
2011-05-10,15.260000228881836
2011-05-11,15.119999885559082
2011-05-12,15.430000305175781
2011-05-13,15.149999618530273
2011-05-16,14.989999771118164
2011-05-17,14.960000038146973
2011-05-18,15.09000015258789
2011-05-19,15.15999984741211
2011-05-20,15.039999961853027
2011-05-23,14.859999656677246
2011-05-24,14.710000038146973
2011-05-25,14.930000305175781
2011-05-26,15.170000076293945
2011-05-27,15.0600004196167
2011-05-31,15.40999984741211
2011-06-01,15.329999923706055
2011-06-02,14.800000190734863
2011-06-03,14.130000114440918
2011-06-06,13.979999542236328
2011-06-07,13.960000038146973
2011-06-08,13.979999542236328
2011-06-09,13.789999961853027
2011-06-10,13.40999984741211
2011-06-13,13.279999732971191
2011-06-14,14.229999542236328
2011-06-15,14.600000381469727
2011-06-16,15.289999961853027
2011-06-17,15.029999732971191
