Date,ACRE
2012-04-27,4.952433109283447
2012-04-30,4.9968976974487305
2012-05-01,5.002458572387695
2012-05-02,4.957992076873779
2012-05-03,4.932978630065918
2012-05-04,4.871837615966797
2012-05-07,4.863499641418457
2012-05-08,4.824593544006348
2012-05-09,4.66895866394043
2012-05-10,4.593924522399902
2012-05-11,4.613378047943115
2012-05-14,4.6217145919799805
2012-05-15,4.60504150390625
2012-05-16,4.5855865478515625
2012-05-17,4.571689605712891
2012-05-18,4.657844543457031
2012-05-21,4.724544048309326
2012-05-22,4.574468612670898
2012-05-23,4.599480628967285
2012-05-24,4.646727561950684
2012-05-25,4.624495029449463
2012-05-29,4.616157531738281
2012-05-30,4.599480628967285
2012-05-31,4.5828070640563965
2012-06-01,4.543900012969971
2012-06-04,4.60504150390625
2012-06-05,4.66895866394043
2012-06-06,4.771789073944092
2012-06-07,4.863499641418457
2012-06-08,4.813474655151367
2012-06-11,4.810696125030518
2012-06-12,4.849606037139893
2012-06-13,4.863499641418457
2012-06-14,4.863499641418457
2012-06-15,4.9968976974487305
2012-06-18,4.869057655334473
2012-06-19,4.81625509262085
2012-06-20,4.899629592895508
2012-06-21,4.7578935623168945
2012-06-22,4.838486194610596
2012-06-25,4.749554634094238
2012-06-26,4.732879161834717
2012-06-27,4.797027587890625
2012-06-28,4.797027587890625
2012-06-29,4.875117301940918
2012-07-02,4.84722900390625
2012-07-03,4.838860988616943
2012-07-05,4.797027587890625
2012-07-06,4.718935966491699
2012-07-09,4.716146945953369
2012-07-10,4.788660049438477
2012-07-11,4.699413776397705
2012-07-12,4.6798906326293945
2012-07-13,4.730090618133545
2012-07-16,4.682679176330566
2012-07-17,4.682679176330566
2012-07-18,4.668732643127441
2012-07-19,4.699413776397705
2012-07-20,4.6938347816467285
2012-07-23,4.668732643127441
2012-07-24,4.710569381713867
2012-07-25,4.657578468322754
2012-07-26,4.67152214050293
2012-07-27,4.682679176330566
2012-07-30,4.663156986236572
2012-07-31,4.668732643127441
2012-08-01,4.604588031768799
2012-08-02,4.674313545227051
2012-08-03,4.6938347816467285
2012-08-06,4.677099227905273
2012-08-07,4.67152214050293
2012-08-08,4.652001857757568
2012-08-09,4.674313545227051
2012-08-10,4.674313545227051
2012-08-13,4.654788017272949
2012-08-14,4.596220970153809
2012-08-15,4.640844821929932
2012-08-16,4.610167503356934
2012-08-17,4.571119785308838
2012-08-20,4.579488277435303
2012-08-21,4.579488277435303
2012-08-22,4.548808574676514
2012-08-23,4.565541744232178
2012-08-24,4.599010467529297
2012-08-27,4.562755107879639
2012-08-28,4.604588031768799
2012-08-29,4.632477760314941
2012-08-30,4.646422863006592
2012-08-31,4.696622848510742
2012-09-04,4.741247177124023
2012-09-05,4.73567008972168
2012-09-06,4.788660049438477
2012-09-07,4.73567008972168
2012-09-10,4.777503490447998
2012-09-11,4.780293941497803
2012-09-12,4.76077127456665
2012-09-13,4.84722900390625
2012-09-14,4.850018501281738
2012-09-17,4.8779072761535645
2012-09-18,4.897430896759033
2012-09-19,4.9141645431518555
2012-09-20,4.886272430419922
2012-09-21,4.855593681335449
2012-09-24,4.883484363555908
2012-09-25,4.741247177124023
2012-09-26,4.769138336181641
2012-09-27,4.771925926208496
2012-09-28,4.774723529815674
2012-10-01,4.774723529815674
2012-10-02,4.7803215980529785
2012-10-03,4.766328811645508
2012-10-04,4.749536037445068
2012-10-05,4.763530254364014
2012-10-08,4.7803215980529785
2012-10-09,4.738339900970459
2012-10-10,4.704755783081055
2012-10-11,4.704755783081055
2012-10-12,4.710351943969727
2012-10-15,4.749536037445068
2012-10-16,4.718749523162842
2012-10-17,4.741138935089111
2012-10-18,4.741138935089111
2012-10-19,4.690762042999268
2012-10-22,4.662774085998535
2012-10-23,4.6291890144348145
2012-10-24,4.634786128997803
2012-10-25,4.718749523162842
2012-10-26,4.7243475914001465
2012-10-31,4.7243475914001465
2012-11-01,4.718749523162842
2012-11-02,4.662774085998535
2012-11-05,4.7131524085998535
2012-11-06,4.693558216094971
2012-11-07,4.66837215423584
2012-11-08,4.562018394470215
2012-11-09,4.548023223876953
2012-11-12,4.665572643280029
2012-11-13,4.5536208152771
2012-11-14,4.436070919036865
2012-11-15,4.36610221862793
2012-11-16,4.380096435546875
2012-11-19,4.416481018066406
2012-11-20,4.433271884918213
2012-11-21,4.4444684982299805
2012-11-23,4.486450672149658
2012-11-26,4.5116400718688965
2012-11-27,4.41088342666626
2012-11-28,4.422077655792236
2012-11-29,4.469656944274902
2012-11-30,4.60399866104126
2012-12-03,4.6543779373168945
2012-12-04,4.634786128997803
2012-12-05,4.590003490447998
2012-12-06,4.536828517913818
2012-12-07,4.5284318923950195
2012-12-10,4.5592193603515625
2012-12-11,4.598402500152588
2012-12-12,4.57601261138916
2012-12-13,4.5396270751953125
2012-12-14,4.5116400718688965
2012-12-17,4.590003490447998
2012-12-18,4.643181324005127
2012-12-19,4.665572643280029
2012-12-20,4.671169281005859
