Date,AMT
2010-01-04,32.369049072265625
2010-01-05,32.90530776977539
2010-01-06,33.07661056518555
2010-01-07,32.98723602294922
2010-01-08,33.05426788330078
2010-01-11,32.75634002685547
2010-01-12,32.35414505004883
2010-01-13,33.03937530517578
2010-01-14,33.225582122802734
2010-01-15,32.77123260498047
2010-01-19,32.912742614746094
2010-01-20,33.01702880859375
2010-01-21,32.75634002685547
2010-01-22,31.41569709777832
2010-01-25,32.17540740966797
2010-01-26,31.683809280395508
2010-01-27,31.7731990814209
2010-01-28,31.519975662231445
2010-01-29,31.616790771484375
2010-02-01,32.086021423339844
2010-02-02,32.04877471923828
2010-02-03,31.870031356811523
2010-02-04,30.551725387573242
2010-02-05,29.86651611328125
2010-02-08,30.291057586669922
2010-02-09,30.871997833251953
2010-02-10,30.976274490356445
2010-02-11,31.668935775756836
2010-02-12,31.74341583251953
2010-02-16,32.29458236694336
2010-02-17,32.55525588989258
2010-02-18,32.31692886352539
2010-02-19,32.71165466308594
2010-02-22,32.60737609863281
2010-02-23,31.884946823120117
2010-02-24,31.74341583251953
2010-02-25,31.877487182617188
2010-02-26,31.7731990814209
2010-03-01,31.97431182861328
2010-03-02,31.862594604492188
2010-03-03,32.011539459228516
2010-03-04,31.99664306640625
2010-03-05,32.33181381225586
2010-03-08,31.616790771484375
2010-03-09,31.94451332092285
2010-03-10,32.108367919921875
2010-03-11,32.398841857910156
2010-03-12,32.309471130371094
2010-03-15,32.27967071533203
2010-03-16,32.96487808227539
2010-03-17,32.95743942260742
2010-03-18,32.778682708740234
2010-03-19,32.98723602294922
2010-03-22,32.95743942260742
2010-03-23,33.19578552246094
2010-03-24,33.12129592895508
2010-03-25,31.624242782592773
2010-03-26,31.02095603942871
2010-03-29,31.855138778686523
2010-03-30,31.862594604492188
2010-03-31,31.73597526550293
2010-04-01,31.803010940551758
2010-04-05,32.2647590637207
2010-04-06,31.884946823120117
2010-04-07,31.155029296875
2010-04-08,31.30397605895996
2010-04-09,31.74341583251953
2010-04-12,31.54231834411621
2010-04-13,31.393369674682617
2010-04-14,31.363567352294922
2010-04-15,31.30397605895996
2010-04-16,31.259292602539062
2010-04-19,30.939043045043945
2010-04-20,31.41569709777832
2010-04-21,31.296531677246094
2010-04-22,31.408248901367188
2010-04-23,31.557212829589844
2010-04-26,31.1773681640625
2010-04-27,30.64109992980957
2010-04-28,30.38042449951172
2010-04-29,30.57408332824707
2010-04-30,30.395328521728516
2010-05-03,30.745370864868164
2010-05-04,30.54428482055664
2010-05-05,30.44745445251465
2010-05-06,29.81438446044922
2010-05-07,28.94296646118164
2010-05-10,30.432575225830078
2010-05-11,30.514497756958008
2010-05-12,31.073110580444336
2010-05-13,31.09543800354004
2010-05-14,30.670896530151367
2010-05-17,30.92413330078125
2010-05-18,30.633670806884766
2010-05-19,30.156978607177734
2010-05-20,29.084489822387695
2010-05-21,30.0750675201416
2010-05-24,29.42708396911621
2010-05-25,29.51646614074707
2010-05-26,29.60584831237793
2010-05-27,30.52939224243164
2010-05-28,30.186782836914062
2010-06-01,29.67287826538086
2010-06-02,30.871997833251953
2010-06-03,31.63914680480957
2010-06-04,30.916688919067383
2010-06-07,31.207157135009766
2010-06-08,31.467836380004883
