Date,MCS
2010-01-04,9.01611042022705
2010-01-05,8.906742095947266
2010-01-06,8.920416831970215
2010-01-07,9.002443313598633
2010-01-08,8.81104564666748
2010-01-11,8.749523162841797
2010-01-12,8.48977279663086
2010-01-13,8.592305183410645
2010-01-14,8.523953437805176
2010-01-15,8.35989761352539
2010-01-19,8.455599784851074
2010-01-20,8.236855506896973
2010-01-21,8.116384506225586
2010-01-22,8.274720191955566
2010-01-25,8.219650268554688
2010-01-26,8.03377628326416
2010-01-27,8.088849067687988
2010-01-28,7.902975082397461
2010-01-29,7.696455001831055
2010-02-01,7.737760066986084
2010-02-02,7.723987102508545
2010-02-03,7.60007381439209
2010-02-04,6.994272232055664
2010-02-05,7.352245330810547
2010-02-08,7.207680702209473
2010-02-09,7.359133243560791
2010-02-10,7.352245330810547
2010-02-11,7.3797831535339355
2010-02-12,7.4692792892456055
2010-02-16,7.682684421539307
2010-02-17,7.847903251647949
2010-02-18,7.902975082397461
2010-02-19,7.985585689544678
2010-02-22,8.185227394104004
2010-02-23,8.095735549926758
2010-02-24,8.233415603637695
2010-02-25,8.267836570739746
2010-02-26,8.405519485473633
2010-03-01,8.667115211486816
2010-03-02,8.646463394165039
2010-03-03,8.32291030883789
2010-03-04,8.281606674194336
2010-03-05,8.288487434387207
2010-03-08,8.254067420959473
2010-03-09,8.377982139587402
2010-03-10,8.391749382019043
2010-03-11,8.563854217529297
2010-03-12,8.598270416259766
2010-03-15,8.53631591796875
2010-03-16,8.708417892456055
2010-03-17,8.98378849029541
2010-03-18,8.371097564697266
2010-03-19,8.501898765563965
2010-03-22,8.949365615844727
2010-03-23,8.722185134887695
2010-03-24,8.735957145690918
2010-03-25,8.949365615844727
2010-03-26,9.300456047058105
2010-03-29,9.121469497680664
2010-03-30,9.114583969116211
2010-03-31,8.942480087280273
2010-04-01,9.011321067810059
2010-04-05,9.321106910705566
2010-04-06,9.293569564819336
2010-04-07,9.445023536682129
2010-04-08,9.362414360046387
2010-04-09,9.300456047058105
2010-04-12,9.21096420288086
2010-04-13,9.135238647460938
2010-04-14,9.169656753540039
2010-04-15,9.183426856994629
2010-04-16,9.22472858428955
2010-04-19,9.135238647460938
2010-04-20,9.059513092041016
2010-04-21,9.183426856994629
2010-04-22,9.34623908996582
2010-04-23,9.498663902282715
2010-04-26,9.42245101928711
2010-04-27,9.249242782592773
2010-04-28,9.207674026489258
2010-04-29,9.561016082763672
2010-04-30,8.90282917022705
2010-05-03,9.09682559967041
2010-05-04,8.79197883605957
2010-05-05,8.577199935913086
2010-05-06,8.383209228515625
2010-05-07,7.988297939300537
2010-05-10,8.397068977355957
2010-05-11,8.33471393585205
2010-05-12,8.549487113952637
2010-05-13,8.480204582214355
2010-05-14,8.397068977355957
2010-05-17,8.459420204162598
2010-05-18,8.189218521118164
2010-05-19,7.960581302642822
2010-05-20,7.357824325561523
2010-05-21,7.565675258636475
2010-05-24,7.288543224334717
2010-05-25,7.163835048675537
2010-05-26,7.240046977996826
2010-05-27,7.7180962562561035
2010-05-28,7.5864577293396
2010-06-01,7.406322956085205
2010-06-02,7.621099948883057
2010-06-03,7.67652702331543
2010-06-04,7.32318115234375
2010-06-07,7.1153364181518555
2010-06-08,7.267756938934326
2010-06-09,7.1361212730407715
2010-06-10,7.662671089172363
2010-06-11,7.662671089172363
2010-06-14,7.621099948883057
2010-06-15,7.794304847717285
2010-06-16,7.697309970855713
2010-06-17,7.634957790374756
2010-06-18,7.489462375640869
2010-06-21,7.295470237731934
2010-06-22,7.0945539474487305
2010-06-23,7.101478099822998
2010-06-24,6.990626335144043
2010-06-25,7.14997673034668
2010-06-28,6.962914943695068
2010-06-29,6.706568241119385
2010-06-30,6.5541462898254395
2010-07-01,6.367082118988037
2010-07-02,6.214660167694092
2010-07-06,6.069167613983154
2010-07-07,6.1107378005981445
2010-07-08,6.249300956726074
2010-07-09,6.256228446960449
2010-07-12,6.4155802726745605
2010-07-13,6.997555255889893
2010-07-14,7.039124488830566
2010-07-15,7.0945539474487305
2010-07-16,6.935201644897461
2010-07-19,6.976769924163818
2010-07-20,7.198475360870361
2010-07-21,7.219259738922119
2010-07-22,7.815091133117676
2010-07-23,8.1060791015625
2010-07-26,8.279280662536621
2010-07-27,8.237715721130371
2010-07-28,8.27609920501709
2010-07-29,8.394725799560547
2010-07-30,8.51335620880127
2010-08-02,8.590112686157227
2010-08-03,8.785500526428223
2010-08-04,8.87621784210205
2010-08-05,8.736655235290527
2010-08-06,8.722699165344238
2010-08-09,8.89017391204834
2010-08-10,8.499398231506348
2010-08-11,8.122578620910645
2010-08-12,7.920211315155029
2010-08-13,7.606194019317627
2010-08-16,7.878340721130371
2010-08-17,8.185379028320312
2010-08-18,8.185379028320312
2010-08-19,7.829492568969727
2010-08-20,7.989986896514893
2010-08-23,7.717842102050781
2010-08-24,7.445694446563721
2010-08-25,7.648059844970703
2010-08-26,7.5503668785095215
2010-08-27,7.843451976776123
2010-08-30,7.571301460266113
2010-08-31,7.675973892211914
2010-09-01,8.087685585021973
2010-09-02,8.269118309020996
2010-09-03,8.443572998046875
