Date,OMC
2010-01-04,24.63262939453125
2010-01-05,24.545581817626953
2010-01-06,24.35284996032715
2010-01-07,24.209856033325195
2010-01-08,24.489633560180664
2010-01-11,24.489633560180664
2010-01-12,24.079296112060547
2010-01-13,24.346641540527344
2010-01-14,23.693830490112305
2010-01-15,23.41405487060547
2010-01-19,23.501100540161133
2010-01-20,23.308366775512695
2010-01-21,23.022363662719727
2010-01-22,22.56229591369629
2010-01-25,22.767467498779297
2010-01-26,22.72394371032715
2010-01-27,22.381994247436523
2010-01-28,22.288740158081055
2010-01-29,21.94679069519043
2010-02-01,22.400650024414062
2010-02-02,22.966413497924805
2010-02-03,23.01615333557129
2010-02-04,22.2327823638916
2010-02-05,21.934358596801758
2010-02-08,21.474285125732422
2010-02-09,21.915700912475586
2010-02-10,22.226560592651367
2010-02-11,22.108442306518555
2010-02-12,21.88461685180664
2010-02-16,22.350900650024414
2010-02-17,22.599599838256836
2010-02-18,22.866941452026367
2010-02-19,23.047237396240234
2010-02-22,22.99128532409668
2010-02-23,22.798555374145508
2010-02-24,22.929105758666992
2010-02-25,22.767467498779297
2010-02-26,22.767467498779297
2010-03-01,23.426494598388672
2010-03-02,23.41405487060547
2010-03-03,23.520313262939453
2010-03-04,23.445310592651367
2010-03-05,23.789077758789062
2010-03-08,23.745328903198242
2010-03-09,23.895341873168945
2010-03-10,24.27661895751953
2010-03-11,24.539127349853516
2010-03-12,24.57037925720215
2010-03-15,24.476627349853516
2010-03-16,24.526628494262695
2010-03-17,24.86414909362793
2010-03-18,24.726638793945312
2010-03-19,24.426616668701172
2010-03-22,24.789133071899414
2010-03-23,24.88914680480957
2010-03-24,24.845394134521484
2010-03-25,24.857912063598633
2010-03-26,24.882898330688477
2010-03-29,24.732887268066406
2010-03-30,24.926658630371094
2010-03-31,24.25785255432129
2010-04-01,24.27035140991211
2010-04-05,24.526628494262695
2010-04-06,24.62662696838379
2010-04-07,24.314115524291992
2010-04-08,24.489126205444336
2010-04-09,24.657869338989258
2010-04-12,24.526628494262695
2010-04-13,24.68914031982422
2010-04-14,25.50794792175293
2010-04-15,25.751705169677734
2010-04-16,25.332935333251953
2010-04-19,25.701704025268555
2010-04-20,27.23931312561035
2010-04-21,26.795520782470703
2010-04-22,26.826780319213867
2010-04-23,27.10804557800293
2010-04-26,26.901782989501953
2010-04-27,26.13922882080078
2010-04-28,26.358003616333008
2010-04-29,26.95804214477539
2010-04-30,26.664274215698242
2010-05-03,27.2268009185791
2010-05-04,26.389253616333008
2010-05-05,25.870471954345703
2010-05-06,25.389183044433594
2010-05-07,24.514142990112305
2010-05-10,25.75796127319336
2010-05-11,25.945470809936523
2010-05-12,26.270484924316406
2010-05-13,26.10173225402832
2010-05-14,25.695459365844727
2010-05-17,25.76422119140625
2010-05-18,25.33917808532715
2010-05-19,24.97666358947754
2010-05-20,23.839082717895508
2010-05-21,23.976594924926758
2010-05-24,23.58282470703125
2010-05-25,23.120288848876953
2010-05-26,23.564067840576172
2010-05-27,24.239116668701172
2010-05-28,23.720321655273438
2010-06-01,22.989025115966797
2010-06-02,23.714067459106445
2010-06-03,23.80783462524414
2010-06-04,22.545244216918945
2010-06-07,22.58275032043457
2010-06-08,22.545244216918945
2010-06-09,22.545244216918945
2010-06-10,23.326539993286133
2010-06-11,23.5087833404541
2010-06-14,23.546493530273438
2010-06-15,24.256587982177734
2010-06-16,24.44512176513672
2010-06-17,24.105777740478516
2010-06-18,23.923526763916016
2010-06-21,23.804141998291016
2010-06-22,23.087757110595703
2010-06-23,23.25742530822754
2010-06-24,22.767269134521484
2010-06-25,22.71070671081543
2010-06-28,22.647872924804688
2010-06-29,21.90005874633789
2010-06-30,21.55443000793457
2010-07-01,21.56072425842285
2010-07-02,21.309354782104492
2010-07-06,21.221372604370117
2010-07-07,21.636127471923828
2010-07-08,21.686399459838867
2010-07-09,21.749242782592773
2010-07-12,21.90635108947754
2010-07-13,22.591304779052734
2010-07-14,22.48447036743164
2010-07-15,22.723283767700195
2010-07-16,22.18912696838379
2010-07-19,22.616445541381836
2010-07-20,23.2322940826416
2010-07-21,22.874088287353516
2010-07-22,23.71615982055664
2010-07-23,24.181182861328125
2010-07-26,24.080638885498047
2010-07-27,23.866975784301758
2010-07-28,23.489940643310547
2010-07-29,23.420804977416992
2010-07-30,23.414522171020508
2010-08-02,23.873266220092773
2010-08-03,23.79157829284668
2010-08-04,24.049224853515625
2010-08-05,24.38855743408203
2010-08-06,24.118343353271484
2010-08-09,24.44512176513672
2010-08-10,24.149768829345703
2010-08-11,23.401962280273438
2010-08-12,23.087757110595703
2010-08-13,22.848960876464844
2010-08-16,22.779830932617188
2010-08-17,23.024911880493164
2010-08-18,23.213436126708984
2010-08-19,22.867816925048828
2010-08-20,22.90550994873047
2010-08-23,22.48447036743164
2010-08-24,22.20169448852539
2010-08-25,22.277103424072266
2010-08-26,22.18912696838379
2010-08-27,22.427921295166016
2010-08-30,22.06344223022461
2010-08-31,22.0006046295166
2010-09-01,22.503337860107422
2010-09-02,22.65414810180664
2010-09-03,23.25742530822754
2010-09-07,22.792404174804688
2010-09-08,23.175722122192383
2010-09-09,23.332834243774414
2010-09-10,23.609331130981445
2010-09-13,24.05550193786621
2010-09-14,24.156044006347656
2010-09-15,24.099498748779297
2010-09-16,24.093204498291016
2010-09-17,24.64621925354004
2010-09-20,24.936750411987305
2010-09-21,24.83568572998047
2010-09-22,24.65252113342285
2010-09-23,24.35565757751465
2010-09-24,25.13256072998047
