Date,BNL
2020-09-17,12.048985481262207
2020-09-18,12.381629943847656
2020-09-21,12.159867286682129
2020-09-22,12.01941967010498
2020-09-23,12.093340873718262
2020-09-24,12.248571395874023
2020-09-25,12.263355255126953
2020-09-28,12.566428184509277
2020-09-29,12.510543823242188
2020-09-30,12.503094673156738
2020-10-01,12.428581237792969
2020-10-02,12.555253982543945
2020-10-05,12.637215614318848
2020-10-06,12.547801971435547
2020-10-07,12.51799488067627
2020-10-08,12.51799488067627
2020-10-09,12.488191604614258
2020-10-12,12.592508316040039
2020-10-13,12.488191604614258
2020-10-14,12.458386421203613
2020-10-15,12.510543823242188
2020-10-16,12.68192195892334
2020-10-19,12.376425743103027
2020-10-20,12.465836524963379
2020-10-21,12.368973731994629
2020-10-22,12.354071617126465
2020-10-23,12.495643615722656
2020-10-26,12.473291397094727
2020-10-27,12.480741500854492
2020-10-28,12.21249771118164
2020-10-29,12.383875846862793
2020-10-30,12.294461250305176
2020-11-02,12.279559135437012
2020-11-03,12.115633010864258
2020-11-04,12.063474655151367
2020-11-05,12.294461250305176
2020-11-06,12.272106170654297
2020-11-09,12.473291397094727
2020-11-10,12.652117729187012
2020-11-11,12.689374923706055
2020-11-12,12.667019844055176
2020-11-13,12.689374923706055
2020-11-16,12.935264587402344
2020-11-17,13.255667686462402
2020-11-18,12.95761775970459
2020-11-19,13.061935424804688
2020-11-20,13.039580345153809
2020-11-23,13.009772300720215
2020-11-24,13.188600540161133
2020-11-25,13.47920036315918
2020-11-27,13.367430686950684
2020-11-30,13.136446952819824
2020-12-01,13.60587215423584
2020-12-02,13.658029556274414
2020-12-03,13.672930717468262
2020-12-04,13.665481567382812
2020-12-07,13.851759910583496
2020-12-08,13.821954727172852
2020-12-09,13.896469116210938
2020-12-10,14.000784873962402
2020-12-11,14.157257080078125
2020-12-14,13.874112129211426
2020-12-15,14.276477813720703
2020-12-16,14.619234085083008
2020-12-17,14.730998992919922
2020-12-18,14.529815673828125
2020-12-21,14.350988388061523
2020-12-22,14.544721603393555
2020-12-23,14.537269592285156
2020-12-24,14.678841590881348
2020-12-28,14.604327201843262
2020-12-29,14.619234085083008
2020-12-30,14.64942455291748
2020-12-31,14.777727127075195
2021-01-04,14.536211013793945
2021-01-05,14.536211013793945
2021-01-06,14.573945045471191
2021-01-07,14.173937797546387
2021-01-08,14.211676597595215
2021-01-11,14.166391372680664
2021-01-12,14.158843994140625
2021-01-13,14.18148422241211
2021-01-14,13.917330741882324
2021-01-15,14.022992134094238
2021-01-19,13.653167724609375
2021-01-20,13.796571731567383
2021-01-21,13.887137413024902
2021-01-22,13.705999374389648
2021-01-25,14.15129280090332
2021-01-26,13.98525333404541
2021-01-27,13.705999374389648
2021-01-28,13.87204360961914
2021-01-29,13.607885360717773
2021-02-01,13.781474113464355
2021-02-02,13.849400520324707
2021-02-03,13.811662673950195
2021-02-04,13.849400520324707
2021-02-05,13.826759338378906
2021-02-08,13.736191749572754
2021-02-09,13.76638126373291
2021-02-10,13.894686698913574
2021-02-11,14.007893562316895
2021-02-12,14.294694900512695
2021-02-16,14.045632362365723
2021-02-17,14.113557815551758
2021-02-18,14.136199951171875
2021-02-19,14.36262321472168
2021-02-22,14.143747329711914
2021-02-23,14.4531888961792
2021-02-24,14.256956100463867
2021-02-25,13.96260929107666
2021-02-26,13.653167724609375
2021-03-01,14.083367347717285
2021-03-02,13.849400520324707
2021-03-03,13.826759338378906
2021-03-04,13.76638126373291
2021-03-05,13.713546752929688
2021-03-08,13.44939136505127
2021-03-09,13.44939136505127
2021-03-10,13.713546752929688
2021-03-11,13.728642463684082
2021-03-12,13.773926734924316
2021-03-15,14.000347137451172
2021-03-16,14.030537605285645
2021-03-17,13.849400520324707
2021-03-18,13.887137413024902
2021-03-19,14.068273544311523
2021-03-22,13.721096992492676
2021-03-23,13.592794418334961
2021-03-24,13.95506477355957
2021-03-25,13.743738174438477
2021-03-26,13.95506477355957
2021-03-29,13.924875259399414
2021-03-30,13.909571647644043
2021-03-31,14.001383781433105
2021-04-01,14.077898025512695
2021-04-05,14.246219635009766
2021-04-06,14.383941650390625
2021-04-07,14.360983848571777
2021-04-08,14.238564491271973
2021-04-09,14.207963943481445
2021-04-12,14.269170761108398
2021-04-13,14.475748062133789
2021-04-14,14.406890869140625
2021-04-15,14.452794075012207
2021-04-16,14.705280303955078
2021-04-19,14.774136543273926
2021-04-20,14.76648998260498
2021-04-21,14.873601913452148
2021-04-22,14.888903617858887
2021-04-23,14.965414047241211
