Date,SBAC
2010-01-04,32.66510772705078
2010-01-05,33.44527816772461
2010-01-06,33.38026428222656
2010-01-07,33.853946685791016
2010-01-08,33.8911018371582
2010-01-11,34.12328338623047
2010-01-12,32.81371307373047
2010-01-13,33.69606018066406
2010-01-14,33.81679153442383
2010-01-15,34.03969955444336
2010-01-19,34.10472106933594
2010-01-20,33.72392272949219
2010-01-21,33.556739807128906
2010-01-22,32.04282760620117
2010-01-25,32.219303131103516
2010-01-26,31.810632705688477
2010-01-27,32.107845306396484
2010-01-28,31.290502548217773
2010-01-29,30.733253479003906
2010-02-01,31.634178161621094
2010-02-02,31.634178161621094
2010-02-03,30.79826545715332
2010-02-04,29.553701400756836
2010-02-05,29.525840759277344
2010-02-08,29.888063430786133
2010-02-09,30.621803283691406
2010-02-10,30.87257194519043
2010-02-11,31.4019718170166
2010-02-12,31.532001495361328
2010-02-16,31.884939193725586
2010-02-17,31.884939193725586
2010-02-18,31.996389389038086
2010-02-19,32.302894592285156
2010-02-22,31.782766342163086
2010-02-23,31.931377410888672
2010-02-24,32.405052185058594
2010-02-25,32.91587448120117
2010-02-26,32.841583251953125
2010-03-01,33.00875473022461
2010-03-02,32.89730453491211
2010-03-03,33.110923767089844
2010-03-04,33.16664505004883
2010-03-05,33.175933837890625
2010-03-08,32.83228302001953
2010-03-09,33.67747497558594
2010-03-10,34.05828094482422
2010-03-11,33.8911018371582
2010-03-12,33.67747497558594
2010-03-15,33.073768615722656
2010-03-16,33.788936614990234
2010-03-17,33.75178146362305
2010-03-18,33.343116760253906
2010-03-19,32.75798416137695
2010-03-22,33.24095153808594
2010-03-23,33.714630126953125
2010-03-24,33.148075103759766
2010-03-25,32.330753326416016
2010-03-26,32.34931945800781
2010-03-29,33.092350006103516
2010-03-30,33.66819381713867
2010-03-31,33.501007080078125
2010-04-01,34.0118408203125
2010-04-05,34.336910247802734
2010-04-06,34.0118408203125
2010-04-07,33.278106689453125
2010-04-08,33.3709831237793
2010-04-09,33.658897399902344
2010-04-12,33.59387969970703
2010-04-13,33.01805114746094
2010-04-14,32.86943817138672
2010-04-15,32.60009765625
2010-04-16,32.34004592895508
2010-04-19,31.810632705688477
2010-04-20,32.67439270019531
2010-04-21,32.83228302001953
2010-04-22,33.24095153808594
2010-04-23,33.21308517456055
2010-04-26,33.25023651123047
2010-04-27,32.7022590637207
2010-04-28,32.27503204345703
2010-04-29,32.97160339355469
2010-04-30,32.82300567626953
2010-05-03,33.25023651123047
2010-05-04,32.256446838378906
2010-05-05,31.281234741210938
2010-05-06,30.47319984436035
2010-05-07,30.287437438964844
2010-05-10,31.37410545349121
2010-05-11,31.039749145507812
2010-05-12,31.680604934692383
2010-05-13,31.847782135009766
2010-05-14,31.55985450744629
2010-05-17,31.550579071044922
2010-05-18,31.1883544921875
2010-05-19,30.501052856445312
2010-05-20,29.293649673461914
2010-05-21,29.748748779296875
2010-05-24,29.405101776123047
2010-05-25,29.628005981445312
2010-05-26,30.027381896972656
2010-05-27,31.33696746826172
2010-05-28,30.677515029907227
2010-06-01,29.81376075744629
2010-06-02,30.816843032836914
2010-06-03,31.857072830200195
2010-06-04,30.454618453979492
2010-06-07,30.129547119140625
2010-06-08,29.962364196777344
2010-06-09,29.90664291381836
2010-06-10,31.550579071044922
2010-06-11,32.47006607055664
2010-06-14,32.13570785522461
2010-06-15,33.05519104003906
2010-06-16,32.850860595703125
2010-06-17,32.572227478027344
2010-06-18,32.81371307373047
2010-06-21,32.63724899291992
2010-06-22,32.16357421875
2010-06-23,32.572227478027344
2010-06-24,31.968521118164062
2010-06-25,32.284305572509766
2010-06-28,32.68368148803711
2010-06-29,31.634178161621094
2010-06-30,31.587718963623047
2010-07-01,31.067615509033203
2010-07-02,30.863279342651367
