Date,MOFG
2010-01-04,5.755673885345459
2010-01-05,5.376836776733398
2010-01-06,5.642687797546387
2010-01-07,5.642687797546387
2010-01-08,5.715797424316406
2010-01-11,5.768964767456055
2010-01-12,5.842075347900391
2010-01-13,5.82213830947876
2010-01-14,6.0481109619140625
2010-01-15,5.975000381469727
2010-01-19,6.2342047691345215
2010-01-20,6.2342047691345215
2010-01-21,6.214266300201416
2010-01-22,6.154452800750732
2010-01-25,6.154452800750732
2010-01-26,6.0481109619140625
2010-01-27,6.214266300201416
2010-01-28,6.313960552215576
2010-01-29,6.313960552215576
2010-02-01,6.340548038482666
2010-02-02,6.313960552215576
2010-02-03,6.247499942779541
2010-02-04,6.1145710945129395
2010-02-05,6.181035041809082
2010-02-08,6.280731678009033
2010-02-09,6.573165416717529
2010-02-10,6.70609188079834
2010-02-11,6.712738990783691
2010-02-12,6.9121246337890625
2010-02-16,7.045051574707031
2010-02-17,7.051697731018066
2010-02-18,7.310904026031494
2010-02-19,7.064990520477295
2010-02-22,7.576753616333008
2010-02-23,7.470412254333496
2010-02-24,7.609982013702393
2010-02-25,7.423072338104248
2010-02-26,7.509854793548584
2010-03-01,7.509854793548584
2010-03-02,7.509854793548584
2010-03-03,7.409720420837402
2010-03-04,7.576609134674072
2010-03-05,7.443099498748779
2010-03-08,7.476476192474365
2010-03-09,7.576609134674072
2010-03-10,7.509854793548584
2010-03-11,7.616663455963135
2010-03-12,7.509854793548584
2010-03-15,7.509854793548584
2010-03-16,7.683415412902832
2010-03-17,7.843625545501709
2010-03-18,7.730140209197998
2010-03-19,7.877004146575928
2010-03-22,7.676738262176514
2010-03-23,7.743495464324951
2010-03-24,7.743495464324951
2010-03-25,7.743495464324951
2010-03-26,7.790223598480225
2010-03-29,7.730140209197998
2010-03-30,7.743495464324951
2010-03-31,7.870328426361084
2010-04-01,8.123991012573242
2010-04-05,8.110641479492188
2010-04-06,8.137343406677246
2010-04-07,8.057239532470703
2010-04-08,8.144021987915039
2010-04-09,8.157371520996094
2010-04-12,8.337608337402344
2010-04-13,8.50449275970459
2010-04-14,8.778186798095703
2010-04-15,9.178709030151367
2010-04-16,9.178709030151367
2010-04-19,9.178709030151367
2010-04-20,9.245468139648438
2010-04-21,9.205411911010742
2010-04-22,9.198738098144531
2010-04-23,9.232112884521484
2010-04-26,9.378974914550781
2010-04-27,9.378974914550781
2010-04-28,9.512480735778809
2010-04-29,9.612613677978516
2010-04-30,9.605937004089355
2010-05-03,9.605937004089355
2010-05-04,9.66601276397705
2010-05-05,9.545859336853027
2010-05-06,9.679366111755371
2010-05-07,9.5925874710083
2010-05-10,9.866279602050781
2010-05-11,10.066544532775879
2010-05-12,10.106595993041992
2010-05-13,10.547175407409668
2010-05-14,10.427016258239746
2010-05-17,10.467068672180176
2010-05-18,10.613927841186523
2010-05-19,10.527149200439453
2010-05-20,10.313530921936035
2010-05-21,10.467068672180176
2010-05-24,10.406987190246582
2010-05-25,10.680683135986328
2010-05-26,10.593896865844727
2010-05-27,10.834973335266113
2010-05-28,11.19658374786377
2010-06-01,11.116230964660645
2010-06-02,11.176495552062988
2010-06-03,11.076051712036133
2010-06-04,10.761313438415527
2010-06-07,10.774706840515137
2010-06-08,10.714437484741211
2010-06-09,10.841669082641602
2010-06-10,10.761313438415527
2010-06-11,10.888547897338867
2010-06-14,11.076051712036133
2010-06-15,11.21667766571045
2010-06-16,11.19658374786377
2010-06-17,11.10953140258789
2010-06-18,11.049263000488281
2010-06-21,10.98229694366455
2010-06-22,10.848372459411621
2010-06-23,10.7680082321167
2010-06-24,10.942121505737305
2010-06-25,11.062655448913574
2010-06-28,10.828282356262207
2010-06-29,10.567116737365723
2010-06-30,10.366219520568848
2010-07-01,10.138538360595703
2010-07-02,9.8037109375
2010-07-06,9.355042457580566
2010-07-07,9.863980293273926
2010-07-08,9.910857200622559
2010-07-09,9.636296272277832
2010-07-12,9.596115112304688
2010-07-13,10.04478931427002
2010-07-14,9.709957122802734
2010-07-15,9.609511375427246
2010-07-16,9.381829261779785
2010-07-19,9.62960147857666
2010-07-20,9.890767097473145
2010-07-21,9.8037109375
2010-07-22,10.37291431427002
2010-07-23,10.038086891174316
2010-07-26,10.118447303771973
2010-07-27,10.178717613220215
2010-07-28,9.857284545898438
2010-07-29,9.89746379852295
2010-07-30,10.038086891174316
2010-08-02,9.95772933959961
2010-08-03,9.91755199432373
2010-08-04,9.89746379852295
2010-08-05,9.642995834350586
2010-08-06,10.058176040649414
2010-08-09,10.038086891174316
2010-08-10,9.609511375427246
2010-08-11,9.328258514404297
2010-08-12,9.154145240783691
2010-08-13,8.55146312713623
2010-08-16,8.71887493133545
2010-08-17,9.254595756530762
2010-08-18,9.348348617553711
2010-08-19,9.100577354431152
2010-08-20,8.986733436584473
2010-08-23,8.544766426086426
2010-08-24,8.283597946166992
2010-08-25,8.538070678710938
2010-08-26,8.631821632385254
2010-08-27,8.926466941833496
2010-08-30,8.886138916015625
2010-08-31,8.812199592590332
2010-09-01,9.04073429107666
2010-09-02,9.161725044250488
2010-09-03,9.11467456817627
2010-09-07,8.738256454467773
2010-09-08,8.805473327636719
2010-09-09,8.90630054473877
2010-09-10,9.08106517791748
2010-09-13,9.376824378967285
2010-09-14,9.262555122375488
2010-09-15,9.36337947845459
2010-09-16,9.275997161865234
2010-09-17,9.329771995544434
2010-09-20,9.578474044799805
2010-09-21,9.618803977966309
2010-09-22,9.497809410095215
2010-09-23,9.329771995544434
2010-09-24,10.042274475097656
2010-09-27,10.062440872192383
2010-09-28,10.096049308776855
2010-09-29,10.069161415100098
2010-09-30,9.8540678024292
2010-10-01,10.0086669921875
2010-10-04,9.70618724822998
2010-10-05,10.069161415100098
2010-10-06,10.102768898010254
2010-10-07,9.981779098510742
2010-10-08,10.0086669921875
2010-10-11,9.9616117477417
2010-10-12,10.069161415100098
2010-10-13,10.075881004333496
2010-10-14,9.793571472167969
2010-10-15,9.901118278503418
2010-10-18,10.096049308776855
2010-10-19,9.941445350646973
2010-10-20,10.11621379852295
2010-10-21,9.72635269165039
2010-10-22,9.78685188293457
2010-10-25,9.847342491149902
2010-10-26,9.800292015075684
2010-10-27,9.793571472167969
2010-10-28,9.759967803955078
2010-10-29,9.88767147064209
2010-11-01,9.477645874023438
2010-11-02,9.733072280883789
2010-11-03,9.88767147064209
2010-11-04,10.14310073852539
2010-11-05,10.14310073852539
2010-11-08,10.257372856140137
2010-11-09,10.136383056640625
2010-11-10,10.169987678527832
2010-11-11,10.096049308776855
2010-11-12,9.92800521850586
2010-11-15,10.096049308776855
2010-11-16,9.827180862426758
2010-11-17,9.941445350646973
2010-11-18,9.847342491149902
2010-11-19,9.975055694580078
2010-11-22,9.96833610534668
2010-11-23,9.793571472167969
2010-11-24,10.062440872192383
2010-11-26,9.92800521850586
2010-11-29,9.9347505569458
2010-11-30,9.745903968811035
2010-12-01,10.035916328430176
2010-12-02,9.975214958190918
2010-12-03,9.975214958190918
2010-12-06,10.130343437194824
2010-12-07,10.218024253845215
2010-12-08,10.197790145874023
2010-12-09,10.305704116821289
2010-12-10,10.325932502746582
2010-12-13,10.278721809387207
2010-12-14,10.258490562438965
2010-12-15,10.164067268371582
2010-12-16,10.258490562438965
2010-12-17,10.447333335876465
2010-12-20,10.615948677062988
2010-12-21,10.548507690429688
2010-12-22,10.440590858459473
2010-12-23,10.373147010803223
2010-12-27,10.433847427368164
2010-12-28,10.292216300964355
2010-12-29,10.373147010803223
2010-12-30,10.31918716430664
2010-12-31,10.191040992736816
2011-01-03,10.366402626037598
2011-01-04,10.224766731262207
2011-01-05,10.42035961151123
2011-01-06,10.33267879486084
2011-01-07,10.244997024536133
2011-01-10,10.123598098754883
2011-01-11,10.184301376342773
2011-01-12,10.244997024536133
2011-01-13,10.056154251098633
2011-01-14,9.981963157653809
2011-01-18,9.94823932647705
2011-01-19,9.867303848266602
2011-01-20,9.58403205871582
2011-01-21,9.435646057128906
2011-01-24,9.435646057128906
2011-01-25,9.30075740814209
2011-01-26,9.442395210266113
2011-01-27,9.428908348083496
2011-01-28,9.354719161987305
2011-01-31,9.48961067199707
2011-02-01,9.739157676696777
2011-02-02,9.874048233032227
2011-02-03,9.732412338256836
2011-02-04,9.745903968811035
2011-02-07,9.759390830993652
2011-02-08,9.725666999816895
2011-02-09,9.739157676696777
2011-02-10,9.752645492553711
2011-02-11,9.914515495300293
2011-02-14,9.894281387329102
2011-02-15,9.907771110534668
2011-02-16,9.772878646850586
2011-02-17,9.712180137634277
2011-02-18,9.745903968811035
2011-02-22,9.617754936218262
2011-02-23,9.739157676696777
2011-02-24,9.867303848266602
2011-02-25,9.867302894592285
2011-02-28,9.813166618347168
2011-03-01,9.779325485229492
2011-03-02,9.813166618347168
2011-03-03,9.989120483398438
2011-03-04,9.826699256896973
2011-03-07,9.792858123779297
2011-03-08,9.941747665405273
2011-03-09,10.04326343536377
2011-03-10,9.786090850830078
2011-03-11,9.779325485229492
2011-03-14,9.65750503540039
2011-03-15,9.542451858520508
2011-03-16,9.305586814880371
2011-03-17,9.346193313598633
2011-03-18,9.434172630310059
2011-03-21,9.47477912902832
2011-03-22,9.373260498046875
2011-03-23,9.434172630310059
2011-03-24,9.50861930847168
2011-03-25,9.420633316040039
2011-03-28,9.23790454864502
2011-03-29,9.650736808776855
2011-03-30,9.75901985168457
2011-03-31,10.04326343536377
2011-04-01,9.982354164123535
2011-04-04,10.07710075378418
2011-04-05,9.860538482666016
