Date,GHC
2011-09-12,165.108642578125
2011-09-13,171.21022033691406
2011-09-14,171.9923553466797
2011-09-15,172.11273193359375
2011-09-16,172.09266662597656
2011-09-19,169.4254150390625
2011-09-20,167.65560913085938
2011-09-21,159.68394470214844
2011-09-22,156.9264678955078
2011-09-23,163.40402221679688
2011-09-26,162.34609985351562
2011-09-27,160.82699584960938
2011-09-28,157.99937438964844
2011-09-29,162.36122131347656
2011-09-30,163.93045043945312
2011-10-03,157.30247497558594
2011-10-04,160.43600463867188
2011-10-05,161.28323364257812
2011-10-06,164.94322204589844
2011-10-07,165.6150665283203
2011-10-10,172.4686279296875
2011-10-11,170.14239501953125
2011-10-12,173.25079345703125
2011-10-13,174.39393615722656
2011-10-14,174.70474243164062
2011-10-17,170.47828674316406
2011-10-18,173.74212646484375
2011-10-19,170.02203369140625
2011-10-20,170.22901916503906
2011-10-21,174.75259399414062
2011-10-24,176.6205596923828
2011-10-25,174.28810119628906
2011-10-26,176.80728149414062
2011-10-27,179.80113220214844
2011-10-28,182.30532836914062
2011-10-31,171.73348999023438
2011-11-01,168.90122985839844
2011-11-02,166.49806213378906
2011-11-03,169.48184204101562
2011-11-04,166.4072265625
2011-11-07,171.45077514648438
2011-11-08,173.72265625
2011-11-09,168.71444702148438
2011-11-10,169.19915771484375
2011-11-11,173.07643127441406
2011-11-14,171.99099731445312
2011-11-15,174.38397216796875
2011-11-16,179.09939575195312
2011-11-17,176.4792022705078
2011-11-18,175.85317993164062
2011-11-21,174.25277709960938
2011-11-22,173.26321411132812
2011-11-23,169.72923278808594
2011-11-25,173.55104064941406
2011-11-28,173.69235229492188
2011-11-29,175.69163513183594
2011-11-30,181.1996307373047
2011-12-01,181.13905334472656
2011-12-02,185.1375274658203
2011-12-05,176.8730010986328
2011-12-06,175.35842895507812
2011-12-07,174.78289794921875
2011-12-08,169.2748260498047
2011-12-09,174.177001953125
2011-12-12,179.30137634277344
2011-12-13,178.1250762939453
2011-12-14,177.73631286621094
2011-12-15,178.64505004882812
2011-12-16,178.61471557617188
2011-12-19,176.96893310546875
2011-12-20,182.38604736328125
2011-12-21,184.48126220703125
2011-12-22,188.96441650390625
2011-12-23,192.33184814453125
2011-12-27,191.99864196777344
2011-12-28,187.94451904296875
2011-12-29,191.5947265625
2011-12-30,190.2366943359375
2012-01-03,191.8825225830078
2012-01-04,189.14108276367188
2012-01-05,187.29832458496094
2012-01-06,190.16598510742188
2012-01-09,189.7217254638672
2012-01-10,195.95172119140625
2012-01-11,196.52720642089844
2012-01-12,195.88601684570312
2012-01-13,195.3811798095703
2012-01-17,196.01226806640625
2012-01-18,195.6336212158203
2012-01-19,199.1928253173828
2012-01-20,199.10704040527344
2012-01-23,200.47021484375
2012-01-24,198.07211303710938
2012-01-25,200.52066040039062
2012-01-26,200.39874267578125
2012-01-27,201.62303161621094
2012-01-30,197.84359741210938
2012-01-31,192.38262939453125
2012-02-01,196.97483825683594
2012-02-02,194.25711059570312
2012-02-03,195.5016632080078
2012-02-06,195.06993103027344
2012-02-07,194.71434020996094
2012-02-08,197.0053253173828
2012-02-09,197.27459716796875
2012-02-10,197.62002563476562
2012-02-13,197.23902893066406
2012-02-14,194.94285583496094
2012-02-15,195.29342651367188
2012-02-16,197.86386108398438
2012-02-17,200.85594177246094
2012-02-21,197.4371337890625
2012-02-22,195.57791137695312
2012-02-23,197.51333618164062
2012-02-24,201.95834350585938
2012-02-27,202.1767120361328
2012-02-28,198.69190979003906
2012-02-29,200.09906005859375
2012-03-01,202.43582153320312
2012-03-02,199.85520935058594
2012-03-05,198.36172485351562
2012-03-06,197.83346557617188
2012-03-07,198.30584716796875
2012-03-08,198.60557556152344
2012-03-09,196.3804931640625
2012-03-12,198.244873046875
2012-03-13,203.01998901367188
2012-03-14,200.79507446289062
2012-03-15,203.1470184326172
2012-03-16,203.1978302001953
2012-03-19,201.16587829589844
2012-03-20,199.66726684570312
2012-03-21,197.07138061523438
2012-03-22,195.98426818847656
2012-03-23,195.69979858398438
2012-03-26,199.90093994140625
2012-03-27,197.640380859375
2012-03-28,194.53652954101562
2012-03-29,187.82081604003906
2012-03-30,189.77151489257812
2012-04-02,190.06613159179688
2012-04-03,189.43624877929688
2012-04-04,189.3651580810547
2012-04-05,191.09226989746094
2012-04-09,190.14242553710938
2012-04-10,189.83251953125
2012-04-11,192.63153076171875
2012-04-12,194.93280029296875
2012-04-13,196.8326416015625
2012-04-16,189.0704803466797
2012-04-17,192.72801208496094
2012-04-18,189.46160888671875
2012-04-19,194.380859375
2012-04-20,195.5364990234375
2012-04-23,191.03146362304688
2012-04-24,191.06729125976562
2012-04-25,193.40419006347656
2012-04-26,194.32977294921875
2012-04-27,196.3188934326172
2012-04-30,193.37863159179688
2012-05-01,192.85191345214844
2012-05-02,192.71380615234375
2012-05-03,192.3456573486328
2012-05-04,182.87025451660156
2012-05-07,178.20675659179688
2012-05-08,176.4169464111328
2012-05-09,173.3131561279297
2012-05-10,172.32618713378906
2012-05-11,171.9170684814453
2012-05-14,168.7569122314453
2012-05-15,171.1756134033203
2012-05-16,174.8829803466797
2012-05-17,170.7972869873047
2012-05-18,170.2808074951172
2012-05-21,167.59619140625
2012-05-22,170.02505493164062
2012-05-23,171.3750762939453
2012-05-24,173.52789306640625
2012-05-25,176.19203186035156
2012-05-29,179.36241149902344
2012-05-30,178.46241760253906
2012-05-31,178.3704071044922
2012-06-01,178.71817016601562
2012-06-04,179.8072967529297
2012-06-05,179.60781860351562
2012-06-06,183.78562927246094
2012-06-07,184.4452362060547
2012-06-08,186.19403076171875
2012-06-11,185.88218688964844
2012-06-12,187.93267822265625
2012-06-13,186.59805297851562
2012-06-14,189.2059783935547
2012-06-15,191.42523193359375
2012-06-18,191.65530395507812
2012-06-19,192.73944091796875
2012-06-20,191.95703125
2012-06-21,187.31396484375
2012-06-22,188.8070526123047
2012-06-25,185.57025146484375
2012-06-26,185.90264892578125
2012-06-27,186.83839416503906
2012-06-28,189.0883331298828
2012-06-29,191.1542205810547
2012-07-02,194.88198852539062
2012-07-03,194.4115447998047
2012-07-05,191.75762939453125
2012-07-06,188.43382263183594
2012-07-09,184.44015502929688
2012-07-10,186.14813232421875
2012-07-11,186.13278198242188
2012-07-12,180.5078887939453
2012-07-13,181.86294555664062
2012-07-16,182.30270385742188
2012-07-17,184.41453552246094
2012-07-18,186.0713348388672
2012-07-19,188.82565307617188
2012-07-20,186.1280059814453
2012-07-23,183.02371215820312
2012-07-24,177.01564025878906
2012-07-25,177.22677612304688
2012-07-26,174.29225158691406
2012-07-27,177.33489990234375
2012-07-30,175.29104614257812
2012-07-31,174.2665252685547
2012-08-01,173.2368621826172
2012-08-02,170.2767333984375
2012-08-03,170.03990173339844
2012-08-06,177.39671325683594
2012-08-07,177.25765991210938
2012-08-08,181.602783203125
2012-08-09,179.29124450683594
2012-08-10,179.6103973388672
2012-08-13,178.69403076171875
2012-08-14,178.18946838378906
2012-08-15,178.48284912109375
2012-08-16,179.19342041015625
2012-08-17,179.6824493408203
2012-08-20,183.20379638671875
2012-08-21,182.78683471679688
2012-08-22,182.61695861816406
2012-08-23,180.2693328857422
2012-08-24,181.0982208251953
2012-08-27,179.7957305908203
2012-08-28,181.72117614746094
2012-08-29,180.18185424804688
2012-08-30,182.7610626220703
2012-08-31,181.47402954101562
2012-09-04,182.68899536132812
2012-09-05,179.4662628173828
2012-09-06,181.88075256347656
2012-09-07,179.3839111328125
2012-09-10,180.28480529785156
2012-09-11,179.98622131347656
2012-09-12,180.5370635986328
2012-09-13,182.2978057861328
2012-09-14,185.2116241455078
2012-09-17,186.8693084716797
2012-09-18,186.53468322753906
2012-09-19,186.9671630859375
2012-09-20,186.2412567138672
2012-09-21,190.09730529785156
2012-09-24,190.33924865722656
2012-09-25,185.51022338867188
2012-09-26,185.73680114746094
2012-09-27,184.5886993408203
2012-09-28,186.8950653076172
2012-10-01,187.59524536132812
2012-10-02,188.424072265625
2012-10-03,186.07650756835938
2012-10-04,188.31597900390625
2012-10-05,188.4549102783203
2012-10-08,185.84999084472656
2012-10-09,185.155029296875
2012-10-10,184.33126831054688
2012-10-11,184.6144561767578
2012-10-12,185.0726318359375
2012-10-15,185.0674591064453
2012-10-16,186.20521545410156
2012-10-17,181.72117614746094
2012-10-18,182.0425567626953
2012-10-19,179.24313354492188
2012-10-22,177.46490478515625
2012-10-23,174.9246826171875
2012-10-24,173.67010498046875
2012-10-25,172.10455322265625
2012-10-26,172.11485290527344
2012-10-31,172.897705078125
2012-11-01,175.9770965576172
2012-11-02,184.81610107421875
2012-11-05,180.72581481933594
2012-11-06,179.06167602539062
2012-11-07,175.30828857421875
2012-11-08,175.971923828125
2012-11-09,175.8629913330078
2012-11-12,175.18386840820312
2012-11-13,175.22531127929688
2012-11-14,173.67010498046875
2012-11-15,176.26219177246094
2012-11-16,177.68785095214844
2012-11-19,181.91812133789062
2012-11-20,178.32029724121094
2012-11-21,180.94871520996094
2012-11-23,182.74246215820312
2012-11-26,178.39285278320312
2012-11-27,179.82371520996094
2012-11-28,183.02755737304688
2012-11-29,184.7798309326172
2012-11-30,190.2906036376953
2012-12-03,188.4138946533203
2012-12-04,189.10340881347656
2012-12-05,188.8598175048828
2012-12-06,190.41505432128906
2012-12-07,192.9189910888672
2012-12-10,193.33885192871094
2012-12-11,195.26220703125
2012-12-12,194.05429077148438
2012-12-13,196.9449920654297
2012-12-14,194.32583618164062
2012-12-17,196.23162841796875
2012-12-18,198.28656005859375
2012-12-19,195.5608673095703
2012-12-20,196.16244506835938
2012-12-21,192.4519500732422
2012-12-24,192.05267333984375
2012-12-26,191.64808654785156
2012-12-27,192.4998016357422
2012-12-28,192.6542205810547
2012-12-31,194.42166137695312
2013-01-02,196.97161865234375
2013-01-03,198.7816619873047
2013-01-04,200.05398559570312
2013-01-07,198.15345764160156
2013-01-08,197.7169189453125
2013-01-09,197.31765747070312
2013-01-10,198.25994873046875
2013-01-11,200.0859375
2013-01-14,199.8037567138672
2013-01-15,200.58102416992188
2013-01-16,202.17807006835938
2013-01-17,202.9392852783203
2013-01-18,202.3856658935547
2013-01-22,203.36517333984375
2013-01-23,204.0360107421875
2013-01-24,206.5220947265625
2013-01-25,206.07493591308594
2013-01-28,205.62770080566406
2013-01-29,204.81326293945312
2013-01-30,204.54702758789062
2013-01-31,205.31893920898438
2013-02-01,206.7882843017578
2013-02-04,203.89761352539062
2013-02-05,204.34471130371094
2013-02-06,207.18753051757812
2013-02-07,206.2292938232422
2013-02-08,212.2395782470703
2013-02-11,212.4365997314453
2013-02-12,213.79940795898438
2013-02-13,213.40538024902344
2013-02-14,217.76544189453125
2013-02-15,220.61351013183594
2013-02-19,222.9771728515625
2013-02-20,221.90719604492188
2013-02-21,219.54348754882812
2013-02-22,216.7379608154297
2013-02-25,210.21661376953125
2013-02-26,208.13514709472656
2013-02-27,214.52874755859375
2013-02-28,212.1650390625
2013-03-01,210.722412109375
2013-03-04,213.01148986816406
2013-03-05,218.047607421875
2013-03-06,216.87110900878906
2013-03-07,220.6029052734375
2013-03-08,220.76260375976562
2013-03-11,219.86825561523438
2013-03-12,221.9923095703125
2013-03-13,233.31021118164062
2013-03-14,234.0768280029297
2013-03-15,236.7385711669922
2013-03-18,236.0677947998047
2013-03-19,234.94989013671875
2013-03-20,235.88682556152344
2013-03-21,234.8008270263672
2013-03-22,235.49815368652344
2013-03-25,242.5306854248047
2013-03-26,239.02774047851562
2013-03-27,239.11285400390625
2013-03-28,237.9630126953125
2013-04-01,237.48387145996094
2013-04-02,234.69972229003906
2013-04-03,232.40518188476562
2013-04-04,233.57106018066406
2013-04-05,230.669677734375
2013-04-08,233.63490295410156
2013-04-09,234.4014892578125
2013-04-10,239.26194763183594
2013-04-11,239.47491455078125
2013-04-12,236.63209533691406
2013-04-15,231.94210815429688
2013-04-16,237.14315795898438
2013-04-17,228.97686767578125
2013-04-18,227.82701110839844
2013-04-19,231.76644897460938
2013-04-22,231.441650390625
2013-04-23,232.8311309814453
2013-04-24,234.4014892578125
2013-04-25,237.5584259033203
2013-04-26,237.62762451171875
2013-04-29,236.4990692138672
2013-04-30,236.01461791992188
2013-05-01,235.72714233398438
2013-05-02,240.89634704589844
2013-05-03,238.78817749023438
2013-05-06,239.56005859375
2013-05-07,239.79429626464844
2013-05-08,239.2938690185547
2013-05-09,237.85655212402344
2013-05-10,241.09854125976562
2013-05-13,240.80580139160156
2013-05-14,240.43850708007812
2013-05-15,242.983154296875
2013-05-16,241.63095092773438
2013-05-17,248.50897216796875
2013-05-20,249.54176330566406
2013-05-21,249.87709045410156
2013-05-22,249.40858459472656
2013-05-23,251.16539001464844
2013-05-24,252.2089080810547
2013-05-28,256.8349609375
2013-05-29,255.18479919433594
2013-05-30,253.7154541015625
2013-05-31,248.73257446289062
2013-06-03,248.62611389160156
2013-06-04,249.30755615234375
2013-06-05,244.5748748779297
2013-06-06,243.35577392578125
2013-06-07,246.20925903320312
2013-06-10,246.69903564453125
2013-06-11,248.59947204589844
2013-06-12,250.8140411376953
2013-06-13,257.89959716796875
2013-06-14,257.8625183105469
2013-06-17,259.53411865234375
2013-06-18,261.7379455566406
2013-06-19,259.2572021484375
2013-06-20,254.50332641601562
2013-06-21,254.9025115966797
2013-06-24,254.42881774902344
2013-06-25,257.2874450683594
2013-06-26,257.73468017578125
2013-06-27,258.7994689941406
2013-06-28,257.53778076171875
2013-07-01,261.4825439453125
2013-07-02,263.8780822753906
2013-07-03,263.2978515625
2013-07-05,265.113037109375
2013-07-08,263.1700744628906
2013-07-09,264.9002685546875
2013-07-10,266.3802490234375
2013-07-11,270.46319580078125
2013-07-12,274.3389892578125
2013-07-15,275.9945373535156
2013-07-16,275.1481018066406
2013-07-17,274.72747802734375
2013-07-18,274.4293518066406
2013-07-19,275.8454284667969
2013-07-22,275.0682067871094
2013-07-23,277.5276184082031
2013-07-24,283.97979736328125
2013-07-25,285.4491882324219
2013-07-26,286.1465148925781
2013-07-29,285.62481689453125
2013-07-30,285.1829528808594
2013-07-31,286.0667419433594
2013-08-01,292.2898864746094
2013-08-02,298.09271240234375
2013-08-05,302.750732421875
2013-08-06,315.6869201660156
2013-08-07,312.8016052246094
2013-08-08,314.0899353027344
2013-08-09,311.4121398925781
2013-08-12,311.4281311035156
2013-08-13,311.4228210449219
2013-08-14,310.7519226074219
2013-08-15,306.0726013183594
2013-08-16,303.3203430175781
2013-08-19,301.3186950683594
2013-08-20,305.28472900390625
2013-08-21,301.169677734375
2013-08-22,306.5198059082031
2013-08-23,308.3990478515625
2013-08-26,307.8666076660156
2013-08-27,304.4542236328125
2013-08-28,302.77728271484375
2013-08-29,303.1660461425781
2013-08-30,300.2486877441406
2013-09-03,305.5030212402344
2013-09-04,305.22613525390625
2013-09-05,307.48870849609375
2013-09-06,306.1204528808594
2013-09-09,305.5614929199219
2013-09-10,307.8080749511719
2013-09-11,310.73077392578125
2013-09-12,308.58526611328125
2013-09-13,308.447021484375
2013-09-16,308.2978515625
2013-09-17,306.6474914550781
2013-09-18,305.1782531738281
2013-09-19,305.5987854003906
2013-09-20,308.95263671875
2013-09-23,314.1537780761719
