Date,GHC
2010-01-04,213.51824951171875
2010-01-05,214.1365203857422
2010-01-06,214.4311065673828
2010-01-07,219.30465698242188
2010-01-08,219.30465698242188
2010-01-11,219.79251098632812
2010-01-12,217.0200653076172
2010-01-13,218.4835662841797
2010-01-14,219.8746795654297
2010-01-15,215.83663940429688
2010-01-19,216.6770782470703
2010-01-20,213.8804168701172
2010-01-21,215.81739807128906
2010-01-22,215.81739807128906
2010-01-25,216.61354064941406
2010-01-26,214.17648315429688
2010-01-27,216.80284118652344
2010-01-28,214.11338806152344
2010-01-29,210.9871063232422
2010-02-01,213.69593811035156
2010-02-02,213.0891876220703
2010-02-03,212.9483642578125
2010-02-04,206.68603515625
2010-02-05,204.61801147460938
2010-02-08,202.1713104248047
2010-02-09,201.6372833251953
2010-02-10,200.1858367919922
2010-02-11,198.13233947753906
2010-02-12,198.33619689941406
2010-02-16,201.35089111328125
2010-02-17,201.46734619140625
2010-02-18,202.3363494873047
2010-02-19,201.61788940429688
2010-02-22,201.6227264404297
2010-02-23,200.2537841796875
2010-02-24,204.03541564941406
2010-02-25,203.53057861328125
2010-02-26,204.04029846191406
2010-03-01,209.229736328125
2010-03-02,210.21038818359375
2010-03-03,211.90943908691406
2010-03-04,212.22988891601562
2010-03-05,217.6912384033203
2010-03-08,218.71060180664062
2010-03-09,218.53582763671875
2010-03-10,220.1475830078125
2010-03-11,219.2057647705078
2010-03-12,216.58438110351562
2010-03-15,216.42901611328125
2010-03-16,216.92413330078125
2010-03-17,217.8804931640625
2010-03-18,218.24949645996094
2010-03-19,217.482421875
2010-03-22,218.3514404296875
2010-03-23,218.13778686523438
2010-03-24,215.6280059814453
2010-03-25,216.31736755371094
2010-03-26,213.70565795898438
2010-03-29,215.08920288085938
2010-03-30,214.20570373535156
2010-03-31,215.6280059814453
2010-04-01,215.89987182617188
2010-04-05,234.4732666015625
2010-04-06,235.36648559570312
2010-04-07,235.3907470703125
2010-04-08,237.21603393554688
2010-04-09,238.84237670898438
2010-04-12,238.89097595214844
2010-04-13,249.04164123535156
2010-04-14,257.2749328613281
2010-04-15,262.8139953613281
2010-04-16,260.0565490722656
2010-04-19,258.2554931640625
2010-04-20,261.4353332519531
2010-04-21,262.1732482910156
2010-04-22,263.03619384765625
2010-04-23,262.6411437988281
2010-04-26,259.472412109375
2010-04-27,252.27719116210938
2010-04-28,255.943115234375
2010-04-29,255.77264404296875
2010-04-30,247.23182678222656
2010-05-03,251.09266662597656
2010-05-04,245.0576171875
2010-05-05,244.14114379882812
2010-05-06,238.1352996826172
2010-05-07,232.29531860351562
2010-05-10,243.49270629882812
2010-05-11,242.82984924316406
2010-05-12,250.897705078125
2010-05-13,249.28404235839844
2010-05-14,244.64816284179688
2010-05-17,250.19573974609375
2010-05-18,244.57992553710938
2010-05-19,241.59165954589844
2010-05-20,232.8461456298828
2010-05-21,235.78086853027344
2010-05-24,230.97422790527344
2010-05-25,228.809814453125
2010-05-26,233.0314483642578
2010-05-27,229.116943359375
2010-05-28,227.03538513183594
2010-06-01,220.20083618164062
2010-06-02,226.396728515625
2010-06-03,226.4016571044922
2010-06-04,219.1868896484375
2010-06-07,215.80860900878906
2010-06-08,213.78074645996094
2010-06-09,214.22923278808594
2010-06-10,219.19178771972656
2010-06-11,219.9620361328125
2010-06-14,216.58871459960938
2010-06-15,223.1793670654297
2010-06-16,223.35975646972656
2010-06-17,222.9113006591797
2010-06-18,223.21841430664062
2010-06-21,222.33604431152344
2010-06-22,216.65200805664062
2010-06-23,213.7368621826172
2010-06-24,212.25003051757812
2010-06-25,210.86077880859375
2010-06-28,208.1356658935547
2010-06-29,201.29141235351562
2010-06-30,200.1020050048828
2010-07-01,201.41326904296875
2010-07-02,199.01486206054688
2010-07-06,198.23489379882812
2010-07-07,199.60476684570312
2010-07-08,206.69273376464844
2010-07-09,209.30075073242188
2010-07-12,208.0966796875
2010-07-13,211.22140502929688
2010-07-14,213.2152557373047
2010-07-15,215.18954467773438
2010-07-16,207.6189422607422
2010-07-19,212.60104370117188
2010-07-20,209.04237365722656
2010-07-21,202.48574829101562
2010-07-22,202.17698669433594
2010-07-23,208.50961303710938
2010-07-26,211.60232543945312
2010-07-27,211.1366729736328
2010-07-28,207.77928161621094
2010-07-29,206.96072387695312
2010-07-30,206.09808349609375
2010-08-02,212.66595458984375
2010-08-03,209.86715698242188
2010-08-04,204.1816864013672
2010-08-05,200.27520751953125
2010-08-06,185.05641174316406
2010-08-09,188.62957763671875
2010-08-10,186.73277282714844
2010-08-11,178.04257202148438
2010-08-12,170.97476196289062
2010-08-13,168.3524932861328
2010-08-16,154.7119903564453
2010-08-17,160.58387756347656
2010-08-18,165.72047424316406
2010-08-19,169.39654541015625
2010-08-20,170.4111328125
2010-08-23,180.75299072265625
2010-08-24,181.15492248535156
2010-08-25,183.6595916748047
2010-08-26,183.67428588867188
2010-08-27,188.61483764648438
2010-08-30,181.59121704101562
2010-08-31,176.56234741210938
2010-09-01,184.40951538085938
2010-09-02,189.2618408203125
2010-09-03,190.61949157714844
2010-09-07,183.54196166992188
2010-09-08,183.1547088623047
2010-09-09,183.8654327392578
2010-09-10,185.7769317626953
2010-09-13,184.23300170898438
2010-09-14,182.3214874267578
2010-09-15,177.92498779296875
2010-09-16,175.05764770507812
2010-09-17,180.00311279296875
2010-09-20,183.8605499267578
2010-09-21,179.1845703125
2010-09-22,176.55743408203125
2010-09-23,184.1692352294922
2010-09-24,186.25242614746094
2010-09-27,182.21363830566406
2010-09-28,191.46250915527344
2010-09-29,191.1782989501953
2010-09-30,195.76600646972656
2010-10-01,197.986328125
2010-10-04,197.82449340820312
2010-10-05,199.88311767578125
2010-10-06,197.6432647705078
2010-10-07,197.25112915039062
2010-10-08,201.64271545410156
2010-10-11,205.91180419921875
2010-10-12,206.1715850830078
2010-10-13,210.07801818847656
2010-10-14,191.2762908935547
2010-10-15,187.095458984375
2010-10-18,187.5120391845703
2010-10-19,185.81613159179688
2010-10-20,182.5420684814453
2010-10-21,182.48294067382812
2010-10-22,183.7501983642578
2010-10-25,182.734375
2010-10-26,185.98892211914062
2010-10-27,187.542236328125
2010-10-28,188.23260498046875
2010-10-29,198.30703735351562
2010-11-01,192.61143493652344
2010-11-02,198.8395538330078
2010-11-03,190.98423767089844
2010-11-04,189.30763244628906
2010-11-05,196.4479522705078
2010-11-08,196.88189697265625
2010-11-09,192.59671020507812
2010-11-10,189.0906524658203
2010-11-11,193.19830322265625
2010-11-12,191.329345703125
2010-11-15,189.64292907714844
2010-11-16,191.5167694091797
2010-11-17,189.77603149414062
2010-11-18,190.06703186035156
2010-11-19,190.50587463378906
2010-11-22,189.9486083984375
2010-11-23,187.45350646972656
2010-11-24,189.45059204101562
2010-11-26,187.69512939453125
2010-11-29,188.3854522705078
2010-11-30,185.91493225097656
2010-12-01,186.66452026367188
2010-12-02,191.13705444335938
2010-12-03,191.38360595703125
2010-12-06,192.1529083251953
2010-12-07,194.38674926757812
2010-12-08,195.27432250976562
2010-12-09,197.93222045898438
2010-12-10,204.42164611816406
2010-12-13,205.1908721923828
2010-12-14,210.3636932373047
2010-12-15,206.4582061767578
2010-12-16,208.02635192871094
2010-12-17,208.5885009765625
2010-12-20,213.05609130859375
2010-12-21,208.001708984375
2010-12-22,210.31436157226562
2010-12-23,212.99208068847656
2010-12-27,212.6813507080078
2010-12-28,217.4251251220703
2010-12-29,217.15892028808594
2010-12-30,216.04937744140625
2010-12-31,216.7248992919922
2011-01-03,217.10459899902344
2011-01-04,217.39059448242188
2011-01-05,216.97145080566406
2011-01-06,217.31661987304688
2011-01-07,218.23391723632812
2011-01-10,204.6435546875
2011-01-11,212.10926818847656
2011-01-12,206.7047882080078
2011-01-13,207.75027465820312
2011-01-14,208.9681396484375
2011-01-18,210.200927734375
2011-01-19,208.78077697753906
2011-01-20,213.64292907714844
2011-01-21,214.06707763671875
2011-01-24,216.56715393066406
2011-01-25,218.65304565429688
2011-01-26,218.99819946289062
2011-01-27,220.32179260253906
2011-01-28,217.39199829101562
2011-01-31,212.35032653808594
2011-02-01,216.6334991455078
2011-02-02,215.503173828125
2011-02-03,219.43942260742188
2011-02-04,215.56764221191406
2011-02-07,213.73341369628906
2011-02-08,213.23760986328125
2011-02-09,212.79641723632812
2011-02-10,214.14981079101562
2011-02-11,212.87083435058594
2011-02-14,214.1993865966797
2011-02-15,214.204345703125
2011-02-16,217.6001434326172
2011-02-17,221.5165252685547
2011-02-18,223.6631317138672
2011-02-22,218.3141326904297
2011-02-23,205.50912475585938
2011-02-24,205.97508239746094
2011-02-25,212.82623291015625
2011-02-28,214.7000732421875
2011-03-01,214.78929138183594
2011-03-02,213.36656188964844
2011-03-03,213.9415740966797
2011-03-04,216.41041564941406
2011-03-07,214.16961669921875
2011-03-08,211.1357879638672
2011-03-09,210.93739318847656
2011-03-10,207.2937469482422
2011-03-11,210.24835205078125
2011-03-14,211.89422607421875
2011-03-15,207.56642150878906
2011-03-16,206.97647094726562
2011-03-17,209.2420654296875
2011-03-18,215.5726318359375
2011-03-21,217.7588348388672
2011-03-22,217.803466796875
2011-03-23,216.84669494628906
2011-03-24,217.7985382080078
2011-03-25,217.87783813476562
2011-03-28,216.20220947265625
2011-03-29,216.63848876953125
2011-03-30,219.65255737304688
2011-03-31,216.9160919189453
2011-04-01,218.74533081054688
2011-04-04,221.24392700195312
2011-04-05,218.1058349609375
2011-04-06,221.65530395507812
2011-04-07,222.319580078125
2011-04-08,219.54344177246094
2011-04-11,218.46278381347656
2011-04-12,218.7749786376953
2011-04-13,218.1256103515625
2011-04-14,215.57762145996094
2011-04-15,216.18247985839844
2011-04-18,214.40762329101562
2011-04-19,206.56997680664062
2011-04-20,208.30490112304688
2011-04-21,211.64022827148438
2011-04-25,209.88034057617188
2011-04-26,214.14793395996094
2011-04-27,219.07861328125
2011-04-28,218.91416931152344
2011-04-29,217.31878662109375
2011-05-02,219.33294677734375
2011-05-03,223.52569580078125
2011-05-04,220.4845428466797
2011-05-05,215.65359497070312
2011-05-06,205.5280303955078
2011-05-09,207.26295471191406
2011-05-10,209.86541748046875
2011-05-11,210.7777099609375
2011-05-12,212.47283935546875
2011-05-13,207.6568145751953
2011-05-16,207.29782104492188
2011-05-17,208.15037536621094
2011-05-18,207.29286193847656
2011-05-19,209.84046936035156
2011-05-20,207.73158264160156
2011-05-23,206.08631896972656
2011-05-24,205.28872680664062
2011-05-25,203.63848876953125
2011-05-26,203.65342712402344
2011-05-27,206.40045166015625
2011-05-31,204.7003936767578
2011-06-01,202.39208984375
2011-06-02,212.59242248535156
2011-06-03,206.83914184570312
2011-06-06,208.74366760253906
2011-06-07,211.37603759765625
2011-06-08,209.54136657714844
2011-06-09,211.74490356445312
2011-06-10,207.4673614501953
2011-06-13,207.2329864501953
2011-06-14,210.24432373046875
2011-06-15,207.1682586669922
2011-06-16,208.57418823242188
2011-06-17,208.88327026367188
2011-06-20,207.37257385253906
2011-06-21,207.20809936523438
2011-06-22,205.12916564941406
2011-06-23,205.388427734375
2011-06-24,202.27743530273438
2011-06-27,206.40045166015625
2011-06-28,207.96096801757812
2011-06-29,208.12045288085938
2011-06-30,208.86831665039062
2011-07-01,210.49359130859375
2011-07-05,209.17245483398438
2011-07-06,208.06565856933594
2011-07-07,210.73785400390625
2011-07-08,207.08847045898438
2011-07-11,202.34225463867188
2011-07-12,203.22467041015625
2011-07-13,207.31776428222656
2011-07-14,208.235107421875
2011-07-15,205.90696716308594
2011-07-18,205.76727294921875
2011-07-19,208.4993438720703
2011-07-20,208.992919921875
2011-07-21,214.30743408203125
2011-07-22,212.34706115722656
2011-07-25,213.83604431152344
2011-07-26,213.98150634765625
2011-07-27,210.4819793701172
2011-07-28,205.4884796142578
2011-07-29,201.6980743408203
2011-08-01,200.1238555908203
2011-08-02,200.4196319580078
2011-08-03,196.83486938476562
2011-08-04,184.61166381835938
2011-08-05,191.94659423828125
2011-08-08,175.93309020996094
2011-08-09,179.23707580566406
2011-08-10,175.476806640625
2011-08-11,183.09251403808594
2011-08-12,179.00650024414062
2011-08-15,181.04698181152344
2011-08-16,184.6467742919922
2011-08-17,180.04432678222656
2011-08-18,167.31971740722656
2011-08-19,169.7161865234375
2011-08-22,168.13690185546875
2011-08-23,169.78640747070312
2011-08-24,173.0201416015625
2011-08-25,169.21484375
2011-08-26,168.7836456298828
2011-08-29,177.23162841796875
2011-08-30,177.54249572753906
2011-08-31,178.36473083496094
2011-09-01,168.13189697265625
2011-09-02,160.87716674804688
2011-09-06,158.500732421875
2011-09-07,163.46926879882812
2011-09-08,163.8101806640625
2011-09-09,165.44964599609375
