Date,GEV
2024-03-27,130.9944610595703
2024-03-28,136.4837646484375
2024-04-01,141.74351501464844
2024-04-02,139.72743225097656
2024-04-03,137.07261657714844
2024-04-04,125.8145751953125
2024-04-05,122.46111297607422
2024-04-08,129.70700073242188
2024-04-09,131.9126739501953
2024-04-10,138.10060119628906
2024-04-11,136.30413818359375
2024-04-12,133.73912048339844
2024-04-15,131.49349975585938
2024-04-16,129.8167724609375
2024-04-17,134.48765563964844
2024-04-18,136.95285034179688
2024-04-19,134.83697509765625
2024-04-22,136.42388916015625
2024-04-23,147.5421905517578
2024-04-24,145.89540100097656
2024-04-25,148.02125549316406
2024-04-26,152.77198791503906
2024-04-29,158.70040893554688
2024-04-30,153.41075134277344
2024-05-01,151.3747100830078
2024-05-02,153.530517578125
2024-05-03,165.93630981445312
2024-05-06,168.8107147216797
2024-05-07,167.03416442871094
2024-05-08,163.6807098388672
2024-05-09,166.07603454589844
2024-05-10,166.94435119628906
2024-05-13,161.2154998779297
2024-05-14,165.30755615234375
2024-05-15,167.54318237304688
2024-05-16,166.07603454589844
2024-05-17,162.3033905029297
2024-05-20,160.6366424560547
2024-05-21,163.61083984375
2024-05-22,163.531005859375
2024-05-23,161.355224609375
2024-05-24,177.0845489501953
2024-05-28,177.7432861328125
2024-05-29,176.9747772216797
2024-05-30,174.7391357421875
2024-05-31,175.5575408935547
2024-06-03,170.03829956054688
2024-06-04,162.72256469726562
2024-06-05,163.17172241210938
2024-06-06,159.9978790283203
2024-06-07,161.7644500732422
2024-06-10,166.31556701660156
2024-06-11,167.9024658203125
2024-06-12,177.1743927001953
2024-06-13,175.82701110839844
2024-06-14,169.83868408203125
2024-06-17,168.4314422607422
2024-06-18,179.22039794921875
2024-06-20,176.8350372314453
2024-06-21,175.38787841796875
2024-06-24,177.79318237304688
2024-06-25,181.09674072265625
2024-06-26,179.64955139160156
2024-06-27,175.93679809570312
2024-06-28,171.17608642578125
2024-07-01,167.19386291503906
2024-07-02,169.47938537597656
2024-07-03,172.34381103515625
2024-07-05,175.88690185546875
2024-07-08,174.030517578125
2024-07-09,172.64321899414062
2024-07-10,179.3800811767578
2024-07-11,176.35597229003906
2024-07-12,180.0986785888672
2024-07-15,177.09454345703125
2024-07-16,182.3842315673828
2024-07-17,165.5071563720703
2024-07-18,161.17559814453125
2024-07-19,163.02198791503906
2024-07-22,166.43531799316406
2024-07-23,170.1580810546875
2024-07-24,162.5828399658203
2024-07-25,159.68850708007812
2024-07-26,172.77296447753906
2024-07-29,171.7150421142578
2024-07-30,162.38323974609375
2024-07-31,177.8929901123047
2024-08-01,173.69117736816406
2024-08-02,164.40928649902344
2024-08-05,161.92413330078125
2024-08-06,164.03004455566406
2024-08-07,165.74668884277344
2024-08-08,176.86500549316406
2024-08-09,178.76129150390625
2024-08-12,176.09649658203125
2024-08-13,179.30023193359375
2024-08-14,183.80148315429688
2024-08-15,188.452392578125
2024-08-16,183.70164489746094
2024-08-19,185.03904724121094
2024-08-20,183.6417694091797
2024-08-21,183.90127563476562
2024-08-22,185.63787841796875
2024-08-23,182.93313598632812
2024-08-26,181.77540588378906
2024-08-27,185.18875122070312
2024-08-28,183.6417694091797
2024-08-29,190.98744201660156
2024-08-30,200.6086883544922
2024-09-03,192.1751251220703
2024-09-04,199.24134826660156
2024-09-05,198.0536651611328
2024-09-06,197.94387817382812
2024-09-09,201.41709899902344
2024-09-10,201.61669921875
2024-09-11,208.74281311035156
2024-09-12,214.85089111328125
2024-09-13,225.15078735351562
2024-09-16,229.4823455810547
2024-09-17,236.68829345703125
2024-09-18,235.211181640625
2024-09-19,243.97409057617188
2024-09-20,244.98211669921875
2024-09-23,251.04029846191406
2024-09-24,254.98260498046875
2024-09-25,254.55345153808594
2024-09-26,250.7309112548828
2024-09-27,249.37356567382812
2024-09-30,254.48358154296875
2024-10-01,256.0305480957031
2024-10-02,251.79881286621094
2024-10-03,254.1841583251953
2024-10-04,265.0729064941406
2024-10-07,262.02886962890625
2024-10-08,263.7554931640625
2024-10-09,266.0809631347656
2024-10-10,264.10479736328125
2024-10-11,266.37042236328125
2024-10-14,268.9753112792969
2024-10-15,265.8414001464844
2024-10-16,274.23504638671875
2024-10-17,271.470458984375
2024-10-18,272.1890563964844
2024-10-21,275.891845703125
2024-10-22,275.8818664550781
2024-10-23,279.3351135253906
2024-10-24,296.4217834472656
2024-10-25,292.968505859375
2024-10-28,288.6669006347656
2024-10-29,298.1883239746094
2024-10-30,297.0205993652344
2024-10-31,301.07269287109375
2024-11-01,300.5037841796875
2024-11-04,294.884765625
2024-11-05,315.15521240234375
2024-11-06,335.645263671875
2024-11-07,336.12432861328125
2024-11-08,340.5157470703125
2024-11-11,348.75970458984375
2024-11-12,323.0797424316406
2024-11-13,332.6112060546875
2024-11-14,325.4052429199219
2024-11-15,329.1180114746094
2024-11-18,324.7365417480469
2024-11-19,339.33807373046875
2024-11-20,342.1026611328125
2024-11-21,339.1883544921875
2024-11-22,348.4802551269531
2024-11-25,328.33953857421875
2024-11-26,338.230224609375
2024-11-27,334.6771545410156
2024-11-29,333.469482421875
2024-12-02,336.8828430175781
2024-12-03,331.2737731933594
2024-12-04,343.0807800292969
2024-12-05,347.4522399902344
2024-12-06,345.83538818359375
2024-12-09,334.5973205566406
2024-12-10,326.75262451171875
2024-12-11,343.1306457519531
2024-12-12,329.2677001953125
2024-12-13,331.3636169433594
2024-12-16,337.0525207519531
2024-12-17,327.7007751464844
2024-12-18,316.5025939941406
2024-12-19,332.1520690917969
2024-12-20,342.2499694824219
2024-12-23,344.5072937011719
2024-12-24,346.87445068359375
2024-12-26,342.65948486328125
2024-12-27,333.4005432128906
2024-12-30,329.8648376464844
2024-12-31,328.5364074707031
2025-01-02,338.534423828125
2025-01-03,353.6063537597656
2025-01-06,370.8757019042969
2025-01-07,368.07904052734375
2025-01-08,366.04150390625
2025-01-10,366.6607360839844
2025-01-13,366.3710632324219
2025-01-14,381.8026123046875
2025-01-15,386.56689453125
2025-01-16,390.5321350097656
2025-01-17,400.9296875
2025-01-21,415.502197265625
2025-01-22,426.58892822265625
2025-01-23,437.18621826171875
2025-01-24,419.98681640625
2025-01-27,329.6051330566406
2025-01-28,354.695068359375
2025-01-29,352.8273010253906
2025-01-30,382.4817810058594
2025-01-31,372.433837890625
2025-02-03,361.2771911621094
2025-02-04,356.1033935546875
2025-02-05,367.4897155761719
2025-02-06,374.3814697265625
2025-02-07,377.5177307128906
2025-02-10,384.539306640625
2025-02-11,372.4537658691406
2025-02-12,369.2076721191406
2025-02-13,369.86688232421875
2025-02-14,367.150146484375
2025-02-18,372.8033752441406
2025-02-19,374.7510681152344
2025-02-20,359.2496032714844
2025-02-21,327.4876708984375
2025-02-24,315.531982421875
2025-02-25,317.30987548828125
2025-02-26,334.8388366699219
2025-02-27,325.88958740234375
2025-02-28,334.7789306640625
2025-03-03,315.6018981933594
2025-03-04,312.6954040527344
2025-03-05,316.4209289550781
2025-03-06,292.8591613769531
2025-03-07,288.95379638671875
2025-03-10,269.8067626953125
2025-03-11,283.8699035644531
2025-03-12,298.3226013183594
2025-03-13,299.8807067871094
2025-03-14,313.2547302246094
2025-03-17,331.5627746582031
2025-03-18,318.5483703613281
2025-03-19,335.3981628417969
2025-03-20,336.42694091796875
2025-03-21,333.4704895019531
2025-03-24,343.15887451171875
2025-03-25,335.7976989746094
2025-03-26,317.3198547363281
2025-03-27,302.6374206542969
2025-03-28,302.5675048828125
2025-03-31,304.9147033691406
2025-04-01,315.2623291015625
2025-04-02,330.4041442871094
2025-04-03,297.3038330078125
2025-04-04,271.1551513671875
2025-04-07,285.7276916503906
2025-04-08,286.5467224121094
2025-04-09,326.4189453125
2025-04-10,309.5791320800781
2025-04-11,321.0453796386719
2025-04-14,321.914306640625
2025-04-15,328.1668395996094
2025-04-16,327.767333984375
2025-04-17,323.4092102050781
2025-04-21,312.9437561035156
2025-04-22,325.9281311035156
2025-04-23,335.9437561035156
2025-04-24,360.3331298828125
2025-04-25,372.2579650878906
2025-04-28,369.89898681640625
2025-04-29,371.02850341796875
2025-04-30,370.6586608886719
2025-05-01,382.1236572265625
2025-05-02,396.1475524902344
2025-05-05,400.92547607421875
2025-05-06,401.055419921875
2025-05-07,406.63299560546875
2025-05-08,393.82855224609375
2025-05-09,399.0862731933594
2025-05-12,416.44873046875
2025-05-13,433.1414489746094
2025-05-14,432.65167236328125
2025-05-15,426.7842102050781
2025-05-16,427.8737487792969
2025-05-19,446.4056701660156
2025-05-20,449.84417724609375
2025-05-21,452.8328857421875
2025-05-22,458.620361328125
2025-05-23,464.1879577636719
2025-05-27,471.3048400878906
2025-05-28,484.7989807128906
2025-05-29,470.9649963378906
2025-05-30,472.7742004394531
2025-06-02,484.94891357421875
2025-06-03,492.7554931640625
2025-06-04,487.9176025390625
2025-06-05,484.0992736816406
2025-06-06,484.7889709472656
2025-06-09,479.7911376953125
2025-06-10,465.1075439453125
2025-06-11,483.2596435546875
2025-06-12,487.45782470703125
2025-06-13,478.2418212890625
2025-06-16,487.667724609375
2025-06-17,488.4473876953125
2025-06-18,489.9767150878906
2025-06-20,486.74810791015625
2025-06-23,499.6625061035156
2025-06-24,510.61773681640625
2025-06-25,502.4512939453125
2025-06-26,506.5894775390625
2025-06-27,519.433837890625
2025-06-30,528.9197998046875
2025-07-01,505.77984619140625
2025-07-02,504.8502502441406
2025-07-03,516.8150024414062
2025-07-07,530.04931640625
2025-07-08,529.7694091796875
2025-07-09,535.5369262695312
2025-07-10,539.1253051757812
2025-07-11,538.9253540039062
2025-07-14,554.7984619140625
2025-07-15,559.3665161132812
2025-07-16,560.92578125
2025-07-17,569.921875
2025-07-18,574.3499755859375
2025-07-21,565.9099731445312
2025-07-22,548.989990234375
2025-07-23,629.030029296875
2025-07-24,623.969970703125
2025-07-25,644.5900268554688
2025-07-28,647.6599731445312
2025-07-29,632.6699829101562
2025-07-30,655.0
2025-07-31,660.2899780273438
2025-08-01,656.5
2025-08-04,662.77001953125
2025-08-05,649.719970703125
2025-08-06,664.5499877929688
2025-08-07,645.8599853515625
2025-08-08,649.0900268554688
2025-08-11,650.760009765625
2025-08-12,657.4400024414062
