Date,LXU
2010-01-04,10.86153793334961
2010-01-05,11.576923370361328
2010-01-06,12.076923370361328
2010-01-07,11.976922988891602
2010-01-08,11.630768775939941
2010-01-11,11.538461685180664
2010-01-12,11.284614562988281
2010-01-13,11.546154022216797
2010-01-14,11.461538314819336
2010-01-15,11.423076629638672
2010-01-19,11.86153793334961
2010-01-20,11.415385246276855
2010-01-21,10.930768966674805
2010-01-22,10.684615135192871
2010-01-25,10.853845596313477
2010-01-26,10.615385055541992
2010-01-27,10.630768775939941
2010-01-28,10.369231224060059
2010-01-29,10.115385055541992
2010-02-01,10.515384674072266
2010-02-02,10.569231033325195
2010-02-03,10.546154022216797
2010-02-04,10.20769214630127
2010-02-05,10.069231033325195
2010-02-08,10.0
2010-02-09,9.976922988891602
2010-02-10,10.076923370361328
2010-02-11,10.215385437011719
2010-02-12,10.130768775939941
2010-02-16,10.79230785369873
2010-02-17,11.215385437011719
2010-02-18,11.115385055541992
2010-02-19,11.030769348144531
2010-02-22,10.961538314819336
2010-02-23,10.776923179626465
2010-02-24,10.761537551879883
2010-02-25,10.992307662963867
2010-02-26,10.930768966674805
2010-03-01,10.930768966674805
2010-03-02,11.176922798156738
2010-03-03,11.315384864807129
2010-03-04,11.453845977783203
2010-03-05,11.830768585205078
2010-03-08,11.600000381469727
2010-03-09,10.969230651855469
2010-03-10,10.953845977783203
2010-03-11,11.069231033325195
2010-03-12,11.05384635925293
2010-03-15,11.115385055541992
2010-03-16,11.36153793334961
2010-03-17,11.815384864807129
2010-03-18,11.607691764831543
2010-03-19,11.615385055541992
2010-03-22,11.615385055541992
2010-03-23,11.853845596313477
2010-03-24,11.969230651855469
2010-03-25,11.838461875915527
2010-03-26,11.923076629638672
2010-03-29,11.876922607421875
2010-03-30,11.892308235168457
2010-03-31,11.723076820373535
2010-04-01,11.815384864807129
2010-04-05,12.161538124084473
2010-04-06,12.100000381469727
2010-04-07,12.15384578704834
2010-04-08,12.123077392578125
2010-04-09,12.161538124084473
2010-04-12,12.323077201843262
2010-04-13,12.146154403686523
2010-04-14,12.230769157409668
2010-04-15,12.407691955566406
2010-04-16,12.5
2010-04-19,12.238462448120117
2010-04-20,13.076923370361328
2010-04-21,13.315384864807129
2010-04-22,13.261537551879883
2010-04-23,13.723076820373535
2010-04-26,13.776923179626465
2010-04-27,13.65384578704834
2010-04-28,13.84615421295166
2010-04-29,13.961538314819336
2010-04-30,13.661538124084473
2010-05-03,14.34615421295166
2010-05-04,14.023077011108398
2010-05-05,13.661538124084473
2010-05-06,13.030769348144531
2010-05-07,12.738462448120117
2010-05-10,13.253846168518066
2010-05-11,13.05384635925293
2010-05-12,13.823077201843262
2010-05-13,14.369231224060059
2010-05-14,14.107691764831543
2010-05-17,14.399999618530273
2010-05-18,14.069231033325195
2010-05-19,13.65384578704834
2010-05-20,13.100000381469727
2010-05-21,13.261537551879883
2010-05-24,12.746153831481934
2010-05-25,12.561537742614746
2010-05-26,12.315384864807129
2010-05-27,12.776923179626465
2010-05-28,12.576923370361328
2010-06-01,11.907691955566406
2010-06-02,12.369231224060059
2010-06-03,12.5
2010-06-04,12.023077011108398
2010-06-07,11.769230842590332
2010-06-08,11.676922798156738
2010-06-09,11.69230842590332
2010-06-10,12.15384578704834
2010-06-11,12.330768585205078
2010-06-14,12.161538124084473
2010-06-15,12.823077201843262
2010-06-16,12.715385437011719
2010-06-17,12.992307662963867
2010-06-18,12.838461875915527
2010-06-21,12.415385246276855
2010-06-22,12.061537742614746
2010-06-23,11.669231414794922
2010-06-24,11.284614562988281
2010-06-25,10.753846168518066
2010-06-28,10.63846206665039
2010-06-29,10.276923179626465
2010-06-30,10.238462448120117
2010-07-01,10.13846206665039
2010-07-02,9.853845596313477
2010-07-06,9.84615421295166
2010-07-07,10.107691764831543
