Date,TPL
2010-01-04,8.38410758972168
2010-01-05,8.85900592803955
2010-01-06,8.634507179260254
2010-01-07,8.562554359436035
2010-01-08,8.346691131591797
2010-01-11,8.323663711547852
2010-01-12,8.274734497070312
2010-01-13,8.401375770568848
2010-01-14,8.058874130249023
2010-01-15,8.021454811096191
2010-01-19,7.972527027130127
2010-01-20,7.8430094718933105
2010-01-21,7.727884769439697
2010-01-22,7.710616111755371
2010-01-25,7.8171067237854
2010-01-26,7.756663799285889
2010-01-27,7.512019634246826
2010-01-28,7.569584846496582
2010-01-29,7.5494384765625
2010-02-01,7.771056175231934
2010-02-02,7.762420654296875
2010-02-03,7.61851167678833
2010-02-04,7.627143859863281
2010-02-05,7.707735538482666
2010-02-08,7.368112564086914
2010-02-09,7.535048484802246
2010-02-10,7.627143859863281
2010-02-11,7.630025863647461
2010-02-12,7.598364353179932
2010-02-16,7.961015224456787
2010-02-17,7.771056175231934
2010-02-18,7.923598289489746
2010-02-19,8.053116798400879
2010-02-22,8.058874130249023
2010-02-23,7.837255001068115
2010-02-24,7.900572776794434
2010-02-25,7.7019782066345215
2010-02-26,7.771056175231934
2010-03-01,7.943747043609619
2010-03-02,7.981161117553711
2010-03-03,8.130825996398926
2010-03-04,8.070388793945312
2010-03-05,8.401375770568848
2010-03-08,8.533768653869629
2010-03-09,8.415765762329102
2010-03-10,8.201313972473145
2010-03-11,8.108579635620117
2010-03-12,8.172333717346191
2010-03-15,8.070906639099121
2010-03-16,8.134662628173828
2010-03-17,7.983965873718262
2010-03-18,7.969473361968994
2010-03-19,7.969473361968994
2010-03-22,7.844860553741455
2010-03-23,7.784004211425781
2010-03-24,7.9955596923828125
2010-03-25,7.969473361968994
2010-03-26,7.957881450653076
2010-03-29,7.969473361968994
2010-03-30,7.989762783050537
2010-03-31,8.114376068115234
2010-04-01,8.389683723449707
2010-04-05,8.546175956726074
2010-04-06,8.465030670166016
2010-04-07,8.4041748046875
2010-04-08,8.398377418518066
2010-04-09,8.360703468322754
2010-04-12,8.360703468322754
2010-04-13,8.291153907775879
2010-04-14,8.349112510681152
2010-04-15,8.291153907775879
2010-04-16,8.230293273925781
2010-04-19,8.114376068115234
2010-04-20,8.224503517150879
2010-04-21,8.354905128479004
2010-04-22,8.28825855255127
2010-04-23,8.549076080322266
2010-04-26,8.557767868041992
2010-04-27,8.549076080322266
2010-04-28,8.51140022277832
2010-04-29,8.650505065917969
2010-04-30,8.641807556152344
2010-05-03,8.775117874145508
2010-05-04,8.58384895324707
2010-05-05,8.44764232635498
2010-05-06,8.354905128479004
2010-05-07,8.073803901672363
2010-05-10,8.120171546936035
2010-05-11,8.16074275970459
2010-05-12,8.195520401000977
2010-05-13,8.346214294433594
2010-05-14,8.018739700317383
2010-05-17,7.963681221008301
2010-05-18,7.926006317138672
2010-05-19,8.036128044128418
2010-05-20,7.873841762542725
2010-05-21,7.868046283721924
2010-05-24,7.737637996673584
2010-05-25,7.5347771644592285
2010-05-26,7.436244964599609
2010-05-27,7.836170673370361
2010-05-28,7.778207302093506
2010-06-01,7.7637200355529785
2010-06-02,7.853556156158447
2010-06-03,7.873841762542725
2010-06-04,7.650695323944092
2010-06-07,7.572451591491699
2010-06-08,7.618819713592529
2010-06-09,7.702861785888672
2010-06-10,7.9955596923828125
2010-06-11,7.772415637969971
2010-06-14,7.931802272796631
2010-06-15,8.065109252929688
2010-06-16,8.111474990844727
2010-06-17,8.010047912597656
2010-06-18,7.836170673370361
2010-06-21,8.007149696350098
2010-06-22,8.001354217529297
2010-06-23,8.192621231079102
2010-06-24,7.824575901031494
2010-06-25,7.810084819793701
2010-06-28,7.749227046966553
2010-06-29,7.636205196380615
2010-06-30,7.624614238739014
2010-07-01,7.4536333084106445
2010-07-02,7.563755989074707
2010-07-06,7.485510349273682
2010-07-07,7.447839260101318
2010-07-08,7.520286560058594
2010-07-09,7.723146915435791
2010-07-12,7.853556156158447
2010-07-13,7.859352111816406
2010-07-14,7.688370704650879
2010-07-15,7.740533828735352
2010-07-16,7.595635890960693
2010-07-19,7.58694314956665
2010-07-20,7.812984466552734
2010-07-21,7.688370704650879
2010-07-22,7.8274736404418945
2010-07-23,7.928902626037598
2010-07-26,7.824575901031494
2010-07-27,7.812984466552734
2010-07-28,7.676778793334961
2010-07-29,7.691269397735596
2010-07-30,7.656492233276367
2010-08-02,7.931802272796631
2010-08-03,7.923105716705322
2010-08-04,8.047720909118652
2010-08-05,8.050619125366211
2010-08-06,7.966578483581543
2010-08-09,7.9607834815979
2010-08-10,7.868046283721924
2010-08-11,7.7753071784973145
2010-08-12,7.636205196380615
2010-08-13,7.584041595458984
2010-08-16,7.644899845123291
2010-08-17,7.870944023132324
2010-08-18,7.82167911529541
2010-08-19,7.836170673370361
2010-08-20,7.728941917419434
2010-08-23,8.653400421142578
2010-08-24,8.676584243774414
2010-08-25,8.398377418518066
2010-08-26,8.563563346862793
2010-08-27,8.436053276062012
2010-08-30,8.502706527709961
2010-08-31,8.688178062438965
2010-09-01,8.693973541259766
2010-09-02,9.085201263427734
2010-09-03,9.085201263427734
2010-09-07,9.2301025390625
2010-09-08,10.128478050231934
2010-09-09,9.786517143249512
2010-09-10,10.053131103515625
2010-09-13,10.018353462219238
