Date,LEN
2010-01-04,10.909300804138184
2010-01-05,11.362110137939453
2010-01-06,11.487892150878906
2010-01-07,12.963711738586426
2010-01-08,13.374590873718262
2010-01-11,13.634535789489746
2010-01-12,13.525525093078613
2010-01-13,13.626148223876953
2010-01-14,13.710003852844238
2010-01-15,13.382973670959473
2010-01-19,13.592609405517578
2010-01-20,13.19849967956543
2010-01-21,12.837928771972656
2010-01-22,12.425971984863281
2010-01-25,12.358711242675781
2010-01-26,12.24101448059082
2010-01-27,12.703413963317871
2010-01-28,12.938815116882324
2010-01-29,12.913595199584961
2010-02-01,12.879964828491211
2010-02-02,13.914058685302734
2010-02-03,13.67025089263916
2010-02-04,12.896777153015137
2010-02-05,12.367121696472168
2010-02-08,12.938815116882324
2010-02-09,13.115367889404297
2010-02-10,13.123777389526367
2010-02-11,14.28398323059082
2010-02-12,14.25876522064209
2010-02-16,14.578232765197754
2010-02-17,14.578232765197754
2010-02-18,14.326017379760742
2010-02-19,14.553019523620605
2010-02-22,14.435311317443848
2010-02-23,13.687065124511719
2010-02-24,13.67866039276123
2010-02-25,13.67866039276123
2010-02-26,13.796359062194824
2010-03-01,13.989726066589355
2010-03-02,13.956098556518555
2010-03-03,14.11583423614502
2010-03-04,13.914058685302734
2010-03-05,14.300800323486328
2010-03-08,14.460533142089844
2010-03-09,14.536195755004883
2010-03-10,14.233537673950195
2010-03-11,13.989726066589355
2010-03-12,13.729104042053223
2010-03-15,13.527327537536621
2010-03-16,14.073798179626465
2010-03-17,13.989726066589355
2010-03-18,13.905655860900879
2010-03-19,13.544143676757812
2010-03-22,13.703883171081543
2010-03-23,14.34283447265625
2010-03-24,14.8724946975708
2010-03-25,15.175149917602539
2010-03-26,15.38533878326416
2010-03-29,15.334896087646484
2010-03-30,15.175149917602539
2010-03-31,14.468938827514648
2010-04-01,14.401683807373047
2010-04-05,14.763200759887695
2010-04-06,14.536195755004883
2010-04-07,14.250353813171387
2010-04-08,14.510985374450684
2010-04-09,14.72956657409668
2010-04-12,14.435311317443848
2010-04-13,14.527792930603027
2010-04-14,15.36852741241455
2010-04-15,14.956565856933594
2010-04-16,14.418496131896973
2010-04-19,14.494163513183594
2010-04-20,15.107895851135254
2010-04-21,15.570297241210938
2010-04-22,16.595983505249023
2010-04-23,17.260156631469727
2010-04-26,16.898649215698242
2010-04-27,15.923412322998047
2010-04-28,16.26810073852539
2010-04-29,17.251752853393555
2010-04-30,16.747318267822266
2010-05-03,17.446523666381836
2010-05-04,16.865259170532227
2010-05-05,16.267139434814453
2010-05-06,15.542651176452637
2010-05-07,14.733931541442871
2010-05-10,16.646228790283203
2010-05-11,16.393505096435547
2010-05-12,16.393505096435547
2010-05-13,15.795384407043457
2010-05-14,15.50895881652832
2010-05-17,15.517378807067871
2010-05-18,15.29835319519043
2010-05-19,15.289924621582031
2010-05-20,14.691812515258789
2010-05-21,14.717084884643555
2010-05-24,14.573866844177246
2010-05-25,14.455931663513184
2010-05-26,14.53175163269043
2010-05-27,14.801321029663086
2010-05-28,14.573866844177246
2010-06-01,13.756723403930664
2010-06-02,13.942055702209473
2010-06-03,13.714603424072266
2010-06-04,13.032241821289062
2010-06-07,12.434123992919922
2010-06-08,12.425698280334473
2010-06-09,12.1561279296875
2010-06-10,13.124909400939941
2010-06-11,13.099637985229492
2010-06-14,12.846908569335938
2010-06-15,13.276548385620117
2010-06-16,13.099637985229492
2010-06-17,12.889030456542969
2010-06-18,12.417278289794922
2010-06-21,12.274065971374512
2010-06-22,11.962369918823242
2010-06-23,12.417278289794922
2010-06-24,12.274065971374512
2010-06-25,12.366730690002441
2010-06-28,12.105584144592285
2010-06-29,11.768611907958984
2010-06-30,11.71806812286377
2010-07-01,11.86970043182373
2010-07-02,11.499043464660645
2010-07-06,11.44848918914795
2010-07-07,12.02133560180664
2010-07-08,11.945521354675293
2010-07-09,12.274065971374512
2010-07-12,12.425698280334473
2010-07-13,12.838486671447754
2010-07-14,12.290913581848145
2010-07-15,12.53521728515625
2010-07-16,11.836005210876465
2010-07-19,11.675488471984863
2010-07-20,12.410489082336426
2010-07-21,12.089457511901855
2010-07-22,12.469624519348145
2010-07-23,12.613243103027344
2010-07-26,13.027213096618652
2010-07-27,12.689278602600098
2010-07-28,12.258418083190918
2010-07-29,12.427383422851562
2010-07-30,12.478074073791504
2010-08-02,12.824450492858887
2010-08-03,12.351351737976074
2010-08-04,12.207732200622559
2010-08-05,12.258418083190918
2010-08-06,12.157035827636719
2010-08-09,12.503417015075684
2010-08-10,11.844452857971191
2010-08-11,11.514973640441895
2010-08-12,11.329110145568848
2010-08-13,11.261523246765137
2010-08-16,11.101008415222168
2010-08-17,11.219280242919922
2010-08-18,11.388251304626465
2010-08-19,10.889799118041992
2010-08-20,10.788419723510742
2010-08-23,10.746180534362793
2010-08-24,10.898246765136719
2010-08-25,11.278420448303223
2010-08-26,11.041869163513184
2010-08-27,11.37979793548584
2010-08-30,11.092562675476074
2010-08-31,11.109452247619629
2010-09-01,11.607903480529785
2010-09-02,11.810661315917969
2010-09-03,12.207732200622559
2010-09-07,11.945832252502441
2010-09-08,12.199280738830566
2010-09-09,12.292210578918457
2010-09-10,12.275317192077637
2010-09-13,12.621695518493652
2010-09-14,12.452733039855957
2010-09-15,12.241520881652832
2010-09-16,11.903590202331543
2010-09-17,11.819108009338379
2010-09-20,12.790657043457031
2010-09-21,12.849796295166016
