Date,INBK
2010-01-04,3.8675577640533447
2010-01-05,3.8675577640533447
2010-01-06,3.8675577640533447
2010-01-07,3.8675577640533447
2010-01-08,3.8675577640533447
2010-01-11,3.8675577640533447
2010-01-12,3.8675577640533447
2010-01-13,3.8675577640533447
2010-01-14,3.198732376098633
2010-01-15,3.198732376098633
2010-01-19,3.3441293239593506
2010-01-20,3.3441293239593506
2010-01-21,3.3441293239593506
2010-01-22,3.198732376098633
2010-01-25,2.791621208190918
2010-01-26,2.791621208190918
2010-01-27,2.7625415325164795
2010-01-28,2.7625415325164795
2010-01-29,2.7625415325164795
2010-02-01,2.7625415325164795
2010-02-02,2.7625415325164795
2010-02-03,2.7625415325164795
2010-02-04,2.7625415325164795
2010-02-05,2.7625415325164795
2010-02-08,2.7625415325164795
2010-02-09,2.7625415325164795
2010-02-10,2.7625415325164795
2010-02-11,2.7625415325164795
2010-02-12,2.7625415325164795
2010-02-16,2.7625415325164795
2010-02-17,2.7625415325164795
2010-02-18,2.6462244987487793
2010-02-19,2.6462244987487793
2010-02-22,2.4775633811950684
2010-02-23,2.4775633811950684
2010-02-24,2.4775633811950684
2010-02-25,2.4775633811950684
2010-02-26,2.4775633811950684
2010-03-01,2.4775633811950684
2010-03-02,2.907938003540039
2010-03-03,2.907938003540039
2010-03-04,2.907938003540039
2010-03-05,2.907938003540039
2010-03-08,2.907938003540039
2010-03-09,2.907938003540039
2010-03-10,2.907938003540039
2010-03-11,2.907938003540039
2010-03-12,2.907938003540039
2010-03-15,2.907938003540039
2010-03-16,2.907938003540039
2010-03-17,2.907938003540039
2010-03-18,3.3150501251220703
2010-03-19,3.3150501251220703
2010-03-22,2.907938003540039
2010-03-23,2.907938003540039
2010-03-24,4.0711140632629395
2010-03-25,4.0711140632629395
2010-03-26,4.0711140632629395
2010-03-29,4.0711140632629395
2010-03-30,4.0711140632629395
2010-03-31,4.129271984100342
2010-04-01,4.129271984100342
2010-04-05,4.129271984100342
2010-04-06,4.129271984100342
2010-04-07,4.129271984100342
2010-04-08,4.129271984100342
2010-04-09,4.129271984100342
2010-04-12,4.129271984100342
2010-04-13,4.129271984100342
2010-04-14,4.129271984100342
2010-04-15,4.129271984100342
2010-04-16,4.129271984100342
2010-04-19,4.129271984100342
2010-04-20,4.129271984100342
2010-04-21,4.129271984100342
2010-04-22,4.129271984100342
2010-04-23,4.129271984100342
2010-04-26,5.379687786102295
2010-04-27,5.961273670196533
2010-04-28,5.961273670196533
2010-04-29,6.397463798522949
2010-04-30,6.688259601593018
2010-05-03,5.844956398010254
2010-05-04,5.525082588195801
2010-05-05,4.216512680053711
2010-05-06,4.9434967041015625
2010-05-07,4.9434967041015625
2010-05-10,5.234289169311523
2010-05-11,5.234289169311523
2010-05-12,5.525082588195801
2010-05-13,5.815876483917236
2010-05-14,5.815876483917236
2010-05-17,5.786799430847168
2010-05-18,6.252068996429443
2010-05-19,5.961273670196533
2010-05-20,5.961273670196533
2010-05-21,5.670480728149414
2010-05-24,5.234289169311523
2010-05-25,5.234289169311523
2010-05-26,5.815876483917236
2010-05-27,5.815876483917236
2010-05-28,5.815876483917236
2010-06-01,5.815876483917236
2010-06-02,5.815876483917236
2010-06-03,5.815876483917236
2010-06-04,5.815876483917236
2010-06-07,5.815876483917236
2010-06-08,5.815876483917236
2010-06-09,5.234289169311523
2010-06-10,5.525082588195801
2010-06-11,5.525082588195801
2010-06-14,5.961273670196533
2010-06-15,5.961273670196533
2010-06-16,5.961273670196533
2010-06-17,5.059811592102051
2010-06-18,6.397463798522949
2010-06-21,6.397463798522949
2010-06-22,6.397463798522949
2010-06-23,6.397463798522949
2010-06-24,6.397463798522949
2010-06-25,6.397463798522949
2010-06-28,5.815876483917236
2010-06-29,5.815876483917236
2010-06-30,5.815876483917236
2010-07-01,5.815876483917236
2010-07-02,5.815876483917236
2010-07-06,5.815876483917236
2010-07-07,5.815876483917236
2010-07-08,5.815876483917236
2010-07-09,5.815876483917236
2010-07-12,5.815876483917236
2010-07-13,5.815876483917236
2010-07-14,5.815876483917236
2010-07-15,5.815876483917236
2010-07-16,5.815876483917236
2010-07-19,5.815876483917236
2010-07-20,5.815876483917236
2010-07-21,5.815876483917236
2010-07-22,4.972574710845947
2010-07-23,5.234289169311523
2010-07-26,4.9434967041015625
2010-07-27,4.9434967041015625
2010-07-28,4.9434967041015625
2010-07-29,5.815876483917236
2010-07-30,5.961273670196533
2010-08-02,5.961273670196533
2010-08-03,5.961273670196533
2010-08-04,5.961273670196533
2010-08-05,6.106673240661621
2010-08-06,6.100855350494385
2010-08-09,6.100855350494385
2010-08-10,6.100855350494385
2010-08-11,6.100855350494385
2010-08-12,6.100855350494385
2010-08-13,6.106673240661621
2010-08-16,6.106673240661621
2010-08-17,6.106673240661621
2010-08-18,6.106673240661621
2010-08-19,6.106673240661621
