Date,INGM
2024-10-24,24.315080642700195
2024-10-25,23.969133377075195
2024-10-28,23.73191261291504
2024-10-29,23.722028732299805
2024-10-30,23.850522994995117
2024-10-31,23.969133377075195
2024-11-01,23.939481735229492
2024-11-04,23.306894302368164
2024-11-05,23.75168228149414
2024-11-06,24.05809211730957
2024-11-07,23.899944305419922
2024-11-08,23.801103591918945
2024-11-11,24.324966430664062
2024-11-12,23.81098747253418
2024-11-13,23.722028732299805
2024-11-14,23.19816780090332
2024-11-15,22.486507415771484
2024-11-18,22.506275177001953
2024-11-19,22.516159057617188
2024-11-20,21.6364688873291
2024-11-21,21.221330642700195
2024-11-22,21.745193481445312
2024-11-25,21.903339385986328
2024-11-26,21.567277908325195
2024-11-27,22.26905632019043
2024-11-29,23.544113159179688
2024-12-02,23.040019989013672
2024-12-03,22.83245277404785
2024-12-04,22.516159057617188
2024-12-05,22.753381729125977
2024-12-06,22.634769439697266
2024-12-09,22.209749221801758
2024-12-10,21.44866943359375
2024-12-11,21.86380386352539
2024-12-12,21.34982681274414
2024-12-13,20.85561752319336
2024-12-16,20.806196212768555
2024-12-17,20.697471618652344
2024-12-18,19.511367797851562
2024-12-19,19.560791015625
2024-12-20,19.64974594116211
2024-12-23,20.005577087402344
2024-12-24,20.193376541137695
2024-12-26,20.153839111328125
2024-12-27,19.36310577392578
2024-12-30,19.36310577392578
2024-12-31,19.165422439575195
2025-01-02,19.570674896240234
2025-01-03,19.560791015625
2025-01-06,20.015460968017578
2025-01-07,20.371292114257812
2025-01-08,19.36310577392578
2025-01-10,19.511367797851562
2025-01-13,19.718936920166016
2025-01-14,20.193376541137695
2025-01-15,20.47013282775879
2025-01-16,22.37778091430664
2025-01-17,21.596933364868164
2025-01-21,22.387664794921875
2025-01-22,21.745193481445312
2025-01-23,22.555694580078125
2025-01-24,23.059789657592773
2025-01-27,22.70395851135254
2025-01-28,22.654537200927734
2025-01-29,22.575462341308594
2025-01-30,22.733610153198242
2025-01-31,23.049903869628906
2025-02-03,22.941179275512695
2025-02-04,23.52434539794922
2025-02-05,24.38426971435547
2025-02-06,23.860408782958984
2025-02-07,23.395851135253906
2025-02-10,23.83075523376465
2025-02-11,22.9906005859375
2025-02-12,22.526044845581055
2025-02-13,23.030136108398438
2025-02-14,23.376081466674805
2025-02-18,23.435386657714844
2025-02-19,23.36619758605957
2025-02-20,23.40573501586914
2025-02-21,23.040019989013672
2025-02-24,22.446969985961914
2025-02-25,22.278942108154297
2025-02-26,22.338245391845703
2025-02-27,21.626583099365234
2025-02-28,21.31028938293457
2025-03-03,20.499788284301758
2025-03-04,20.73700714111328
2025-03-05,19.590442657470703
2025-03-06,19.23461151123047
2025-03-07,19.343338012695312
2025-03-10,18.70086669921875
2025-03-11,18.933063507080078
2025-03-12,18.823911666870117
2025-03-13,18.536144256591797
2025-03-14,18.97275733947754
2025-03-17,19.0819091796875
2025-03-18,18.99260139465332
2025-03-19,19.60782814025879
2025-03-20,19.280370712280273
2025-03-21,19.161293029785156
2025-03-24,19.776517868041992
2025-03-25,19.47882843017578
2025-03-26,18.65522003173828
2025-03-27,18.07968521118164
2025-03-28,17.752227783203125
2025-03-31,17.603384017944336
2025-04-01,17.643075942993164
2025-04-02,18.139225006103516
2025-04-03,16.769853591918945
2025-04-04,15.668400764465332
2025-04-07,15.757707595825195
2025-04-08,14.497488021850586
2025-04-09,16.293550491333008
2025-04-10,15.192097663879395
2025-04-11,15.32109546661377
2025-04-14,15.60886287689209
2025-04-15,15.767631530761719
2025-04-16,15.89663028717041
2025-04-17,16.045475006103516
2025-04-21,15.757707595825195
2025-04-22,15.936320304870605
2025-04-23,16.621007919311523
2025-04-24,17.56369400024414
2025-04-25,17.494230270385742
2025-04-28,17.692689895629883
2025-04-29,17.851457595825195
2025-04-30,17.643075942993164
2025-05-01,17.83161163330078
2025-05-02,18.407146453857422
2025-05-05,18.278146743774414
2025-05-06,18.159069061279297
2025-05-07,18.863603591918945
2025-05-08,19.528444290161133
2025-05-09,19.062061309814453
2025-05-12,20.064285278320312
2025-05-13,20.62989616394043
2025-05-14,20.500896453857422
2025-05-15,20.719202041625977
2025-05-16,20.24289894104004
2025-05-19,20.43143653869629
2025-05-20,20.278057098388672
2025-05-21,19.48127555847168
2025-05-22,19.63067054748535
2025-05-23,19.391637802124023
2025-05-27,19.770109176635742
2025-05-28,19.570913314819336
2025-05-29,19.48127555847168
2025-05-30,19.05300521850586
2025-06-02,19.03308868408203
2025-06-03,19.16256332397461
2025-06-04,19.53107452392578
2025-06-05,19.600793838500977
2025-06-06,19.969303131103516
2025-06-09,19.92946434020996
2025-06-10,20.21829605102539
2025-06-11,19.48127555847168
2025-06-12,19.361759185791016
2025-06-13,18.804012298583984
2025-06-16,19.24224090576172
2025-06-17,19.232280731201172
2025-06-18,19.391637802124023
2025-06-20,18.97332763671875
2025-06-23,19.441436767578125
2025-06-24,20.029062271118164
2025-06-25,20.20833969116211
2025-06-26,20.67644691467285
2025-06-27,20.507131576538086
2025-06-30,20.75612449645996
2025-07-01,21.214271545410156
2025-07-02,21.622621536254883
2025-07-03,21.752099990844727
2025-07-07,20.11870002746582
2025-07-08,20.507131576538086
2025-07-09,20.776044845581055
2025-07-10,21.064876556396484
2025-07-11,20.736204147338867
2025-07-14,20.457332611083984
2025-07-15,20.06890106201172
2025-07-16,20.128658294677734
2025-07-17,20.64656639099121
2025-07-18,20.60672950744629
2025-07-21,20.67644691467285
2025-07-22,20.83580207824707
2025-07-23,21.682382583618164
2025-07-24,21.10471534729004
2025-07-25,21.214271545410156
2025-07-28,20.91547966003418
2025-07-29,20.716283798217773
2025-07-30,20.347774505615234
2025-07-31,19.6406307220459
2025-08-01,19.35179901123047
2025-08-04,19.441436767578125
2025-08-05,19.152603149414062
2025-08-06,18.804012298583984
2025-08-07,18.784093856811523
2025-08-08,18.68449592590332
2025-08-11,18.724334716796875
2025-08-12,19.023128509521484
2025-08-13,19.87966537475586
2025-08-14,19.411558151245117
2025-08-15,19.142642974853516
2025-08-18,19.302000045776367
2025-08-19,19.3700008392334
2025-08-20,19.329999923706055
2025-08-21,19.209999084472656
2025-08-22,20.139999389648438
2025-08-25,19.600000381469727
2025-08-26,19.43000030517578
2025-08-27,19.799999237060547
2025-08-28,19.670000076293945
2025-08-29,19.56999969482422
2025-09-02,19.040000915527344
2025-09-03,19.299999237060547
2025-09-04,19.700000762939453
2025-09-05,20.020000457763672
2025-09-08,20.420000076293945
2025-09-09,20.440000534057617
2025-09-10,20.649999618530273
2025-09-11,21.18000030517578
2025-09-12,21.010000228881836
2025-09-15,21.219999313354492
2025-09-16,20.719999313354492
2025-09-17,20.799999237060547
2025-09-18,21.280000686645508
2025-09-19,21.020000457763672
