Date,NMRK
2017-12-15,12.293508529663086
2017-12-18,12.875137329101562
2017-12-19,13.518454551696777
2017-12-20,13.544891357421875
2017-12-21,13.994331359863281
2017-12-22,13.624204635620117
2017-12-26,13.694705963134766
2017-12-27,13.659453392028809
2017-12-28,13.650640487670898
2017-12-29,14.011957168579102
2018-01-02,14.241083145141602
2018-01-03,13.879766464233398
2018-01-04,13.774016380310059
2018-01-05,13.70351791381836
2018-01-08,13.712332725524902
2018-01-09,13.633018493652344
2018-01-10,13.694705963134766
2018-01-11,14.073646545410156
2018-01-12,13.98552131652832
2018-01-16,14.091268539428711
2018-01-17,14.15295696258545
2018-01-18,14.15295696258545
2018-01-19,14.31599235534668
2018-01-22,14.390896797180176
2018-01-23,14.584771156311035
2018-01-24,14.567146301269531
2018-01-25,14.399712562561035
2018-01-26,14.681714057922363
2018-01-29,14.417338371276855
2018-01-30,14.487838745117188
2018-01-31,14.63764762878418
2018-02-01,14.681714057922363
2018-02-02,14.135332107543945
2018-02-05,14.117706298828125
2018-02-06,14.064830780029297
2018-02-07,14.214645385742188
2018-02-08,14.04720687866211
2018-02-09,13.218828201293945
2018-02-12,12.945637702941895
2018-02-13,13.48320484161377
2018-02-14,13.3510160446167
2018-02-15,13.130702018737793
2018-02-16,13.095452308654785
2018-02-20,12.989700317382812
2018-02-21,13.04257583618164
2018-02-22,12.848702430725098
2018-02-23,13.033764839172363
2018-02-26,13.148327827453613
2018-02-27,13.201204299926758
2018-02-28,12.857513427734375
2018-03-01,13.060200691223145
2018-03-02,12.67244815826416
2018-03-05,12.822261810302734
2018-03-06,12.839886665344238
2018-03-07,12.945637702941895
2018-03-08,12.901577949523926
2018-03-09,13.00732707977295
2018-03-12,13.721142768859863
2018-03-13,13.430330276489258
2018-03-14,13.492016792297363
2018-03-15,13.571328163146973
2018-03-16,13.844517707824707
2018-03-19,13.712332725524902
2018-03-20,13.571328163146973
2018-03-21,13.624204635620117
2018-03-22,13.395078659057617
2018-03-23,13.192391395568848
2018-03-26,13.46557903289795
2018-03-27,13.315765380859375
2018-03-28,13.218828201293945
2018-03-29,13.386263847351074
2018-04-02,13.342203140258789
2018-04-03,13.421516418457031
2018-04-04,13.359827995300293
2018-04-05,13.536079406738281
2018-04-06,13.359827995300293
2018-04-09,13.439143180847168
2018-04-10,13.659453392028809
2018-04-11,13.571328163146973
2018-04-12,13.509641647338867
2018-04-13,13.395078659057617
2018-04-16,13.544891357421875
2018-04-17,13.800455093383789
2018-04-18,13.906209945678711
2018-04-19,13.897392272949219
2018-04-20,13.809268951416016
2018-04-23,13.685893058776855
2018-04-24,13.677082061767578
2018-04-25,13.306953430175781
2018-04-26,13.47439193725586
2018-04-27,13.439143180847168
2018-04-30,13.306953430175781
2018-05-01,13.236454010009766
2018-05-02,13.395078659057617
2018-05-03,13.04257583618164
2018-05-04,12.646014213562012
2018-05-07,12.57551097869873
2018-05-08,12.751762390136719
2018-05-09,12.681260108947754
2018-05-10,12.980888366699219
2018-05-11,12.892762184143066
2018-05-14,12.831073760986328
2018-05-15,12.769387245178223
2018-05-16,12.681260108947754
2018-05-17,12.663636207580566
2018-05-18,12.548352241516113
2018-05-21,12.64590072631836
2018-05-22,12.379859924316406
2018-05-23,12.353255271911621
2018-05-24,12.344386100769043
2018-05-25,12.300047874450684
2018-05-29,12.17588996887207
2018-05-30,12.326650619506836
2018-05-31,11.909847259521484
2018-06-01,11.91871452331543
2018-06-04,11.865510940551758
2018-06-05,11.945322036743164
2018-06-06,11.971927642822266
2018-06-07,11.838905334472656
2018-06-08,12.10494613647461
2018-06-11,12.326650619506836
2018-06-12,12.548352241516113
2018-06-13,12.601558685302734
2018-06-14,12.805524826049805
2018-06-15,12.9917573928833
2018-06-18,13.107040405273438
2018-06-19,13.107040405273438
2018-06-20,13.754410743713379
2018-06-21,13.373085975646973
2018-06-22,13.408557891845703
2018-06-25,13.195722579956055
2018-06-26,13.169119834899902
2018-06-27,12.66363525390625
2018-06-28,12.64590072631836
2018-06-29,12.619296073913574
2018-07-02,13.053833961486816
2018-07-03,13.311007499694824
2018-07-05,13.31987476348877
2018-07-06,13.062702178955078
2018-07-09,12.929679870605469
2018-07-10,12.787790298461914
2018-07-11,12.64590072631836
2018-07-12,12.66363525390625
2018-07-13,12.601558685302734
2018-07-16,12.521749496459961
2018-07-17,12.628164291381836
2018-07-18,12.814395904541016
2018-07-19,12.93854808807373
2018-07-20,12.734580039978027
2018-07-23,12.441934585571289
2018-07-24,12.468538284301758
2018-07-25,12.601558685302734
2018-07-26,12.761187553405762
2018-07-27,12.601558685302734
2018-07-30,12.237968444824219
2018-07-31,12.36212158203125
2018-08-01,12.264571189880371
2018-08-02,11.838905334472656
2018-08-03,11.688146591186523
2018-08-06,12.21136474609375
2018-08-07,12.11381721496582
2018-08-08,11.794564247131348
2018-08-09,11.679281234741211
2018-08-10,11.484180450439453
2018-08-13,11.049646377563477
2018-08-14,11.147194862365723
2018-08-15,10.801335334777832
2018-08-16,11.040776252746582
2018-08-17,11.228363037109375
2018-08-20,11.326623916625977
2018-08-21,11.335554122924805
2018-08-22,11.17476749420166
2018-08-23,11.255159378051758
2018-08-24,11.433812141418457
2018-08-27,11.541003227233887
2018-08-28,11.514208793640137
2018-08-29,11.46954345703125
2018-08-30,11.344486236572266
2018-08-31,11.478475570678711
2018-09-04,11.237296104431152
2018-09-05,11.183700561523438
2018-09-06,11.371285438537598
2018-09-07,11.022909164428711
2018-09-10,10.996112823486328
2018-09-11,10.728133201599121
2018-09-12,10.701333045959473
2018-09-13,10.433353424072266
2018-09-14,10.29043197631836
2018-09-17,9.98672103881836
2018-09-18,9.852733612060547
2018-09-19,9.665144920349121
2018-09-20,9.781271934509277
2018-09-21,10.165374755859375
2018-09-24,10.281497955322266
2018-09-25,9.897396087646484
2018-09-26,9.906327247619629
2018-09-27,9.959922790527344
2018-09-28,9.995651245117188
2018-10-01,9.861665725708008
2018-10-02,9.781271934509277
2018-10-03,9.656211853027344
2018-10-04,9.43289566040039
2018-10-05,9.281041145324707
2018-10-08,9.147050857543945
2018-10-09,9.075590133666992
2018-10-10,8.879070281982422
2018-10-11,8.807608604431152
2018-10-12,9.030927658081055
2018-10-15,9.289973258972168
2018-10-16,9.700874328613281
2018-10-17,9.557952880859375
2018-10-18,9.522224426269531
2018-10-19,9.575818061828613
2018-10-22,9.406097412109375
2018-10-23,9.361432075500488
2018-10-24,8.834406852722168
2018-10-25,9.406097412109375
2018-10-26,8.93266487121582
2018-10-29,8.414571762084961
2018-10-30,8.46816635131836
2018-10-31,8.70041561126709
2018-11-01,8.914801597595215
2018-11-02,8.789746284484863
2018-11-05,8.602157592773438
2018-11-06,8.755447387695312
2018-11-07,8.908736228942871
2018-11-08,8.863646507263184
2018-11-09,8.710360527038574
2018-11-12,8.6292085647583
2018-11-13,8.448866844177246
2018-11-14,8.593141555786133
2018-11-15,8.48493766784668
2018-11-16,8.611177444458008
2018-11-19,8.313616752624512
2018-11-20,7.970973014831543
2018-11-21,8.196394920349121
2018-11-23,8.403787612915039
2018-11-26,8.160331726074219
2018-11-27,8.070157051086426
2018-11-28,8.115242958068848
2018-11-29,7.799651145935059
2018-11-30,7.574224948883057
2018-12-03,7.844735622406006
2018-12-04,7.601278781890869
2018-12-06,7.754565715789795
2018-12-07,7.520124912261963
2018-12-10,7.718496322631836
2018-12-11,8.232461929321289
2018-12-12,8.331648826599121
2018-12-13,9.016936302185059
2018-12-14,8.178360939025879
2018-12-17,7.979987144470215
2018-12-18,7.7906341552734375
2018-12-19,7.628329753875732
2018-12-20,7.718496322631836
