Date,TCBK
2010-01-04,11.66357707977295
2010-01-05,11.512192726135254
2010-01-06,11.691100120544434
2010-01-07,11.863131523132324
2010-01-08,12.028278350830078
2010-01-11,11.925060272216797
2010-01-12,11.870015144348145
2010-01-13,12.090211868286133
2010-01-14,12.434268951416016
2010-01-15,11.931946754455566
2010-01-19,12.062682151794434
2010-01-20,12.048924446105957
2010-01-21,12.042041778564453
2010-01-22,12.048924446105957
2010-01-25,12.097090721130371
2010-01-26,12.069564819335938
2010-01-27,12.062682151794434
2010-01-28,11.925060272216797
2010-01-29,11.8768949508667
2010-02-01,11.897541046142578
2010-02-02,11.85624885559082
2010-02-03,11.85624885559082
2010-02-04,11.629173278808594
2010-02-05,11.759913444519043
2010-02-08,11.629173278808594
2010-02-09,11.897541046142578
2010-02-10,11.746150970458984
2010-02-11,11.8768949508667
2010-02-12,11.925060272216797
2010-02-16,12.26224136352539
2010-02-17,12.42050552368164
2010-02-18,12.88842487335205
2010-02-19,12.85401725769043
2010-02-22,12.9365873336792
2010-02-23,12.716398239135742
2010-02-24,12.778325080871582
2010-02-25,12.750801086425781
2010-02-26,12.578776359558105
2010-03-01,12.737043380737305
2010-03-02,12.915946960449219
2010-03-03,12.812734603881836
2010-03-04,12.964115142822266
2010-03-05,13.438921928405762
2010-03-08,13.273768424987793
2010-03-09,13.246245384216309
2010-03-10,13.253127098083496
2010-03-11,13.019166946411133
2010-03-12,12.922829627990723
2010-03-15,12.847140312194824
2010-03-16,13.019166946411133
2010-03-17,13.102313041687012
2010-03-18,13.275532722473145
2010-03-19,13.802120208740234
2010-03-22,14.363346099853516
2010-03-23,14.12083911895752
2010-03-24,13.961479187011719
2010-03-25,13.982268333435059
2010-03-26,13.857553482055664
2010-03-29,13.982268333435059
2010-03-30,13.89912223815918
2010-03-31,13.788265228271484
2010-04-01,13.843685150146484
2010-04-05,14.287132263183594
2010-04-06,14.273273468017578
2010-04-07,14.4811372756958
2010-04-08,14.432634353637695
2010-04-09,14.349485397338867
2010-04-12,14.349485397338867
2010-04-13,14.224771499633789
2010-04-14,14.869148254394531
2010-04-15,14.81371784210205
2010-04-16,14.88300609588623
2010-04-19,14.75828742980957
2010-04-20,14.910722732543945
2010-04-21,15.354166984558105
2010-04-22,15.693673133850098
2010-04-23,15.866890907287598
2010-04-26,15.929256439208984
2010-04-27,15.416524887084961
2010-04-28,14.210915565490723
2010-04-29,13.85062026977539
2010-04-30,13.1923828125
2010-05-03,13.580399513244629
2010-05-04,13.407183647155762
2010-05-05,13.434893608093262
2010-05-06,12.679655075073242
2010-05-07,12.5410795211792
2010-05-10,13.476466178894043
2010-05-11,13.815974235534668
2010-05-12,14.065411567687988
2010-05-13,13.836762428283691
2010-05-14,13.476466178894043
2010-05-17,13.725902557373047
2010-05-18,13.421038627624512
2010-05-19,13.019166946411133
2010-05-20,12.402506828308105
2010-05-21,12.367863655090332
2010-05-24,12.201576232910156
2010-05-25,12.153072357177734
2010-05-26,12.10456371307373
2010-05-27,12.735085487365723
2010-05-28,12.672727584838867
2010-06-01,12.173855781555176
2010-06-02,13.039953231811523
2010-06-03,13.053808212280273
2010-06-04,12.444080352783203
2010-06-07,12.46486759185791
2010-06-08,12.471796989440918
2010-06-09,12.402153968811035
2010-06-10,12.548394203186035
2010-06-11,12.659812927246094
2010-06-14,12.792122840881348
2010-06-15,13.126371383666992
2010-06-16,13.147260665893555
2010-06-17,13.126371383666992
2010-06-18,13.397951126098633
2010-06-21,12.819971084594727
2010-06-22,12.666773796081543
2010-06-23,12.56928539276123
2010-06-24,12.457864761352539
2010-06-25,12.457864761352539
2010-06-28,12.56928539276123
2010-06-29,12.165395736694336
2010-06-30,11.789360046386719
2010-07-01,11.503853797912598
2010-07-02,11.378507614135742
2010-07-06,11.44118595123291
2010-07-07,12.047017097473145
2010-07-08,12.144503593444824
2010-07-09,12.423048973083496
2010-07-12,12.604098320007324
2010-07-13,12.96621322631836
2010-07-14,12.799079895019531
2010-07-15,12.44394302368164
2010-07-16,11.865965843200684
2010-07-19,12.01916217803955
2010-07-20,12.248961448669434
2010-07-21,11.886849403381348
2010-07-22,12.694625854492188
2010-07-23,13.161187171936035
2010-07-26,13.223858833312988
2010-07-27,13.19600772857666
2010-07-28,12.799079895019531
2010-07-29,13.202974319458008
2010-07-30,13.140301704406738
2010-08-02,12.882644653320312
2010-08-03,12.861754417419434
2010-08-04,12.882644653320312
2010-08-05,12.339487075805664
2010-08-06,11.99130630493164
2010-08-09,12.074871063232422
2010-08-10,11.455109596252441
2010-08-11,10.821426391601562
2010-08-12,10.549843788146973
2010-08-13,10.222552299499512
2010-08-16,10.333971977233887
2010-08-17,10.382718086242676
2010-08-18,10.320045471191406
2010-08-19,9.992753028869629
2010-08-20,9.916153907775879
2010-08-23,9.665470123291016
2010-08-24,9.498339653015137
2010-08-25,9.714211463928223
2010-08-26,9.37299633026123
2010-08-27,9.749029159545898
2010-08-30,9.477448463439941
2010-08-31,9.658501625061035
2010-09-01,10.083284378051758
2010-09-02,10.083284378051758
2010-09-03,10.340930938720703
2010-09-07,10.132025718688965
2010-09-08,9.984881401062012
2010-09-09,9.991889953613281
2010-09-10,9.781678199768066
2010-09-13,10.202095985412598
2010-09-14,9.984881401062012
2010-09-15,10.026924133300781
2010-09-16,9.7466459274292
2010-09-17,9.809707641601562
2010-09-20,10.160056114196777
2010-09-21,10.12502384185791
2010-09-22,10.096992492675781
2010-09-23,9.844741821289062
2010-09-24,10.307201385498047
2010-09-27,10.28618335723877
2010-09-28,10.49638557434082
2010-09-29,10.4193115234375
2010-09-30,10.769659042358398
2010-10-01,10.65754508972168
2010-10-04,10.573465347290039
2010-10-05,11.1620454788208
2010-10-06,11.225110054016113
2010-10-07,11.084970474243164
2010-10-08,11.302186012268066
2010-10-11,11.246126174926758
2010-10-12,11.309186935424805
2010-10-13,11.40028190612793
2010-10-14,11.267151832580566
2010-10-15,11.267151832580566
2010-10-18,11.624502182006836
2010-10-19,11.393275260925293
2010-10-20,11.491368293762207
2010-10-21,11.246126174926758
2010-10-22,11.169051170349121
2010-10-25,11.18306827545166
2010-10-26,11.197081565856934
2010-10-27,11.021910667419434
2010-10-28,11.000886917114258
2010-10-29,10.923810958862305
2010-11-01,9.956854820251465
2010-11-02,10.167062759399414
2010-11-03,10.209105491638184
2010-11-04,10.685577392578125
2010-11-05,10.650540351867676
2010-11-08,10.608501434326172
2010-11-09,10.58046817779541
2010-11-10,10.860749244689941
2010-11-11,10.860749244689941
2010-11-12,10.412303924560547
2010-11-15,10.398289680480957
2010-11-16,10.503395080566406
2010-11-17,10.25815200805664
2010-11-18,10.111008644104004
2010-11-19,10.328221321105957
2010-11-22,10.370260238647461
2010-11-23,10.174070358276367
2010-11-24,10.503395080566406
2010-11-26,10.363256454467773
2010-11-29,10.349242210388184
2010-11-30,10.111008644104004
2010-12-01,10.279175758361816
2010-12-02,10.230123519897461
2010-12-03,10.35625171661377
2010-12-06,10.454345703125
2010-12-07,10.53842830657959
2010-12-08,10.370260238647461
2010-12-09,10.412303924560547
2010-12-10,10.60149097442627
2010-12-13,10.56645679473877
2010-12-14,10.685577392578125
2010-12-15,10.558701515197754
2010-12-16,10.71376895904541
2010-12-17,10.636234283447266
2010-12-20,10.71376895904541
2010-12-21,10.918176651000977
2010-12-22,11.270602226257324
2010-12-23,11.305846214294434
2010-12-27,11.39042854309082
2010-12-28,11.404525756835938
2010-12-29,11.573689460754395
2010-12-30,11.270602226257324
2010-12-31,11.383380889892578
2011-01-03,11.756951332092285
2011-01-04,11.369282722473145
2011-01-05,11.270602226257324
2011-01-06,11.228312492370605
2011-01-07,10.960465431213379
2011-01-10,10.812445640563965
2011-01-11,10.868834495544434
2011-01-12,10.974563598632812
2011-01-13,10.995711326599121
2011-01-14,11.136678695678711
2011-01-18,11.129631042480469
2011-01-19,10.685579299926758
2011-01-20,10.4318265914917
2011-01-21,10.24151611328125
2011-01-24,10.403637886047363
2011-01-25,10.488214492797852
2011-01-26,10.629186630249023
2011-01-27,11.023900032043457
2011-01-28,10.600991249084473
2011-01-31,10.692622184753418
2011-02-01,10.974563598632812
2011-02-02,10.805402755737305
2011-02-03,10.875885009765625
2011-02-04,10.833593368530273
2011-02-07,11.07324504852295
2011-02-08,11.10848617553711
2011-02-09,11.136678695678711
2011-02-10,11.235358238220215
2011-02-11,11.623027801513672
2011-02-14,11.63007926940918
2011-02-15,11.615978240966797
2011-02-16,11.735809326171875
2011-02-17,11.728757858276367
2011-02-18,11.813342094421387
2011-02-22,11.538447380065918
2011-02-23,11.263554573059082
2011-02-24,11.143729209899902
2011-02-25,11.39042854309082
2011-02-28,11.439765930175781
2011-03-01,11.171921730041504
2011-03-02,11.030952453613281
2011-03-03,11.25650405883789
2011-03-04,11.087340354919434
2011-03-07,10.78425407409668
2011-03-08,11.094386100769043
2011-03-09,11.129631042480469
2011-03-10,10.826544761657715
2011-03-11,10.826544761657715
2011-03-14,10.756065368652344
2011-03-15,10.720818519592285
2011-03-16,10.488214492797852
2011-03-17,10.537856101989746
2011-03-18,10.445667266845703
2011-03-21,10.608768463134766
2011-03-22,11.133537292480469
2011-03-23,11.310820579528809
2011-03-24,11.551929473876953
2011-03-25,11.466833114624023
2011-03-28,11.275361061096191
2011-03-29,11.466833114624023
2011-03-30,11.523563385009766
2011-03-31,11.566113471984863
2011-04-01,11.757582664489746
2011-04-04,11.75049114227295
2011-04-05,11.488105773925781
2011-04-06,11.658302307128906
2011-04-07,11.473923683166504
2011-04-08,11.105173110961914
2011-04-11,11.062621116638184
2011-04-12,10.778962135314941
2011-04-13,10.615864753723145
2011-04-14,10.793147087097168
2011-04-15,10.949159622192383
2011-04-18,10.934972763061523
2011-04-19,10.956250190734863
2011-04-20,10.991704940795898
2011-04-21,10.934972763061523
2011-04-25,10.821512222290039
2011-04-26,10.864060401916504
2011-04-27,11.133537292480469
2011-04-28,11.090983390808105
2011-04-29,11.566113471984863
2011-05-02,11.161900520324707
2011-05-03,11.034255981445312
2011-05-04,10.807336807250977
2011-05-05,10.63713550567627
2011-05-06,10.66550064086914
2011-05-09,10.65841293334961
2011-05-10,10.864060401916504
2011-05-11,10.367664337158203
2011-05-12,10.807336807250977
2011-05-13,10.410211563110352
2011-05-16,10.247105598449707
2011-05-17,10.310929298400879
2011-05-18,10.318021774291992
2011-05-19,10.325113296508789
2011-05-20,10.310929298400879
2011-05-23,10.176189422607422
2011-05-24,10.112370491027832
2011-05-25,10.247105598449707
2011-05-26,10.218745231628418
2011-05-27,10.318021774291992
2011-05-31,10.544949531555176
2011-06-01,9.92090129852295
2011-06-02,9.927994728088379
2011-06-03,9.509596824645996
2011-06-06,9.346498489379883
2011-06-07,9.467050552368164
2011-06-08,9.516688346862793
2011-06-09,9.502507209777832
2011-06-10,9.438685417175293
2011-06-13,9.838510513305664
2011-06-14,9.917045593261719
2011-06-15,9.709999084472656
2011-06-16,10.059843063354492
2011-06-17,10.266889572143555
2011-06-20,10.4739408493042
2011-06-21,10.588176727294922
2011-06-22,10.145514488220215
2011-06-23,10.166936874389648
2011-06-24,10.238334655761719
2011-06-27,10.231194496154785
2011-06-28,10.266889572143555
2011-06-29,10.231194496154785
2011-06-30,10.423964500427246
2011-07-01,10.495362281799316
2011-07-05,10.495362281799316
2011-07-06,10.752389907836914
2011-07-07,11.009420394897461
2011-07-08,10.866628646850586
2011-07-11,10.866628646850586
2011-07-12,10.873764991760254
2011-07-13,10.830924987792969
2011-07-14,10.60959529876709
2011-07-15,10.57390022277832
2011-07-18,10.309727668762207
2011-07-19,10.63101577758789
2011-07-20,10.57390022277832
2011-07-21,11.066539764404297
2011-07-22,11.066539764404297
2011-07-25,10.938021659851074
2011-07-26,10.788089752197266
2011-07-27,10.423964500427246
2011-07-28,10.688132286071777
2011-07-29,10.581036567687988
2011-08-01,10.57390022277832
2011-08-02,10.188355445861816
2011-08-03,10.559621810913086
2011-08-04,10.01700210571289
2011-08-05,10.131237030029297
2011-08-08,9.038859367370605
2011-08-09,9.538642883300781
2011-08-10,8.6318941116333
2011-08-11,8.76755142211914
2011-08-12,8.389145851135254
2011-08-15,9.01744556427002
2011-08-16,8.83895206451416
2011-08-17,8.924628257751465
2011-08-18,8.46768569946289
2011-08-19,8.581921577453613
2011-08-22,8.746132850646973
2011-08-23,9.2601957321167
2011-08-24,9.60289478302002
2011-08-25,9.09598159790039
2011-08-26,9.195935249328613
2011-08-29,9.731414794921875
2011-08-30,9.867066383361816
2011-08-31,9.660014152526855
2011-09-01,9.138815879821777
2011-09-02,8.717575073242188
2011-09-06,8.674738883972168
2011-09-07,9.32210636138916
2011-09-08,8.998424530029297
2011-09-09,8.631579399108887
2011-09-12,8.674738883972168
2011-09-13,8.7682466506958
2011-09-14,9.019999504089355
2011-09-15,9.192633628845215
2011-09-16,9.278945922851562
2011-09-19,9.063159942626953
2011-09-20,8.962455749511719
