Date,CRDO
2022-01-27,11.649999618530273
2022-01-28,11.1899995803833
2022-01-31,12.119999885559082
2022-02-01,12.800000190734863
2022-02-02,13.399999618530273
2022-02-03,12.819999694824219
2022-02-04,13.069999694824219
2022-02-07,13.520000457763672
2022-02-08,13.9399995803833
2022-02-09,14.640000343322754
2022-02-10,15.1899995803833
2022-02-11,15.300000190734863
2022-02-14,14.859999656677246
2022-02-15,14.989999771118164
2022-02-16,15.069999694824219
2022-02-17,15.119999885559082
2022-02-18,15.199999809265137
2022-02-22,15.619999885559082
2022-02-23,15.119999885559082
2022-02-24,14.930000305175781
2022-02-25,15.329999923706055
2022-02-28,16.899999618530273
2022-03-01,15.220000267028809
2022-03-02,16.360000610351562
2022-03-03,16.100000381469727
2022-03-04,15.65999984741211
2022-03-07,15.859999656677246
2022-03-08,15.729999542236328
2022-03-09,16.440000534057617
2022-03-10,16.15999984741211
2022-03-11,15.510000228881836
2022-03-14,13.670000076293945
2022-03-15,14.300000190734863
2022-03-16,14.630000114440918
2022-03-17,14.119999885559082
2022-03-18,13.6899995803833
2022-03-21,12.760000228881836
2022-03-22,13.3100004196167
2022-03-23,13.420000076293945
2022-03-24,14.489999771118164
2022-03-25,14.470000267028809
2022-03-28,14.300000190734863
2022-03-29,15.329999923706055
2022-03-30,15.300000190734863
2022-03-31,15.229999542236328
2022-04-01,14.420000076293945
2022-04-04,14.619999885559082
2022-04-05,14.100000381469727
2022-04-06,14.050000190734863
2022-04-07,13.5600004196167
2022-04-08,13.4399995803833
2022-04-11,12.930000305175781
2022-04-12,12.770000457763672
2022-04-13,12.09000015258789
2022-04-14,11.40999984741211
2022-04-18,11.380000114440918
2022-04-19,11.720000267028809
2022-04-20,11.40999984741211
2022-04-21,11.15999984741211
2022-04-22,11.180000305175781
2022-04-25,11.569999694824219
2022-04-26,11.180000305175781
2022-04-27,10.8100004196167
2022-04-28,11.1899995803833
2022-04-29,11.039999961853027
2022-05-02,11.220000267028809
2022-05-03,11.420000076293945
2022-05-04,11.579999923706055
2022-05-05,11.100000381469727
2022-05-06,10.710000038146973
2022-05-09,9.739999771118164
2022-05-10,9.420000076293945
2022-05-11,8.800000190734863
2022-05-12,9.460000038146973
2022-05-13,10.130000114440918
2022-05-16,9.800000190734863
2022-05-17,10.0600004196167
2022-05-18,9.819999694824219
2022-05-19,9.859999656677246
2022-05-20,9.699999809265137
2022-05-23,10.0
2022-05-24,9.930000305175781
2022-05-25,10.010000228881836
2022-05-26,10.15999984741211
2022-05-27,10.510000228881836
2022-05-31,10.229999542236328
2022-06-01,10.25
2022-06-02,12.9399995803833
2022-06-03,12.90999984741211
2022-06-06,12.739999771118164
2022-06-07,13.649999618530273
2022-06-08,13.420000076293945
2022-06-09,12.670000076293945
2022-06-10,12.430000305175781
2022-06-13,11.960000038146973
2022-06-14,12.600000381469727
2022-06-15,12.699999809265137
2022-06-16,11.800000190734863
2022-06-17,12.520000457763672
2022-06-21,13.289999961853027
2022-06-22,12.880000114440918
2022-06-23,12.359999656677246
2022-06-24,12.739999771118164
2022-06-27,11.84000015258789
2022-06-28,11.890000343322754
2022-06-29,11.569999694824219
2022-06-30,11.680000305175781
2022-07-01,11.289999961853027
2022-07-05,11.479999542236328
2022-07-06,10.960000038146973
2022-07-07,11.960000038146973
2022-07-08,11.899999618530273
2022-07-11,11.170000076293945
2022-07-12,11.210000038146973
2022-07-13,10.770000457763672
2022-07-14,10.8100004196167
2022-07-15,11.050000190734863
2022-07-18,11.039999961853027
2022-07-19,11.859999656677246
2022-07-20,12.010000228881836
2022-07-21,11.949999809265137
2022-07-22,11.270000457763672
2022-07-25,11.65999984741211
2022-07-26,12.600000381469727
2022-07-27,13.890000343322754
2022-07-28,15.210000038146973
2022-07-29,16.049999237060547
2022-08-01,14.84000015258789
2022-08-02,15.25
2022-08-03,16.0
2022-08-04,16.290000915527344
2022-08-05,16.010000228881836
2022-08-08,15.789999961853027
2022-08-09,15.649999618530273
2022-08-10,16.15999984741211
2022-08-11,14.84000015258789
2022-08-12,15.460000038146973
2022-08-15,14.920000076293945
2022-08-16,14.890000343322754
2022-08-17,15.300000190734863
2022-08-18,15.65999984741211
2022-08-19,14.600000381469727
2022-08-22,14.84000015258789
2022-08-23,14.5
2022-08-24,14.859999656677246
2022-08-25,15.399999618530273
2022-08-26,13.850000381469727
2022-08-29,14.0600004196167
2022-08-30,14.180000305175781
2022-08-31,13.789999961853027
2022-09-01,12.979999542236328
2022-09-02,12.899999618530273
2022-09-06,12.960000038146973
2022-09-07,12.8100004196167
2022-09-08,12.760000228881836
2022-09-09,12.640000343322754
2022-09-12,12.869999885559082
2022-09-13,13.029999732971191
2022-09-14,12.960000038146973
2022-09-15,12.140000343322754
2022-09-16,11.739999771118164
2022-09-19,11.84000015258789
2022-09-20,11.890000343322754
2022-09-21,11.84000015258789
2022-09-22,11.470000267028809
2022-09-23,11.649999618530273
2022-09-26,11.609999656677246
2022-09-27,11.579999923706055
2022-09-28,12.029999732971191
2022-09-29,11.6899995803833
2022-09-30,11.0
2022-10-03,11.3100004196167
2022-10-04,11.680000305175781
2022-10-05,11.609999656677246
2022-10-06,11.569999694824219
2022-10-07,10.989999771118164
2022-10-10,10.34000015258789
2022-10-11,9.880000114440918
2022-10-12,10.390000343322754
2022-10-13,11.100000381469727
2022-10-14,10.640000343322754
2022-10-17,10.920000076293945
2022-10-18,11.170000076293945
2022-10-19,11.010000228881836
2022-10-20,11.380000114440918
2022-10-21,11.609999656677246
2022-10-24,11.710000038146973
2022-10-25,12.9399995803833
2022-10-26,13.15999984741211
2022-10-27,13.380000114440918
2022-10-28,13.720000267028809
2022-10-31,13.739999771118164
2022-11-01,13.90999984741211
2022-11-02,13.40999984741211
2022-11-03,13.920000076293945
2022-11-04,14.1899995803833
2022-11-07,13.569999694824219
2022-11-08,13.890000343322754
2022-11-09,13.4399995803833
2022-11-10,14.359999656677246
2022-11-11,14.90999984741211
2022-11-14,14.680000305175781
2022-11-15,15.359999656677246
2022-11-16,14.40999984741211
2022-11-17,13.989999771118164
2022-11-18,14.4399995803833
2022-11-21,14.109999656677246
2022-11-22,14.479999542236328
2022-11-23,14.479999542236328
2022-11-25,14.399999618530273
2022-11-28,14.130000114440918
2022-11-29,13.890000343322754
2022-11-30,13.930000305175781
2022-12-01,14.5
2022-12-02,14.9399995803833
2022-12-05,14.850000381469727
2022-12-06,14.6899995803833
2022-12-07,15.119999885559082
2022-12-08,15.0
2022-12-09,14.859999656677246
2022-12-12,14.5
2022-12-13,14.829999923706055
2022-12-14,14.979999542236328
