Date,TDW
2010-07-28,1117.70068359375
2010-07-29,1119.3570556640625
2010-07-30,1131.5059814453125
2010-08-02,1159.9454345703125
2010-08-03,1167.4005126953125
2010-08-04,1178.9970703125
2010-08-05,1122.670166015625
2010-08-06,1111.3497314453125
2010-08-09,1101.1339111328125
2010-08-10,1099.4769287109375
2010-08-11,1083.462646484375
2010-08-12,1078.21630859375
2010-08-13,1077.1119384765625
2010-08-16,1082.9102783203125
2010-08-17,1104.72314453125
2010-08-18,1109.693115234375
2010-08-19,1090.9173583984375
2010-08-20,1088.4324951171875
2010-08-23,1098.925048828125
2010-08-24,1092.021728515625
2010-08-25,1092.850341796875
2010-08-26,1101.685791015625
2010-08-27,1123.4990234375
2010-08-30,1124.0511474609375
2010-08-31,1106.6561279296875
2010-09-01,1144.4429931640625
2010-09-02,1158.890869140625
2010-09-03,1147.77685546875
2010-09-07,1141.38671875
2010-09-08,1143.8870849609375
2010-09-09,1148.888427734375
2010-09-10,1167.7821044921875
2010-09-13,1180.284912109375
2010-09-14,1189.7318115234375
2010-09-15,1193.0655517578125
2010-09-16,1174.449951171875
2010-09-17,1161.1134033203125
2010-09-20,1184.1748046875
2010-09-21,1193.343505859375
2010-09-22,1191.9541015625
2010-09-23,1191.398681640625
2010-09-24,1218.905029296875
2010-09-27,1213.904296875
2010-09-28,1224.7401123046875
2010-09-29,1238.6322021484375
2010-09-30,1245.0224609375
2010-10-01,1221.6837158203125
2010-10-04,1205.0130615234375
2010-10-05,1223.62841796875
2010-10-06,1222.51708984375
2010-10-07,1225.57373046875
2010-10-08,1246.4117431640625
2010-10-11,1248.91259765625
2010-10-12,1264.749755859375
2010-10-13,1266.69482421875
2010-10-14,1262.249267578125
2010-10-15,1265.3055419921875
2010-10-18,1291.70068359375
2010-10-19,1259.470703125
2010-10-20,1277.808349609375
2010-10-21,1270.584228515625
2010-10-22,1286.6995849609375
2010-10-25,1281.42041015625
2010-10-26,1267.2501220703125
2010-10-27,1277.25244140625
2010-10-28,1279.7532958984375
2010-10-29,1281.697998046875
2010-11-01,1294.201171875
2010-11-02,1323.9307861328125
2010-11-03,1321.4302978515625
2010-11-04,1356.16064453125
2010-11-05,1375.3319091796875
2010-11-08,1368.385986328125
2010-11-09,1348.6585693359375
2010-11-10,1362.273193359375
2010-11-11,1372.2760009765625
2010-11-12,1327.2647705078125
2010-11-15,1333.3775634765625
2010-11-16,1310.593994140625
2010-11-17,1317.8179931640625
2010-11-18,1355.326904296875
2010-11-19,1338.1007080078125
2010-11-22,1335.3223876953125
2010-11-23,1317.2623291015625
2010-11-24,1338.9342041015625
2010-11-26,1327.820556640625
2010-11-29,1376.7210693359375
2010-11-30,1363.940185546875
2010-12-01,1396.0556640625
2010-12-02,1399.965576171875
2010-12-03,1402.4793701171875
2010-12-06,1402.7587890625
2010-12-07,1406.3887939453125
2010-12-08,1416.442626953125
2010-12-09,1416.442626953125
2010-12-10,1422.8656005859375
2010-12-13,1445.486328125
2010-12-14,1420.3519287109375
2010-12-15,1403.8756103515625
2010-12-16,1404.7132568359375
2010-12-17,1402.4793701171875
2010-12-20,1437.1080322265625
2010-12-21,1445.7652587890625
2010-12-22,1459.4493408203125
2010-12-23,1461.404541015625
2010-12-27,1447.72021484375
2010-12-28,1471.4581298828125
2010-12-29,1486.25927734375
2010-12-30,1496.0333251953125
2010-12-31,1503.57373046875
2011-01-03,1493.799560546875
2011-01-04,1474.5299072265625
2011-01-05,1506.087158203125
2011-01-06,1477.0433349609375
2011-01-07,1533.4554443359375
2011-01-10,1517.5372314453125
2011-01-11,1548.25634765625
2011-01-12,1555.2384033203125
2011-01-13,1547.4188232421875
2011-01-14,1572.83203125
2011-01-18,1561.6612548828125
2011-01-19,1535.4105224609375
2011-01-20,1527.8701171875
2011-01-21,1522.56396484375
2011-01-24,1516.1409912109375
2011-01-25,1499.1053466796875
2011-01-26,1578.696533203125
2011-01-27,1612.7672119140625
2011-01-28,1619.1905517578125
2011-01-31,1661.359619140625
2011-02-01,1669.458251953125
2011-02-02,1670.29638671875
2011-02-03,1658.5667724609375
2011-02-04,1549.9320068359375
2011-02-07,1557.472412109375
2011-02-08,1554.958984375
2011-02-09,1536.2479248046875
2011-02-10,1552.7249755859375
2011-02-11,1551.048828125
2011-02-14,1574.228271484375
2011-02-15,1580.9305419921875
2011-02-16,1632.036376953125
2011-02-17,1708.5557861328125
2011-02-18,1707.1590576171875
2011-02-22,1706.0426025390625
2011-02-23,1737.0408935546875
2011-02-24,1674.4852294921875
2011-02-25,1721.96044921875
2011-02-28,1737.320556640625
2011-03-01,1717.2127685546875
2011-03-02,1753.385498046875
2011-03-03,1780.5853271484375
2011-03-04,1750.30126953125
2011-03-07,1714.6895751953125
2011-03-08,1704.314453125
2011-03-09,1710.7637939453125
2011-03-10,1647.95263671875
2011-03-11,1693.658935546875
2011-03-14,1692.5374755859375
2011-03-15,1665.6180419921875
2011-03-16,1615.70556640625
2011-03-17,1643.466064453125
2011-03-18,1630.847900390625
2011-03-21,1693.9395751953125
2011-03-22,1690.57470703125
2011-03-23,1679.9189453125
2011-03-24,1689.7332763671875
2011-03-25,1712.166015625
2011-03-28,1710.4833984375
2011-03-29,1716.6522216796875
2011-03-30,1674.8717041015625
2011-03-31,1678.236572265625
2011-04-01,1677.67578125
2011-04-04,1683.5640869140625
2011-04-05,1677.3948974609375
2011-04-06,1651.5980224609375
2011-04-07,1654.68212890625
2011-04-08,1661.1317138671875
2011-04-11,1617.6683349609375
2011-04-12,1591.3101806640625
2011-04-13,1582.0570068359375
2011-04-14,1589.908447265625
2011-04-15,1615.1451416015625
2011-04-18,1597.4796142578125
2011-04-19,1599.1617431640625
2011-04-20,1608.6954345703125
2011-04-21,1639.5400390625
2011-04-25,1631.40869140625
2011-04-26,1641.78369140625
2011-04-27,1628.884765625
2011-04-28,1649.91552734375
2011-04-29,1668.70263671875
2011-05-02,1628.3238525390625
2011-05-03,1598.3203125
2011-05-04,1582.6175537109375
2011-05-05,1539.4349365234375
2011-05-06,1536.06982421875
2011-05-09,1564.951904296875
2011-05-10,1577.2899169921875
2011-05-11,1549.8099365234375
2011-05-12,1566.3541259765625
2011-05-13,1557.100341796875
2011-05-16,1551.492431640625
2011-05-17,1546.445068359375
2011-05-18,1601.6854248046875
2011-05-19,1499.056396484375
2011-05-20,1502.70166015625
2011-05-23,1453.91064453125
2011-05-24,1440.7315673828125
2011-05-25,1462.322998046875
2011-05-26,1488.961669921875
2011-05-27,1505.7862548828125
2011-05-31,1532.424560546875
2011-06-01,1484.254638671875
2011-06-02,1494.6776123046875
2011-06-03,1494.9591064453125
2011-06-06,1460.310791015625
2011-06-07,1461.718994140625
2011-06-08,1447.9161376953125
2011-06-09,1470.45166015625
2011-06-10,1432.986328125
2011-06-13,1393.2669677734375
2011-06-14,1423.1265869140625
2011-06-15,1411.577392578125
2011-06-16,1415.2392578125
2011-06-17,1427.352294921875
2011-06-20,1441.4368896484375
2011-06-21,1456.648681640625
2011-06-22,1459.7470703125
2011-06-23,1447.6343994140625
2011-06-24,1421.71826171875
2011-06-27,1413.5489501953125
2011-06-28,1469.88818359375
2011-06-29,1502.56494140625
2011-06-30,1515.8048095703125
2011-07-01,1524.5369873046875
2011-07-05,1530.73486328125
2011-07-06,1523.69189453125
2011-07-07,1544.8192138671875
2011-07-08,1549.6080322265625
2011-07-11,1518.903564453125
2011-07-12,1530.171142578125
2011-07-13,1539.1854248046875
2011-07-14,1512.142822265625
2011-07-15,1546.2279052734375
2011-07-18,1511.015869140625
2011-07-19,1542.0023193359375
2011-07-20,1534.9598388671875
2011-07-21,1561.72119140625
2011-07-22,1573.552490234375
2011-07-25,1555.805419921875
2011-07-26,1554.1153564453125
2011-07-27,1518.62158203125
2011-07-28,1519.466552734375
2011-07-29,1530.73486328125
2011-08-01,1527.6357421875
2011-08-02,1509.607666015625
2011-08-03,1521.4384765625
2011-08-04,1433.549560546875
2011-08-05,1456.3668212890625
2011-08-08,1365.9427490234375
2011-08-09,1379.4638671875
2011-08-10,1365.3790283203125
2011-08-11,1431.01416015625
2011-08-12,1447.6343994140625
2011-08-15,1487.0718994140625
2011-08-16,1466.78955078125
2011-08-17,1477.7757568359375
2011-08-18,1412.7041015625
2011-08-19,1398.619140625
2011-08-22,1374.675537109375
2011-08-23,1418.337890625
2011-08-24,1440.3104248046875
2011-08-25,1389.04150390625
2011-08-26,1431.859375
2011-08-29,1491.2969970703125
2011-08-30,1512.98779296875
2011-08-31,1516.949951171875
2011-09-01,1512.1385498046875
2011-09-02,1462.894287109375
2011-09-06,1459.2154541015625
2011-09-07,1513.5538330078125
2011-09-08,1513.5538330078125
2011-09-09,1483.271240234375
2011-09-12,1496.85595703125
2011-09-13,1509.8748779296875
2011-09-14,1516.949951171875
2011-09-15,1535.911865234375
2011-09-16,1550.345458984375
2011-09-19,1529.9686279296875
2011-09-20,1541.8548583984375
2011-09-21,1520.063232421875
2011-09-22,1430.9140625
2011-09-23,1303.2750244140625
2011-09-26,1293.652587890625
2011-09-27,1261.1063232421875
2011-09-28,1220.35205078125
2011-09-29,1215.2579345703125
2011-09-30,1190.0699462890625
2011-10-03,1147.0517578125
2011-10-04,1196.01318359375
2011-10-05,1197.711181640625
2011-10-06,1222.6163330078125
2011-10-07,1220.0692138671875
2011-10-10,1256.8609619140625
2011-10-11,1263.6533203125
2011-10-12,1289.6905517578125
2011-10-13,1304.6903076171875
2011-10-14,1338.9349365234375
2011-10-17,1282.8980712890625
2011-10-18,1319.9725341796875
2011-10-19,1304.97314453125
2011-10-20,1299.0301513671875
2011-10-21,1340.066650390625
2011-10-24,1376.0093994140625
2011-10-25,1360.16064453125
2011-10-26,1382.23583984375
2011-10-27,1445.91357421875
2011-10-28,1449.5928955078125
2011-10-31,1393.273193359375
2011-11-01,1337.2366943359375
2011-11-02,1317.7086181640625
2011-11-03,1346.5758056640625
2011-11-04,1374.3114013671875
2011-11-07,1385.06591796875
2011-11-08,1384.499755859375
2011-11-09,1319.68994140625
2011-11-10,1344.8779296875
2011-11-11,1384.78271484375
2011-11-14,1372.3304443359375
2011-11-15,1389.3111572265625
2011-11-16,1395.2545166015625
2011-11-17,1358.462646484375
2011-11-18,1354.50048828125
2011-11-21,1335.2552490234375
2011-11-22,1323.0860595703125
2011-11-23,1308.9351806640625
2011-11-25,1318.557861328125
2011-11-28,1362.4248046875
2011-11-29,1361.009521484375
2011-11-30,1426.3858642578125
2011-12-01,1419.5594482421875
2011-12-02,1405.0538330078125
2011-12-05,1427.807861328125
2011-12-06,1454.2593994140625
2011-12-07,1447.4332275390625
2011-12-08,1413.586669921875
2011-12-09,1461.654541015625
2011-12-12,1430.9364013671875
2011-12-13,1400.21875
2011-12-14,1326.837646484375
2011-12-15,1330.8193359375
2011-12-16,1339.636474609375
2011-12-19,1315.7449951171875
2011-12-20,1344.4715576171875
2011-12-21,1362.390380859375
2011-12-22,1378.6025390625
2011-12-23,1391.6859130859375
2011-12-27,1404.2008056640625
2011-12-28,1386.8505859375
2011-12-29,1399.36572265625
2011-12-30,1402.2098388671875
2012-01-03,1427.807861328125
2012-01-04,1407.3294677734375
2012-01-05,1394.5302734375
2012-01-06,1424.678955078125
2012-01-09,1420.981689453125
2012-01-10,1439.7537841796875
2012-01-11,1434.3494873046875
2012-01-12,1422.1195068359375
2012-01-13,1417.2840576171875
2012-01-17,1446.2955322265625
2012-01-18,1518.5391845703125
2012-01-19,1541.5775146484375
2012-01-20,1526.787353515625
2012-01-23,1552.669921875
2012-01-24,1560.0650634765625
2012-01-25,1566.322265625
2012-01-26,1559.4962158203125
2012-01-27,1546.6971435546875
2012-01-30,1541.5775146484375
2012-01-31,1531.62255859375
2012-02-01,1552.954345703125
2012-02-02,1644.5390625
2012-02-03,1647.0986328125
2012-02-06,1656.4849853515625
2012-02-07,1663.879638671875
2012-02-08,1655.9158935546875
2012-02-09,1664.733154296875
2012-02-10,1705.6898193359375
2012-02-13,1710.2408447265625
2012-02-14,1712.800537109375
2012-02-15,1684.92724609375
2012-02-16,1738.3988037109375
2012-02-17,1764.281005859375
2012-02-21,1734.98583984375
2012-02-22,1745.50927734375
2012-02-23,1783.90673828125
2012-02-24,1731.0037841796875
2012-02-27,1720.4801025390625
2012-02-28,1717.067138671875
2012-02-29,1692.3221435546875
2012-03-01,1720.598876953125
2012-03-02,1716.029052734375
2012-03-05,1717.7425537109375
2012-03-06,1668.32958984375
2012-03-07,1664.0450439453125
2012-03-08,1679.7545166015625
2012-03-09,1672.899658203125
2012-03-12,1582.9281005859375
2012-03-13,1592.9246826171875
2012-03-14,1547.5107421875
2012-03-15,1547.22509765625
2012-03-16,1592.9246826171875
2012-03-19,1581.78564453125
2012-03-20,1564.648193359375
2012-03-21,1550.9381103515625
2012-03-22,1522.947021484375
2012-03-23,1546.368408203125
2012-03-26,1575.216064453125
2012-03-27,1531.22998046875
2012-03-28,1524.3751220703125
2012-03-29,1525.2320556640625
2012-03-30,1542.94091796875
2012-04-02,1546.368408203125
2012-04-03,1533.8009033203125
2012-04-04,1510.6651611328125
2012-04-05,1531.22998046875
2012-04-09,1507.523193359375
2012-04-10,1480.1036376953125
2012-04-11,1498.38330078125
2012-04-12,1539.2275390625
2012-04-13,1519.51953125
2012-04-16,1509.237060546875
2012-04-17,1529.8018798828125
2012-04-18,1522.6614990234375
2012-04-19,1514.0924072265625
2012-04-20,1518.0914306640625
2012-04-23,1500.09716796875
2012-04-24,1510.9505615234375
2012-04-25,1545.2257080078125
2012-04-26,1558.0787353515625
2012-04-27,1564.933837890625
2012-04-30,1571.7886962890625
2012-05-01,1597.4949951171875
2012-05-02,1560.078125
2012-05-03,1521.51904296875
2012-05-04,1457.5391845703125
2012-05-07,1439.8306884765625
2012-05-08,1439.544677734375
2012-05-09,1428.691162109375
2012-05-10,1417.8375244140625
2012-05-11,1405.555419921875
2012-05-14,1394.4161376953125
2012-05-15,1365.28271484375
2012-05-16,1327.865966796875
2012-05-17,1309.30029296875
2012-05-18,1296.4473876953125
2012-05-21,1306.4442138671875
2012-05-22,1309.5858154296875
2012-05-23,1316.1551513671875
2012-05-24,1317.0120849609375
2012-05-25,1307.5865478515625
2012-05-29,1320.725341796875
2012-05-30,1287.87841796875
2012-05-31,1287.593017578125
2012-06-01,1277.2530517578125
2012-06-04,1279.8380126953125
2012-06-05,1303.389892578125
2012-06-06,1334.1221923828125
2012-06-07,1334.983642578125
2012-06-08,1340.727783203125
2012-06-11,1322.345947265625
2012-06-12,1331.249755859375
2012-06-13,1305.1129150390625
2012-06-14,1299.0814208984375
2012-06-15,1320.9097900390625
2012-06-18,1303.9639892578125
2012-06-19,1326.6544189453125
2012-06-20,1320.9097900390625
2012-06-21,1274.09375
2012-06-22,1289.603515625
2012-06-25,1263.466552734375
2012-06-26,1254.8502197265625
2012-06-27,1264.61572265625
2012-06-28,1286.7310791015625
2012-06-29,1331.537109375
2012-07-02,1336.994384765625
2012-07-03,1374.045166015625
2012-07-05,1363.130615234375
2012-07-06,1353.65283203125
2012-07-09,1356.23779296875
2012-07-10,1337.568603515625
2012-07-11,1366.29052734375
2012-07-12,1394.1502685546875
2012-07-13,1415.4041748046875
2012-07-16,1362.8436279296875
2012-07-17,1398.17138671875
2012-07-18,1394.4373779296875
2012-07-19,1390.129150390625
2012-07-20,1385.5335693359375
2012-07-23,1385.2464599609375
2012-07-24,1369.4495849609375
2012-07-25,1372.03466796875
2012-07-26,1403.0538330078125
2012-07-27,1428.3289794921875
2012-07-30,1430.052001953125
2012-07-31,1395.0120849609375
2012-08-01,1393.001220703125
2012-08-02,1371.460205078125
2012-08-03,1409.659912109375
2012-08-06,1400.181640625
2012-08-07,1403.3409423828125
2012-08-08,1439.2432861328125
2012-08-09,1431.2010498046875
2012-08-10,1441.828125
2012-08-13,1419.7127685546875
2012-08-14,1416.5531005859375
2012-08-15,1400.181640625
2012-08-16,1417.1275634765625
2012-08-17,1419.42529296875
2012-08-20,1413.106689453125
2012-08-21,1407.6495361328125
2012-08-22,1399.0330810546875
2012-08-23,1393.001220703125
2012-08-24,1385.2464599609375
2012-08-27,1384.672119140625
2012-08-28,1396.160888671875
2012-08-29,1364.567138671875
2012-08-30,1362.2569580078125
2012-08-31,1369.4755859375
2012-09-04,1383.0458984375
2012-09-05,1372.0740966796875
2012-09-06,1408.166259765625
2012-09-07,1418.849365234375
2012-09-10,1410.187255859375
2012-09-11,1431.26513671875
2012-09-12,1411.919677734375
2012-09-13,1430.9761962890625
2012-09-14,1455.5189208984375
2012-09-17,1418.560791015625
2012-09-18,1404.701416015625
2012-09-19,1399.21533203125
2012-09-20,1396.6165771484375
2012-09-21,1422.025634765625
2012-09-24,1433.2860107421875
2012-09-25,1417.405517578125
2012-09-26,1386.510986328125
2012-09-27,1413.94091796875
2012-09-28,1401.2364501953125
2012-10-01,1386.2222900390625
2012-10-02,1381.3134765625
2012-10-03,1338.003173828125
2012-10-04,1346.37646484375
2012-10-05,1340.601806640625
2012-10-08,1333.9609375
2012-10-09,1335.6934814453125
2012-10-10,1331.6510009765625
2012-10-11,1349.8414306640625
2012-10-12,1335.6934814453125
2012-10-15,1348.39794921875
2012-10-16,1366.588134765625
2012-10-17,1380.736328125
2012-10-18,1386.510986328125
2012-10-19,1368.3206787109375
2012-10-22,1361.1019287109375
2012-10-23,1359.658447265625
2012-10-24,1352.4400634765625
2012-10-25,1372.3626708984375
2012-10-26,1370.919189453125
2012-10-31,1371.7855224609375
2012-11-01,1398.060302734375
2012-11-02,1387.6656494140625
2012-11-05,1412.4971923828125
2012-11-06,1328.1861572265625
2012-11-07,1274.7701416015625
2012-11-08,1266.10791015625
2012-11-09,1269.2840576171875
2012-11-12,1272.460205078125
2012-11-13,1261.1993408203125
2012-11-14,1245.607666015625
2012-11-15,1242.4317626953125
2012-11-16,1240.9879150390625
2012-11-19,1269.861328125
2012-11-20,1266.396728515625
2012-11-21,1271.305419921875
2012-11-23,1283.143310546875
2012-11-26,1278.8125
2012-11-27,1281.1221923828125
2012-11-28,1279.678466796875
2012-11-29,1295.5592041015625
2012-11-30,1302.527587890625
2012-12-03,1303.68896484375
2012-12-04,1312.3995361328125
2012-12-05,1297.301025390625
2012-12-06,1295.559326171875
2012-12-07,1295.8492431640625
2012-12-10,1306.8826904296875
2012-12-11,1304.8504638671875
2012-12-12,1303.1083984375
2012-12-13,1291.494140625
2012-12-14,1287.4290771484375
2012-12-17,1314.1419677734375
2012-12-18,1353.0491943359375
2012-12-19,1361.7598876953125
2012-12-20,1364.0826416015625
2012-12-21,1324.013671875
2012-12-24,1313.8514404296875
2012-12-26,1292.9459228515625
2012-12-27,1293.236328125
2012-12-28,1282.4931640625
2012-12-31,1297.301025390625
2013-01-02,1339.112060546875
2013-01-03,1333.5953369140625
2013-01-04,1341.14453125
2013-01-07,1346.0806884765625
2013-01-08,1326.626953125
2013-01-09,1331.5628662109375
2013-01-10,1339.6929931640625
2013-01-11,1322.2716064453125
2013-01-14,1313.2706298828125
2013-01-15,1334.7567138671875
2013-01-16,1352.17822265625
2013-01-17,1372.2125244140625
2013-01-18,1386.43994140625
2013-01-22,1392.537353515625
2013-01-23,1388.4722900390625
2013-01-24,1385.568603515625
2013-01-25,1387.8914794921875
2013-01-28,1413.733154296875
2013-01-29,1430.5736083984375
2013-01-30,1431.4447021484375
2013-01-31,1427.6700439453125
2013-02-01,1434.638671875
2013-02-04,1406.764404296875
2013-02-05,1405.3128662109375
2013-02-06,1404.1513671875
2013-02-07,1418.3787841796875
2013-02-08,1433.47705078125
2013-02-11,1408.7972412109375
2013-02-12,1417.2174072265625
2013-02-13,1413.44287109375
2013-02-14,1444.80078125
2013-02-15,1443.058837890625
2013-02-19,1451.4791259765625
2013-02-20,1420.4111328125
2013-02-21,1405.022705078125
2013-02-22,1416.9271240234375
2013-02-25,1368.1473388671875
2013-02-26,1382.08447265625
2013-02-27,1384.69775390625
2013-02-28,1374.2449951171875
2013-03-01,1362.5689697265625
2013-03-04,1331.6282958984375
2013-03-05,1356.1474609375
2013-03-06,1333.6715087890625
2013-03-07,1347.9742431640625
2013-03-08,1364.6124267578125
2013-03-11,1361.9853515625
2013-03-12,1366.65576171875
2013-03-13,1366.07177734375
2013-03-14,1375.120849609375
2013-03-15,1413.9427490234375
2013-03-18,1399.3480224609375
2013-03-19,1401.6829833984375
2013-03-20,1422.11572265625
2013-03-21,1420.3643798828125
2013-03-22,1429.1214599609375
2013-03-25,1430.5806884765625
2013-03-26,1451.3052978515625
2013-03-27,1481.6624755859375
2013-03-28,1474.0732421875
2013-04-01,1465.9002685546875
2013-04-02,1458.0189208984375
2013-04-03,1444.8837890625
2013-04-04,1451.5972900390625
2013-04-05,1448.9703369140625
2013-04-08,1459.478515625
2013-04-09,1472.3218994140625
2013-04-10,1504.1385498046875
2013-04-11,1516.1060791015625
2013-04-12,1501.2196044921875
2013-04-15,1439.6295166015625
2013-04-16,1450.721435546875
2013-04-17,1397.5965576171875
2013-04-18,1406.937255859375
2013-04-19,1395.8453369140625
2013-04-22,1399.9317626953125
2013-04-23,1421.2403564453125
2013-04-24,1437.29443359375
2013-04-25,1462.6893310546875
2013-04-26,1470.5706787109375
2013-04-29,1501.2196044921875
2013-04-30,1530.992919921875
2013-05-01,1502.67919921875
2013-05-02,1560.766357421875
2013-05-03,1580.9071044921875
2013-05-06,1602.5074462890625
2013-05-07,1610.6802978515625
2013-05-08,1615.3507080078125
2013-05-09,1617.39404296875
2013-05-10,1624.3997802734375
2013-05-13,1637.82666015625
2013-05-14,1652.71337890625
2013-05-15,1648.0430908203125
2013-05-16,1657.9676513671875
2013-05-17,1683.6544189453125
2013-05-20,1681.3193359375
2013-05-21,1712.5521240234375
2013-05-22,1657.3837890625
2013-05-23,1649.5025634765625
2013-05-24,1653.589111328125
2013-05-28,1652.12939453125
2013-05-29,1640.161865234375
2013-05-30,1639.5782470703125
2013-05-31,1615.2421875
2013-06-03,1615.5355224609375
2013-06-04,1613.776611328125
2013-06-05,1612.896728515625
2013-06-06,1662.7412109375
2013-06-07,1667.1390380859375
2013-06-10,1672.7098388671875
2013-06-11,1661.5682373046875
2013-06-12,1641.923828125
2013-06-13,1682.97216796875
2013-06-14,1683.264892578125
2013-06-17,1722.8472900390625
2013-06-18,1715.51708984375
2013-06-19,1692.940673828125
2013-06-20,1653.0655517578125
2013-06-21,1640.1646728515625
2013-06-24,1615.5355224609375
2013-06-25,1640.1646728515625
2013-06-26,1653.6517333984375
2013-06-27,1674.17578125
2013-06-28,1670.3641357421875
2013-07-01,1674.468994140625
2013-07-02,1682.6787109375
2013-07-03,1669.484619140625
2013-07-05,1682.385498046875
2013-07-08,1684.144775390625
2013-07-09,1711.4122314453125
2013-07-10,1720.5015869140625
2013-07-11,1741.318603515625
2013-07-12,1753.9261474609375
2013-07-15,1759.4971923828125
2013-07-16,1745.7166748046875
2013-07-17,1743.6640625
2013-07-18,1772.6912841796875
2013-07-19,1792.6290283203125
2013-07-22,1792.335693359375
2013-07-23,1793.508544921875
2013-07-24,1770.638916015625
2013-07-25,1775.036865234375
2013-07-26,1754.805908203125
2013-07-29,1726.658935546875
2013-07-30,1716.103759765625
2013-07-31,1729.5906982421875
2013-08-01,1767.7071533203125
2013-08-02,1784.1259765625
2013-08-05,1790.869873046875
2013-08-06,1668.311767578125
2013-08-07,1652.47900390625
2013-08-08,1642.5101318359375
2013-08-09,1639.284912109375
