Date,AFG
2010-01-04,10.720939636230469
2010-01-05,10.720939636230469
2010-01-06,10.670345306396484
2010-01-07,10.69985580444336
2010-01-08,10.68299674987793
2010-01-11,10.716720581054688
2010-01-12,10.573378562927246
2010-01-13,10.69546890258789
2010-01-14,10.776013374328613
2010-01-15,10.66579532623291
2010-01-19,10.79721450805664
2010-01-20,10.699708938598633
2010-01-21,10.703949928283691
2010-01-22,10.441120147705078
2010-01-25,10.555577278137207
2010-01-26,10.466557502746582
2010-01-27,10.60644817352295
2010-01-28,10.585248947143555
2010-01-29,10.517425537109375
2010-02-01,10.644598007202148
2010-02-02,10.742105484008789
2010-02-03,10.653079986572266
2010-02-04,10.352099418640137
2010-02-05,10.313946723937988
2010-02-08,10.301223754882812
2010-02-09,10.419922828674316
2010-02-10,10.521663665771484
2010-02-11,10.597973823547363
2010-02-12,10.648845672607422
2010-02-16,10.814167022705078
2010-02-17,10.79721450805664
2010-02-18,10.814167022705078
2010-02-19,10.873519897460938
2010-02-22,11.009171485900879
2010-02-23,10.924388885498047
2010-02-24,10.937103271484375
2010-02-25,10.987975120544434
2010-02-26,10.966780662536621
2010-03-01,11.19145679473877
2010-03-02,11.373745918273926
2010-03-03,11.339832305908203
2010-03-04,11.441568374633789
2010-03-05,11.441568374633789
2010-03-08,11.585700988769531
2010-03-09,11.551783561706543
2010-03-10,11.505151748657227
2010-03-11,11.568742752075195
2010-03-12,11.589943885803223
2010-03-15,11.628096580505371
2010-03-16,11.640810012817383
2010-03-17,11.848530769348145
2010-03-18,12.136795043945312
2010-03-19,11.840057373046875
2010-03-22,11.890921592712402
2010-03-23,12.04776668548584
2010-03-24,12.052011489868164
2010-03-25,11.865487098693848
2010-03-26,12.064728736877441
2010-03-29,12.098647117614746
2010-03-30,12.085926055908203
2010-03-31,12.060492515563965
2010-04-01,12.064728736877441
2010-04-05,12.293649673461914
2010-04-06,12.425063133239746
2010-04-07,12.433536529541016
2010-04-08,12.3021240234375
2010-04-09,12.297882080078125
2010-04-12,12.251251220703125
2010-04-13,12.335588455200195
2010-04-14,12.523011207580566
2010-04-15,12.57412338256836
2010-04-16,12.365410804748535
2010-04-19,12.51449203491211
2010-04-20,12.612464904785156
2010-04-21,12.693385124206543
2010-04-22,12.850996017456055
2010-04-23,12.850996017456055
2010-04-26,12.791363716125488
2010-04-27,12.501715660095215
2010-04-28,12.608201026916504
2010-04-29,12.778581619262695
2010-04-30,12.535792350769043
2010-05-03,12.603938102722168
2010-05-04,12.135395050048828
2010-05-05,12.028904914855957
2010-05-06,11.530536651611328
2010-05-07,11.475168228149414
2010-05-10,12.173735618591309
2010-05-11,12.356887817382812
2010-05-12,12.224838256835938
2010-05-13,12.250402450561523
2010-05-14,12.12687873840332
2010-05-17,12.062982559204102
2010-05-18,11.901115417480469
2010-05-19,11.884078979492188
2010-05-20,11.30052375793457
2010-05-21,11.513503074645996
2010-05-24,11.547582626342773
2010-05-25,11.45387077331543
2010-05-26,11.522022247314453
2010-05-27,11.977791786193848
2010-05-28,11.884078979492188
2010-06-01,11.6199951171875
2010-06-02,11.952232360839844
2010-06-03,11.98205280303955
2010-06-04,11.573137283325195
2010-06-07,11.394241333007812
2010-06-08,11.419793128967285
2010-06-09,11.483686447143555
2010-06-10,11.80741024017334
2010-06-11,11.926675796508789
2010-06-14,11.888337135314941
2010-06-15,12.267436981201172
2010-06-16,12.2035493850708
2010-06-17,12.297261238098145
2010-06-18,12.199291229248047
2010-06-21,12.207802772521973
2010-06-22,12.075760841369629
2010-06-23,12.135395050048828
2010-06-24,12.054463386535645
2010-06-25,12.114097595214844
2010-06-28,12.131133079528809
2010-06-29,11.696662902832031
2010-06-30,11.63703441619873
2010-07-01,11.458127975463867
2010-07-02,11.513503074645996
2010-07-06,11.556097984313965
2010-07-07,12.071502685546875
2010-07-08,12.190766334533691
2010-07-09,12.280213356018066
2010-07-12,12.16521167755127
2010-07-13,12.506768226623535
2010-07-14,12.382645606994629
2010-07-15,12.361247062683105
2010-07-16,11.98458194732666
2010-07-19,12.190034866333008
2010-07-20,12.365527153015137
2010-07-21,12.198601722717285
2010-07-22,12.570966720581055
2010-07-23,12.643738746643066
2010-07-26,12.806389808654785
2010-07-27,12.716499328613281
2010-07-28,12.630894660949707
2010-07-29,12.686539649963379
2010-07-30,12.61377239227295
2010-08-02,12.78498363494873
2010-08-03,12.699378967285156
2010-08-04,12.733622550964355
2010-08-05,12.665142059326172
2010-08-06,12.635177612304688
2010-08-09,12.776421546936035
2010-08-10,12.690825462341309
2010-08-11,12.267075538635254
2010-08-12,12.335562705993652
