Date,DRS
2010-01-04,4.665857791900635
2010-01-05,4.923969268798828
2010-01-06,5.360773086547852
2010-01-07,5.201934814453125
2010-01-08,5.400482177734375
2010-01-11,5.241644859313965
2010-01-12,5.30120849609375
2010-01-13,5.023242473602295
2010-01-14,5.162225723266602
2010-01-15,5.162225723266602
2010-01-19,5.261499404907227
2010-01-20,5.162225723266602
2010-01-21,5.162225723266602
2010-01-22,5.261499404907227
2010-01-25,5.043097496032715
2010-01-26,5.14237117767334
2010-01-27,5.14237117767334
2010-01-28,5.12251615524292
2010-01-29,5.241644859313965
2010-02-01,5.241644859313965
2010-02-02,5.102661609649658
2010-02-03,4.96367883682251
2010-02-04,5.201934814453125
2010-02-05,5.201934814453125
2010-02-08,5.201934814453125
2010-02-09,4.9835333824157715
2010-02-10,5.182080268859863
2010-02-11,5.003387928009033
2010-02-12,5.12251615524292
2010-02-16,5.12251615524292
2010-02-17,5.082806587219238
2010-02-18,5.062951564788818
2010-02-19,4.96367883682251
2010-02-22,4.9835333824157715
2010-02-23,5.14237117767334
2010-02-24,4.9835333824157715
2010-02-25,5.14237117767334
2010-02-26,4.9835333824157715
2010-03-01,5.162225723266602
2010-03-02,5.420337200164795
2010-03-03,5.618884563446045
2010-03-04,5.499755859375
2010-03-05,5.499755859375
2010-03-08,5.32106351852417
2010-03-09,5.241644859313965
2010-03-10,5.360773086547852
2010-03-11,5.559320449829102
2010-03-12,5.460046291351318
2010-03-15,5.460046291351318
2010-03-16,5.360773086547852
2010-03-17,5.460046291351318
2010-03-18,5.360773086547852
2010-03-19,5.261499404907227
2010-03-22,5.14237117767334
2010-03-23,5.261499404907227
2010-03-24,5.241644859313965
2010-03-25,5.14237117767334
2010-03-26,5.221790313720703
2010-03-29,5.221790313720703
2010-03-30,5.003387928009033
2010-03-31,5.12251615524292
2010-04-01,5.12251615524292
2010-04-05,5.12251615524292
2010-04-06,4.864405155181885
2010-04-07,4.96367883682251
2010-04-08,4.96367883682251
2010-04-09,4.864405155181885
2010-04-12,4.804841041564941
2010-04-13,4.96367883682251
2010-04-14,5.003387928009033
2010-04-15,4.96367883682251
2010-04-16,4.96367883682251
2010-04-19,4.96367883682251
2010-04-20,4.765131950378418
2010-04-21,4.864405155181885
2010-04-22,4.804841041564941
2010-04-23,4.844550132751465
2010-04-26,4.765131950378418
2010-04-27,4.606293201446533
2010-04-28,4.626148223876953
2010-04-29,4.665857791900635
2010-04-30,4.665857791900635
2010-05-03,4.546729564666748
2010-05-04,4.56658411026001
2010-05-05,4.546729564666748
2010-05-06,4.56658411026001
2010-05-07,4.109925746917725
2010-05-10,4.109925746917725
2010-05-11,4.169489860534668
2010-05-12,4.268763542175293
2010-05-13,4.348182678222656
2010-05-14,4.18934440612793
2010-05-17,4.447456359863281
2010-05-18,4.507019996643066
2010-05-19,4.507019996643066
2010-05-20,4.288618564605713
2010-05-21,4.2489094734191895
2010-05-24,4.149634838104248
2010-05-25,4.050361633300781
2010-05-26,3.970942974090576
2010-05-27,3.970942974090576
2010-05-28,3.970942974090576
2010-06-01,3.9113786220550537
2010-06-02,3.970942974090576
2010-06-03,4.090070724487305
2010-06-04,4.18934440612793
2010-06-07,4.18934440612793
2010-06-08,4.169489860534668
2010-06-09,4.2489094734191895
2010-06-10,4.2489094734191895
2010-06-11,4.2489094734191895
2010-06-14,4.2489094734191895
2010-06-15,3.970942974090576
2010-06-16,3.970942974090576
2010-06-17,3.871669292449951
2010-06-18,4.010652542114258
2010-06-21,4.268763542175293
2010-06-22,4.268763542175293
2010-06-23,4.268763542175293
2010-06-24,4.268763542175293
2010-06-25,4.268763542175293
2010-06-28,4.268763542175293
2010-06-29,4.268763542175293
2010-06-30,4.368037223815918
2010-07-01,4.546729564666748
2010-07-02,4.546729564666748
2010-07-06,4.328327655792236
2010-07-07,4.546729564666748
2010-07-08,4.546729564666748
2010-07-09,4.546729564666748
2010-07-12,4.546729564666748
2010-07-13,4.4077467918396
2010-07-14,4.4077467918396
2010-07-15,4.169489860534668
2010-07-16,4.447456359863281
2010-07-19,4.149634838104248
2010-07-20,3.970942974090576
2010-07-21,4.169489860534668
2010-07-22,4.38789176940918
2010-07-23,4.4077467918396
2010-07-26,4.94382381439209
2010-07-27,4.96367883682251
2010-07-28,5.102661609649658
2010-07-29,4.96367883682251
2010-07-30,4.96367883682251
2010-08-02,4.7849860191345215
2010-08-03,5.162225723266602
2010-08-04,5.261499404907227
2010-08-05,5.261499404907227
2010-08-06,5.241644859313965
2010-08-09,5.221790313720703
2010-08-10,5.360773086547852
2010-08-11,5.261499404907227
2010-08-12,5.261499404907227
2010-08-13,5.261499404907227
2010-08-16,5.261499404907227
2010-08-17,5.261499404907227
2010-08-18,5.261499404907227
2010-08-19,4.96367883682251
2010-08-20,5.043097496032715
2010-08-23,4.864405155181885
2010-08-24,4.7849860191345215
2010-08-25,4.745276927947998
2010-08-26,5.062951564788818
2010-08-27,5.201934814453125
2010-08-30,5.32106351852417
2010-08-31,4.96367883682251
2010-09-01,5.261499404907227
2010-09-02,5.360773086547852
2010-09-03,5.360773086547852
2010-09-07,5.400482177734375
2010-09-08,5.241644859313965
2010-09-09,5.241644859313965
2010-09-10,5.062951564788818
2010-09-13,5.062951564788818
2010-09-14,5.043097496032715
2010-09-15,5.043097496032715
2010-09-16,5.043097496032715
2010-09-17,5.043097496032715
2010-09-20,4.765131950378418
2010-09-21,4.765131950378418
2010-09-22,4.745276927947998
2010-09-23,4.745276927947998
2010-09-24,4.665857791900635
2010-09-27,4.96367883682251
2010-09-28,4.96367883682251
2010-09-29,4.96367883682251
2010-09-30,4.96367883682251
2010-10-01,4.864405155181885
2010-10-04,4.765131950378418
2010-10-05,4.526875019073486
2010-10-06,4.864405155181885
2010-10-07,4.765131950378418
2010-10-08,4.665857791900635
2010-10-11,4.526875019073486
2010-10-12,4.368037223815918
2010-10-13,4.4077467918396
2010-10-14,4.487165451049805
2010-10-15,4.487165451049805
2010-10-18,4.665857791900635
2010-10-19,5.003387928009033
2010-10-20,4.8842597007751465
2010-10-21,4.467310905456543
2010-10-22,4.665857791900635
2010-10-25,4.626148223876953
2010-10-26,4.626148223876953
2010-10-27,4.646002769470215
2010-10-28,4.765131950378418
2010-10-29,4.8842597007751465
2010-11-01,4.665857791900635
2010-11-02,4.9835333824157715
2010-11-03,5.003387928009033
2010-11-04,4.864405155181885
2010-11-05,5.003387928009033
2010-11-08,5.221790313720703
2010-11-09,5.221790313720703
2010-11-10,5.221790313720703
2010-11-11,5.162225723266602
2010-11-12,5.082806587219238
2010-11-15,5.082806587219238
2010-11-16,5.162225723266602
2010-11-17,5.062951564788818
2010-11-18,5.162225723266602
2010-11-19,5.12251615524292
2010-11-22,5.12251615524292
2010-11-23,4.864405155181885
2010-11-24,4.864405155181885
