Date,MKSI
2010-01-04,14.654000282287598
2010-01-05,15.032063484191895
2010-01-06,15.311497688293457
2010-01-07,15.541621208190918
2010-01-08,15.484095573425293
2010-01-11,15.755313873291016
2010-01-12,15.697775840759277
2010-01-13,15.640246391296387
2010-01-14,15.656682014465332
2010-01-15,15.040285110473633
2010-01-19,15.08137321472168
2010-01-20,14.89234447479248
2010-01-21,14.5882568359375
2010-01-22,14.062248229980469
2010-01-25,14.078685760498047
2010-01-26,13.774596214294434
2010-01-27,14.144438743591309
2010-01-28,13.4869384765625
2010-01-29,13.64309310913086
2010-02-01,13.725286483764648
2010-02-02,13.930750846862793
2010-02-03,14.489627838134766
2010-02-04,14.571815490722656
2010-02-05,15.08137321472168
2010-02-08,14.908781051635742
2010-02-09,15.245746612548828
2010-02-10,15.122466087341309
2010-02-11,15.401905059814453
2010-02-12,15.50875186920166
2010-02-16,16.067623138427734
2010-02-17,15.615592002868652
2010-02-18,15.656682014465332
2010-02-19,15.599152565002441
2010-02-22,15.615592002868652
2010-02-23,15.204659461975098
2010-02-24,15.262187004089355
2010-02-25,14.925223350524902
2010-02-26,14.818378448486328
2010-03-01,15.08137321472168
2010-03-02,15.426568031311035
2010-03-03,15.50052547454834
2010-03-04,15.229310989379883
2010-03-05,15.697775840759277
2010-03-08,15.599152565002441
2010-03-09,15.385478019714355
2010-03-10,15.673128128051758
2010-03-11,15.903249740600586
2010-03-12,15.95256519317627
2010-03-15,15.673128128051758
2010-03-16,15.853934288024902
2010-03-17,15.763535499572754
2010-03-18,15.50875186920166
2010-03-19,14.95809555053711
2010-03-22,15.056715965270996
2010-03-23,15.664898872375488
2010-03-24,15.549848556518555
2010-03-25,15.615592002868652
2010-03-26,15.697775840759277
2010-03-29,15.936124801635742
2010-03-30,16.158031463623047
2010-03-31,16.10050392150879
2010-04-01,16.240224838256836
2010-04-05,16.642934799194336
2010-04-06,16.733339309692383
2010-04-07,16.971681594848633
2010-04-08,16.437467575073242
2010-04-09,16.20734214782715
2010-04-12,16.190900802612305
2010-04-13,16.371713638305664
2010-04-14,17.37441062927246
2010-04-15,17.40727424621582
2010-04-16,17.251127243041992
2010-04-19,17.218244552612305
2010-04-20,17.259334564208984
2010-04-21,17.259334564208984
2010-04-22,19.69208335876465
2010-04-23,20.42355728149414
2010-04-26,19.675647735595703
2010-04-27,18.935964584350586
2010-04-28,19.067455291748047
2010-04-29,19.297588348388672
2010-04-30,18.640087127685547
2010-05-03,19.108556747436523
2010-05-04,18.220924377441406
2010-05-05,17.71137046813965
2010-05-06,16.65937614440918
2010-05-07,16.084060668945312
2010-05-10,16.593629837036133
2010-05-11,16.757999420166016
2010-05-12,17.851091384887695
2010-05-13,17.58808708190918
2010-05-14,17.177148818969727
2010-05-17,17.160720825195312
2010-05-18,16.65937614440918
2010-05-19,16.429248809814453
2010-05-20,15.656682014465332
2010-05-21,16.182682037353516
2010-05-24,15.927903175354004
2010-05-25,15.8292875289917
2010-05-26,15.738884925842285
2010-05-27,16.790874481201172
2010-05-28,16.32239532470703
2010-06-01,15.656682014465332
2010-06-02,16.445688247680664
2010-06-03,16.577194213867188
2010-06-04,15.747092247009277
2010-06-07,14.851249694824219
2010-06-08,14.744407653808594
2010-06-09,14.695103645324707
2010-06-10,15.35260009765625
2010-06-11,15.853934288024902
2010-06-14,16.001876831054688
2010-06-15,16.88127899169922
2010-06-16,16.807308197021484
2010-06-17,17.045656204223633
2010-06-18,17.07852554321289
2010-06-21,17.160720825195312
2010-06-22,17.275781631469727
2010-06-23,17.020992279052734
2010-06-24,16.56074333190918
2010-06-25,16.610063552856445
2010-06-28,16.856624603271484
2010-06-29,15.738884925842285
2010-06-30,15.385478019714355
2010-07-01,15.163559913635254
2010-07-02,15.15534496307373
2010-07-06,14.686880111694336
2010-07-07,15.788188934326172
2010-07-08,16.051185607910156
2010-07-09,16.32239532470703
2010-07-12,16.35527801513672
2010-07-13,17.308652877807617
2010-07-14,17.012779235839844
2010-07-15,16.68402862548828
2010-07-16,16.223785400390625
2010-07-19,16.273094177246094
2010-07-20,16.437467575073242
2010-07-21,16.281312942504883
2010-07-22,16.642934799194336
2010-07-23,17.292211532592773
2010-07-26,17.72780990600586
2010-07-27,17.892183303833008
2010-07-28,17.72780990600586
2010-07-29,17.72780990600586
2010-07-30,17.63739776611328
2010-08-02,17.768911361694336
2010-08-03,17.63739776611328
2010-08-04,17.62095832824707
2010-08-05,17.399059295654297
2010-08-06,17.0949649810791
2010-08-09,17.177148818969727
2010-08-10,16.799091339111328
2010-08-11,15.977212905883789
2010-08-12,15.804625511169434
2010-08-13,15.385478019714355
2010-08-16,15.459434509277344
2010-08-17,15.656682014465332
2010-08-18,15.95256519317627
2010-08-19,15.50875186920166
2010-08-20,15.311497688293457
2010-08-23,14.95809555053711
2010-08-24,14.917000770568848
2010-08-25,15.171780586242676
2010-08-26,14.8019380569458
2010-08-27,14.719752311706543
2010-08-30,14.38278865814209
2010-08-31,14.177316665649414
2010-09-01,14.826593399047852
2010-09-02,15.040285110473633
2010-09-03,15.418350219726562
2010-09-07,14.744407653808594
2010-09-08,14.292376518249512
2010-09-09,14.497842788696289
2010-09-10,14.571815490722656
2010-09-13,15.097817420959473
2010-09-14,15.056715965270996
2010-09-15,15.089594841003418
2010-09-16,15.196439743041992
2010-09-17,15.278620719909668
2010-09-20,15.79640007019043
2010-09-21,15.615592002868652
2010-09-22,14.054033279418945
2010-09-23,13.95540714263916
2010-09-24,14.785502433776855
2010-09-27,14.769065856933594
2010-09-28,14.974536895751953
2010-09-29,14.999184608459473
2010-09-30,14.777280807495117
2010-10-01,14.90056037902832
2010-10-04,14.292376518249512
