Date,WOR
2010-01-04,6.026365280151367
2010-01-05,6.118941783905029
2010-01-06,7.375354290008545
2010-01-07,7.084395408630371
2010-01-08,7.648681640625
2010-01-11,7.428253650665283
2010-01-12,7.12847900390625
2010-01-13,7.216647624969482
2010-01-14,7.251917839050293
2010-01-15,7.1637468338012695
2010-01-19,7.269549369812012
2010-01-20,7.1637468338012695
2010-01-21,6.881605625152588
2010-01-22,6.652368068695068
2010-01-25,6.780211925506592
2010-01-26,6.568605422973633
2010-01-27,6.6038737297058105
2010-01-28,6.449577808380127
2010-01-29,6.3790411949157715
2010-02-01,6.722902297973633
2010-02-02,6.912467002868652
2010-02-03,6.687634468078613
2010-02-04,6.251197338104248
2010-02-05,6.374631404876709
2010-02-08,6.18947696685791
2010-02-09,6.409901142120361
2010-02-10,6.321730136871338
2010-02-11,6.5730156898498535
2010-02-12,6.665592193603516
2010-02-16,6.934506416320801
2010-02-17,6.9389166831970215
2010-02-18,7.0447187423706055
2010-02-19,7.119662761688232
2010-02-22,7.0667619705200195
2010-02-23,6.934506416320801
2010-02-24,7.018265247344971
2010-02-25,6.9874091148376465
2010-02-26,6.983001232147217
2010-03-01,7.12847900390625
2010-03-02,7.181382656097412
2010-03-03,7.291589260101318
2010-03-04,7.357720375061035
2010-03-05,7.5208330154418945
2010-03-08,7.551693916320801
2010-03-09,7.789748191833496
2010-03-10,7.754480361938477
2010-03-11,7.634772777557373
2010-03-12,7.608171463012695
2010-03-15,7.492894649505615
2010-03-16,7.656938552856445
2010-03-17,7.594870567321777
2010-03-18,7.50176477432251
2010-03-19,7.3864874839782715
2010-03-22,7.492894649505615
2010-03-23,7.7943854331970215
2010-03-24,7.665812015533447
2010-03-25,7.515061378479004
2010-03-26,7.563830852508545
2010-03-29,7.736744403839111
2010-03-30,7.603734493255615
2010-03-31,7.665812015533447
2010-04-01,7.155937671661377
2010-04-05,7.19140625
2010-04-06,7.271209716796875
2010-04-07,7.306682586669922
2010-04-08,7.124899387359619
2010-04-09,6.996327877044678
2010-04-12,6.96528959274292
2010-04-13,7.031793594360352
2010-04-14,7.120463848114014
2010-04-15,7.133768558502197
2010-04-16,7.000758647918701
2010-04-19,6.872185230255127
2010-04-20,6.889916896820068
2010-04-21,7.036227703094482
2010-04-22,7.093865394592285
2010-04-23,7.231311321258545
2010-04-26,7.284512996673584
2010-04-27,7.071697235107422
2010-04-28,7.1027326583862305
2010-04-29,7.195838451385498
2010-04-30,7.080562114715576
2010-05-03,7.142636299133301
2010-05-04,7.014058589935303
2010-05-05,6.912084102630615
2010-05-06,6.708135604858398
2010-05-07,6.566258430480957
2010-05-10,6.934253692626953
2010-05-11,6.850011825561523
2010-05-12,7.138201713562012
2010-05-13,7.014058589935303
2010-05-14,6.858881950378418
2010-05-17,6.761341094970703
2010-05-18,6.6504950523376465
2010-05-19,6.619462013244629
2010-05-20,6.184964656829834
2010-05-21,6.424383163452148
2010-05-24,6.27363920211792
2010-05-25,6.397780895233154
2010-05-26,6.375611305236816
2010-05-27,6.7303056716918945
2010-05-28,6.526356220245361
2010-06-01,6.145059108734131
2010-06-02,6.344574928283691
2010-06-03,6.242600917816162
2010-06-04,5.887907028198242
2010-06-07,5.73716402053833
2010-06-08,5.794800758361816
2010-06-09,5.8169684410095215
2010-06-10,6.047520637512207
2010-06-11,6.159181118011475
2010-06-14,6.132381916046143
2010-06-15,6.351235866546631
2010-06-16,6.248507499694824
2010-06-17,6.092184543609619
2010-06-18,6.06091833114624
2010-06-21,6.150249004364014
2010-06-22,5.976056098937988
2010-06-23,6.092184543609619
2010-06-24,5.824198246002197
2010-06-25,5.882262706756592
2010-06-28,5.842066287994385
2010-06-29,5.962658405303955
2010-06-30,5.743803024291992
2010-07-01,5.569612503051758
2010-07-02,5.382023811340332
2010-07-06,5.480287551879883
2010-07-07,5.8643975257873535
2010-07-08,5.993922233581543
2010-07-09,6.159181118011475
2010-07-12,5.993922233581543
2010-07-13,6.136847019195557
2010-07-14,6.145781517028809
2010-07-15,6.123449802398682
2010-07-16,5.810800552368164
2010-07-19,5.886728763580322
2010-07-20,6.2038445472717285
2010-07-21,5.92692756652832
2010-07-22,6.190443515777588
2010-07-23,6.422698497772217
2010-07-26,6.565622806549072
2010-07-27,6.498623847961426
2010-07-28,6.360171794891357
2010-07-29,6.351235866546631
2010-07-30,6.400366306304932
2010-08-02,6.6683502197265625
2010-08-03,6.5924224853515625
2010-08-04,6.855940341949463
2010-08-05,6.855940341949463
2010-08-06,6.771080493927002
2010-08-09,6.860407829284668
2010-08-10,6.681748867034912
2010-08-11,6.324437141418457
2010-08-12,6.270839214324951
2010-08-13,6.248507499694824
2010-08-16,6.333370208740234
2010-08-17,6.695148944854736
2010-08-18,6.744277477264404
2010-08-19,6.5432915687561035
2010-08-20,6.516494274139404
2010-08-23,6.369100093841553
2010-08-24,6.235109806060791
2010-08-25,6.364635944366455
2010-08-26,6.288705825805664
2010-08-27,6.471830368041992
2010-08-30,6.324437141418457
2010-08-31,6.351235866546631
2010-09-01,6.681748867034912
2010-09-02,6.771080493927002
2010-09-03,6.985466957092285
2010-09-07,6.967598915100098
2010-09-08,7.052463054656982
2010-09-09,6.94527006149292
2010-09-10,6.87380838394165
2010-09-13,7.14354133605957
2010-09-14,7.004177093505859
2010-09-15,6.806371688842773
2010-09-16,6.842337131500244
2010-09-17,6.806371688842773
2010-09-20,6.9367451667785645
2010-09-21,6.792887210845947
2010-09-22,6.734440326690674
2010-09-23,6.577096462249756
2010-09-24,6.833346366882324
2010-09-27,6.792887210845947
2010-09-28,6.977205753326416
2010-09-29,6.977205753326416
2010-09-30,6.7569169998168945
2010-10-01,6.792887210845947
2010-10-04,6.6175537109375
2010-10-05,6.653517723083496
2010-10-06,6.702971935272217
2010-10-07,6.675998687744141
