Date,VCEL
2010-01-04,54.400001525878906
2010-01-05,51.20000076293945
2010-01-06,49.599998474121094
2010-01-07,51.20000076293945
2010-01-08,51.20000076293945
2010-01-11,52.79999923706055
2010-01-12,52.79999923706055
2010-01-13,54.400001525878906
2010-01-14,54.400001525878906
2010-01-15,38.400001525878906
2010-01-19,38.400001525878906
2010-01-20,36.79999923706055
2010-01-21,36.79999923706055
2010-01-22,38.400001525878906
2010-01-25,38.400001525878906
2010-01-26,35.20000076293945
2010-01-27,35.20000076293945
2010-01-28,33.599998474121094
2010-01-29,33.599998474121094
2010-02-01,32.0
2010-02-02,35.20000076293945
2010-02-03,38.400001525878906
2010-02-04,33.599998474121094
2010-02-05,35.20000076293945
2010-02-08,33.599998474121094
2010-02-09,28.799999237060547
2010-02-10,28.799999237060547
2010-02-11,28.799999237060547
2010-02-12,33.599998474121094
2010-02-16,32.0
2010-02-17,30.399999618530273
2010-02-18,34.599998474121094
2010-02-19,31.799999237060547
2010-02-22,29.600000381469727
2010-02-23,29.600000381469727
2010-02-24,28.600000381469727
2010-02-25,28.600000381469727
2010-02-26,31.0
2010-03-01,32.0
2010-03-02,31.600000381469727
2010-03-03,30.399999618530273
2010-03-04,29.600000381469727
2010-03-05,30.399999618530273
2010-03-08,29.600000381469727
2010-03-09,30.600000381469727
2010-03-10,30.0
2010-03-11,30.399999618530273
2010-03-12,30.799999237060547
2010-03-15,31.799999237060547
2010-03-16,33.599998474121094
2010-03-17,32.20000076293945
2010-03-18,33.400001525878906
2010-03-19,34.400001525878906
2010-03-22,36.400001525878906
2010-03-23,34.79999923706055
2010-03-24,36.79999923706055
2010-03-25,34.79999923706055
2010-03-26,34.599998474121094
2010-03-29,34.0
2010-03-30,32.79999923706055
2010-03-31,33.0
2010-04-01,33.0
2010-04-05,33.400001525878906
2010-04-06,34.400001525878906
2010-04-07,34.0
2010-04-08,33.79999923706055
2010-04-09,33.400001525878906
2010-04-12,34.0
2010-04-13,33.400001525878906
2010-04-14,37.599998474121094
2010-04-15,36.20000076293945
2010-04-16,36.0
2010-04-19,35.599998474121094
2010-04-20,35.0
2010-04-21,35.0
2010-04-22,35.599998474121094
2010-04-23,36.0
2010-04-26,36.400001525878906
2010-04-27,35.79999923706055
2010-04-28,33.79999923706055
2010-04-29,34.599998474121094
2010-04-30,32.400001525878906
2010-05-03,35.0
2010-05-04,33.400001525878906
2010-05-05,33.400001525878906
2010-05-06,30.0
2010-05-07,32.0
2010-05-10,32.599998474121094
2010-05-11,32.400001525878906
2010-05-12,33.20000076293945
2010-05-13,32.400001525878906
2010-05-14,31.799999237060547
2010-05-17,30.399999618530273
2010-05-18,30.799999237060547
2010-05-19,29.200000762939453
2010-05-20,27.200000762939453
2010-05-21,28.399999618530273
2010-05-24,28.600000381469727
2010-05-25,26.799999237060547
2010-05-26,27.600000381469727
2010-05-27,28.799999237060547
2010-05-28,29.600000381469727
2010-06-01,30.799999237060547
2010-06-02,31.399999618530273
2010-06-03,30.600000381469727
2010-06-04,30.0
2010-06-07,28.799999237060547
2010-06-08,28.799999237060547
2010-06-09,28.200000762939453
2010-06-10,30.0
2010-06-11,30.600000381469727
2010-06-14,29.399999618530273
2010-06-15,31.0
2010-06-16,29.600000381469727
2010-06-17,29.0
2010-06-18,30.399999618530273
2010-06-21,29.200000762939453
2010-06-22,29.600000381469727
2010-06-23,29.799999237060547
2010-06-24,29.600000381469727
2010-06-25,30.0
2010-06-28,29.0
2010-06-29,28.200000762939453
2010-06-30,29.799999237060547
2010-07-01,29.0
2010-07-02,28.0
2010-07-06,28.399999618530273
2010-07-07,30.200000762939453
2010-07-08,31.399999618530273
2010-07-09,31.0
2010-07-12,30.399999618530273
2010-07-13,30.399999618530273
2010-07-14,29.600000381469727
2010-07-15,30.600000381469727
2010-07-16,30.0
2010-07-19,30.0
2010-07-20,30.799999237060547
2010-07-21,30.200000762939453
2010-07-22,30.399999618530273
2010-07-23,30.799999237060547
2010-07-26,30.0
2010-07-27,30.200000762939453
2010-07-28,30.200000762939453
2010-07-29,30.799999237060547
2010-07-30,31.600000381469727
2010-08-02,31.399999618530273
2010-08-03,30.799999237060547
2010-08-04,30.600000381469727
2010-08-05,30.799999237060547
2010-08-06,31.0
2010-08-09,31.0
2010-08-10,30.200000762939453
2010-08-11,29.600000381469727
2010-08-12,30.200000762939453
2010-08-13,30.600000381469727
2010-08-16,30.399999618530273
2010-08-17,30.399999618530273
2010-08-18,29.799999237060547
2010-08-19,30.0
2010-08-20,29.200000762939453
2010-08-23,30.0
2010-08-24,28.600000381469727
2010-08-25,28.0
2010-08-26,28.600000381469727
2010-08-27,28.0
2010-08-30,29.0
2010-08-31,29.799999237060547
2010-09-01,29.799999237060547
2010-09-02,30.0
2010-09-03,29.600000381469727
2010-09-07,29.799999237060547
2010-09-08,29.600000381469727
2010-09-09,30.0
2010-09-10,32.20000076293945
2010-09-13,31.799999237060547
2010-09-14,30.0
2010-09-15,31.0
2010-09-16,31.0
2010-09-17,31.600000381469727
2010-09-20,31.600000381469727
2010-09-21,30.200000762939453
2010-09-22,29.799999237060547
2010-09-23,31.799999237060547
2010-09-24,31.200000762939453
2010-09-27,30.200000762939453
2010-09-28,30.399999618530273
2010-09-29,30.799999237060547
2010-09-30,31.0
2010-10-01,31.0
2010-10-04,31.200000762939453
2010-10-05,32.400001525878906
2010-10-06,31.600000381469727
2010-10-07,32.599998474121094
2010-10-08,32.20000076293945
2010-10-11,30.600000381469727
2010-10-12,30.200000762939453
2010-10-13,29.600000381469727
2010-10-14,28.799999237060547
2010-10-15,29.399999618530273
2010-10-18,30.799999237060547
2010-10-19,30.600000381469727
2010-10-20,32.0
2010-10-21,31.0
2010-10-22,31.200000762939453
2010-10-25,31.0
2010-10-26,32.20000076293945
2010-10-27,35.599998474121094
2010-10-28,43.400001525878906
2010-10-29,40.599998474121094
2010-11-01,51.0
2010-11-02,50.400001525878906
2010-11-03,48.400001525878906
2010-11-04,50.79999923706055
2010-11-05,56.599998474121094
2010-11-08,68.0
2010-11-09,76.5999984741211
2010-11-10,73.4000015258789
2010-11-11,77.4000015258789
2010-11-12,84.0
2010-11-15,71.0
2010-11-16,82.0
2010-11-17,84.0
2010-11-18,54.20000076293945
2010-11-19,48.0
2010-11-22,49.79999923706055
2010-11-23,46.0
2010-11-24,43.400001525878906
2010-11-26,44.0
2010-11-29,43.400001525878906
2010-11-30,48.20000076293945
2010-12-01,49.599998474121094
2010-12-02,53.0
2010-12-03,57.599998474121094
2010-12-06,64.5999984741211
2010-12-07,60.599998474121094
2010-12-08,60.400001525878906
2010-12-09,61.400001525878906
2010-12-10,47.400001525878906
2010-12-13,47.0
2010-12-14,45.0
2010-12-15,44.599998474121094
2010-12-16,45.20000076293945
2010-12-17,48.599998474121094
2010-12-20,46.20000076293945
2010-12-21,46.400001525878906
2010-12-22,46.0
2010-12-23,45.20000076293945
2010-12-27,47.0
2010-12-28,54.79999923706055
2010-12-29,53.79999923706055
2010-12-30,51.20000076293945
2010-12-31,51.20000076293945
2011-01-03,53.599998474121094
2011-01-04,52.400001525878906
2011-01-05,53.0
2011-01-06,51.79999923706055
2011-01-07,52.0
2011-01-10,65.0
2011-01-11,59.20000076293945
2011-01-12,62.20000076293945
2011-01-13,62.599998474121094
2011-01-14,61.599998474121094
2011-01-18,60.79999923706055
2011-01-19,58.20000076293945
2011-01-20,52.79999923706055
2011-01-21,52.400001525878906
2011-01-24,52.79999923706055
2011-01-25,56.20000076293945
2011-01-26,55.20000076293945
2011-01-27,53.20000076293945
2011-01-28,52.400001525878906
2011-01-31,53.20000076293945
2011-02-01,52.599998474121094
2011-02-02,52.79999923706055
2011-02-03,52.400001525878906
2011-02-04,57.20000076293945
2011-02-07,54.20000076293945
2011-02-08,54.400001525878906
2011-02-09,52.20000076293945
2011-02-10,51.400001525878906
2011-02-11,50.599998474121094
2011-02-14,48.79999923706055
2011-02-15,49.79999923706055
2011-02-16,48.400001525878906
2011-02-17,47.20000076293945
2011-02-18,46.400001525878906
2011-02-22,43.79999923706055
2011-02-23,41.20000076293945
2011-02-24,44.79999923706055
2011-02-25,45.79999923706055
2011-02-28,43.400001525878906
2011-03-01,43.20000076293945
2011-03-02,42.79999923706055
2011-03-03,43.400001525878906
2011-03-04,45.79999923706055
2011-03-07,46.79999923706055
2011-03-08,48.20000076293945
2011-03-09,48.20000076293945
2011-03-10,46.400001525878906
2011-03-11,46.79999923706055
2011-03-14,46.20000076293945
2011-03-15,44.400001525878906
2011-03-16,44.20000076293945
2011-03-17,45.0
2011-03-18,44.400001525878906
2011-03-21,45.20000076293945
2011-03-22,44.20000076293945
2011-03-23,43.79999923706055
2011-03-24,44.400001525878906
2011-03-25,44.20000076293945
2011-03-28,52.400001525878906
2011-03-29,52.0
2011-03-30,51.599998474121094
2011-03-31,50.0
2011-04-01,50.79999923706055
2011-04-04,55.20000076293945
2011-04-05,54.400001525878906
2011-04-06,53.79999923706055
2011-04-07,53.20000076293945
2011-04-08,53.400001525878906
2011-04-11,53.20000076293945
2011-04-12,50.400001525878906
2011-04-13,51.20000076293945
2011-04-14,51.79999923706055
2011-04-15,52.0
2011-04-18,51.0
2011-04-19,51.400001525878906
2011-04-20,53.400001525878906
2011-04-21,52.79999923706055
2011-04-25,53.400001525878906
2011-04-26,52.0
2011-04-27,52.20000076293945
2011-04-28,53.20000076293945
2011-04-29,54.20000076293945
2011-05-02,56.79999923706055
2011-05-03,55.0
2011-05-04,54.79999923706055
2011-05-05,53.0
2011-05-06,54.599998474121094
2011-05-09,54.599998474121094
2011-05-10,55.599998474121094
2011-05-11,53.79999923706055
2011-05-12,54.79999923706055
2011-05-13,55.400001525878906
2011-05-16,56.400001525878906
2011-05-17,58.0
2011-05-18,58.400001525878906
2011-05-19,55.79999923706055
2011-05-20,56.20000076293945
2011-05-23,56.0
2011-05-24,56.20000076293945
2011-05-25,58.79999923706055
2011-05-26,62.20000076293945
2011-05-27,62.0
2011-05-31,65.4000015258789
2011-06-01,60.79999923706055
2011-06-02,62.79999923706055
2011-06-03,61.400001525878906
2011-06-06,57.0
2011-06-07,58.400001525878906
2011-06-08,59.400001525878906
2011-06-09,60.400001525878906
2011-06-10,57.79999923706055
2011-06-13,51.599998474121094
2011-06-14,50.20000076293945
2011-06-15,50.400001525878906
2011-06-16,49.599998474121094
2011-06-17,50.20000076293945
2011-06-20,50.400001525878906
2011-06-21,51.0
2011-06-22,51.20000076293945
2011-06-23,53.0
2011-06-24,53.400001525878906
2011-06-27,53.0
2011-06-28,54.599998474121094
2011-06-29,54.599998474121094
2011-06-30,55.0
2011-07-01,55.20000076293945
2011-07-05,53.79999923706055
2011-07-06,55.0
2011-07-07,55.400001525878906
2011-07-08,54.599998474121094
2011-07-11,53.0
2011-07-12,52.599998474121094
2011-07-13,53.599998474121094
2011-07-14,53.599998474121094
2011-07-15,53.400001525878906
2011-07-18,53.79999923706055
2011-07-19,54.400001525878906
2011-07-20,55.400001525878906
2011-07-21,57.0
2011-07-22,57.0
2011-07-25,57.79999923706055
2011-07-26,53.79999923706055
2011-07-27,52.400001525878906
2011-07-28,51.0
2011-07-29,50.400001525878906
2011-08-01,53.79999923706055
2011-08-02,52.400001525878906
2011-08-03,51.20000076293945
2011-08-04,48.20000076293945
2011-08-05,47.0
