Date,EMBC
2022-03-22,41.99846267700195
2022-03-23,37.53054428100586
2022-03-24,39.69211959838867
2022-03-25,38.43305969238281
2022-03-28,38.87091064453125
2022-03-29,35.78804397583008
2022-03-30,32.544334411621094
2022-03-31,29.783166885375977
2022-04-01,27.254318237304688
2022-04-04,28.058544158935547
2022-04-05,26.807527542114258
2022-04-06,26.789655685424805
2022-04-07,26.27137565612793
2022-04-08,29.077234268188477
2022-04-11,28.96999740600586
2022-04-12,28.692991256713867
2022-04-13,29.809974670410156
2022-04-14,29.336374282836914
2022-04-18,28.835962295532227
2022-04-19,27.638559341430664
2022-04-20,27.817277908325195
2022-04-21,27.3258056640625
2022-04-22,28.281940460205078
2022-04-25,28.987871170043945
2022-04-26,27.781530380249023
2022-04-27,28.281940460205078
2022-04-28,27.647497177124023
2022-04-29,27.191770553588867
2022-05-02,28.36236572265625
2022-05-03,28.710865020751953
2022-05-04,28.987871170043945
2022-05-05,28.41597557067871
2022-05-06,26.861141204833984
2022-05-09,25.940753936767578
2022-05-10,25.53863525390625
2022-05-11,25.806711196899414
2022-05-12,25.806711196899414
2022-05-13,23.528072357177734
2022-05-16,22.5540714263916
2022-05-17,23.0902156829834
2022-05-18,23.83188819885254
2022-05-19,24.287616729736328
2022-05-20,24.796964645385742
2022-05-23,23.65317153930664
2022-05-24,22.616621017456055
2022-05-25,22.920433044433594
2022-05-26,23.385103225708008
2022-05-27,23.537010192871094
2022-05-31,22.14301872253418
2022-06-01,22.571941375732422
2022-06-02,25.306304931640625
2022-06-03,24.58250617980957
2022-06-06,25.208011627197266
2022-06-07,24.796964645385742
2022-06-08,25.02035903930664
2022-06-09,24.75228500366211
2022-06-10,24.21613311767578
2022-06-13,23.42977523803711
2022-06-14,24.58250617980957
2022-06-15,25.136524200439453
2022-06-16,24.591434478759766
2022-06-17,25.2526912689209
2022-06-21,24.12677574157715
2022-06-22,25.36885643005371
2022-06-23,24.1446475982666
2022-06-24,24.01060676574707
2022-06-27,24.12677574157715
2022-06-28,23.956995010375977
2022-06-29,23.099153518676758
2022-06-30,22.625553131103516
2022-07-01,23.304676055908203
2022-07-05,23.42084312438965
2022-07-06,22.759592056274414
2022-07-07,22.42896270751953
2022-07-08,22.527257919311523
2022-07-11,21.47283172607422
2022-07-12,21.93749237060547
2022-07-13,22.04472541809082
2022-07-14,21.982173919677734
2022-07-15,22.697040557861328
2022-07-18,21.446022033691406
2022-07-19,23.49233055114746
2022-07-20,24.421661376953125
2022-07-21,24.153583526611328
2022-07-22,23.59062385559082
2022-07-25,24.180391311645508
2022-07-26,24.26080894470215
2022-07-27,24.87738800048828
2022-07-28,26.128400802612305
2022-07-29,26.29818344116211
2022-08-01,26.37860679626465
2022-08-02,27.039859771728516
2022-08-03,26.691362380981445
2022-08-04,26.450096130371094
2022-08-05,27.611753463745117
2022-08-08,27.727922439575195
2022-08-09,27.120283126831055
2022-08-10,26.81646728515625
2022-08-11,26.807527542114258
2022-08-12,25.628000259399414
2022-08-15,29.863582611083984
2022-08-16,28.889583587646484
2022-08-17,29.202333450317383
2022-08-18,29.836780548095703
2022-08-19,29.872520446777344
2022-08-22,29.389989852905273
2022-08-23,28.818092346191406
2022-08-24,28.844898223876953
2022-08-25,29.616973876953125
2022-08-26,28.56659698486328
2022-08-29,28.39602279663086
2022-08-30,28.03692054748535
2022-08-31,28.656373977661133
2022-09-01,28.719215393066406
2022-09-02,28.180561065673828
2022-09-06,27.77657127380371
2022-09-07,28.746143341064453
2022-09-08,29.114227294921875
2022-09-09,29.07831382751465
2022-09-12,29.688785552978516
2022-09-13,28.620458602905273
2022-09-14,29.17706871032715
2022-09-15,29.27582359313965
2022-09-16,28.378067016601562
2022-09-19,28.21647071838379
2022-09-20,27.363601684570312
2022-09-21,27.210981369018555
2022-09-22,26.824951171875
2022-09-23,26.27731704711914
2022-09-26,25.666841506958008
2022-09-27,25.49627113342285
2022-09-28,26.573577880859375
2022-09-29,26.403003692626953
2022-09-30,25.84639549255371
2022-10-03,25.316720962524414
2022-10-04,26.618465423583984
2022-10-05,26.42095947265625
2022-10-06,26.0169677734375
2022-10-07,24.903751373291016
2022-10-10,25.478315353393555
2022-10-11,25.14614486694336
2022-10-12,25.21796417236328
2022-10-13,26.05287742614746
2022-10-14,25.828439712524414
2022-10-17,26.3311824798584
2022-10-18,26.20549774169922
2022-10-19,25.666841506958008
2022-10-20,26.169586181640625
2022-10-21,26.860857009887695
2022-10-24,26.81597137451172
2022-10-25,27.47133445739746
2022-10-26,27.58803939819336
2022-10-27,28.09078598022461
2022-10-28,27.920215606689453
2022-10-31,27.75861930847168
2022-11-01,26.959611892700195
2022-11-02,25.999013900756836
2022-11-03,25.128189086914062
2022-11-04,26.19651985168457
2022-11-07,26.86983871459961
2022-11-08,26.73517608642578
2022-11-09,25.433429718017578
2022-11-10,27.60599708557129
2022-11-11,30.32619857788086
2022-11-14,30.209495544433594
2022-11-15,29.868345260620117
2022-11-16,29.087295532226562
2022-11-17,28.369091033935547
2022-11-18,28.61148452758789
2022-11-21,28.56659698486328
2022-11-22,29.302757263183594
2022-11-23,29.607995986938477
2022-11-25,29.66185760498047
2022-11-28,28.737165451049805
2022-11-29,29.311737060546875
2022-11-30,29.55412483215332
2022-12-01,29.85936164855957
2022-12-02,30.30824089050293
2022-12-05,30.37109375
2022-12-06,28.916717529296875
