Date,CAH
2010-01-04,21.75043296813965
2010-01-05,21.556533813476562
2010-01-06,21.20215606689453
2010-01-07,21.195478439331055
2010-01-08,21.12861442565918
2010-01-11,21.409433364868164
2010-01-12,21.282392501831055
2010-01-13,21.40274429321289
2010-01-14,21.810606002807617
2010-01-15,21.623390197753906
2010-01-19,22.11817741394043
2010-01-20,21.944332122802734
2010-01-21,21.41612434387207
2010-01-22,21.376008987426758
2010-01-25,21.53647804260254
2010-01-26,21.65682601928711
2010-01-27,20.93471336364746
2010-01-28,22.004514694213867
2010-01-29,22.111488342285156
2010-02-01,22.505985260009766
2010-02-02,22.900476455688477
2010-02-03,22.539413452148438
2010-02-04,21.797231674194336
2010-02-05,21.710315704345703
2010-02-08,21.569902420043945
2010-02-09,21.8239803314209
2010-02-10,21.50304412841797
2010-02-11,22.23185157775879
2010-02-12,22.31876564025879
2010-02-16,22.42575454711914
2010-02-17,22.5661563873291
2010-02-18,22.579530715942383
2010-02-19,22.619640350341797
2010-02-22,22.512666702270508
2010-02-23,22.05800437927246
2010-02-24,22.2385311126709
2010-02-25,22.472551345825195
2010-02-26,22.713260650634766
2010-03-01,23.448747634887695
2010-03-02,23.76968765258789
2010-03-03,23.508926391601562
2010-03-04,23.56241798400879
2010-03-05,23.73624610900879
2010-03-08,23.6025333404541
2010-03-09,23.53567886352539
2010-03-10,23.415315628051758
2010-03-11,23.395263671875
2010-03-12,23.34176254272461
2010-03-15,23.689451217651367
2010-03-16,23.615903854370117
2010-03-17,23.729564666748047
2010-03-18,23.76968765258789
2010-03-19,23.97027015686035
2010-03-22,24.197612762451172
2010-03-23,24.244415283203125
2010-03-24,23.93016242980957
2010-03-25,23.903413772583008
2010-03-26,23.682764053344727
2010-03-29,24.117374420166016
2010-03-30,24.490270614624023
2010-03-31,24.208080291748047
2010-04-01,24.376047134399414
2010-04-05,24.409645080566406
2010-04-06,24.255109786987305
2010-04-07,23.972909927368164
2010-04-08,24.13416290283203
2010-04-09,24.490270614624023
2010-04-12,24.16103744506836
2010-04-13,24.140893936157227
2010-04-14,23.899005889892578
2010-04-15,23.972909927368164
2010-04-16,23.56307029724121
2010-04-19,23.610095977783203
2010-04-20,24.100568771362305
2010-04-21,23.899005889892578
2010-04-22,24.147613525390625
2010-04-23,24.322294235229492
2010-04-26,24.355899810791016
2010-04-27,23.986352920532227
2010-04-28,24.382768630981445
2010-04-29,23.952770233154297
2010-04-30,23.307748794555664
2010-05-03,23.744476318359375
2010-05-04,23.428686141967773
2010-05-05,24.040111541748047
2010-05-06,23.126331329345703
2010-05-07,22.70305824279785
2010-05-10,23.489166259765625
2010-05-11,23.53619384765625
2010-05-12,23.751203536987305
2010-05-13,23.28759002685547
2010-05-14,22.723209381103516
2010-05-17,22.924766540527344
2010-05-18,23.065868377685547
2010-05-19,22.938213348388672
2010-05-20,22.12523078918457
2010-05-21,22.313364028930664
2010-05-24,22.091632843017578
2010-05-25,22.044599533081055
2010-05-26,22.037891387939453
2010-05-27,22.61570167541504
2010-05-28,23.173376083374023
2010-06-01,22.783676147460938
2010-06-02,23.516033172607422
2010-06-03,23.986352920532227
2010-06-04,23.005403518676758
2010-06-07,22.763521194458008
2010-06-08,22.682891845703125
2010-06-09,22.723209381103516
2010-06-10,23.368215560913086
2010-06-11,23.56307029724121
2010-06-14,23.542917251586914
2010-06-15,23.993078231811523
2010-06-16,24.006515502929688
2010-06-17,24.308862686157227
2010-06-18,24.033388137817383
2010-06-21,23.892297744750977
2010-06-22,23.435409545898438
2010-06-23,23.253999710083008
2010-06-24,22.938213348388672
2010-06-25,23.005403518676758
2010-06-28,23.20696258544922
2010-06-29,22.88600730895996
2010-06-30,22.71033477783203
2010-07-01,22.696813583374023
2010-07-02,22.98059844970703
2010-07-06,23.10898780822754
2010-07-07,23.51441192626953
2010-07-08,23.304946899414062
2010-07-09,23.386028289794922
2010-07-12,23.264406204223633
2010-07-13,23.88605308532715
2010-07-14,24.11578369140625
2010-07-15,24.244165420532227
2010-07-16,23.750917434692383
2010-07-19,23.79145050048828
2010-07-20,23.831989288330078
2010-07-21,23.480628967285156
2010-07-22,22.47382354736328
2010-07-23,22.595462799072266
2010-07-26,22.83195686340332
2010-07-27,22.507612228393555
2010-07-28,22.007600784301758
2010-07-29,21.8319149017334
2010-07-30,21.804887771606445
2010-08-02,22.237333297729492
2010-08-03,22.210304260253906
2010-08-04,22.622480392456055
2010-08-05,22.250852584838867
2010-08-06,22.365718841552734
2010-08-09,22.318422317504883
2010-08-10,21.98732566833496
2010-08-11,21.203514099121094
2010-08-12,21.36568260192871
2010-08-13,21.190004348754883
2010-08-16,20.906200408935547
2010-08-17,21.17648696899414
2010-08-18,21.26432991027832
2010-08-19,21.03458595275879
2010-08-20,21.041343688964844
2010-08-23,21.00756072998047
2010-08-24,20.31834602355957
2010-08-25,21.000802993774414
2010-08-26,20.696739196777344
2010-08-27,20.825119018554688
2010-08-30,20.41293716430664
2010-08-31,20.244014739990234
2010-09-01,20.649433135986328
2010-09-02,20.906200408935547
2010-09-03,21.142698287963867
2010-09-07,21.115676879882812
2010-09-08,21.338659286499023
2010-09-09,21.48731231689453
2010-09-10,21.352169036865234
2010-09-13,21.352169036865234
2010-09-14,21.480554580688477
2010-09-15,22.284639358520508
2010-09-16,22.00084114074707
2010-09-17,22.05490493774414
2010-09-20,22.37247657775879
2010-09-21,22.37247657775879
2010-09-22,22.16301155090332
2010-09-23,21.980566024780273
2010-09-24,22.602216720581055
2010-09-27,22.196792602539062
2010-09-28,22.433298110961914
2010-09-29,22.53184700012207
