Date,PMT
2010-01-04,3.2884140014648438
2010-01-05,3.265629768371582
2010-01-06,3.271324396133423
2010-01-07,3.292210578918457
2010-01-08,3.273224115371704
2010-01-11,3.2884140014648438
2010-01-12,3.282717227935791
2010-01-13,3.290310859680176
2010-01-14,3.273224115371704
2010-01-15,3.240948438644409
2010-01-19,3.25234055519104
2010-01-20,3.227656364440918
2010-01-21,3.2295563220977783
2010-01-22,3.109942674636841
2010-01-25,3.1555097103118896
2010-01-26,3.1422195434570312
2010-01-27,3.1137399673461914
2010-01-28,3.0719709396362305
2010-01-29,3.0567805767059326
2010-02-01,3.085261344909668
2010-02-02,3.085261344909668
2010-02-03,3.0757672786712646
2010-02-04,3.026402473449707
2010-02-05,3.0529839992523193
2010-02-08,3.0605781078338623
2010-02-09,3.0795650482177734
2010-02-10,3.066274881362915
2010-02-11,3.1156387329101562
2010-02-12,3.1346240043640137
2010-02-16,3.1346240043640137
2010-02-17,3.0757672786712646
2010-02-18,3.070070743560791
2010-02-19,3.1346240043640137
2010-02-22,3.127030611038208
2010-02-23,3.121335029602051
2010-02-24,3.1422195434570312
2010-02-25,3.136523723602295
2010-02-26,3.1308274269104004
2010-03-01,3.166902542114258
2010-03-02,3.1801915168762207
2010-03-03,3.187786817550659
2010-03-04,3.1915829181671143
2010-03-05,3.197279453277588
2010-03-08,3.2086715698242188
2010-03-09,3.206772804260254
2010-03-10,3.189685106277466
2010-03-11,3.220062255859375
2010-03-12,3.195380687713623
2010-03-15,3.2105698585510254
2010-03-16,3.206772804260254
2010-03-17,3.2086715698242188
2010-03-18,3.263731002807617
2010-03-19,3.189685106277466
2010-03-22,3.206772804260254
2010-03-23,3.185887336730957
2010-03-24,3.121335029602051
2010-03-25,3.125131368637085
2010-03-26,3.214367389678955
2010-03-29,3.166902542114258
2010-03-30,3.151712417602539
2010-03-31,3.1536104679107666
2010-04-01,3.2219607830047607
2010-04-05,3.2333528995513916
2010-04-06,3.290310859680176
2010-04-07,3.2865147590637207
2010-04-08,3.343473196029663
2010-04-09,3.3681559562683105
2010-04-12,3.3757500648498535
2010-04-13,3.398533344268799
2010-04-14,3.360560655593872
2010-04-15,3.3111987113952637
2010-04-16,3.3130950927734375
2010-04-19,3.297905206680298
2010-04-20,3.316891670227051
2010-04-21,3.324486494064331
2010-04-22,3.3263866901397705
2010-04-23,3.3320810794830322
2010-04-26,3.324486494064331
2010-04-27,3.309298038482666
2010-04-28,3.3130950927734375
2010-04-29,3.3301823139190674
2010-04-30,3.307398796081543
2010-05-03,3.3529677391052246
2010-05-04,3.337777614593506
2010-05-05,3.265629768371582
2010-05-06,3.1403212547302246
2010-05-07,3.0719709396362305
2010-05-10,3.227656364440918
2010-05-11,3.2162654399871826
2010-05-12,3.227656364440918
2010-05-13,3.1991779804229736
2010-05-14,3.161206007003784
2010-05-17,3.172597646713257
2010-05-18,3.06437611579895
2010-05-19,3.087160348892212
2010-05-20,3.00361967086792
2010-05-21,3.121335029602051
2010-05-24,3.073868751525879
2010-05-25,3.0890583992004395
2010-05-26,3.202975034713745
2010-05-27,3.2352523803710938
2010-05-28,3.204874277114868
2010-06-01,3.159308433532715
2010-06-02,3.2086715698242188
2010-06-03,3.202975034713745
2010-06-04,3.104247808456421
2010-06-07,3.0453906059265137
2010-06-08,3.0453906059265137
2010-06-09,3.0358965396881104
2010-06-10,3.0586800575256348
2010-06-11,3.085261344909668
2010-06-14,3.1137399673461914
2010-06-15,3.136523723602295
2010-06-16,3.1156387329101562
2010-06-17,3.1137399673461914
2010-06-18,3.1004507541656494
2010-06-21,3.070070743560791
2010-06-22,3.030200481414795
2010-06-23,3.0188088417053223
2010-06-24,3.0358965396881104
2010-06-25,3.127030611038208
2010-06-28,3.0434916019439697
2010-06-29,3.0434916019439697
2010-06-30,3.0188088417053223
2010-07-01,3.0283029079437256
2010-07-02,3.005518913269043
2010-07-06,2.977038621902466
2010-07-07,3.037795066833496
2010-07-08,3.085261344909668
2010-07-09,3.1194357872009277
2010-07-12,3.098550796508789
2010-07-13,3.1156387329101562
2010-07-14,3.0890583992004395
2010-07-15,3.081463575363159
2010-07-16,3.0567805767059326
2010-07-19,3.083361864089966
2010-07-20,3.117537498474121
2010-07-21,3.0681729316711426
2010-07-22,3.1118409633636475
2010-07-23,3.1308274269104004
2010-07-26,3.1479151248931885
2010-07-27,3.151712417602539
2010-07-28,3.136523723602295
2010-07-29,3.1346240043640137
2010-07-30,3.1422195434570312
2010-08-02,3.1194357872009277
2010-08-03,3.163104295730591
2010-08-04,3.3472695350646973
2010-08-05,3.3301823139190674
2010-08-06,3.3055002689361572
2010-08-09,3.421316146850586
2010-08-10,3.387141466140747
2010-08-11,3.284616231918335
2010-08-12,3.3446881771087646
2010-08-13,3.296243667602539
2010-08-16,3.3466272354125977
2010-08-17,3.3718178272247314
2010-08-18,3.3756930828094482
2010-08-19,3.2923672199249268
2010-08-20,3.3175599575042725
2010-08-23,3.3001177310943604
2010-08-24,3.3039941787719727
2010-08-25,3.336937189102173
2010-08-26,3.3311238288879395
2010-08-27,3.3911960124969482
2010-08-30,3.321434259414673
2010-08-31,3.385382890701294
2010-09-01,3.42995285987854
2010-09-02,3.449331521987915
2010-09-03,3.474522352218628
2010-09-07,3.433828353881836
2010-09-08,3.431889533996582
2010-09-09,3.4202632904052734
2010-09-10,3.4706461429595947
2010-09-13,3.488088846206665
2010-09-14,3.4803359508514404
2010-09-15,3.4706461429595947
2010-09-16,3.4357662200927734
2010-09-17,3.4260764122009277
2010-09-20,3.488088846206665
2010-09-21,3.431889533996582
2010-09-22,3.397010564804077
2010-09-23,3.3989479541778564
2010-09-24,3.4241394996643066
2010-09-27,3.4241394996643066
2010-09-28,3.42995285987854
2010-09-29,3.4047608375549316
2010-09-30,3.4667718410491943
2010-10-01,3.4725849628448486
2010-10-04,3.4202632904052734
2010-10-05,3.4706461429595947
2010-10-06,3.4512698650360107
2010-10-07,3.4396426677703857
2010-10-08,3.4648337364196777
2010-10-11,3.4570817947387695
2010-10-12,3.4183263778686523
2010-10-13,3.462894916534424
2010-10-14,3.441579818725586
2010-10-15,3.4357662200927734
2010-10-18,3.486149311065674
2010-10-19,3.402822494506836
2010-10-20,3.4667718410491943
2010-10-21,3.422203540802002
2010-10-22,3.352440118789673
2010-10-25,3.3311238288879395
2010-10-26,3.3175599575042725
2010-10-27,3.319498062133789
2010-10-28,3.358253240585327
2010-10-29,3.3446881771087646
2010-11-01,3.364067316055298
2010-11-02,3.4105749130249023
2010-11-03,3.4667718410491943
2010-11-04,3.5035901069641113
2010-11-05,3.4822750091552734
2010-11-08,3.493901252746582
2010-11-09,3.532658338546753
2010-11-10,3.536532163619995
2010-11-11,3.5307202339172363
2010-11-12,3.4997146129608154
2010-11-15,3.5113420486450195
2010-11-16,3.4590206146240234
2010-11-17,3.4590206146240234
2010-11-18,3.5086331367492676
2010-11-19,3.4907729625701904
2010-11-22,3.494741201400757
2010-11-23,3.4887871742248535
2010-11-24,3.5185554027557373
2010-11-26,3.57610821723938
2010-11-29,3.54038667678833
2010-11-30,3.532447576522827
2010-12-01,3.526493787765503
