Date,ROST
2010-01-04,9.103443145751953
2010-01-05,9.269774436950684
2010-01-06,9.41264533996582
2010-01-07,9.79861831665039
2010-01-08,9.608831405639648
2010-01-11,9.655741691589355
2010-01-12,9.691994667053223
2010-01-13,9.794358253479004
2010-01-14,9.723980903625488
2010-01-15,9.570443153381348
2010-01-19,9.762365341186523
2010-01-20,9.651480674743652
2010-01-21,9.4744873046875
2010-01-22,9.346539497375488
2010-01-25,9.457426071166992
2010-01-26,9.638689041137695
2010-01-27,9.81141185760498
2010-01-28,9.815681457519531
2010-01-29,9.794358253479004
2010-02-01,9.91590404510498
2010-02-02,9.986276626586914
2010-02-03,9.851933479309082
2010-02-04,9.638689041137695
2010-02-05,9.802885055541992
2010-02-08,9.636553764343262
2010-02-09,9.711188316345215
2010-02-10,9.662142753601074
2010-02-11,9.851933479309082
2010-02-12,9.900971412658691
2010-02-16,9.939363479614258
2010-02-17,10.07630729675293
2010-02-18,10.078446388244629
2010-02-19,10.078446388244629
2010-02-22,10.089147567749023
2010-02-23,10.06132984161377
2010-02-24,10.300983428955078
2010-02-25,10.45718765258789
2010-02-26,10.467889785766602
2010-03-01,10.549202919006348
2010-03-02,10.54492473602295
2010-03-03,10.581296920776367
2010-03-04,10.92580509185791
2010-03-05,10.942928314208984
2010-03-08,11.082014083862305
2010-03-09,11.01567554473877
2010-03-10,11.141924858093262
2010-03-11,11.257474899291992
2010-03-12,11.323808670043945
2010-03-15,11.458616256713867
2010-03-16,11.599841117858887
2010-03-17,11.546345710754395
2010-03-18,11.159048080444336
2010-03-19,11.56988525390625
2010-03-22,11.702556610107422
2010-03-23,11.610544204711914
2010-03-24,11.465035438537598
2010-03-25,11.49927043914795
2010-03-26,11.471453666687012
2010-03-29,11.443636894226074
2010-03-30,11.40084171295166
2010-03-31,11.441494941711426
2010-04-01,11.430800437927246
2010-04-05,11.762467384338379
2010-04-06,11.70041275024414
2010-04-07,11.584868431091309
2010-04-08,12.0064058303833
2010-04-09,11.957191467285156
2010-04-12,11.985004425048828
2010-04-13,12.094136238098145
2010-04-14,12.07487964630127
2010-04-15,12.11767292022705
2010-04-16,12.072739601135254
2010-04-19,11.995707511901855
2010-04-20,12.132655143737793
2010-04-21,12.222524642944336
2010-04-22,12.496417045593262
2010-04-23,12.519953727722168
2010-04-26,12.496417045593262
2010-04-27,12.224663734436035
2010-04-28,12.042781829833984
2010-04-29,12.258904457092285
2010-04-30,11.982871055603027
2010-05-03,12.201126098632812
2010-05-04,11.781725883483887
2010-05-05,11.76888656616211
2010-05-06,11.315251350402832
2010-05-07,11.019957542419434
2010-05-10,11.524949073791504
2010-05-11,11.572025299072266
2010-05-12,11.610544204711914
2010-05-13,11.289570808410645
2010-05-14,11.189002990722656
2010-05-17,11.345207214355469
2010-05-18,11.07987117767334
2010-05-19,11.069174766540527
2010-05-20,11.18686580657959
2010-05-21,11.244635581970215
2010-05-24,11.191142082214355
2010-05-25,11.308832168579102
2010-05-26,11.146206855773926
2010-05-27,11.377307891845703
2010-05-28,11.212545394897461
2010-06-01,11.270312309265137
2010-06-02,11.640501022338867
2010-06-03,12.058991432189941
2010-06-04,11.724198341369629
2010-06-07,11.397990226745605
2010-06-08,11.717758178710938
2010-06-09,11.932368278503418
2010-06-10,12.333693504333496
2010-06-11,12.303651809692383
2010-06-14,12.226386070251465
2010-06-15,12.357304573059082
2010-06-16,12.329400062561035
2010-06-17,12.38090991973877
2010-06-18,12.299356460571289
2010-06-21,12.101914405822754
2010-06-22,11.86154556274414
2010-06-23,11.891594886779785
2010-06-24,11.816484451293945
2010-06-25,11.698445320129395
2010-06-28,11.732783317565918
2010-06-29,11.46022891998291
2010-06-30,11.436616897583008
2010-07-01,11.749950408935547
2010-07-02,11.644790649414062
2010-07-06,11.728489875793457
2010-07-07,11.878719329833984
2010-07-08,11.59543228149414
2010-07-09,11.60831069946289
2010-07-12,11.535341262817383
2010-07-13,11.653377532958984
2010-07-14,11.634062767028809
2010-07-15,11.758537292480469
2010-07-16,11.385113716125488
2010-07-19,11.458078384399414
2010-07-20,11.674837112426758
2010-07-21,11.475248336791992
2010-07-22,11.771411895751953
2010-07-23,11.94310188293457
2010-07-26,11.992461204528809
2010-07-27,11.616894721984863
2010-07-28,11.428034782409668
2010-07-29,11.232735633850098
2010-07-30,11.30141830444336
2010-08-02,11.29926872253418
2010-08-03,11.144749641418457
2010-08-04,11.35506820678711
2010-08-05,10.863606452941895
2010-08-06,10.777766227722168
2010-08-09,11.026716232299805
2010-08-10,10.943015098571777
2010-08-11,10.687629699707031
2010-08-12,10.64899730682373
2010-08-13,10.522377967834473
2010-08-16,10.603923797607422
2010-08-17,10.659730911254883
2010-08-18,10.9258451461792
2010-08-19,10.790640830993652
2010-08-20,10.689776420593262
2010-08-23,10.846441268920898
2010-08-24,10.64899730682373
2010-08-25,10.906532287597656
2010-08-26,10.767033576965332
2010-08-27,10.934432029724121
2010-08-30,10.807806015014648
2010-08-31,10.685088157653809
2010-09-01,11.001572608947754
2010-09-02,11.238397598266602
2010-09-03,11.324517250061035
2010-09-07,11.104915618896484
2010-09-08,11.145822525024414
2010-09-09,11.14151668548584
2010-09-10,11.227633476257324
2010-09-13,11.395569801330566
2010-09-14,11.550578117370605
2010-09-15,11.638847351074219
2010-09-16,11.623777389526367
2010-09-17,11.606555938720703
2010-09-20,11.740033149719238
2010-09-21,11.602246284484863
2010-09-22,11.811080932617188
2010-09-23,12.032835960388184
2010-09-24,12.151249885559082
2010-09-27,11.933805465698242
2010-09-28,12.088815689086914
2010-09-29,11.983316421508789
2010-09-30,11.768022537231445
2010-10-01,11.84553337097168
2010-10-04,11.722813606262207
2010-10-05,11.681905746459961
2010-10-06,11.694825172424316
2010-10-07,11.931648254394531
2010-10-08,12.000542640686035
2010-10-11,12.075896263122559
2010-10-12,12.093122482299805
