Date,SVC
2010-01-04,8.645277976989746
2010-01-05,8.788509368896484
2010-01-06,8.847267150878906
2010-01-07,8.94275951385498
2010-01-08,9.05660629272461
2010-01-11,9.196167945861816
2010-01-12,9.0051908493042
2010-01-13,9.085988998413086
2010-01-14,8.865629196166992
2010-01-15,8.755454063415527
2010-01-19,8.90603256225586
2010-01-20,8.766471862792969
2010-01-21,8.440817832946777
2010-01-22,8.16756820678711
2010-01-25,8.17879867553711
2010-01-26,8.272374153137207
2010-01-27,8.339751243591309
2010-01-28,8.294833183288574
2010-01-29,8.279861450195312
2010-02-01,8.373440742492676
2010-02-02,8.564340591430664
2010-02-03,8.276122093200684
2010-02-04,8.096450805664062
2010-02-05,8.11141586303711
2010-02-08,7.98415470123291
2010-02-09,7.987896919250488
2010-02-10,8.017842292785645
2010-02-11,8.17879867553711
2010-02-12,8.410872459411621
2010-02-16,8.657918930053711
2010-02-17,8.710325241088867
2010-02-18,8.627975463867188
2010-02-19,8.661664962768555
2010-02-22,8.616745948791504
2010-02-23,8.60551643371582
2010-02-24,8.661664962768555
2010-02-25,8.339751243591309
2010-02-26,8.223716735839844
2010-03-01,8.324777603149414
2010-03-02,8.309805870056152
2010-03-03,8.347241401672363
2010-03-04,8.283601760864258
2010-03-05,8.4033842086792
2010-03-08,8.478245735168457
2010-03-09,8.515680313110352
2010-03-10,8.556854248046875
2010-03-11,8.61300277709961
2010-03-12,8.867537498474121
2010-03-15,8.998547554016113
2010-03-16,9.140789031982422
2010-03-17,9.166990280151367
2010-03-18,9.107100486755371
2010-03-19,8.957372665405273
2010-03-22,8.837592124938965
2010-03-23,8.860053062438965
2010-03-24,8.871281623840332
2010-03-25,8.826361656188965
2010-03-26,8.736528396606445
2010-03-29,8.729039192199707
2010-03-30,8.845077514648438
2010-03-31,8.964858055114746
2010-04-01,9.07341194152832
2010-04-05,9.421525955200195
2010-04-06,9.537562370300293
2010-04-07,9.46644115447998
2010-04-08,9.372864723205566
2010-04-09,9.556276321411133
2010-04-12,9.473925590515137
2010-04-13,9.63114070892334
2010-04-14,9.85198974609375
2010-04-15,9.732205390930176
2010-04-16,9.574995040893555
2010-04-19,9.530073165893555
2010-04-20,9.889418601989746
2010-04-21,10.237532615661621
2010-04-22,10.473347663879395
2010-04-23,10.469608306884766
2010-04-26,10.424690246582031
2010-04-27,10.17015552520752
2010-04-28,10.143513679504395
2010-04-29,10.489876747131348
2010-04-30,10.082613945007324
2010-05-03,10.356660842895508
2010-05-04,10.132094383239746
2010-05-05,9.84663200378418
2010-05-06,9.230023384094238
2010-05-07,9.100613594055176
2010-05-10,9.557363510131836
2010-05-11,9.53452205657959
2010-05-12,9.983652114868164
2010-05-13,9.858051300048828
2010-05-14,9.466011047363281
2010-05-17,9.348015785217285
2010-05-18,9.028295516967773
2010-05-19,8.860825538635254
2010-05-20,8.171903610229492
2010-05-21,8.472593307495117
2010-05-24,8.225189208984375
2010-05-25,8.251836776733398
2010-05-26,8.133838653564453
2010-05-27,8.594389915466309
2010-05-28,8.563941955566406
2010-06-01,8.343181610107422
2010-06-02,8.58677864074707
2010-06-03,8.590582847595215
2010-06-04,8.023458480834961
2010-06-07,8.107196807861328
2010-06-08,8.221383094787598
2010-06-09,8.213772773742676
2010-06-10,8.46497917175293
2010-06-11,8.533491134643555
2010-06-14,8.666708946228027
2010-06-15,8.948368072509766
2010-06-16,8.860825538635254
2010-06-17,8.841793060302734
2010-06-18,8.761859893798828
2010-06-21,8.742833137512207
2010-06-22,8.396466255187988
2010-06-23,8.35840892791748
2010-06-24,8.206159591674805
2010-06-25,8.39266300201416
2010-06-28,8.339371681213379
2010-06-29,8.023458480834961
2010-06-30,8.031073570251465
2010-07-01,7.707544326782227
2010-07-02,7.540074348449707
2010-07-06,7.288864612579346
2010-07-07,7.498204708099365
2010-07-08,7.521041393280029
2010-07-09,7.547685623168945
2010-07-12,7.517236232757568
2010-07-13,7.798896312713623
2010-07-14,7.753221035003662
2010-07-15,7.734190464019775
2010-07-16,7.486786842346191
2010-07-19,7.639034748077393
2010-07-20,7.60477876663208
2010-07-21,7.460145473480225
2010-07-22,7.684708595275879
2010-07-23,7.802700519561768
2010-07-26,8.015851020812988
2010-07-27,7.958755016326904
2010-07-28,7.896517753601074
2010-07-29,7.970426559448242
2010-07-30,7.954869270324707
2010-08-02,8.048225402832031
2010-08-03,7.97820520401001
2010-08-04,8.005434036254883
2010-08-05,7.954869270324707
2010-08-06,8.098793983459473
2010-08-09,8.301067352294922
2010-08-10,8.30495834350586
2010-08-11,8.079343795776367
2010-08-12,7.88095760345459
2010-08-13,7.845948219299316
2010-08-16,7.857621192932129
2010-08-17,7.923747539520264
2010-08-18,7.838169097900391
2010-08-19,7.6747941970825195
2010-08-20,7.651452541351318
2010-08-23,7.6397833824157715
2010-08-24,7.5658769607543945
2010-08-25,7.663123607635498
2010-08-26,7.593103885650635
2010-08-27,7.67868185043335
2010-08-30,7.538645267486572
2010-08-31,7.604773998260498
2010-09-01,7.884843826293945
2010-09-02,8.075453758239746
2010-09-03,8.176587104797363
2010-09-07,7.993767261505127
2010-09-08,8.122132301330566
2010-09-09,8.16880989074707
2010-09-10,8.164921760559082
2010-09-13,8.312734603881836
2010-09-14,8.351637840270996
2010-09-15,8.491671562194824
2010-09-16,8.483894348144531
2010-09-17,8.561692237854004
2010-09-20,8.682280540466309
2010-09-21,8.553913116455078
2010-09-22,8.507231712341309
2010-09-23,8.324406623840332
2010-09-24,8.569470405578613
2010-09-27,8.553913116455078
2010-09-28,8.783417701721191
2010-09-29,8.705615997314453
2010-09-30,8.686169624328613
2010-10-01,8.686169624328613
2010-10-04,8.709511756896973
2010-10-05,8.775634765625
2010-10-06,8.721179008483887
2010-10-07,8.752297401428223
2010-10-08,8.826201438903809
2010-10-11,8.771747589111328
2010-10-12,8.841766357421875
2010-10-13,8.977910995483398
2010-10-14,8.8767728805542
2010-10-15,8.8495454788208
2010-10-18,9.121838569641113
2010-10-19,8.95846176147461
2010-10-20,9.26187515258789
2010-10-21,9.187966346740723
2010-10-22,9.222978591918945
2010-10-25,9.257987022399902
2010-10-26,9.222978591918945
2010-10-27,9.127811431884766
2010-10-28,9.127811431884766
2010-10-29,9.044543266296387
2010-11-01,9.175394058227539
2010-11-02,9.23090934753418
2010-11-03,9.179362297058105
2010-11-04,9.421236038208008
2010-11-05,9.548124313354492
2010-11-08,9.567946434020996
2010-11-09,8.794736862182617
2010-11-10,8.83835220336914
2010-11-11,8.866118431091309
2010-11-12,8.850253105163574
2010-11-15,8.850253105163574
2010-11-16,8.497352600097656
2010-11-17,8.731298446655273
2010-11-18,8.632166862487793
2010-11-19,8.751123428344727
2010-11-22,8.774911880493164
2010-11-23,8.663887977600098
2010-11-24,8.86214828491211
2010-11-26,8.854217529296875
2010-11-29,8.881970405578613
2010-11-30,8.770947456359863
2010-12-01,8.897834777832031
2010-12-02,9.000926971435547
2010-12-03,8.969204902648926
2010-12-06,8.961276054382324
2010-12-07,9.012822151184082
2010-12-08,8.933520317077637
2010-12-09,8.802667617797852
2010-12-10,8.826460838317871
2010-12-13,8.814563751220703
2010-12-14,8.723365783691406
2010-12-15,8.548900604248047
2010-12-16,8.687678337097168
2010-12-17,8.79870319366455
2010-12-20,8.806632995605469
2010-12-21,8.822493553161621
2010-12-22,8.802667617797852
2010-12-23,8.834390640258789
2010-12-27,8.933520317077637
2010-12-28,9.096090316772461
2010-12-29,9.06833553314209
2010-12-30,9.15953540802002
2010-12-31,9.135743141174316
2011-01-03,9.389511108398438
2011-01-04,9.207111358642578
2011-01-05,9.385547637939453
2011-01-06,9.357791900634766
2011-01-07,9.445027351379395
2011-01-10,9.4767484664917
2011-01-11,9.48071002960205
2011-01-12,9.560016632080078
2011-01-13,9.647250175476074
2011-01-14,9.766202926635742
2011-01-18,9.924809455871582
2011-01-19,9.754311561584473
2011-01-20,9.786030769348145
2011-01-21,9.83757495880127
2011-01-24,10.00808048248291
2011-01-25,10.194442749023438
2011-01-26,10.04511833190918
2011-01-27,10.190407752990723
2011-01-28,9.9038667678833
2011-01-31,10.037047386169434
2011-02-01,10.170228004455566
2011-02-02,10.033011436462402
2011-02-03,10.033011436462402
2011-02-04,10.033011436462402
2011-02-07,10.339731216430664
2011-02-08,10.351835250854492
2011-02-09,10.34780502319336
2011-02-10,10.271121978759766
2011-02-11,10.299371719360352
2011-02-14,10.31551742553711
2011-02-15,10.226727485656738
2011-02-16,10.295337677001953
2011-02-17,10.291301727294922
2011-02-18,9.915972709655762
2011-02-22,9.621356010437012
2011-02-23,9.306565284729004
2011-02-24,9.112846374511719
2011-02-25,9.371137619018555
2011-02-28,9.282347679138184
2011-03-01,9.128989219665527
2011-03-02,9.108810424804688
2011-03-03,9.34692096710205
2011-03-04,9.124953269958496
