Date,CMS
2010-01-04,9.39684009552002
2010-01-05,9.367085456848145
2010-01-06,9.33733081817627
2010-01-07,9.218307495117188
2010-01-08,9.254012107849121
2010-01-11,9.37303638458252
2010-01-12,9.319475173950195
2010-01-13,9.390889167785645
2010-01-14,9.402792930603027
2010-01-15,9.33733081817627
2010-01-19,9.462302207946777
2010-01-20,9.438501358032227
2010-01-21,9.248061180114746
2010-01-22,9.057624816894531
2010-01-25,9.152844429016113
2010-01-26,9.248061180114746
2010-01-27,9.158798217773438
2010-01-28,9.105234146118164
2010-01-29,9.027872085571289
2010-02-01,9.075477600097656
2010-02-02,9.230208396911621
2010-02-03,9.140944480895996
2010-02-04,8.948627471923828
2010-02-05,8.900550842285156
2010-02-08,8.76833438873291
2010-02-09,8.804391860961914
2010-02-10,8.756314277648926
2010-02-11,8.948627471923828
2010-02-12,8.912568092346191
2010-02-16,9.08685302734375
2010-02-17,9.092864990234375
2010-02-18,9.12891960144043
2010-02-19,9.363304138183594
2010-02-22,9.30921745300293
2010-02-23,9.207051277160645
2010-02-24,9.255126953125
2010-02-25,9.189018249511719
2010-02-26,9.177000999450684
2010-03-01,9.243109703063965
2010-03-02,9.393353462219238
2010-03-03,9.321237564086914
2010-03-04,9.315227508544922
2010-03-05,9.429412841796875
2010-03-08,9.387343406677246
2010-03-09,9.471479415893555
2010-03-10,9.45345401763916
2010-03-11,9.477492332458496
2010-03-12,9.441435813903809
2010-03-15,9.405373573303223
2010-03-16,9.459461212158203
2010-03-17,9.465471267700195
2010-03-18,9.51355266571045
2010-03-19,9.507540702819824
2010-03-22,9.41739559173584
2010-03-23,9.429412841796875
2010-03-24,9.34527587890625
2010-03-25,9.273158073425293
2010-03-26,9.333258628845215
2010-03-29,9.34527587890625
2010-03-30,9.333258628845215
2010-03-31,9.291189193725586
2010-04-01,9.387343406677246
2010-04-05,9.519560813903809
2010-04-06,9.60369873046875
2010-04-07,9.579655647277832
2010-04-08,9.483502388000488
2010-04-09,9.555620193481445
2010-04-12,9.645764350891113
2010-04-13,9.561631202697754
2010-04-14,9.56764030456543
2010-04-15,9.525571823120117
2010-04-16,9.447441101074219
2010-04-19,9.477492332458496
2010-04-20,9.495521545410156
2010-04-21,9.477492332458496
2010-04-22,9.495521545410156
2010-04-23,9.84409236907959
2010-04-26,9.946263313293457
2010-04-27,9.69384765625
2010-04-28,9.826062202453613
2010-04-29,9.802021026611328
2010-04-30,9.77197265625
2010-05-03,9.922219276428223
2010-05-04,9.681824684143066
2010-05-05,9.518034934997559
2010-05-06,9.263251304626465
2010-05-07,9.141927719116211
2010-05-10,9.402775764465332
2010-05-11,9.378510475158691
2010-05-12,9.55443286895752
2010-05-13,9.511968612670898
2010-05-14,9.43917179107666
2010-05-17,9.457374572753906
2010-05-18,9.372444152832031
2010-05-19,9.281448364257812
2010-05-20,8.941734313964844
2010-05-21,8.966002464294434
2010-05-24,8.862876892089844
2010-05-25,8.723353385925293
2010-05-26,8.802210807800293
2010-05-27,8.923537254333496
2010-05-28,8.905339241027832
2010-06-01,8.6869478225708
2010-06-02,8.862876892089844
2010-06-03,8.953868865966797
2010-06-04,8.650551795959473
2010-06-07,8.68088436126709
2010-06-08,8.747615814208984
2010-06-09,8.7658109664917
2010-06-10,8.978132247924805
2010-06-11,9.044861793518066
2010-06-14,9.069133758544922
2010-06-15,9.275382041931152
2010-06-16,9.336045265197754
2010-06-17,9.433109283447266
2010-06-18,9.427041053771973
2010-06-21,9.378510475158691
2010-06-22,9.178323745727539
2010-06-23,9.032732009887695
2010-06-24,9.147990226745605
2010-06-25,9.208654403686523
2010-06-28,9.263251304626465
2010-06-29,9.05699634552002
2010-06-30,8.887141227722168
2010-07-01,8.905339241027832
2010-07-02,8.905339241027832
2010-07-06,9.020597457885742
2010-07-07,9.245052337646484
2010-07-08,9.366378784179688
2010-07-09,9.505902290344238
2010-07-12,9.560501098632812
2010-07-13,9.609028816223145
2010-07-14,9.590832710266113
2010-07-15,9.706089973449707
2010-07-16,9.475568771362305
2010-07-19,9.615094184875488
2010-07-20,9.687894821166992
2010-07-21,9.518034934997559
2010-07-22,9.657560348510742
2010-07-23,9.742487907409668
2010-07-26,9.875948905944824
2010-07-27,10.051870346069336
2010-07-28,9.894144058227539
2010-07-29,9.803153038024902
2010-07-30,9.657560348510742
2010-08-02,9.845616340637207
2010-08-03,9.80921745300293
2010-08-04,9.833707809448242
2010-08-05,9.913310050964355
2010-08-06,10.341928482055664
2010-08-09,10.446023941040039
2010-08-10,10.50725269317627
2010-08-11,10.384791374206543
2010-08-12,10.513379096984863
2010-08-13,10.629715919494629
2010-08-16,10.654207229614258
2010-08-17,10.61746883392334
2010-08-18,10.495007514953613
2010-08-19,10.433773040771484
2010-08-20,10.433773040771484
2010-08-23,10.611346244812012
2010-08-24,10.715441703796387
2010-08-25,10.715441703796387
2010-08-26,10.697070121765137
2010-08-27,10.874637603759766
2010-08-30,10.672574996948242
2010-08-31,10.715441703796387
2010-09-01,10.923624992370605
2010-09-02,10.89913272857666
2010-09-03,10.8930082321167
2010-09-07,10.856267929077148
2010-09-08,10.727689743041992
2010-09-09,10.807284355163574
2010-09-10,10.83790111541748
2010-09-13,10.941990852355957
2010-09-14,10.966485023498535
2010-09-15,11.003226280212402
2010-09-16,10.941990852355957
2010-09-17,10.856267929077148
2010-09-20,11.052209854125977
2010-09-21,10.89913272857666
2010-09-22,11.027718544006348
2010-09-23,10.844022750854492
2010-09-24,11.058331489562988
2010-09-27,11.027718544006348
2010-09-28,11.033841133117676
2010-09-29,11.11344051361084
2010-09-30,11.033841133117676
2010-10-01,11.156304359436035
2010-10-04,11.186917304992676
2010-10-05,11.35836410522461
2010-10-06,11.388983726501465
2010-10-07,11.437967300415039
2010-10-08,11.535935401916504
2010-10-11,11.584920883178711
2010-10-12,11.52981185913086
2010-10-13,11.34611701965332
2010-10-14,11.480827331542969
2010-10-15,11.517565727233887
2010-10-18,11.480827331542969
2010-10-19,11.419596672058105
2010-10-20,11.43184757232666
2010-10-21,11.35836410522461
2010-10-22,11.444090843200684
2010-10-25,11.462454795837402
2010-10-26,11.223653793334961
2010-10-27,11.20528793334961
2010-10-28,11.333870887756348
2010-10-29,11.254270553588867
2010-11-01,11.162425994873047
2010-11-02,11.401228904724121
2010-11-03,11.308333396911621
2010-11-04,11.537469863891602
2010-11-05,11.382650375366211
2010-11-08,11.302133560180664
2010-11-09,11.209246635437012
2010-11-10,11.110157012939453
2010-11-11,11.116350173950195
2010-11-12,11.048227310180664
2010-11-15,11.134926795959473
2010-11-16,10.973909378051758
2010-11-17,11.023456573486328
2010-11-18,11.116350173950195
2010-11-19,11.042036056518555
2010-11-22,11.15970230102539
2010-11-23,11.066805839538574
2010-11-24,11.147316932678223
2010-11-26,11.072996139526367
2010-11-29,11.091585159301758
2010-11-30,11.128735542297363
2010-12-01,11.277366638183594
2010-12-02,11.425999641418457
2010-12-03,11.531281471252441
2010-12-06,11.537469863891602
2010-12-07,11.401228904724121
2010-12-08,11.469350814819336
2010-12-09,11.549861907958984
2010-12-10,11.617982864379883
2010-12-13,11.698487281799316
2010-12-14,11.72326374053955
2010-12-15,11.661333084106445
2010-12-16,11.772801399230957
2010-12-17,11.822346687316895
2010-12-20,11.853313446044922
2010-12-21,11.859506607055664
2010-12-22,11.853313446044922
2010-12-23,11.865697860717773
2010-12-27,11.729448318481445
2010-12-28,11.617982864379883
2010-12-29,11.624170303344727
2010-12-30,11.617982864379883
2010-12-31,11.518888473510742
2011-01-03,11.617982864379883
2011-01-04,11.642748832702637
2011-01-05,11.611785888671875
2011-01-06,11.587014198303223
2011-01-07,11.710874557495117
2011-01-10,11.605591773986816
2011-01-11,11.605591773986816
2011-01-12,11.679915428161621
2011-01-13,11.729448318481445
2011-01-14,11.76661205291748
2011-01-18,11.853313446044922
2011-01-19,11.76661205291748
2011-01-20,11.840924263000488
2011-01-21,11.847122192382812
2011-01-24,12.001944541931152
2011-01-25,12.101028442382812
2011-01-26,12.08864688873291
2011-01-27,12.156764030456543
2011-01-28,11.977170944213867
2011-01-31,12.07625675201416
2011-02-01,12.206311225891113
2011-02-02,12.150574684143066
2011-02-03,12.150575637817383
2011-02-04,12.113012313842773
2011-02-07,12.200654029846191
2011-02-08,12.081716537475586
2011-02-09,11.950257301330566
2011-02-10,12.069197654724121
2011-02-11,12.062934875488281
2011-02-14,12.10049819946289
2011-02-15,12.181875228881836
2011-02-16,12.263256072998047
2011-02-17,12.225696563720703
2011-02-18,12.282036781311035
2011-02-22,12.131794929504395
2011-02-23,12.113012313842773
2011-02-24,11.93147087097168
2011-02-25,11.975298881530762
2011-02-28,12.056675910949707
2011-03-01,11.969034194946289
2011-03-02,12.019116401672363
2011-03-03,12.150575637817383
2011-03-04,12.000334739685059
2011-03-07,11.994074821472168
2011-03-08,12.269512176513672
2011-03-09,12.338372230529785
2011-03-10,12.050413131713867
2011-03-11,12.0378999710083
2011-03-14,11.975298881530762
2011-03-15,11.818799018859863
2011-03-16,11.643512725830078
