Date,F
2010-01-04,5.348543643951416
2010-01-05,5.702336311340332
2010-01-06,5.915655136108398
2010-01-07,6.066537857055664
2010-01-08,6.082146644592285
2010-01-11,6.3006672859191895
2010-01-12,6.1757988929748535
2010-01-13,6.0769453048706055
2010-01-14,6.118566989898682
2010-01-15,6.035321235656738
2010-01-19,6.113365650177002
2010-01-20,5.988496780395508
2010-01-21,5.816801071166992
2010-01-22,5.473412990570068
2010-01-25,5.7387590408325195
2010-01-26,5.8220038414001465
2010-01-27,6.009305953979492
2010-01-28,5.936466693878174
2010-01-29,5.6399030685424805
2010-02-01,5.785585403442383
2010-02-02,5.926063060760498
2010-02-03,6.0561323165893555
2010-02-04,5.754366397857666
2010-02-05,5.676322937011719
2010-02-08,5.707540035247803
2010-02-09,5.8011932373046875
2010-02-10,5.691932678222656
2010-02-11,5.816801071166992
2010-02-12,5.785585403442383
2010-02-16,5.889641284942627
2010-02-17,5.978089809417725
2010-02-18,5.920858383178711
2010-02-19,5.874032974243164
2010-02-22,5.8324103355407715
2010-02-23,6.035321235656738
2010-02-24,6.102959632873535
2010-02-25,6.128971099853516
2010-02-26,6.108160972595215
2010-03-01,6.456752300262451
2010-03-02,6.357899188995361
2010-03-03,6.602433681488037
2010-03-04,6.654460430145264
2010-03-05,6.7637248039245605
2010-03-08,6.727301597595215
2010-03-09,6.659665107727051
2010-03-10,6.670071601867676
2010-03-11,6.716898441314697
2010-03-12,6.940620422363281
2010-03-15,6.971835613250732
2010-03-16,7.018660545349121
2010-03-17,7.336036682128906
2010-03-18,7.143531799316406
2010-03-19,6.91460657119751
2010-03-22,7.278806686401367
2010-03-23,7.231978893280029
2010-03-24,7.231978893280029
2010-03-25,7.179948806762695
2010-03-26,7.21116828918457
2010-03-29,7.060284614562988
2010-03-30,6.909403324127197
2010-03-31,6.539998531341553
2010-04-01,6.571218013763428
2010-04-05,6.644057273864746
2010-04-06,6.60763692855835
2010-04-07,6.545202732086182
2010-04-08,6.571218013763428
2010-04-09,6.618041515350342
2010-04-12,6.644057273864746
2010-04-13,6.654460430145264
2010-04-14,6.945821762084961
2010-04-15,7.159139633178711
2010-04-16,6.982243061065674
2010-04-19,7.075896263122559
2010-04-20,7.237184524536133
2010-04-21,7.3516435623168945
2010-04-22,7.388068199157715
2010-04-23,7.393269062042236
2010-04-26,7.523340702056885
2010-04-27,7.060284614562988
2010-04-28,6.89379358291626
2010-04-29,7.065488338470459
2010-04-30,6.77412748336792
2010-05-03,6.919808864593506
2010-05-04,6.685680866241455
2010-05-05,6.420332431793213
2010-05-06,6.128971099853516
2010-05-07,5.988496780395508
2010-05-10,6.3214802742004395
2010-05-11,6.40472412109375
2010-05-12,6.597231388092041
2010-05-13,6.46195650100708
2010-05-14,6.3006672859191895
2010-05-17,6.2174224853515625
2010-05-18,6.009305953979492
2010-05-19,6.009305953979492
2010-05-20,5.619091987609863
2010-05-21,5.858425140380859
2010-05-24,5.728353023529053
2010-05-25,5.733554840087891
2010-05-26,5.926063060760498
2010-05-27,6.238234996795654
2010-05-28,6.102959632873535
2010-06-01,5.936466693878174
2010-06-02,6.1653923988342285
2010-06-03,6.222623348236084
2010-06-04,5.983293533325195
2010-06-07,5.769977569580078
2010-06-08,5.837611675262451
2010-06-09,5.749164581298828
2010-06-10,5.926063060760498
2010-06-11,5.931262969970703
2010-06-14,5.962481498718262
2010-06-15,6.087347984313965
2010-06-16,6.050929546356201
2010-06-17,5.972886085510254
2010-06-18,5.962481498718262
2010-06-21,5.998902797698975
2010-06-22,5.837611675262451
2010-06-23,5.7387590408325195
2010-06-24,5.608685493469238
2010-06-25,5.593077182769775
2010-06-28,5.426587104797363
2010-06-29,5.140429973602295
2010-06-30,5.2444868087768555
2010-07-01,5.49942684173584
2010-07-02,5.348543643951416
2010-07-06,5.286107540130615
2010-07-07,5.509832382202148
2010-07-08,5.525440216064453
2010-07-09,5.645108699798584
2010-07-12,5.775179386138916
2010-07-13,6.066537857055664
2010-07-14,6.144582748413086
2010-07-15,6.170595645904541
2010-07-16,5.900048732757568
2010-07-19,5.972886085510254
2010-07-20,6.113365650177002
2010-07-21,6.009305953979492
2010-07-22,6.290261268615723
2010-07-23,6.618041515350342
2010-07-26,6.732504844665527
2010-07-27,6.7793288230896
2010-07-28,6.716898441314697
2010-07-29,6.74811315536499
2010-07-30,6.644057273864746
2010-08-02,6.846967697143555
2010-08-03,6.716898441314697
2010-08-04,6.820953369140625
2010-08-05,6.753316402435303
2010-08-06,6.784534454345703
2010-08-09,6.789736270904541
2010-08-10,6.722100734710693
2010-08-11,6.456752300262451
2010-08-12,6.383915424346924
2010-08-13,6.3214802742004395
2010-08-16,6.238234996795654
2010-08-17,6.326681137084961
2010-08-18,6.347494602203369
2010-08-19,6.18620491027832
2010-08-20,6.123770713806152
2010-08-23,6.040525913238525
2010-08-24,5.848019123077393
2010-08-25,5.889641284942627
2010-08-26,5.81159782409668
2010-08-27,6.014512062072754
2010-08-30,5.9052510261535645
2010-08-31,5.874032974243164
2010-09-01,6.040525913238525
2010-09-02,6.092550754547119
2010-09-03,6.279857635498047
2010-09-07,6.139379501342773
2010-09-08,6.139379501342773
2010-09-09,6.113365650177002
2010-09-10,6.134177207946777
2010-09-13,6.238234996795654
2010-09-14,6.233030796051025
2010-09-15,6.1757988929748535
2010-09-16,6.4723615646362305
2010-09-17,6.498375415802002
2010-09-20,6.539998531341553
2010-09-21,6.5295939445495605
2010-09-22,6.441145420074463
2010-09-23,6.40472412109375
2010-09-24,6.534795761108398
2010-09-27,6.493173599243164
2010-09-28,6.513984680175781
2010-09-29,6.415130138397217
2010-09-30,6.368305206298828
2010-10-01,6.378708839416504
2010-10-04,6.680477142333984
2010-10-05,6.768925189971924
2010-10-06,6.888591766357422
2010-10-07,6.93021297454834
2010-10-08,7.107112407684326
2010-10-11,7.169544219970703
2010-10-12,7.169544219970703
2010-10-13,7.096705436706543
2010-10-14,7.237184524536133
2010-10-15,7.179948806762695
2010-10-18,7.221571922302246
2010-10-19,6.93021297454834
2010-10-20,7.096705436706543
2010-10-21,7.185154914855957
2010-10-22,7.257996082305908
2010-10-25,7.362050533294678
2010-10-26,7.471312522888184
2010-10-27,7.403674125671387
2010-10-28,7.398474216461182
2010-10-29,7.3516435623168945
2010-11-01,7.403674125671387
2010-11-02,7.507735252380371
2010-11-03,7.897945404052734
2010-11-04,8.251742362976074
2010-11-05,8.433839797973633
2010-11-08,8.5378999710083
2010-11-09,8.361000061035156
2010-11-10,8.652360916137695
2010-11-11,8.64195728302002
2010-11-12,8.480667114257812
2010-11-15,8.844868659973145
2010-11-16,8.58992862701416
2010-11-17,8.678375244140625
2010-11-18,8.387014389038086
2010-11-19,8.470259666442871
2010-11-22,8.42863941192627
2010-11-23,8.168497085571289
2010-11-24,8.298564910888672
2010-11-26,8.376612663269043
2010-11-29,8.35579776763916
2010-11-30,8.293364524841309
