Date,HPQ
2010-01-04,15.378486633300781
2010-01-05,15.44297981262207
2010-01-06,15.299311637878418
2010-01-07,15.305177688598633
2010-01-08,15.419525146484375
2010-01-11,15.3726167678833
2010-01-12,15.237748146057129
2010-01-13,15.311038970947266
2010-01-14,15.396068572998047
2010-01-15,15.384349822998047
2010-01-19,15.466442108154297
2010-01-20,15.30810546875
2010-01-21,15.038359642028809
2010-01-22,14.451961517333984
2010-01-25,14.67773151397705
2010-01-26,14.583904266357422
2010-01-27,14.498878479003906
2010-01-28,14.012154579162598
2010-01-29,13.80104923248291
2010-02-01,14.023884773254395
2010-02-02,14.246722221374512
2010-02-03,14.28777027130127
2010-02-04,13.789324760437012
2010-02-05,13.87435245513916
2010-02-08,13.953519821166992
2010-02-09,14.108915328979492
2010-02-10,14.079594612121582
2010-02-11,14.255514144897461
2010-02-12,14.208603858947754
2010-02-16,14.495938301086426
2010-02-17,14.695320129394531
2010-02-18,14.897626876831055
2010-02-19,14.891765594482422
2010-02-22,14.82433032989502
2010-02-23,14.695320129394531
2010-02-24,14.891765594482422
2010-02-25,14.929878234863281
2010-02-26,14.891765594482422
2010-03-01,15.111661911010742
2010-03-02,14.988518714904785
2010-03-03,14.982658386230469
2010-03-04,15.102869033813477
2010-03-05,15.255338668823242
2010-03-08,15.167373657226562
2010-03-09,15.211359024047852
2010-03-10,15.182037353515625
2010-03-11,15.252401351928711
2010-03-12,15.352092742919922
2010-03-15,15.39320182800293
2010-03-16,15.372647285461426
2010-03-17,15.337409019470215
2010-03-18,15.484228134155273
2010-03-19,15.413758277893066
2010-03-22,15.548839569091797
2010-03-23,15.607572555541992
2010-03-24,15.581134796142578
2010-03-25,15.710350036621094
2010-03-26,15.68685245513916
2010-03-29,15.554705619812012
2010-03-30,15.639867782592773
2010-03-31,15.607572555541992
2010-04-01,15.633996963500977
2010-04-05,15.81899642944336
2010-04-06,15.816059112548828
2010-04-07,15.648676872253418
2010-04-08,15.748522758483887
2010-04-09,15.81899642944336
2010-04-12,15.821928024291992
2010-04-13,15.792572021484375
2010-04-14,16.009876251220703
2010-04-15,15.924715042114258
2010-04-16,15.783757209777832
2010-04-19,15.751460075378418
2010-04-20,15.7279634475708
2010-04-21,15.769070625305176
2010-04-22,15.654545783996582
2010-04-23,15.827810287475586
2010-04-26,15.933517456054688
2010-04-27,15.636933326721191
2010-04-28,15.645746231079102
2010-04-29,15.528286933898926
2010-04-30,15.261061668395996
2010-05-03,15.478367805480957
2010-05-04,14.870509147644043
2010-05-05,14.955655097961426
2010-05-06,14.192166328430176
2010-05-07,13.722331047058105
2010-05-10,14.41828441619873
2010-05-11,14.218599319458008
2010-05-12,14.553361892700195
2010-05-13,14.30670166015625
2010-05-14,13.927887916564941
2010-05-17,13.954312324523926
2010-05-18,13.739949226379395
2010-05-19,13.801612854003906
2010-05-20,13.493274688720703
2010-05-21,13.678278923034668
2010-05-24,13.4169340133667
2010-05-25,13.463913917541504
2010-05-26,13.425741195678711
2010-05-27,13.783994674682617
2010-05-28,13.51090145111084
2010-06-01,13.38463020324707
2010-06-02,13.880901336669922
2010-06-03,13.9425687789917
2010-06-04,13.522644996643066
2010-06-07,13.2847900390625
2010-06-08,13.472729682922363
2010-06-09,13.334712028503418
2010-06-10,13.654789924621582
2010-06-11,13.857407569885254
2010-06-14,13.789755821228027
2010-06-15,14.11331844329834
2010-06-16,14.122143745422363
2010-06-17,14.189793586730957
2010-06-18,14.11331844329834
2010-06-21,13.975069046020508
2010-06-22,13.75739860534668
2010-06-23,13.792695999145508
2010-06-24,13.498546600341797
2010-06-25,13.507370948791504
