Date,KO
2010-01-04,17.557863235473633
2010-01-05,17.345462799072266
2010-01-06,17.339317321777344
2010-01-07,17.296222686767578
2010-01-08,16.976097106933594
2010-01-11,17.32084083557129
2010-01-12,17.50860595703125
2010-01-13,17.55478286743164
2010-01-14,17.5855655670166
2010-01-15,17.327007293701172
2010-01-19,17.367013931274414
2010-01-20,17.08382225036621
2010-01-21,16.73598861694336
2010-01-22,16.695980072021484
2010-01-25,16.729835510253906
2010-01-26,16.66519546508789
2010-01-27,16.779088973999023
2010-01-28,16.677507400512695
2010-01-29,16.699060440063477
2010-02-01,16.739072799682617
2010-02-02,16.94530487060547
2010-02-03,16.889902114868164
2010-02-04,16.44664764404297
2010-02-05,16.341989517211914
2010-02-08,16.20655059814453
2010-02-09,16.625181198120117
2010-02-10,16.557456970214844
2010-02-11,16.689823150634766
2010-02-12,16.615942001342773
2010-02-16,16.874507904052734
2010-02-17,17.03150749206543
2010-02-18,17.210033416748047
2010-02-19,17.151548385620117
2010-02-22,17.046892166137695
2010-02-23,16.877588272094727
2010-02-24,16.979164123535156
2010-02-25,16.351226806640625
2010-02-26,16.22809600830078
2010-03-01,16.397397994995117
2010-03-02,16.40662384033203
2010-03-03,16.60055923461914
2010-03-04,16.76677131652832
2010-03-05,16.837568283081055
2010-03-08,16.763700485229492
2010-03-09,16.677507400512695
2010-03-10,16.68366241455078
2010-03-11,16.634010314941406
2010-03-12,16.556428909301758
2010-03-15,16.6495304107666
2010-03-16,16.665048599243164
2010-03-17,16.708484649658203
2010-03-18,16.742633819580078
2010-03-19,16.990894317626953
2010-03-22,16.925724029541016
2010-03-23,17.161579132080078
2010-03-24,16.95055389404297
2010-03-25,17.00641441345215
2010-03-26,16.959869384765625
2010-03-29,16.99710464477539
2010-03-30,17.02812957763672
2010-03-31,17.068479537963867
2010-04-01,17.161579132080078
2010-04-05,17.025033950805664
2010-04-06,16.848140716552734
2010-04-07,16.702285766601562
2010-04-08,16.683658599853516
2010-04-09,16.941240310668945
2010-04-12,16.993999481201172
2010-04-13,17.074687957763672
2010-04-14,17.052967071533203
2010-04-15,16.83883285522461
2010-04-16,17.059175491333008
2010-04-19,17.167781829833984
2010-04-20,16.90400505065918
2010-04-21,16.817106246948242
2010-04-22,16.854347229003906
2010-04-23,16.72089958190918
2010-04-26,16.674352645874023
2010-04-27,16.40746307373047
2010-04-28,16.55953025817871
2010-04-29,16.677457809448242
2010-04-30,16.587461471557617
2010-05-03,16.683658599853516
2010-05-04,16.503665924072266
2010-05-05,16.652626037597656
2010-05-06,16.230571746826172
2010-05-07,16.345396041870117
2010-05-10,16.770559310913086
2010-05-11,16.637113571166992
2010-05-12,16.76434898376465
2010-05-13,16.59987449645996
2010-05-14,16.553319931030273
2010-05-17,16.575050354003906
2010-05-18,16.47884178161621
2010-05-19,16.48504638671875
2010-05-20,15.994712829589844
2010-05-21,16.01024055480957
2010-05-24,15.969889640808105
2010-05-25,15.709209442138672
2010-05-26,15.541630744934082
2010-05-27,15.898518562316895
2010-05-28,15.951272010803223
2010-06-01,15.917133331298828
2010-06-02,16.264713287353516
2010-06-03,16.370222091674805
2010-06-04,15.910929679870605
2010-06-07,15.765063285827637
2010-06-08,16.000925064086914
2010-06-09,15.935750961303711
2010-06-10,16.277124404907227
2010-06-11,16.164459228515625
2010-06-14,16.12063980102539
2010-06-15,16.330331802368164
2010-06-16,16.399181365966797
2010-06-17,16.38665771484375
2010-06-18,16.37100601196289
2010-06-21,16.424213409423828
2010-06-22,16.41796112060547
2010-06-23,16.34910774230957
2010-06-24,16.21140480041504
2010-06-25,15.729435920715332
2010-06-28,15.986076354980469
2010-06-29,15.751346588134766
2010-06-30,15.685624122619629
2010-07-01,15.657462120056152
2010-07-02,15.663717269897461
2010-07-06,15.782645225524902
2010-07-07,16.10812759399414
2010-07-08,16.40543556213379
2010-07-09,16.399181365966797
2010-07-12,16.41482925415039
2010-07-13,16.499324798583984
2010-07-14,16.53061866760254
2010-07-15,16.540006637573242
2010-07-16,16.389789581298828
2010-07-19,16.358495712280273
2010-07-20,16.662067413330078
2010-07-21,16.924951553344727
2010-07-22,16.981287002563477
2010-07-23,17.13463592529297
2010-07-26,17.19410514831543
2010-07-27,17.228527069091797
2010-07-28,17.175321578979492
2010-07-29,17.209747314453125
2010-07-30,17.247299194335938
2010-08-02,17.65415382385254
2010-08-03,17.64476203918457
2010-08-04,17.697967529296875
2010-08-05,17.64163589477539
2010-08-06,17.760560989379883
2010-08-09,17.873228073120117
2010-08-10,17.83254051208496
2010-08-11,17.538354873657227
2010-08-12,17.428817749023438
2010-08-13,17.441341400146484
2010-08-16,17.488279342651367
2010-08-17,17.563398361206055
2010-08-18,17.47576904296875
2010-08-19,17.300506591796875
2010-08-20,17.306764602661133
2010-08-23,17.400651931762695
2010-08-24,17.419429779052734
2010-08-25,17.334936141967773
2010-08-26,17.262950897216797
2010-08-27,17.575916290283203
2010-08-30,17.38500213623047
2010-08-31,17.488279342651367
2010-09-01,17.935815811157227
2010-09-02,17.957725524902344
2010-09-03,18.014060974121094
2010-09-07,18.035968780517578
2010-09-08,18.09856414794922
2010-09-09,18.242521286010742
2010-09-10,18.31450080871582
2010-09-13,18.298736572265625
2010-09-14,18.159984588623047
2010-09-15,18.106380462646484
2010-09-16,18.134763717651367
2010-09-17,18.15053367614746
2010-09-20,18.279813766479492
2010-09-21,18.32396125793457
2010-09-22,18.361797332763672
2010-09-23,18.24827766418457
2010-09-24,18.48478126525879
2010-09-27,18.478469848632812
2010-09-28,18.636138916015625
2010-09-29,18.528928756713867
2010-09-30,18.453250885009766
