Date,NHI
2010-01-04,15.085030555725098
2010-01-05,14.95563793182373
2010-01-06,14.534056663513184
2010-01-07,14.458927154541016
2010-01-08,14.509008407592773
2010-01-11,14.534056663513184
2010-01-12,14.458927154541016
2010-01-13,14.609192848205566
2010-01-14,14.488139152526855
2010-01-15,14.362921714782715
2010-01-19,14.613367080688477
2010-01-20,14.350401878356934
2010-01-21,14.250221252441406
2010-01-22,14.237700462341309
2010-01-25,14.246050834655762
2010-01-26,14.216829299926758
2010-01-27,14.183440208435059
2010-01-28,13.9413480758667
2010-01-29,14.200136184692383
2010-02-01,14.304484367370605
2010-02-02,14.154219627380371
2010-02-03,13.85368824005127
2010-02-04,13.369500160217285
2010-02-05,13.427932739257812
2010-02-08,13.574028968811035
2010-02-09,13.862032890319824
2010-02-10,14.099954605102539
2010-02-11,14.483973503112793
2010-02-12,14.767805099487305
2010-02-16,14.95146369934082
2010-02-17,14.938946723937988
2010-02-18,15.055818557739258
2010-02-19,15.047469139099121
2010-02-22,15.118427276611328
2010-02-23,14.797021865844727
2010-02-24,15.022425651550293
2010-02-25,14.817893028259277
2010-02-26,14.529878616333008
2010-03-01,14.579978942871094
2010-03-02,14.39213752746582
2010-03-03,14.241877555847168
2010-03-04,14.079085350036621
2010-03-05,14.333703994750977
2010-03-08,14.630062103271484
2010-03-09,15.014078140258789
2010-03-10,15.339646339416504
2010-03-11,15.460701942443848
2010-03-12,15.481568336486816
2010-03-15,15.36052131652832
2010-03-16,15.552529335021973
2010-03-17,15.64435863494873
2010-03-18,15.665227890014648
2010-03-19,15.581747055053711
2010-03-22,15.773758888244629
2010-03-23,15.961585998535156
2010-03-24,16.05341148376465
2010-03-25,16.191162109375
2010-03-26,16.090980529785156
2010-03-29,16.063438415527344
2010-03-30,16.25835609436035
2010-03-31,16.42361068725586
2010-04-01,16.465974807739258
2010-04-05,17.033771514892578
2010-04-06,17.063432693481445
2010-04-07,16.965980529785156
2010-04-08,16.821908950805664
2010-04-09,16.796480178833008
2010-04-12,16.656652450561523
2010-04-13,17.008350372314453
2010-04-14,17.084617614746094
2010-04-15,17.01258087158203
2010-04-16,16.834619522094727
2010-04-19,16.85157012939453
2010-04-20,16.86004638671875
2010-04-21,17.22444725036621
2010-04-22,17.419363021850586
2010-04-23,17.74139404296875
2010-04-26,17.758344650268555
2010-04-27,17.275293350219727
2010-04-28,17.52105712890625
2010-04-29,17.77953338623047
2010-04-30,17.21173667907715
2010-05-03,17.715972900390625
2010-05-04,17.262582778930664
2010-05-05,16.876989364624023
2010-05-06,16.071908950805664
2010-05-07,15.936324119567871
2010-05-10,17.783767700195312
2010-05-11,17.088855743408203
2010-05-12,18.105791091918945
2010-05-13,17.74563217163086
2010-05-14,17.66936683654785
2010-05-17,17.737152099609375
2010-05-18,17.29224395751953
2010-05-19,17.05495834350586
2010-05-20,15.792253494262695
2010-05-21,16.626991271972656
2010-05-24,16.11428451538086
2010-05-25,16.343090057373047
2010-05-26,16.775300979614258
2010-05-27,17.626989364624023
2010-05-28,17.449020385742188
2010-06-01,16.936315536499023
2010-06-02,17.470211029052734
2010-06-03,17.330381393432617
2010-06-04,16.30072593688965
2010-06-07,16.42361068725586
2010-06-08,16.321914672851562
2010-06-09,16.17784309387207
2010-06-10,16.76682472229004
2010-06-11,17.12275505065918
2010-06-14,17.194791793823242
2010-06-15,17.334611892700195
2010-06-16,17.393930435180664
2010-06-17,17.614274978637695
2010-06-18,17.482919692993164
2010-06-21,17.258350372314453
2010-06-22,16.656652450561523
2010-06-23,16.61428451538086
2010-06-24,16.474454879760742
2010-06-25,16.838855743408203
2010-06-28,16.93989372253418
2010-06-29,16.819507598876953
2010-06-30,16.5787410736084
2010-07-01,16.729225158691406
2010-07-02,16.484149932861328
2010-07-06,15.804835319519043
2010-07-07,16.398160934448242
2010-07-08,16.4411563873291
2010-07-09,16.617427825927734
2010-07-12,16.454055786132812
2010-07-13,16.798009872436523
2010-07-14,16.681928634643555
2010-07-15,16.527145385742188
2010-07-16,15.94241714477539
2010-07-19,15.933815956115723
2010-07-20,16.092897415161133
2010-07-21,15.761845588684082
2010-07-22,16.269176483154297
2010-07-23,16.402463912963867
2010-07-26,16.613136291503906
2010-07-27,16.806612014770508
2010-07-28,16.350868225097656
2010-07-29,16.170286178588867
2010-07-30,16.18749237060547
2010-08-02,16.363767623901367
2010-08-03,16.47555160522461
2010-08-04,16.93989372253418
2010-08-05,16.617427825927734
2010-08-06,16.423965454101562
2010-08-09,16.673328399658203
2010-08-10,16.862503051757812
2010-08-11,16.432554244995117
2010-08-12,16.497051239013672
2010-08-13,16.393856048583984
2010-08-16,16.501346588134766
2010-08-17,16.862503051757812
2010-08-18,17.05598258972168
2010-08-19,16.961395263671875
2010-08-20,17.283851623535156
2010-08-23,17.245149612426758
2010-08-24,17.546117782592773
2010-08-25,17.89438247680664
2010-08-26,17.5504150390625
2010-08-27,18.15664291381836
2010-08-30,17.80838966369629
2010-08-31,18.023357391357422
2010-09-01,18.608089447021484
2010-09-02,18.616687774658203
2010-09-03,18.72846794128418
2010-09-07,18.68547248840332
2010-09-08,18.487701416015625
2010-09-09,18.543596267700195
2010-09-10,18.453306198120117
2010-09-13,18.788671493530273
2010-09-14,18.81446075439453
2010-09-15,19.046632766723633
2010-09-16,18.943445205688477
2010-09-17,19.38628387451172
2010-09-20,19.799039840698242
2010-09-21,19.38628387451172
2010-09-22,19.214319229125977
2010-09-23,18.960636138916016
2010-09-24,19.8033390045166
2010-09-27,19.227205276489258
2010-09-28,19.403724670410156
2010-09-29,19.408082962036133
2010-09-30,19.203237533569336
2010-10-01,19.447309494018555
2010-10-04,19.612930297851562
2010-10-05,19.99648094177246
2010-10-06,19.843923568725586
2010-10-07,19.865718841552734
2010-10-08,20.08363914489746
2010-10-11,20.08363914489746
2010-10-12,20.066205978393555
2010-10-13,20.284122467041016
2010-10-14,20.149019241333008
2010-10-15,19.987751007080078
2010-10-18,20.30156898498535
2010-10-19,20.371299743652344
2010-10-20,20.576143264770508
2010-10-21,20.65459632873535
2010-10-22,20.62409019470215
2010-10-25,20.61536979675293
2010-10-26,20.24925994873047
2010-10-27,20.271053314208984
2010-10-28,20.332073211669922
2010-10-29,20.17952537536621
2010-11-01,20.210039138793945
2010-11-02,20.554349899291992
2010-11-03,20.619726181030273
2010-11-04,21.05556869506836
2010-11-05,20.95968246459961
2010-11-08,20.96404266357422
2010-11-09,20.332073211669922
2010-11-10,20.414875030517578
2010-11-11,20.445390701293945
2010-11-12,20.305927276611328
2010-11-15,20.358219146728516
2010-11-16,19.55191421508789
2010-11-17,19.320919036865234
2010-11-18,19.44295883178711
2010-11-19,19.582422256469727
2010-11-22,19.608566284179688
2010-11-23,19.55191421508789
2010-11-24,19.878795623779297
2010-11-26,19.97468376159668
2010-11-29,19.874439239501953
2010-11-30,19.177082061767578
2010-12-01,19.220678329467773
2010-12-02,19.10299301147461
2010-12-03,19.1727352142334
2010-12-06,19.050691604614258
2010-12-07,19.046329498291016
2010-12-08,18.815340042114258
2010-12-09,18.84149169921875
2010-12-10,18.845848083496094
2010-12-13,18.867639541625977
2010-12-14,18.73689079284668
2010-12-15,18.571269989013672
2010-12-16,18.73689079284668
2010-12-17,18.837125778198242
2010-12-20,18.867639541625977
2010-12-21,19.137859344482422
2010-12-22,19.456026077270508
2010-12-23,19.634721755981445
2010-12-27,19.748044967651367
2010-12-28,19.99211311340332
2010-12-29,20.109155654907227
2010-12-30,19.93690299987793
2010-12-31,19.8839054107666
2011-01-03,20.36090660095215
2011-01-04,20.034076690673828
2011-01-05,20.12682342529297
2011-01-06,20.2504940032959
2011-01-07,20.140077590942383
2011-01-10,20.325576782226562
2011-01-11,20.12682342529297
2011-01-12,20.272563934326172
2011-01-13,20.40948486328125
2011-01-14,20.537582397460938
2011-01-18,20.559659957885742
2011-01-19,19.888322830200195
2011-01-20,20.03847885131836
2011-01-21,20.113574981689453
2011-01-24,20.36090660095215
2011-01-25,20.661231994628906
2011-01-26,20.74516487121582
2011-01-27,20.692157745361328
2011-01-28,20.08265495300293
2011-01-31,20.19748306274414
2011-02-01,20.493410110473633
2011-02-02,20.246070861816406
2011-02-03,20.219575881958008
2011-02-04,20.003158569335938
2011-02-07,20.21074104309082
2011-02-08,20.427160263061523
2011-02-09,20.427160263061523
2011-02-10,20.37415885925293
2011-02-11,20.41832733154297
2011-02-14,20.413909912109375
2011-02-15,20.316741943359375
2011-02-16,20.427160263061523
2011-02-17,20.519908905029297
2011-02-18,20.4713191986084
2011-02-22,20.131237030029297
2011-02-23,19.9104061126709
2011-02-24,19.92365074157715
2011-02-25,20.413909912109375
2011-02-28,20.98807144165039
2011-03-01,20.974824905395508
2011-03-02,21.120573043823242
2011-03-03,21.26190948486328
2011-03-04,21.07640266418457
2011-03-07,20.84673309326172
2011-03-08,21.13383674621582
2011-03-09,21.182409286499023
2011-03-10,20.89090347290039
2011-03-11,20.88648796081543
2011-03-14,20.851154327392578
2011-03-15,20.82907485961914
2011-03-16,20.462486267089844
2011-03-17,20.405075073242188
2011-03-18,20.661231994628906
2011-03-21,20.957168579101562
2011-03-22,20.851154327392578
2011-03-23,20.7142333984375
2011-03-24,20.647987365722656
2011-03-25,20.86882209777832
2011-03-28,20.824655532836914
2011-03-29,20.979040145874023
2011-03-30,21.153573989868164
2011-03-31,21.4444522857666
2011-04-01,21.166996002197266
2011-04-04,21.328105926513672
2011-04-05,21.198333740234375
2011-04-06,21.198333740234375
2011-04-07,20.992473602294922
2011-04-08,20.80452537536621
2011-04-11,20.89849853515625
2011-04-12,20.679218292236328
2011-04-13,20.51811981201172
2011-04-14,20.75529670715332
2011-04-15,20.979040145874023
2011-04-18,20.902971267700195
2011-04-19,20.99694061279297
2011-04-20,21.243080139160156
2011-04-21,21.252033233642578
2011-04-25,21.287826538085938
2011-04-26,21.59660530090332
2011-04-27,21.730863571166992
2011-04-28,22.012786865234375
2011-04-29,21.762174606323242
2011-05-02,21.762174606323242
2011-05-03,21.601076126098633
2011-05-04,21.372846603393555
2011-05-05,21.037229537963867
2011-05-06,20.844804763793945
2011-05-09,20.795564651489258
2011-05-10,21.17146873474121
2011-05-11,20.885066986083984
2011-05-12,21.117778778076172
2011-05-13,20.732921600341797
2011-05-16,20.741870880126953
2011-05-17,20.59866714477539
2011-05-18,20.86269760131836
2011-05-19,20.94325065612793
2011-05-20,20.665790557861328
2011-05-23,20.31673812866211
2011-05-24,20.27646827697754
2011-05-25,20.3256893157959
2011-05-26,20.504690170288086
2011-05-27,20.647890090942383
2011-05-31,21.086441040039062
2011-06-01,20.59866714477539
2011-06-02,20.348068237304688
2011-06-03,20.222766876220703
2011-06-06,20.218292236328125
2011-06-07,20.23171615600586
2011-06-08,20.249610900878906
2011-06-09,20.075090408325195
2011-06-10,19.484384536743164
2011-06-13,19.3143367767334
2011-06-14,19.61415672302246
2011-06-15,19.171123504638672
2011-06-16,19.511228561401367
2011-06-17,19.511228561401367
2011-06-20,20.106416702270508
2011-06-21,20.195911407470703
2011-06-22,20.061664581298828
2011-06-23,19.931882858276367
2011-06-24,19.815542221069336
2011-06-27,19.954267501831055
2011-06-28,20.097196578979492
2011-06-29,20.210636138916016
2011-06-30,20.16071891784668
2011-07-01,20.401214599609375
2011-07-05,20.56003761291504
2011-07-06,20.86860466003418
2011-07-07,21.090940475463867
