Date,ATXS
2015-06-25,780.0
2015-06-26,808.2000122070312
2015-06-29,702.2999877929688
2015-06-30,732.5999755859375
2015-07-01,792.0
2015-07-02,744.0
2015-07-06,818.4000244140625
2015-07-07,805.2000122070312
2015-07-08,780.0
2015-07-09,753.0
2015-07-10,862.7999877929688
2015-07-13,777.0
2015-07-14,838.2000122070312
2015-07-15,802.2000122070312
2015-07-16,798.0
2015-07-17,843.0
2015-07-20,825.5999755859375
2015-07-21,840.0
2015-07-22,848.4000244140625
2015-07-23,870.0
2015-07-24,834.0
2015-07-27,720.0
2015-07-28,785.4000244140625
2015-07-29,810.0
2015-07-30,837.5999755859375
2015-07-31,780.0
2015-08-03,744.5999755859375
2015-08-04,783.0
2015-08-05,795.9000244140625
2015-08-06,772.2000122070312
2015-08-07,759.5999755859375
2015-08-10,770.0999755859375
2015-08-11,733.7999877929688
2015-08-12,685.2000122070312
2015-08-13,719.4000244140625
2015-08-14,719.4000244140625
2015-08-17,724.2000122070312
2015-08-18,713.4000244140625
2015-08-19,716.4000244140625
2015-08-20,712.2000122070312
2015-08-21,675.5999755859375
2015-08-24,670.2000122070312
2015-08-25,663.0
2015-08-26,667.7999877929688
2015-08-27,715.7999877929688
2015-08-28,737.280029296875
2015-08-31,683.4000244140625
2015-09-01,640.7999877929688
2015-09-02,718.7999877929688
2015-09-03,690.0
2015-09-04,671.4000244140625
2015-09-08,648.5999755859375
2015-09-09,714.0
2015-09-10,662.4000244140625
2015-09-11,637.2000122070312
2015-09-14,651.0
2015-09-15,665.4000244140625
2015-09-16,652.2000122070312
2015-09-17,666.5999755859375
2015-09-18,566.4000244140625
2015-09-21,586.7999877929688
2015-09-22,582.5999755859375
2015-09-23,575.4000244140625
2015-09-24,569.4000244140625
2015-09-25,474.0
2015-09-28,456.0
2015-09-29,462.6000061035156
2015-09-30,485.3999938964844
2015-10-01,434.3999938964844
2015-10-02,450.6000061035156
2015-10-05,426.0
2015-10-06,435.6000061035156
2015-10-07,458.3999938964844
2015-10-08,465.6000061035156
2015-10-09,459.6000061035156
2015-10-12,464.3999938964844
2015-10-13,507.0
2015-10-14,518.4000244140625
2015-10-15,538.7999877929688
2015-10-16,493.20001220703125
2015-10-19,496.20001220703125
2015-10-20,472.20001220703125
2015-10-21,424.20001220703125
2015-10-22,421.20001220703125
2015-10-23,478.79998779296875
2015-10-26,455.3999938964844
2015-10-27,418.79998779296875
2015-10-28,450.6000061035156
2015-10-29,433.79998779296875
2015-10-30,418.79998779296875
2015-11-02,446.3999938964844
2015-11-03,442.20001220703125
2015-11-04,454.79998779296875
2015-11-05,463.79998779296875
2015-11-06,450.0
2015-11-09,485.3999938964844
2015-11-10,501.0
2015-11-11,458.3999938964844
2015-11-12,435.0
2015-11-13,421.79998779296875
2015-11-16,405.6000061035156
2015-11-17,400.20001220703125
2015-11-18,427.20001220703125
2015-11-19,435.0
2015-11-20,436.20001220703125
2015-11-23,439.20001220703125
2015-11-24,464.3999938964844
2015-11-25,492.0
2015-11-27,470.3999938964844
2015-11-30,498.0
2015-12-01,525.5999755859375
2015-12-02,520.7999877929688
2015-12-03,493.20001220703125
2015-12-04,531.0
2015-12-07,515.4000244140625
2015-12-08,494.3999938964844
2015-12-09,502.79998779296875
2015-12-10,512.4000244140625
2015-12-11,498.6000061035156
2015-12-14,492.6000061035156
2015-12-15,496.79998779296875
2015-12-16,492.6000061035156
2015-12-17,545.4000244140625
2015-12-18,599.4000244140625
2015-12-21,645.0
2015-12-22,586.7999877929688
2015-12-23,574.2000122070312
2015-12-24,565.7999877929688
2015-12-28,535.2000122070312
2015-12-29,504.6000061035156
2015-12-30,455.3999938964844
2015-12-31,475.79998779296875
2016-01-04,437.3999938964844
2016-01-05,459.6000061035156
2016-01-06,456.0
2016-01-07,435.0
2016-01-08,437.3999938964844
2016-01-11,415.79998779296875
2016-01-12,414.6000061035156
2016-01-13,390.6000061035156
2016-01-14,397.79998779296875
2016-01-15,330.6000061035156
2016-01-19,326.3999938964844
2016-01-20,365.3999938964844
2016-01-21,352.20001220703125
2016-01-22,348.6000061035156
2016-01-25,399.0
2016-01-26,379.79998779296875
2016-01-27,350.3999938964844
2016-01-28,354.6000061035156
2016-01-29,397.20001220703125
2016-02-01,378.0
2016-02-02,361.79998779296875
2016-02-03,363.6000061035156
2016-02-04,375.0
2016-02-05,345.0
2016-02-08,293.3999938964844
2016-02-09,288.6000061035156
2016-02-10,273.0
2016-02-11,274.20001220703125
2016-02-12,267.6000061035156
2016-02-16,268.20001220703125
2016-02-17,267.6000061035156
2016-02-18,266.3999938964844
2016-02-19,283.20001220703125
2016-02-22,283.20001220703125
2016-02-23,276.6000061035156
2016-02-24,267.0
2016-02-25,258.0
2016-02-26,265.79998779296875
2016-02-29,252.0
2016-03-01,252.0
2016-03-02,264.0
2016-03-03,269.3999938964844
2016-03-04,387.6000061035156
2016-03-07,488.3999938964844
2016-03-08,435.6000061035156
2016-03-09,418.20001220703125
2016-03-10,390.6000061035156
2016-03-11,385.20001220703125
2016-03-14,388.79998779296875
2016-03-15,387.0
2016-03-16,385.20001220703125
2016-03-17,348.0
2016-03-18,359.3999938964844
2016-03-21,350.3999938964844
2016-03-22,352.79998779296875
2016-03-23,327.6000061035156
2016-03-24,312.0
2016-03-28,309.6000061035156
2016-03-29,282.6000061035156
2016-03-30,273.0
2016-03-31,302.3999938964844
2016-04-01,309.6000061035156
2016-04-04,311.3999938964844
2016-04-05,288.0
2016-04-06,291.6000061035156
2016-04-07,289.20001220703125
2016-04-08,297.0
2016-04-11,309.0
2016-04-12,303.0
2016-04-13,307.79998779296875
2016-04-14,310.79998779296875
2016-04-15,315.0
2016-04-18,340.20001220703125
2016-04-19,319.79998779296875
2016-04-20,307.79998779296875
2016-04-21,303.0
2016-04-22,300.0
2016-04-25,297.6000061035156
2016-04-26,300.0
2016-04-27,271.20001220703125
2016-04-28,276.6000061035156
2016-04-29,264.6000061035156
2016-05-02,294.0
2016-05-03,268.79998779296875
2016-05-04,255.60000610351562
2016-05-05,245.39999389648438
2016-05-06,259.79998779296875
2016-05-09,278.3999938964844
2016-05-10,284.3999938964844
2016-05-11,277.79998779296875
2016-05-12,267.0
2016-05-13,294.6000061035156
2016-05-16,300.0
2016-05-17,303.6000061035156
2016-05-18,297.6000061035156
2016-05-19,308.3999938964844
2016-05-20,333.6000061035156
2016-05-23,387.0
2016-05-24,373.79998779296875
2016-05-25,414.6000061035156
2016-05-26,416.3999938964844
2016-05-27,388.20001220703125
2016-05-31,405.0
2016-06-01,411.6000061035156
2016-06-02,411.0
2016-06-03,409.20001220703125
2016-06-06,427.20001220703125
2016-06-07,411.0
2016-06-08,303.0
2016-06-09,293.3999938964844
2016-06-10,271.20001220703125
2016-06-13,252.0
2016-06-14,250.1999969482422
2016-06-15,243.0
2016-06-16,246.0
2016-06-17,244.1999969482422
2016-06-20,247.1999969482422
2016-06-21,243.60000610351562
2016-06-22,232.8000030517578
2016-06-23,240.0
2016-06-24,244.8000030517578
2016-06-27,233.39999389648438
2016-06-28,244.8000030517578
2016-06-29,240.60000610351562
2016-06-30,222.0
2016-07-01,227.39999389648438
2016-07-05,212.39999389648438
2016-07-06,208.8000030517578
2016-07-07,211.8000030517578
2016-07-08,221.39999389648438
2016-07-11,225.60000610351562
2016-07-12,222.0
2016-07-13,208.1999969482422
2016-07-14,231.60000610351562
2016-07-15,222.60000610351562
2016-07-18,219.60000610351562
2016-07-19,213.0
2016-07-20,207.60000610351562
2016-07-21,210.0
2016-07-22,213.0
2016-07-25,218.6999969482422
2016-07-26,208.8000030517578
2016-07-27,217.1999969482422
2016-07-28,225.0
2016-07-29,232.1999969482422
2016-08-01,244.8000030517578
2016-08-02,243.60000610351562
2016-08-03,273.0
2016-08-04,327.0
2016-08-05,304.20001220703125
2016-08-08,284.3999938964844
2016-08-09,289.79998779296875
2016-08-10,311.3999938964844
2016-08-11,320.3999938964844
2016-08-12,303.0
2016-08-15,303.6000061035156
2016-08-16,296.3999938964844
2016-08-17,300.0
2016-08-18,305.3999938964844
2016-08-19,297.6000061035156
2016-08-22,300.0
2016-08-23,298.79998779296875
2016-08-24,294.6000061035156
2016-08-25,298.20001220703125
2016-08-26,297.0
2016-08-29,297.0
2016-08-30,300.0
2016-08-31,299.3999938964844
2016-09-01,285.0
2016-09-02,289.20001220703125
2016-09-06,292.20001220703125
2016-09-07,258.0
2016-09-08,258.4200134277344
2016-09-09,254.39999389648438
2016-09-12,232.8000030517578
2016-09-13,236.39999389648438
2016-09-14,246.0
2016-09-15,247.8000030517578
2016-09-16,239.39999389648438
2016-09-19,237.60000610351562
2016-09-20,248.39999389648438
2016-09-21,268.79998779296875
2016-09-22,300.0
2016-09-23,261.6000061035156
2016-09-26,278.3999938964844
2016-09-27,268.79998779296875
2016-09-28,268.79998779296875
2016-09-29,375.0
2016-09-30,369.6000061035156
2016-10-03,347.3999938964844
2016-10-04,324.0
2016-10-05,325.79998779296875
2016-10-06,326.3999938964844
2016-10-07,305.3999938964844
2016-10-10,313.79998779296875
2016-10-11,299.3999938964844
2016-10-12,282.6000061035156
2016-10-13,291.6000061035156
2016-10-14,292.20001220703125
2016-10-17,285.6000061035156
2016-10-18,286.79998779296875
2016-10-19,285.0
2016-10-20,290.3999938964844
2016-10-21,292.79998779296875
2016-10-24,282.0
2016-10-25,261.0
2016-10-26,247.8000030517578
2016-10-27,214.8000030517578
2016-10-28,214.1999969482422
2016-10-31,207.0
2016-11-01,211.1999969482422
2016-11-02,205.1999969482422
2016-11-03,195.0
2016-11-04,199.8000030517578
2016-11-07,210.60000610351562
2016-11-08,210.0
2016-11-09,233.4600067138672
2016-11-10,253.1999969482422
2016-11-11,267.0
2016-11-14,267.6000061035156
2016-11-15,271.20001220703125
2016-11-16,262.79998779296875
2016-11-17,258.6000061035156
2016-11-18,268.79998779296875
2016-11-21,252.0
2016-11-22,240.0
2016-11-23,228.0
2016-11-25,231.0
2016-11-28,231.0
2016-11-29,227.39999389648438
2016-11-30,214.1999969482422
2016-12-01,207.0
2016-12-02,207.60000610351562
2016-12-05,204.60000610351562
2016-12-06,222.60000610351562
2016-12-07,213.60000610351562
2016-12-08,211.1999969482422
2016-12-09,216.60000610351562
2016-12-12,210.0
2016-12-13,208.1999969482422
2016-12-14,202.8000030517578
2016-12-15,201.0
2016-12-16,217.1999969482422
2016-12-19,223.1999969482422
2016-12-20,223.25999450683594
2016-12-21,215.39999389648438
2016-12-22,231.0
2016-12-23,225.0
2016-12-27,228.0
2016-12-28,219.0
2016-12-29,198.60000610351562
2016-12-30,216.60000610351562
2017-01-03,222.0
2017-01-04,244.8000030517578
2017-01-05,267.0
2017-01-06,254.39999389648438
2017-01-09,247.8000030517578
2017-01-10,264.6000061035156
2017-01-11,261.6000061035156
2017-01-12,254.39999389648438
2017-01-13,257.3999938964844
2017-01-17,257.3999938964844
2017-01-18,249.0
2017-01-19,298.20001220703125
2017-01-20,270.0
2017-01-23,249.60000610351562
2017-01-24,273.6000061035156
2017-01-25,270.0
2017-01-26,256.20001220703125
2017-01-27,242.39999389648438
2017-01-30,235.8000030517578
2017-01-31,242.39999389648438
2017-02-01,70.80000305175781
2017-02-02,72.0
2017-02-03,74.4000015258789
2017-02-06,73.80000305175781
2017-02-07,73.19999694824219
2017-02-08,74.4000015258789
2017-02-09,73.80000305175781
2017-02-10,73.19999694824219
2017-02-13,75.0
2017-02-14,74.4000015258789
2017-02-15,73.80000305175781
2017-02-16,75.0
2017-02-17,75.0
2017-02-21,73.80000305175781
2017-02-22,72.5999984741211
2017-02-23,71.4000015258789
2017-02-24,73.19999694824219
2017-02-27,74.4000015258789
2017-02-28,72.0
2017-03-01,71.4000015258789
2017-03-02,70.19999694824219
2017-03-03,67.80000305175781
2017-03-06,70.80000305175781
2017-03-07,69.0
2017-03-08,69.5999984741211
2017-03-09,79.80000305175781
2017-03-10,122.4000015258789
2017-03-13,100.19999694824219
2017-03-14,96.5999984741211
2017-03-15,105.0
2017-03-16,102.0
2017-03-17,93.0
2017-03-20,87.0
2017-03-21,90.5999984741211
2017-03-22,84.30000305175781
2017-03-23,79.19999694824219
2017-03-24,88.19999694824219
2017-03-27,93.5999984741211
2017-03-28,93.0
2017-03-29,97.19999694824219
2017-03-30,95.4000015258789
2017-03-31,96.0
2017-04-03,91.80000305175781
2017-04-04,84.5999984741211
2017-04-05,83.4000015258789
2017-04-06,81.0
2017-04-07,85.80000305175781
2017-04-10,85.80000305175781
2017-04-11,85.80000305175781
2017-04-12,88.19999694824219
2017-04-13,87.0
2017-04-17,88.19999694824219
2017-04-18,97.19999694824219
2017-04-19,94.19999694824219
2017-04-20,91.19999694824219
2017-04-21,87.0
2017-04-24,90.0
2017-04-25,88.80000305175781
2017-04-26,87.0
2017-04-27,85.80000305175781
2017-04-28,85.80000305175781
2017-05-01,85.80000305175781
2017-05-02,80.4000015258789
2017-05-03,82.19999694824219
2017-05-04,79.19999694824219
2017-05-05,82.80000305175781
2017-05-08,79.80000305175781
2017-05-09,81.5999984741211
2017-05-10,82.19999694824219
2017-05-11,84.0
2017-05-12,81.0
2017-05-15,82.19999694824219
2017-05-16,79.19999694824219
2017-05-17,80.4000015258789
2017-05-18,80.4000015258789
2017-05-19,81.0
2017-05-22,81.5999984741211
2017-05-23,81.0
2017-05-24,81.0
2017-05-25,81.5999984741211
2017-05-26,79.80000305175781
2017-05-30,80.4000015258789
2017-05-31,80.4000015258789
2017-06-01,79.80000305175781
2017-06-02,81.5999984741211
2017-06-05,81.5999984741211
2017-06-06,82.19999694824219
2017-06-07,81.0
2017-06-08,81.30000305175781
2017-06-09,81.0
2017-06-12,80.4000015258789
2017-06-13,81.0
2017-06-14,79.80000305175781
2017-06-15,78.9000015258789
2017-06-16,78.0
2017-06-19,79.19999694824219
2017-06-20,79.80000305175781
2017-06-21,78.5999984741211
2017-06-22,78.0
2017-06-23,81.0
2017-06-26,82.19999694824219
2017-06-27,82.80000305175781
2017-06-28,87.0
2017-06-29,87.5999984741211
2017-06-30,84.5999984741211
2017-07-03,83.4000015258789
2017-07-05,82.80000305175781
2017-07-06,82.80000305175781
2017-07-07,79.80000305175781
2017-07-10,76.19999694824219
2017-07-11,73.80000305175781
2017-07-12,73.80000305175781
2017-07-13,75.0
2017-07-14,77.4000015258789
2017-07-17,76.19999694824219
2017-07-18,74.4000015258789
2017-07-19,74.4000015258789
2017-07-20,75.0
2017-07-21,68.4000015258789
2017-07-24,73.19999694824219
2017-07-25,73.80000305175781
2017-07-26,73.80000305175781
2017-07-27,76.19999694824219
2017-07-28,76.80000305175781
2017-07-31,72.5999984741211
2017-08-01,75.5999984741211
2017-08-02,73.80000305175781
2017-08-03,73.80000305175781
2017-08-04,75.95999908447266
2017-08-07,78.0
2017-08-08,76.19999694824219
2017-08-09,73.80000305175781
2017-08-10,72.0
2017-08-11,72.9000015258789
2017-08-14,71.4000015258789
2017-08-15,71.4000015258789
2017-08-16,71.4000015258789
2017-08-17,72.5999984741211
2017-08-18,74.4000015258789
2017-08-21,73.80000305175781
2017-08-22,72.5999984741211
2017-08-23,73.19999694824219
2017-08-24,73.80000305175781
2017-08-25,82.19999694824219
2017-08-28,78.5999984741211
2017-08-29,82.80000305175781
2017-08-30,81.5999984741211
2017-08-31,82.19999694824219
2017-09-01,84.0
2017-09-05,81.54000091552734
2017-09-06,90.0
2017-09-07,87.0
2017-09-08,85.73999786376953
2017-09-11,87.0
2017-09-12,87.0
2017-09-13,87.0
2017-09-14,100.80000305175781
2017-09-15,101.4000015258789
2017-09-18,96.0
2017-09-19,99.5999984741211
2017-09-20,109.80000305175781
2017-09-21,107.4000015258789
2017-09-22,109.19999694824219
2017-09-25,109.80000305175781
2017-09-26,105.5999984741211
2017-09-27,109.80000305175781
2017-09-28,133.8000030517578
2017-09-29,127.19999694824219
2017-10-02,158.39999389648438
2017-10-03,169.8000030517578
2017-10-04,181.8000030517578
2017-10-05,170.39999389648438
2017-10-06,149.39999389648438
2017-10-09,153.0
2017-10-10,135.0
2017-10-11,153.60000610351562
2017-10-12,148.1999969482422
2017-10-13,144.60000610351562
2017-10-16,141.60000610351562
2017-10-17,137.39999389648438
2017-10-18,142.1999969482422
2017-10-19,142.1999969482422
2017-10-20,138.60000610351562
2017-10-23,135.0
2017-10-24,130.1999969482422
2017-10-25,127.80000305175781
2017-10-26,124.80000305175781
2017-10-27,127.19999694824219
2017-10-30,124.80000305175781
2017-10-31,122.4000015258789
2017-11-01,117.5999984741211
2017-11-02,110.4000015258789
2017-11-03,119.4000015258789
2017-11-06,118.80000305175781
2017-11-07,109.19999694824219
2017-11-08,109.19999694824219
2017-11-09,112.80000305175781
2017-11-10,109.19999694824219
2017-11-13,102.0
2017-11-14,96.0
2017-11-15,97.80000305175781
2017-11-16,99.0
2017-11-17,97.19999694824219
2017-11-20,102.5999984741211
2017-11-21,104.4000015258789
2017-11-22,107.4000015258789
2017-11-24,111.0
2017-11-27,111.0
2017-11-28,106.80000305175781
2017-11-29,106.80000305175781
2017-11-30,106.19999694824219
2017-12-01,105.0
2017-12-04,100.80000305175781
2017-12-05,103.19999694824219
2017-12-06,102.5999984741211
2017-12-07,105.5999984741211
2017-12-08,107.4000015258789
2017-12-11,104.4000015258789
2017-12-12,102.0
2017-12-13,104.4000015258789
2017-12-14,103.19999694824219
2017-12-15,99.0
2017-12-18,97.19999694824219
2017-12-19,100.19999694824219
2017-12-20,99.0
2017-12-21,99.5999984741211
2017-12-22,99.5999984741211
2017-12-26,94.19999694824219
2017-12-27,92.4000015258789
2017-12-28,89.4000015258789
2017-12-29,89.4000015258789
2018-01-02,91.19999694824219
2018-01-03,94.19999694824219
2018-01-04,96.5999984741211
2018-01-05,94.19999694824219
2018-01-08,93.0
2018-01-09,93.0
2018-01-10,93.0
2018-01-11,93.5999984741211
2018-01-12,92.4000015258789
2018-01-16,89.4000015258789
2018-01-17,90.0
2018-01-18,91.80000305175781
2018-01-19,91.80000305175781
2018-01-22,93.0
2018-01-23,93.0
2018-01-24,90.0
2018-01-25,90.0
2018-01-26,90.0
2018-01-29,90.5999984741211
2018-01-30,88.80000305175781
2018-01-31,89.4000015258789
2018-02-01,88.19999694824219
2018-02-02,85.19999694824219
2018-02-05,80.4000015258789
2018-02-06,78.5999984741211
2018-02-07,78.5999984741211
2018-02-08,76.80000305175781
2018-02-09,73.80000305175781
2018-02-12,75.0
2018-02-13,93.5999984741211
2018-02-14,83.4000015258789
2018-02-15,83.4000015258789
2018-02-16,96.0
2018-02-20,93.5999984741211
2018-02-21,92.4000015258789
2018-02-22,100.5
2018-02-23,104.4000015258789
2018-02-26,105.0
2018-02-27,102.0
2018-02-28,103.19999694824219
2018-03-01,119.4000015258789
2018-03-02,117.0
2018-03-05,117.5999984741211
2018-03-06,121.80000305175781
2018-03-07,122.4000015258789
2018-03-08,121.80000305175781
2018-03-09,123.0
2018-03-12,123.0
2018-03-13,118.80000305175781
2018-03-14,115.19999694824219
2018-03-15,116.4000015258789
2018-03-16,117.5999984741211
2018-03-19,116.4000015258789
2018-03-20,120.0
2018-03-21,123.0
2018-03-22,121.80000305175781
2018-03-23,115.19999694824219
2018-03-26,117.0
2018-03-27,111.5999984741211
2018-03-28,108.0
2018-03-29,108.5999984741211
2018-04-02,105.5999984741211
2018-04-03,105.5999984741211
2018-04-04,108.0
2018-04-05,105.5999984741211
2018-04-06,106.19999694824219
2018-04-09,105.5999984741211
2018-04-10,109.19999694824219
2018-04-11,107.4000015258789
2018-04-12,111.0
2018-04-13,109.19999694824219
2018-04-16,107.4000015258789
2018-04-17,106.80000305175781
2018-04-18,108.5999984741211
2018-04-19,103.19999694824219
2018-04-20,99.5999984741211
2018-04-23,99.0
2018-04-24,98.4000015258789
2018-04-25,96.5999984741211
2018-04-26,96.5999984741211
2018-04-27,99.0
2018-04-30,97.19999694824219
2018-05-01,96.0
2018-05-02,96.0
2018-05-03,96.0
2018-05-04,97.80000305175781
2018-05-07,102.0
2018-05-08,100.19999694824219
2018-05-09,107.4000015258789
2018-05-10,97.80000305175781
2018-05-11,97.80000305175781
2018-05-14,98.4000015258789
2018-05-15,96.0
2018-05-16,96.0
2018-05-17,95.4000015258789
2018-05-18,97.19999694824219
2018-05-21,97.80000305175781
2018-05-22,95.4000015258789
2018-05-23,94.80000305175781
2018-05-24,96.36000061035156
2018-05-25,95.4000015258789
2018-05-29,98.4000015258789
2018-05-30,100.80000305175781
2018-05-31,104.4000015258789
2018-06-01,103.80000305175781
2018-06-04,103.19999694824219
2018-06-05,94.80000305175781
2018-06-06,93.5999984741211
2018-06-07,88.80000305175781
2018-06-08,88.80000305175781
2018-06-11,88.80000305175781
2018-06-12,86.4000015258789
2018-06-13,81.0
2018-06-14,82.80000305175781
2018-06-15,80.4000015258789
2018-06-18,63.599998474121094
2018-06-19,61.20000076293945
2018-06-20,52.20000076293945
2018-06-21,52.20000076293945
2018-06-22,54.599998474121094
2018-06-25,57.0
2018-06-26,56.400001525878906
2018-06-27,55.7400016784668
2018-06-28,55.20000076293945
2018-06-29,57.540000915527344
2018-07-02,53.400001525878906
2018-07-03,54.599998474121094
2018-07-05,52.439998626708984
2018-07-06,51.0
2018-07-09,52.7400016784668
2018-07-10,51.29999923706055
2018-07-11,49.20000076293945
2018-07-12,52.7400016784668
2018-07-13,51.0
2018-07-16,49.20000076293945
2018-07-17,47.279998779296875
2018-07-18,46.439998626708984
2018-07-19,45.119998931884766
2018-07-20,44.7599983215332
2018-07-23,43.619998931884766
2018-07-24,40.08000183105469
2018-07-25,42.0
2018-07-26,44.52000045776367
2018-07-27,41.70000076293945
2018-07-30,40.20000076293945
2018-07-31,41.400001525878906
2018-08-01,38.70000076293945
2018-08-02,37.20000076293945
2018-08-03,37.79999923706055
2018-08-06,37.79999923706055
2018-08-07,38.70000076293945
2018-08-08,42.2400016784668
2018-08-09,41.63999938964844
2018-08-10,40.31999969482422
2018-08-13,39.18000030517578
2018-08-14,39.119998931884766
2018-08-15,39.119998931884766
2018-08-16,39.119998931884766
2018-08-17,39.0
2018-08-20,38.400001525878906
2018-08-21,38.70000076293945
2018-08-22,39.36000061035156
2018-08-23,42.18000030517578
2018-08-24,42.720001220703125
2018-08-27,43.380001068115234
2018-08-28,43.20000076293945
