Date,VRE
2010-01-04,20.48003578186035
2010-01-05,21.045551300048828
2010-01-06,21.282697677612305
2010-01-07,21.635379791259766
2010-01-08,21.562416076660156
2010-01-11,21.848207473754883
2010-01-12,21.1793212890625
2010-01-13,21.635379791259766
2010-01-14,21.513765335083008
2010-01-15,21.52593231201172
2010-01-19,22.036714553833008
2010-01-20,21.8664493560791
2010-01-21,21.379985809326172
2010-01-22,20.923927307128906
2010-01-25,21.06378746032715
2010-01-26,20.571245193481445
2010-01-27,20.364500045776367
2010-01-28,20.072622299194336
2010-01-29,19.835466384887695
2010-02-01,19.957088470458984
2010-02-02,20.13950538635254
2010-02-03,19.926687240600586
2010-02-04,19.17267608642578
2010-02-05,19.367259979248047
2010-02-08,18.996326446533203
2010-02-09,18.80782699584961
2010-02-10,18.85038948059082
2010-02-11,18.947677612304688
2010-02-12,19.03281021118164
2010-02-16,19.330772399902344
2010-02-17,19.476707458496094
2010-02-18,19.671293258666992
2010-02-19,19.72602081298828
2010-02-22,19.70169448852539
2010-02-23,19.768585205078125
2010-02-24,20.151670455932617
2010-02-25,20.364500045776367
2010-02-26,20.3949031829834
2010-03-01,20.674623489379883
2010-03-02,20.45571517944336
2010-03-03,20.28544807434082
2010-03-04,20.2976131439209
2010-03-05,20.741506576538086
2010-03-08,21.057710647583008
2010-03-09,21.057710647583008
2010-03-10,20.826635360717773
2010-03-11,20.95433235168457
2010-03-12,20.978660583496094
2010-03-15,20.9178524017334
2010-03-16,21.379985809326172
2010-03-17,21.690101623535156
2010-03-18,21.47120475769043
2010-03-19,21.075956344604492
2010-03-22,21.30702018737793
2010-03-23,21.410390853881836
2010-03-24,21.55632972717285
2010-03-25,21.738754272460938
2010-03-26,21.373910903930664
2010-03-29,21.361743927001953
2010-03-30,21.4407958984375
2010-03-31,21.434717178344727
2010-04-01,21.47783088684082
2010-04-05,22.463346481323242
2010-04-06,22.993043899536133
2010-04-07,22.635805130004883
2010-04-08,22.4818172454834
2010-04-09,23.19014549255371
2010-04-12,22.906810760498047
2010-04-13,23.522747039794922
2010-04-14,23.165510177612305
2010-04-15,22.40174102783203
2010-04-16,21.662616729736328
2010-04-19,21.662616729736328
2010-04-20,21.773481369018555
2010-04-21,22.1984806060791
2010-04-22,22.247766494750977
2010-04-23,22.444860458374023
2010-04-26,22.54957389831543
2010-04-27,21.865873336791992
2010-04-28,21.99521827697754
2010-04-29,22.420223236083984
2010-04-30,21.16370391845703
2010-05-03,21.508623123168945
2010-05-04,21.077472686767578
2010-05-05,20.880374908447266
2010-05-06,20.2213134765625
2010-05-07,20.17203712463379
2010-05-10,21.434711456298828
2010-05-11,21.594860076904297
2010-05-12,21.84739112854004
2010-05-13,21.539424896240234
2010-05-14,21.00971794128418
2010-05-17,21.065149307250977
2010-05-18,20.627832412719727
2010-05-19,20.147401809692383
2010-05-20,19.272764205932617
2010-05-21,19.50682258605957
2010-05-24,19.2789249420166
2010-05-25,19.7100830078125
2010-05-26,19.636165618896484
2010-05-27,20.590877532958984
2010-05-28,20.313709259033203
2010-06-01,19.728559494018555
2010-06-02,20.104280471801758
2010-06-03,19.95646095275879
2010-06-04,18.804655075073242
2010-06-07,18.472043991088867
2010-06-08,18.662982940673828
2010-06-09,18.69377899169922
2010-06-10,19.37747573852539
2010-06-11,19.512983322143555
2010-06-14,19.81479263305664
2010-06-15,20.319862365722656
2010-06-16,20.15971565246582
2010-06-17,20.313709259033203
2010-06-18,20.553918838500977
2010-06-21,20.32602882385254
2010-06-22,19.512983322143555
2010-06-23,19.580739974975586
2010-06-24,19.007915496826172
2010-06-25,19.22348976135254
2010-06-28,18.91551971435547
2010-06-29,18.441247940063477
2010-06-30,18.31190299987793
2010-07-01,18.174312591552734
2010-07-02,17.89287757873535
2010-07-06,17.49886703491211
2010-07-07,18.293134689331055
2010-07-08,18.29939079284668
2010-07-09,18.6058406829834
2010-07-12,18.637113571166992
2010-07-13,19.081148147583008
2010-07-14,19.074893951416016
2010-07-15,19.181209564208984
2010-07-16,18.674636840820312
2010-07-19,18.893531799316406
2010-07-20,19.28753089904785
2010-07-21,18.918540954589844
2010-07-22,19.550201416015625
2010-07-23,19.712810516357422
2010-07-26,20.26942253112793
2010-07-27,20.350727081298828
2010-07-28,20.281930923461914
2010-07-29,19.837890625
2010-07-30,20.150596618652344
2010-08-02,20.95111083984375
2010-08-03,20.994895935058594
2010-08-04,20.919841766357422
2010-08-05,20.826030731201172
2010-08-06,20.888578414916992
2010-08-09,21.088708877563477
2010-08-10,20.538349151611328
2010-08-11,19.775348663330078
2010-08-12,19.4626407623291
2010-08-13,19.281278610229492
2010-08-16,19.343820571899414
2010-08-17,19.831634521484375
2010-08-18,19.919198989868164
2010-08-19,19.237497329711914
2010-08-20,19.043621063232422
2010-08-23,19.00609588623047
2010-08-24,18.855998992919922
2010-08-25,19.312551498413086
2010-08-26,19.00609588623047
2010-08-27,19.3563289642334
2010-08-30,19.281278610229492
2010-08-31,19.293785095214844
2010-09-01,19.98798942565918
2010-09-02,20.263166427612305
2010-09-03,20.538349151611328
2010-09-07,20.006752014160156
2010-09-08,20.094308853149414
2010-09-09,20.019256591796875
2010-09-10,20.363231658935547
2010-09-13,20.64466667175293
2010-09-14,20.46330451965332
2010-09-15,20.469552993774414
2010-09-16,20.33195686340332
2010-09-17,20.413265228271484
2010-09-20,20.994895935058594
2010-09-21,20.776002883911133
2010-09-22,20.544597625732422
2010-09-23,19.95672035217285
2010-09-24,20.713457107543945
2010-09-27,20.338214874267578
2010-09-28,20.432029724121094
2010-09-29,20.338214874267578
2010-09-30,20.457040786743164
2010-10-01,20.476070404052734
2010-10-04,20.60289764404297
2010-10-05,21.072153091430664
2010-10-06,20.84386444091797
2010-10-07,20.81215476989746
2010-10-08,20.704355239868164
2010-10-11,20.634599685668945
2010-10-12,20.647287368774414
2010-10-13,20.78045082092285
2010-10-14,20.755088806152344
2010-10-15,20.704355239868164
2010-10-18,20.78679084777832
2010-10-19,20.62825584411621
2010-10-20,21.249698638916016
2010-10-21,21.351163864135742
2010-10-22,21.67457389831543
2010-10-25,21.73164939880371
2010-10-26,21.268728256225586
2010-10-27,21.129220962524414
2010-10-28,21.167268753051758
2010-10-29,21.29409408569336
2010-11-01,21.059465408325195
2010-11-02,20.92629623413086
2010-11-03,21.034103393554688
2010-11-04,21.40824317932129
2010-11-05,21.8077392578125
2010-11-08,21.776033401489258
2010-11-09,20.881912231445312
2010-11-10,21.167268753051758
2010-11-11,21.154582977294922
2010-11-12,20.818500518798828
2010-11-15,20.621917724609375
2010-11-16,19.759502410888672
2010-11-17,19.658039093017578
2010-11-18,19.67707061767578
2010-11-19,19.740476608276367
