Date,AIN
2010-01-04,18.11830711364746
2010-01-05,17.87579917907715
2010-01-06,17.49247169494629
2010-01-07,17.562862396240234
2010-01-08,17.813201904296875
2010-01-11,17.359464645385742
2010-01-12,16.757091522216797
2010-01-13,16.757091522216797
2010-01-14,16.804019927978516
2010-01-15,16.44416618347168
2010-01-19,16.710153579711914
2010-01-20,15.880898475646973
2010-01-21,15.294175148010254
2010-01-22,15.536676406860352
2010-01-25,16.021717071533203
2010-01-26,15.66967487335205
2010-01-27,15.833958625793457
2010-01-28,15.661849975585938
2010-01-29,15.560153007507324
2010-02-01,15.434985160827637
2010-02-02,15.583626747131348
2010-02-03,15.607090950012207
2010-02-04,14.331930160522461
2010-02-05,14.464920043945312
2010-02-08,14.488387107849121
2010-02-09,16.561511993408203
2010-02-10,15.880898475646973
2010-02-11,15.685320854187012
2010-02-12,15.857439994812012
2010-02-16,15.849601745605469
2010-02-17,15.888720512390137
2010-02-18,16.14687728881836
2010-02-19,15.849601745605469
2010-02-22,16.03736114501953
2010-02-23,15.403692245483398
2010-02-24,15.325456619262695
2010-02-25,15.27852725982666
2010-02-26,15.11424446105957
2010-03-01,15.724432945251465
2010-03-02,16.07648277282715
2010-03-03,16.045000076293945
2010-03-04,16.107954025268555
2010-03-05,16.76895523071289
2010-03-08,17.256839752197266
2010-03-09,18.311288833618164
2010-03-10,18.193254470825195
2010-03-11,17.807674407958984
2010-03-12,17.319793701171875
2010-03-15,17.445693969726562
2010-03-16,17.296178817749023
2010-03-17,17.50077247619629
2010-03-18,17.469303131103516
2010-03-19,17.39847755432129
2010-03-22,17.343400955200195
2010-03-23,17.752588272094727
2010-03-24,17.508644104003906
2010-03-25,17.626684188842773
2010-03-26,17.587331771850586
2010-03-29,17.35126304626465
2010-03-30,17.367002487182617
2010-03-31,16.94207000732422
2010-04-01,17.06797981262207
2010-04-05,17.626684188842773
2010-04-06,17.54799461364746
2010-04-07,17.508644104003906
2010-04-08,17.16240692138672
2010-04-09,17.39847755432129
2010-04-12,17.469303131103516
2010-04-13,17.492910385131836
2010-04-14,18.177515029907227
2010-04-15,18.146034240722656
2010-04-16,18.240468978881836
2010-04-19,18.138160705566406
2010-04-20,18.618179321289062
2010-04-21,19.12967300415039
2010-04-22,19.121801376342773
2010-04-23,19.279186248779297
2010-04-26,19.011627197265625
2010-04-27,18.47654151916504
2010-04-28,18.484403610229492
2010-04-29,19.373611450195312
2010-04-30,20.04248046875
2010-05-03,20.2470760345459
2010-05-04,18.956552505493164
2010-05-05,18.358505249023438
2010-05-06,18.138160705566406
2010-05-07,17.186019897460938
2010-05-10,18.594579696655273
2010-05-11,18.563100814819336
2010-05-12,19.578201293945312
2010-05-13,19.318527221679688
2010-05-14,19.121801376342773
2010-05-17,19.200490951538086
2010-05-18,18.43720054626465
2010-05-19,17.327655792236328
2010-05-20,15.52564811706543
2010-05-21,15.446954727172852
2010-05-24,15.147926330566406
2010-05-25,14.612834930419922
2010-05-26,14.565622329711914
2010-05-27,15.140060424804688
2010-05-28,14.80955696105957
2010-06-01,14.636439323425293
2010-06-02,15.226616859436035
2010-06-03,15.511674880981445
2010-06-04,14.490225791931152
2010-06-07,13.872613906860352
2010-06-08,13.326260566711426
2010-06-09,13.350021362304688
2010-06-10,14.339790344238281
2010-06-11,14.490225791931152
2010-06-14,14.50606918334961
2010-06-15,15.092008590698242
2010-06-16,15.076178550720215
2010-06-17,14.719857215881348
2010-06-18,14.50606918334961
2010-06-21,14.21309757232666
2010-06-22,13.904288291931152
2010-06-23,13.587563514709473
2010-06-24,12.669060707092285
2010-06-25,12.669060707092285
2010-06-28,12.835335731506348
2010-06-29,12.819499015808105
2010-06-30,12.819499015808105
2010-07-01,12.376081466674805
2010-07-02,12.201883316040039
2010-07-06,11.924745559692383
2010-07-07,12.5740385055542
2010-07-08,12.835335731506348
2010-07-09,13.112473487854004
2010-07-12,12.684890747070312
2010-07-13,13.365856170654297
2010-07-14,13.476702690124512
2010-07-15,13.302512168884277
2010-07-16,12.376081466674805
2010-07-19,12.41567611694336
2010-07-20,12.867008209228516
2010-07-21,13.001612663269043
2010-07-22,13.9280424118042
2010-07-23,14.513980865478516
2010-07-26,14.933645248413086
2010-07-27,14.79112434387207
2010-07-28,14.347707748413086
2010-07-29,14.474392890930176
2010-07-30,14.529813766479492
2010-08-02,14.973240852355957
2010-08-03,14.743612289428711
2010-08-04,15.068259239196777
2010-08-05,15.416656494140625
2010-08-06,16.541030883789062
2010-08-09,16.05010986328125
2010-08-10,15.662121772766113
2010-08-11,14.719857215881348
2010-08-12,14.53773307800293
2010-08-13,14.411050796508789
2010-08-16,14.593169212341309
2010-08-17,14.965317726135254
2010-08-18,15.495841979980469
2010-08-19,14.901971817016602
2010-08-20,14.4585599899292
2010-08-23,14.53773307800293
2010-08-24,14.236855506896973
2010-08-25,14.28436279296875
2010-08-26,14.157665252685547
2010-08-27,14.632762908935547
2010-08-30,14.11015796661377
2010-08-31,14.054731369018555
2010-09-01,14.72778034210205
2010-09-02,15.171192169189453
2010-09-03,15.58293628692627
2010-09-07,15.187033653259277
2010-09-08,15.171192169189453
2010-09-09,15.019798278808594
2010-09-10,15.04370403289795
2010-09-13,15.529751777648926
2010-09-14,15.44211196899414
2010-09-15,15.585530281066895
2010-09-16,15.473976135253906
2010-09-17,15.561625480651855
2010-09-20,16.207042694091797
2010-09-21,15.880351066589355
2010-09-22,15.466012954711914
2010-09-23,14.796698570251465
2010-09-24,15.067609786987305
2010-09-27,14.98792839050293
2010-09-28,15.011828422546387
2010-09-29,15.354461669921875
2010-09-30,15.075576782226562
2010-10-01,15.458045959472656
2010-10-04,14.884343147277832
2010-10-05,15.4341402053833
2010-10-06,15.577566146850586
2010-10-07,15.37039566040039
2010-10-08,15.864416122436523
2010-10-11,15.784733772277832
2010-10-12,15.553657531738281
2010-10-13,15.832548141479492
2010-10-14,16.04767608642578
2010-10-15,15.936128616333008
2010-10-18,15.944093704223633
2010-10-19,15.673182487487793
2010-10-20,15.952067375183105
2010-10-21,16.04767608642578
2010-10-22,16.14329719543457
2010-10-25,16.14329719543457
2010-10-26,16.14329719543457
2010-10-27,16.111421585083008
2010-10-28,16.151262283325195
2010-10-29,16.25484848022461
2010-11-01,16.310626983642578
2010-11-02,16.693090438842773
2010-11-03,16.70105743408203
2010-11-04,17.019777297973633
2010-11-05,17.18711280822754
2010-11-08,17.179140090942383
2010-11-09,16.9321346282959
2010-11-10,17.09946632385254
2010-11-11,16.9321346282959
2010-11-12,16.772775650024414
2010-11-15,16.637313842773438
2010-11-16,16.62935447692871
2010-11-17,16.350461959838867
2010-11-18,16.892288208007812
2010-11-19,16.852460861206055
