Date,NWSA
2013-06-19,13.875349998474121
2013-06-20,13.43625545501709
2013-06-21,13.717276573181152
2013-06-24,13.638236999511719
2013-06-25,13.805093765258789
2013-06-26,13.524073600769043
2013-06-27,13.611892700195312
2013-06-28,13.392343521118164
2013-07-01,12.988382339477539
2013-07-02,13.172800064086914
2013-07-03,13.058633804321289
2013-07-05,13.752402305603027
2013-07-08,14.01585865020752
2013-07-09,13.796314239501953
2013-07-10,13.515294075012207
2013-07-11,13.286964416503906
2013-07-12,13.111326217651367
2013-07-15,12.8829984664917
2013-07-16,13.418691635131836
2013-07-17,13.954386711120605
2013-07-18,13.58554744720459
2013-07-19,14.024642944335938
2013-07-22,13.813875198364258
2013-07-23,13.743621826171875
2013-07-24,13.796314239501953
2013-07-25,13.673365592956543
2013-07-26,13.954386711120605
2013-07-29,13.620676040649414
2013-07-30,14.007075309753418
2013-07-31,13.98951244354248
2013-08-01,14.235405921936035
2013-08-02,14.349570274353027
2013-08-05,14.050986289978027
2013-08-06,14.209061622619629
2013-08-07,14.007075309753418
2013-08-08,14.165151596069336
2013-08-09,14.033422470092773
2013-08-12,13.980731010437012
2013-08-13,13.901693344116211
2013-08-14,13.963167190551758
2013-08-15,14.13880729675293
2013-08-16,14.033422470092773
2013-08-19,13.787530899047852
2013-08-20,13.787530899047852
2013-08-21,13.84022331237793
2013-08-22,13.796314239501953
2013-08-23,13.831439971923828
2013-08-26,13.9280424118042
2013-08-27,13.813875198364258
2013-08-28,13.84022331237793
2013-08-29,13.849003791809082
2013-08-30,13.787530899047852
2013-09-03,13.85778522491455
2013-09-04,14.077332496643066
2013-09-05,14.261751174926758
2013-09-06,14.217841148376465
2013-09-09,14.349570274353027
2013-09-10,14.533988952636719
2013-09-11,14.973084449768066
2013-09-12,15.025777816772461
2013-09-13,14.832572937011719
2013-09-16,14.894047737121582
2013-09-17,14.92917251586914
2013-09-18,14.973084449768066
2013-09-19,14.81501293182373
2013-09-20,14.613024711608887
2013-09-23,14.516426086425781
2013-09-24,14.964303016662598
2013-09-25,14.75353717803955
2013-09-26,14.30566120147705
2013-09-27,14.200277328491211
2013-09-30,14.103677749633789
2013-10-01,13.971948623657227
2013-10-02,14.173934936523438
2013-10-03,13.936820983886719
2013-10-04,13.910476684570312
2013-10-07,13.971948623657227
2013-10-08,13.875349998474121
2013-10-09,13.945603370666504
2013-10-10,14.244187355041504
2013-10-11,14.411044120788574
2013-10-14,14.542771339416504
2013-10-15,14.560336112976074
2013-10-16,14.735974311828613
2013-10-17,14.75353717803955
2013-10-18,14.797445297241211
2013-10-21,14.797445297241211
2013-10-22,14.92917251586914
2013-10-23,15.025777816772461
2013-10-24,15.183850288391113
2013-10-25,15.060897827148438
2013-10-28,15.183850288391113
2013-10-29,15.333138465881348
2013-10-30,15.236538887023926
2013-10-31,15.456085205078125
2013-11-01,15.605376243591309
2013-11-04,15.596596717834473
2013-11-05,15.526339530944824
2013-11-06,15.289228439331055
2013-11-07,15.157502174377441
2013-11-08,15.456085205078125
2013-11-11,15.298009872436523
2013-11-12,15.060897827148438
2013-11-13,15.122371673583984
2013-11-14,15.148720741271973
2013-11-15,15.596596717834473
2013-11-18,15.298009872436523
2013-11-19,15.350703239440918
2013-11-20,15.517559051513672
2013-11-21,15.420954704284668
2013-11-22,15.412175178527832
2013-11-25,15.350703239440918
2013-11-26,15.53512191772461
2013-11-27,15.684412002563477
2013-11-29,15.772232055664062
2013-12-02,15.499995231628418
2013-12-03,15.368265151977539
2013-12-04,15.438523292541504
2013-12-05,15.333138465881348
2013-12-06,15.614160537719727
2013-12-09,15.38582992553711
2013-12-10,15.491209983825684
2013-12-11,15.456085205078125
2013-12-12,15.35948371887207
2013-12-13,15.508774757385254
2013-12-16,15.605376243591309
2013-12-17,15.236538887023926
2013-12-18,15.368265151977539
2013-12-19,15.245323181152344
2013-12-20,15.587812423706055
2013-12-23,15.719539642333984
2013-12-24,15.719539642333984
2013-12-26,15.605376243591309
2013-12-27,15.570245742797852
2013-12-30,15.728324890136719
2013-12-31,15.824921607971191
2014-01-02,15.763450622558594
2014-01-03,15.649284362792969
2014-01-06,15.438523292541504
2014-01-07,15.280447959899902
2014-01-08,15.183850288391113
2014-01-09,15.227753639221191
2014-01-10,15.280447959899902
2014-01-13,15.060897827148438
2014-01-14,15.192628860473633
2014-01-15,15.113591194152832
2014-01-16,14.999425888061523
2014-01-17,14.999425888061523
2014-01-21,14.718408584594727
