Date,AME
2010-01-04,15.491835594177246
2010-01-05,15.423604011535645
2010-01-06,15.439648628234863
2010-01-07,15.479787826538086
2010-01-08,15.780797004699707
2010-01-11,15.873104095458984
2010-01-12,15.548027038574219
2010-01-13,15.592166900634766
2010-01-14,15.59617805480957
2010-01-15,15.427616119384766
2010-01-19,15.523938179016113
2010-01-20,15.379453659057617
2010-01-21,15.331293106079102
2010-01-22,14.998176574707031
2010-01-25,14.901856422424316
2010-01-26,14.713225364685059
2010-01-27,14.528606414794922
2010-01-28,14.63295841217041
2010-01-29,14.624935150146484
2010-02-01,14.75335693359375
2010-02-02,14.966076850891113
2010-02-03,14.929949760437012
2010-02-04,14.512555122375488
2010-02-05,14.564729690551758
2010-02-08,14.560712814331055
2010-02-09,14.757370948791504
2010-02-10,14.729279518127441
2010-02-11,14.950016021728516
2010-02-12,15.110554695129395
2010-02-16,15.263062477111816
2010-02-17,15.234967231750488
2010-02-18,15.39952278137207
2010-02-19,15.580126762390137
2010-02-22,15.600189208984375
2010-02-23,15.31122875213623
2010-02-24,15.331293106079102
2010-02-25,15.572096824645996
2010-02-26,15.668420791625977
2010-03-01,15.873104095458984
2010-03-02,15.965420722961426
2010-03-03,16.109905242919922
2010-03-04,16.005550384521484
2010-03-05,16.033641815185547
2010-03-08,15.945351600646973
2010-03-09,15.965420722961426
2010-03-10,16.033641815185547
2010-03-11,16.06976890563965
2010-03-12,16.109905242919922
2010-03-15,16.053625106811523
2010-03-16,15.993337631225586
2010-03-17,15.961175918579102
2010-03-18,15.929021835327148
2010-03-19,15.884807586669922
2010-03-22,15.997356414794922
2010-03-23,16.150096893310547
2010-03-24,16.085784912109375
2010-03-25,15.94510269165039
2010-03-26,16.045591354370117
2010-03-29,16.339012145996094
2010-03-30,16.6806640625
2010-03-31,16.664575576782227
2010-04-01,16.829376220703125
2010-04-05,16.88564682006836
2010-04-06,16.97810173034668
2010-04-07,16.921829223632812
2010-04-08,17.026330947875977
2010-04-09,17.05848503112793
2010-04-12,17.074565887451172
2010-04-13,17.062503814697266
2010-04-14,17.106708526611328
2010-04-15,16.937904357910156
2010-04-16,16.797225952148438
2010-04-19,16.708797454833984
2010-04-20,16.75301170349121
2010-04-21,17.251419067382812
2010-04-22,17.33582305908203
2010-04-23,17.496599197387695
2010-04-26,17.38404655456543
2010-04-27,17.33983612060547
2010-04-28,17.51670265197754
2010-04-29,17.713651657104492
2010-04-30,17.38404655456543
2010-05-03,17.701595306396484
2010-05-04,17.2835636138916
2010-05-05,16.873592376708984
2010-05-06,16.363126754760742
2010-05-07,16.166170120239258
2010-05-10,17.1147518157959
2010-05-11,17.142892837524414
2010-05-12,17.472488403320312
2010-05-13,17.428272247314453
2010-05-14,17.315723419189453
2010-05-17,17.331811904907227
2010-05-18,17.09064483642578
2010-05-19,16.67664337158203
2010-05-20,16.375185012817383
2010-05-21,16.31087303161621
2010-05-24,16.282732009887695
2010-05-25,16.250572204589844
2010-05-26,16.105880737304688
2010-05-27,16.648500442504883
2010-05-28,16.318912506103516
2010-06-01,16.16214370727539
2010-06-02,16.692712783813477
2010-06-03,16.849472045898438
2010-06-04,16.146068572998047
2010-06-07,15.884807586669922
2010-06-08,15.973234176635742
2010-06-09,16.045591354370117
2010-06-10,16.451560974121094
2010-06-11,16.64046287536621
2010-06-14,16.785367965698242
2010-06-15,17.030916213989258
2010-06-16,17.067134857177734
2010-06-17,17.055070877075195
2010-06-18,17.099340438842773
2010-06-21,17.067134857177734
2010-06-22,16.825626373291016
2010-06-23,16.79744529724121
2010-06-24,16.531780242919922
2010-06-25,16.620330810546875
2010-06-28,16.68072509765625
2010-06-29,16.298315048217773
2010-06-30,16.16146469116211
2010-07-01,16.141328811645508
2010-07-02,16.310394287109375
2010-07-06,16.250015258789062
2010-07-07,16.668642044067383
2010-07-08,16.84173011779785
2010-07-09,17.099340438842773
2010-07-12,17.038965225219727
2010-07-13,17.413318634033203
2010-07-14,17.453567504882812
2010-07-15,17.340850830078125
2010-07-16,16.83770751953125
2010-07-19,17.018844604492188
2010-07-20,17.20400047302246
2010-07-21,17.70716094970703
2010-07-22,17.93659019470215
2010-07-23,18.21031951904297
2010-07-26,18.556493759155273
2010-07-27,18.021133422851562
2010-07-28,17.93257713317871
2010-07-29,17.771570205688477
2010-07-30,17.819866180419922
2010-08-02,18.053342819213867
2010-08-03,18.021133422851562
2010-08-04,18.194211959838867
2010-08-05,18.270694732666016
2010-08-06,18.306926727294922
2010-08-09,18.524293899536133
2010-08-10,18.26667022705078
2010-08-11,17.7152099609375
2010-08-12,17.47771644592285
2010-08-13,17.413318634033203
2010-08-16,17.457595825195312
2010-08-17,17.811817169189453
2010-08-18,17.759483337402344
2010-08-19,17.43747329711914
2010-08-20,17.356964111328125
2010-08-23,17.2281494140625
2010-08-24,17.059091567993164
2010-08-25,17.087270736694336
2010-08-26,17.272430419921875
2010-08-27,17.602510452270508
2010-08-30,17.21204948425293
2010-08-31,17.304630279541016
2010-09-01,17.791683197021484
2010-09-02,17.980878829956055
2010-09-03,18.331073760986328
2010-09-07,18.029190063476562
2010-09-08,18.125789642333984
2010-09-09,18.057355880737305
2010-09-10,18.14189338684082
2010-09-13,18.387434005737305
2010-09-14,18.41161346435547
2010-09-15,18.540590286254883
2010-09-16,18.48819351196289
2010-09-17,18.544620513916016
2010-09-20,18.77033805847168
2010-09-21,18.717941284179688
2010-09-22,18.536558151245117
2010-09-23,18.27860450744629
2010-09-24,18.762279510498047
2010-09-27,18.790491104125977
2010-09-28,19.217731475830078
2010-09-29,19.129056930541992
2010-09-30,19.254003524780273
2010-10-01,19.350730895996094
2010-10-04,19.270126342773438
2010-10-05,19.842456817626953
2010-10-06,19.548236846923828
2010-10-07,19.459566116333008
2010-10-08,19.443439483642578
2010-10-11,19.596595764160156
2010-10-12,19.657062530517578
2010-10-13,20.064146041870117
