Date,BANF
2010-01-04,13.308677673339844
2010-01-05,12.888776779174805
2010-01-06,12.96706771850586
2010-01-07,13.059586524963379
2010-01-08,13.077377319335938
2010-01-11,13.088052749633789
2010-01-12,13.1165189743042
2010-01-13,13.098733901977539
2010-01-14,13.180570602416992
2010-01-15,13.034677505493164
2010-01-19,13.187692642211914
2010-01-20,13.696551322937012
2010-01-21,13.945635795593262
2010-01-22,13.942087173461914
2010-01-25,14.023929595947266
2010-01-26,14.134244918823242
2010-01-27,14.49720573425293
2010-01-28,14.255232810974121
2010-01-29,14.340628623962402
2010-02-01,14.073752403259277
2010-02-02,13.878034591674805
2010-02-03,13.60759162902832
2010-02-04,13.550658226013184
2010-02-05,13.849566459655762
2010-02-08,13.547093391418457
2010-02-09,13.60759162902832
2010-02-10,13.678756713867188
2010-02-11,13.920729637145996
2010-02-12,14.087981224060059
2010-02-16,14.280133247375488
2010-02-17,14.166269302368164
2010-02-18,14.515002250671387
2010-02-19,14.479415893554688
2010-02-22,14.522120475769043
2010-02-23,14.436712265014648
2010-02-24,14.372665405273438
2010-02-25,14.216087341308594
2010-02-26,14.198293685913086
2010-03-01,14.532796859741211
2010-03-02,14.863729476928711
2010-03-03,14.72495174407959
2010-03-04,14.828144073486328
2010-03-05,15.030981063842773
2010-03-08,14.970481872558594
2010-03-09,14.906429290771484
2010-03-10,14.956250190734863
2010-03-11,14.995397567749023
2010-03-12,15.052329063415527
2010-03-15,14.867295265197754
2010-03-16,14.949132919311523
2010-03-17,15.041651725769043
2010-03-18,14.963366508483887
2010-03-19,15.287188529968262
2010-03-22,15.550514221191406
2010-03-23,15.578989028930664
2010-03-24,15.379706382751465
2010-03-25,15.244486808776855
2010-03-26,15.045209884643555
2010-03-29,15.048791885375977
2010-03-30,15.26346492767334
2010-03-31,14.9951171875
2010-04-01,14.984381675720215
2010-04-05,15.138237953186035
2010-04-06,15.453092575073242
2010-04-07,15.596212387084961
2010-04-08,15.599796295166016
2010-04-09,15.610523223876953
2010-04-12,15.66777229309082
2010-04-13,15.57116985321045
2010-04-14,15.92180347442627
2010-04-15,15.979046821594238
2010-04-16,15.782261848449707
2010-04-19,15.968316078186035
2010-04-20,16.408403396606445
2010-04-21,16.59803009033203
2010-04-22,16.855648040771484
2010-04-23,16.666017532348633
2010-04-26,16.31538200378418
2010-04-27,16.029142379760742
2010-04-28,16.050613403320312
2010-04-29,16.458492279052734
2010-04-30,15.793001174926758
2010-05-03,15.971898078918457
2010-05-04,15.646306037902832
2010-05-05,15.335027694702148
2010-05-06,14.787599563598633
2010-05-07,14.497785568237305
2010-05-10,14.977232933044434
2010-05-11,15.123924255371094
2010-05-12,15.810893058776855
2010-05-13,15.535394668579102
2010-05-14,14.85915756225586
2010-05-17,15.009435653686523
2010-05-18,14.716042518615723
2010-05-19,14.50494384765625
2010-05-20,13.81440544128418
2010-05-21,14.240177154541016
2010-05-24,13.918166160583496
2010-05-25,13.850183486938477
2010-05-26,13.875227928161621
2010-05-27,14.401188850402832
2010-05-28,14.200821876525879
2010-06-01,13.73926830291748
2010-06-02,13.921741485595703
2010-06-03,13.982563018798828
2010-06-04,13.29918098449707
2010-06-07,13.195419311523438
2010-06-08,13.288445472717285
2010-06-09,13.342114448547363
2010-06-10,13.50312614440918
2010-06-11,13.571102142333984
2010-06-14,13.553215980529785
2010-06-15,13.656973838806152
2010-06-16,13.646234512329102
2010-06-17,13.435138702392578
2010-06-18,13.656973838806152
2010-06-21,13.546056747436523
2010-06-22,13.324228286743164
2010-06-23,13.317072868347168
2010-06-24,13.252664566040039
2010-06-25,13.563945770263672
2010-06-28,13.538752555847168
2010-06-29,13.261567115783691
2010-06-30,13.135574340820312
2010-07-01,13.167974472045898
2010-07-02,13.016780853271484
2010-07-06,12.869190216064453
2010-07-07,13.196770668029785
2010-07-08,13.275964736938477
2010-07-09,13.499147415161133
2010-07-12,13.232766151428223
2010-07-13,13.625144004821777
2010-07-14,13.527947425842285
2010-07-15,13.250770568847656
2010-07-16,12.851194381713867
2010-07-19,13.110377311706543
2010-07-20,13.751137733459473
2010-07-21,13.506351470947266
2010-07-22,13.956320762634277
2010-07-23,14.373896598815918
2010-07-26,14.85626220703125
2010-07-27,14.514288902282715
2010-07-28,14.417096138000488
2010-07-29,14.481894493103027
2010-07-30,14.823871612548828
2010-08-02,14.805870056152344
2010-08-03,14.43869400024414
2010-08-04,14.503486633300781
2010-08-05,14.269497871398926
2010-08-06,14.049915313720703
2010-08-09,14.111112594604492
2010-08-10,13.837528228759766
2010-08-11,13.250770568847656
2010-08-12,13.139175415039062
2010-08-13,13.167974472045898
2010-08-16,13.243575096130371
2010-08-17,13.455958366394043
2010-08-18,13.524353981018066
2010-08-19,13.049180030822754
2010-08-20,13.110377311706543
2010-08-23,12.77559757232666
2010-08-24,12.635208129882812
2010-08-25,12.948390007019043
2010-08-26,12.703601837158203
2010-08-27,13.135574340820312
2010-08-30,13.12117862701416
2010-08-31,13.391153335571289
2010-09-01,13.787135124206543
2010-09-02,13.808727264404297
2010-09-03,13.905922889709473
2010-09-07,13.578344345092773
2010-09-08,13.66833782196045
2010-09-09,13.71153736114502
2010-09-10,13.639542579650879
2010-09-13,14.024715423583984
2010-09-14,13.819531440734863
2010-09-15,13.884329795837402
2010-09-16,13.563943862915039
2010-09-17,13.859130859375
2010-09-20,14.643881797790527
2010-09-21,14.510688781738281
2010-09-22,14.291098594665527
2010-09-23,14.449494361877441
2010-09-24,14.759073257446289
2010-09-27,14.593482971191406
2010-09-28,14.734746932983398
2010-09-29,14.68765926361084
2010-09-30,14.655057907104492
2010-10-01,14.665933609008789
2010-10-04,14.379775047302246
2010-10-05,14.741990089416504
2010-10-06,14.560885429382324
2010-10-07,14.521039962768555
2010-10-08,14.651437759399414
2010-10-11,14.539148330688477
2010-10-12,14.513794898986816
2010-10-13,14.651437759399414
2010-10-14,14.651437759399414
2010-10-15,14.68040943145752
2010-10-18,14.847030639648438
2010-10-19,14.629706382751465
2010-10-20,14.752856254577637
2010-10-21,14.82167911529541
2010-10-22,15.035385131835938
2010-10-25,15.0172700881958
2010-10-26,15.046246528625488
2010-10-27,14.937588691711426
2010-10-28,14.908605575561523
2010-10-29,14.886872291564941
2010-11-01,14.796321868896484
2010-11-02,15.086095809936523
2010-11-03,15.118692398071289
2010-11-04,15.379476547241211
2010-11-05,15.459174156188965
2010-11-08,15.343256950378418
2010-11-09,15.002781867980957
2010-11-10,15.386719703674316
2010-11-11,15.046246528625488
2010-11-12,15.093330383300781
2010-11-15,15.26719856262207
2010-11-16,15.140425682067871
2010-11-17,15.154911994934082
2010-11-18,15.104198455810547
2010-11-19,15.115063667297363
2010-11-22,14.850659370422363
2010-11-23,14.73836898803711
2010-11-24,15.035385131835938
2010-11-26,14.752856254577637
2010-11-29,14.731122016906738
2010-11-30,14.698524475097656
2010-12-01,14.894115447998047
2010-12-02,15.0498685836792
2010-12-03,14.999156951904297
2010-12-06,15.035385131835938
2010-12-07,15.111442565917969
2010-12-08,15.299798011779785
2010-12-09,15.256328582763672
2010-12-10,15.212861061096191
2010-12-13,15.09695053100586
2010-12-14,15.140425682067871
2010-12-15,15.086095809936523
2010-12-16,15.118692398071289
2010-12-17,14.941204071044922
2010-12-20,14.865139961242676
2010-12-21,15.245465278625488
2010-12-22,15.404839515686035
2010-12-23,15.513497352600098
2010-12-27,15.752564430236816
2010-12-28,15.629410743713379
2010-12-29,15.345237731933594
2010-12-30,15.265087127685547
2010-12-31,15.00642204284668
2011-01-03,15.319726943969727
2011-01-04,15.119354248046875
2011-01-05,15.396245002746582
2011-01-06,15.378026008605957
2011-01-07,15.43995475769043
2011-01-10,15.367098808288574
2011-01-11,15.47638988494873
2011-01-12,15.727774620056152
2011-01-13,15.742347717285156
2011-01-14,16.095741271972656
2011-01-18,16.117605209350586
2011-01-19,15.913576126098633
2011-01-20,15.698626518249512
2011-01-21,15.225010871887207
2011-01-24,15.297871589660645
2011-01-25,15.276018142700195
2011-01-26,15.458170890808105
2011-01-27,15.345237731933594
2011-01-28,14.944479942321777
2011-01-31,14.77688980102539
2011-02-01,15.14121150970459
2011-02-02,15.039201736450195
