Date,SKT
2010-01-04,9.88361644744873
2010-01-05,10.051613807678223
2010-01-06,10.245058059692383
2010-01-07,10.130516052246094
2010-01-08,9.987972259521484
2010-01-11,10.033795356750488
2010-01-12,9.756351470947266
2010-01-13,10.222147941589355
2010-01-14,10.234878540039062
2010-01-15,10.158517837524414
2010-01-19,10.385050773620605
2010-01-20,10.145792007446289
2010-01-21,9.802165985107422
2010-01-22,9.53745174407959
2010-01-25,9.621447563171387
2010-01-26,9.601081848144531
2010-01-27,9.972147941589355
2010-01-28,10.015861511230469
2010-01-29,9.848713874816895
2010-02-01,9.866713523864746
2010-02-02,10.023571968078613
2010-02-03,9.887289047241211
2010-02-04,9.627570152282715
2010-02-05,9.848713874816895
2010-02-08,9.604424476623535
2010-02-09,9.650713920593262
2010-02-10,9.64814281463623
2010-02-11,9.83328628540039
2010-02-12,10.095575332641602
2010-02-16,10.504435539245605
2010-02-17,10.63558292388916
2010-02-18,10.792441368103027
2010-02-19,10.735873222351074
2010-02-22,10.728155136108398
2010-02-23,10.771869659423828
2010-02-24,10.926167488098145
2010-02-25,10.877304077148438
2010-02-26,10.715299606323242
2010-03-01,10.885018348693848
2010-03-02,10.905587196350098
2010-03-03,10.699872016906738
2010-03-04,10.705013275146484
2010-03-05,10.882447242736816
2010-03-08,10.975016593933105
2010-03-09,11.134449005126953
2010-03-10,11.06759262084961
2010-03-11,11.075303077697754
2010-03-12,11.06759262084961
2010-03-15,11.11644458770752
2010-03-16,11.317026138305664
2010-03-17,11.27845287322998
2010-03-18,11.43016242980957
2010-03-19,11.00844669342041
2010-03-22,11.453311920166016
2010-03-23,11.52788257598877
2010-03-24,11.363308906555176
2010-03-25,11.335023880004883
2010-03-26,11.129303932189941
2010-03-29,11.131878852844238
2010-03-30,11.072732925415039
2010-03-31,11.0984468460083
2010-04-01,11.178163528442383
2010-04-05,11.340167045593262
2010-04-06,11.425023078918457
2010-04-07,11.08559513092041
2010-04-08,11.088162422180176
2010-04-09,11.139593124389648
2010-04-12,11.036733627319336
2010-04-13,11.355596542358398
2010-04-14,11.268165588378906
2010-04-15,10.959589958190918
2010-04-16,10.761588096618652
2010-04-19,10.761588096618652
2010-04-20,10.75644302368164
2010-04-21,10.859302520751953
2010-04-22,11.039301872253418
2010-04-23,11.209020614624023
2010-04-26,11.28359317779541
2010-04-27,10.94416332244873
2010-04-28,10.870975494384766
2010-04-29,11.210939407348633
2010-04-30,10.7957181930542
2010-05-03,11.070804595947266
2010-05-04,10.777549743652344
2010-05-05,10.769767761230469
2010-05-06,10.476521492004395
2010-05-07,10.388285636901855
2010-05-10,11.088966369628906
2010-05-11,11.203149795532227
2010-05-12,11.423741340637207
2010-05-13,11.187583923339844
2010-05-14,10.899526596069336
2010-05-17,10.813886642456055
2010-05-18,10.621847152709961
2010-05-19,10.453160285949707
2010-05-20,10.235170364379883
2010-05-21,10.790532112121582
2010-05-24,10.515448570251465
2010-05-25,10.471329689025879
2010-05-26,10.331188201904297
2010-05-27,10.780150413513184
2010-05-28,10.800909042358398
2010-06-01,10.67115306854248
2010-06-02,10.806100845336914
2010-06-03,10.83464527130127
2010-06-04,10.191054344177246
2010-06-07,10.014589309692383
2010-06-08,10.113198280334473
2010-06-09,10.076869010925293
2010-06-10,10.44278335571289
2010-06-11,10.611465454101562
2010-06-14,10.715271949768066
2010-06-15,10.938454627990723
2010-06-16,10.86059856414795
2010-06-17,10.881356239318848
2010-06-18,10.91769027709961
2010-06-21,10.850220680236816
2010-06-22,10.647791862487793
2010-06-23,10.665959358215332
2010-06-24,10.712676048278809
2010-06-25,11.06301498413086
2010-06-28,11.031874656677246
2010-06-29,10.83464527130127
2010-06-30,10.738629341125488
2010-07-01,10.876164436340332
2010-07-02,10.824265480041504
2010-07-06,10.601083755493164
2010-07-07,11.034467697143555
2010-07-08,11.096755027770996
2010-07-09,11.068209648132324
