Date,BKU
2011-01-28,18.690776824951172
2011-01-31,18.427526473999023
2011-02-01,18.657873153686523
2011-02-02,18.671031951904297
2011-02-03,18.690776824951172
2011-02-04,18.66445541381836
2011-02-07,19.13172149658203
2011-02-08,19.559497833251953
2011-02-09,19.2896728515625
2011-02-10,19.223857879638672
2011-02-11,19.184371948242188
2011-02-14,18.513086318969727
2011-02-15,18.848722457885742
2011-02-16,18.91453742980957
2011-02-17,19.079072952270508
2011-02-18,19.434465408325195
2011-02-22,19.368656158447266
2011-02-23,18.96060562133789
2011-02-24,18.756591796875
2011-02-25,18.967191696166992
2011-02-28,18.657873153686523
2011-03-01,18.414365768432617
2011-03-02,18.46702003479004
2011-03-03,18.5262451171875
2011-03-04,18.460432052612305
2011-03-07,18.565725326538086
2011-03-08,18.81582260131836
2011-03-09,18.657873153686523
2011-03-10,18.49333953857422
2011-03-11,18.460432052612305
2011-03-14,18.49333953857422
2011-03-15,18.5262451171875
2011-03-16,18.40120506286621
2011-03-17,18.578901290893555
2011-03-18,18.881641387939453
2011-03-21,18.743423461914062
2011-03-22,18.954025268554688
2011-03-23,18.993513107299805
2011-03-24,18.756591796875
2011-03-25,18.782922744750977
2011-03-28,18.993513107299805
2011-03-29,19.1383113861084
2011-03-30,18.966365814208984
2011-03-31,18.9862060546875
2011-04-01,19.177980422973633
2011-04-04,19.277177810668945
2011-04-05,19.416053771972656
2011-04-06,19.435897827148438
2011-04-07,19.442506790161133
2011-04-08,19.34330940246582
2011-04-11,19.376373291015625
2011-04-12,19.164758682250977
2011-04-13,19.118467330932617
2011-04-14,19.316862106323242
2011-04-15,19.34992027282715
2011-04-18,19.217660903930664
2011-04-19,19.144920349121094
2011-04-20,19.177980422973633
2011-04-21,19.171369552612305
2011-04-25,19.12508201599121
2011-04-26,18.920074462890625
2011-04-27,18.873779296875
2011-04-28,18.708454132080078
2011-04-29,18.576189041137695
2011-05-02,18.576189041137695
2011-05-03,18.69523048400879
2011-05-04,18.748132705688477
2011-05-05,18.51005744934082
2011-05-06,18.65554428100586
2011-05-09,18.44392204284668
2011-05-10,18.344730377197266
2011-05-11,18.139728546142578
2011-05-12,18.351348876953125
2011-05-13,17.901655197143555
2011-05-16,17.954557418823242
2011-05-17,17.914880752563477
2011-05-18,17.85536003112793
2011-05-19,17.551162719726562
2011-05-20,17.921491622924805
2011-05-23,17.690032958984375
2011-05-24,17.928112030029297
2011-05-25,17.90826988220215
2011-05-26,17.98763084411621
2011-05-27,18.364578247070312
2011-05-31,18.754751205444336
2011-06-01,18.589420318603516
2011-06-02,18.21246910095215
2011-06-03,18.33812141418457
2011-06-06,17.921491622924805
2011-06-07,18.278602600097656
2011-06-08,18.179405212402344
2011-06-09,18.318286895751953
2011-06-10,18.364578247070312
2011-06-13,18.48360824584961
2011-06-14,18.25214958190918
2011-06-15,18.33812141418457
2011-06-16,18.430702209472656
2011-06-17,18.32489013671875
2011-06-20,18.516674041748047
2011-06-21,18.417476654052734
2011-06-22,18.457157135009766
2011-06-23,17.87520408630371
2011-06-24,17.498260498046875
2011-06-27,17.28663444519043
2011-06-28,17.412288665771484
2011-06-29,17.72476577758789
2011-06-30,17.64498519897461
2011-07-01,17.9508056640625
2011-07-05,17.638330459594727
2011-07-06,17.45217514038086
2011-07-07,17.545257568359375
2011-07-08,17.45882225036621
2011-07-11,17.498714447021484
2011-07-12,17.591798782348633
2011-07-13,17.57185173034668
2011-07-14,17.492063522338867
2011-07-15,17.38569450378418
2011-07-18,17.12640380859375
2011-07-19,16.873760223388672
2011-07-20,17.086511611938477
2011-07-21,17.252721786499023
2011-07-22,17.026681900024414
2011-07-25,16.920297622680664
2011-07-26,16.661012649536133
2011-07-27,16.454906463623047
2011-07-28,16.46156120300293
2011-07-29,16.5612850189209
2011-08-01,16.381776809692383
2011-08-02,16.341882705688477
2011-08-03,16.22221565246582
2011-08-04,16.029409408569336
2011-08-05,16.355186462402344
2011-08-08,15.238243103027344
2011-08-09,15.371213912963867
2011-08-10,14.540157318115234
2011-08-11,14.141249656677246
2011-08-12,14.493619918823242
2011-08-15,14.826037406921387
2011-08-16,14.639885902404785
2011-08-17,14.453722953796387
2011-08-18,13.881961822509766
2011-08-19,13.23705768585205
2011-08-22,13.09079647064209
2011-08-23,13.283600807189941
2011-08-24,14.147894859313965
2011-08-25,14.194435119628906
2011-08-26,14.486971855163574
2011-08-29,15.238243103027344
2011-08-30,15.118569374084473
2011-08-31,15.590607643127441
2011-09-01,15.417753219604492
2011-09-02,15.271492004394531
2011-09-06,15.005547523498535
2011-09-07,15.278132438659668
2011-09-08,14.98560619354248
2011-09-09,14.719666481018066
2011-09-12,14.766206741333008
2011-09-13,14.752907752990723
2011-09-14,14.62658977508545
2011-09-15,14.506914138793945
2011-09-16,14.879229545593262
2011-09-19,14.726311683654785
2011-09-20,14.639885902404785
2011-09-21,14.427132606506348
2011-09-22,13.64926528930664
2011-09-23,13.702447891235352
2011-09-26,13.782238006591797
2011-09-27,14.141249656677246
2011-09-28,13.669214248657227
2011-09-29,13.957056045532227
2011-09-30,13.896810531616211
2011-10-03,13.38805866241455
2011-10-04,13.548721313476562
2011-10-05,13.120301246643066
2011-10-06,13.227402687072754
2011-10-07,13.361281394958496
2011-10-10,14.017305374145508
2011-10-11,13.977131843566895
2011-10-12,14.117705345153809
2011-10-13,13.997220993041992
2011-10-14,13.682597160339355
2011-10-17,13.408150672912598
2011-10-18,13.58888053894043
2011-10-19,13.508556365966797
2011-10-20,13.408150672912598
2011-10-21,12.979726791381836
2011-10-24,13.843257904052734
2011-10-25,13.394757270812988
