Date,BRY
2018-07-18,7.9705424308776855
2018-07-19,8.405299186706543
2018-07-20,9.27481460571289
2018-07-23,9.27481460571289
2018-07-24,8.405299186706543
2018-07-25,8.405299186706543
2018-07-26,7.680703639984131
2018-07-27,7.703891754150391
2018-07-30,7.99952507019043
2018-07-31,7.9705424308776855
2018-08-01,7.889387607574463
2018-08-02,7.709690093994141
2018-08-03,7.756063461303711
2018-08-06,7.854606628417969
2018-08-07,7.727077960968018
2018-08-08,7.669108867645264
2018-08-09,7.593752861022949
2018-08-10,7.761858940124512
2018-08-13,7.535786151885986
2018-08-14,7.529989719390869
2018-08-15,7.379272937774658
2018-08-16,7.38507080078125
2018-08-17,7.443038463592529
2018-08-20,7.535786151885986
2018-08-21,7.698094367980957
2018-08-22,7.825624465942383
2018-08-23,8.132852554321289
2018-08-24,8.961788177490234
2018-08-27,9.11829948425293
2018-08-28,9.26901626586914
2018-08-29,9.27481460571289
2018-08-30,9.43712329864502
2018-08-31,9.500887870788574
2018-09-04,9.187860488891602
2018-09-05,9.425529479980469
2018-09-06,9.095113754272461
2018-09-07,9.129894256591797
2018-09-10,9.234235763549805
2018-09-11,9.35596752166748
2018-09-12,9.100908279418945
2018-09-13,9.33411693572998
2018-09-14,9.188362121582031
2018-09-17,9.28747844696045
2018-09-18,9.526515007019043
2018-09-19,9.538172721862793
2018-09-20,9.544004440307617
2018-09-21,9.328288078308105
2018-09-24,9.823848724365234
2018-09-25,9.905475616455078
2018-09-26,9.759719848632812
2018-09-27,9.963778495788574
2018-09-28,10.272777557373047
2018-10-01,10.220304489135742
2018-10-02,10.453514099121094
2018-10-03,10.366059303283691
2018-10-04,10.336910247802734
2018-10-05,10.634247779846191
2018-10-08,10.21447467803955
2018-10-09,10.48266315460205
2018-10-10,9.637287139892578
2018-10-11,9.45072078704834
2018-10-12,9.28747844696045
2018-10-15,9.48570442199707
2018-10-16,9.800532341003418
2018-10-17,9.707249641418457
2018-10-18,9.497363090515137
2018-10-19,9.514851570129395
2018-10-22,9.409910202026367
2018-10-23,9.165043830871582
2018-10-24,8.721949577331543
2018-10-25,8.908514976501465
2018-10-26,8.576192855834961
2018-10-29,8.249704360961914
2018-10-30,8.138930320739746
2018-10-31,8.162250518798828
2018-11-01,8.238044738769531
2018-11-02,8.074800491333008
2018-11-05,8.523723602294922
2018-11-06,8.46541976928711
2018-11-07,8.651985168457031
2018-11-08,8.173912048339844
2018-11-09,8.138930320739746
2018-11-12,7.695836544036865
2018-11-13,7.340196132659912
2018-11-14,7.596724510192871
2018-11-15,7.637536525726318
2018-11-16,7.730819225311279
2018-11-19,7.625875473022461
2018-11-20,7.334364891052246
2018-11-21,7.97568416595459
2018-11-23,7.544251441955566
2018-11-26,7.5734028816223145
2018-11-27,7.4626288414001465
2018-11-28,7.445138931274414
2018-11-29,7.468459129333496
2018-11-30,7.223592758178711
2018-12-03,7.666685581207275
2018-12-04,7.55591344833374
2018-12-06,7.130309581756592
2018-12-07,7.171121120452881
2018-12-10,6.611424446105957
2018-12-11,5.981764316558838
2018-12-12,6.226631164550781
2018-12-13,6.069216251373291
2018-12-14,6.151791572570801
2018-12-17,5.609158039093018
2018-12-18,5.461706161499023
2018-12-19,5.33194637298584
2018-12-20,4.665452480316162
2018-12-21,4.895481586456299
2018-12-24,4.683147430419922
2018-12-26,5.160898208618164
2018-12-27,5.125509738922119
2018-12-28,5.013443470001221
2018-12-31,5.160898208618164
2019-01-02,5.302454948425293
2019-01-03,5.267065048217773
2019-01-04,5.685836315155029
2019-01-07,6.0338263511657715
2019-01-08,6.19307804107666
2019-01-09,6.346429824829102
2019-01-10,6.216671943664551
2019-01-11,6.063318729400635
2019-01-14,6.1635870933532715
2019-01-15,5.827392578125
2019-01-16,5.91586446762085
2019-01-17,6.263855934143066
2019-01-18,6.4525980949401855
2019-01-22,6.0397257804870605
2019-01-23,6.081013202667236
2019-01-24,6.1635870933532715
2019-01-25,6.458497047424316
2019-01-28,6.594156265258789
2019-01-29,6.629542827606201
2019-01-30,6.900859355926514
2019-01-31,6.953942775726318
2019-02-01,7.154481410980225
2019-02-04,7.136787414550781
2019-02-05,6.942144870758057
2019-02-06,6.883164882659912
2019-02-07,6.487987041473389
2019-02-08,6.3346333503723145
2019-02-11,6.281551837921143
2019-02-12,6.405412197113037
2019-02-13,6.824182510375977
2019-02-14,6.7357096672058105
2019-02-15,7.048312187194824
2019-02-19,7.024719715118408
2019-02-20,7.012923240661621
2019-02-21,7.01882266998291
2019-02-22,7.472980499267578
2019-02-25,7.555555820465088
2019-02-26,7.490675926208496
2019-02-27,7.5083699226379395
2019-02-28,7.5083699226379395
2019-03-01,7.520166397094727
2019-03-04,7.555555820465088
2019-03-05,7.461186408996582
2019-03-06,7.1898698806762695
2019-03-07,7.01882266998291
2019-03-08,6.889062404632568
2019-03-11,6.97163724899292
2019-03-12,7.071905136108398
2019-03-13,6.847773551940918
2019-03-14,6.972929954528809
2019-03-15,7.044448375701904
2019-03-18,7.115965843200684
2019-03-19,7.223239898681641
2019-03-20,7.2887983322143555
2019-03-21,7.098084926605225
2019-03-22,6.627264499664307
2019-03-25,6.537867546081543
2019-03-26,6.794136047363281
2019-03-27,6.7166595458984375
2019-03-28,6.978890419006348
2019-03-29,6.877574443817139
2019-04-01,7.217280864715576
2019-04-02,7.2292022705078125
2019-04-03,7.02656888961792
2019-04-04,7.098084926605225
2019-04-05,7.324557781219482
2019-04-08,7.419912338256836
2019-04-09,7.35435676574707
2019-04-10,7.586787223815918
2019-04-11,7.63446569442749
2019-04-12,7.610625267028809
2019-04-15,7.449711322784424
2019-04-16,7.479510307312012
2019-04-17,7.491430282592773
2019-04-18,7.521229267120361
2019-04-22,7.694060802459717
2019-04-23,7.717901706695557
2019-04-24,7.622547149658203
2019-04-25,6.955050945281982
2019-04-26,6.889494895935059
2019-04-29,6.710700035095215
2019-04-30,6.770298480987549
2019-05-01,6.585545539855957
2019-05-02,6.4842305183410645
2019-05-03,6.6928205490112305
2019-05-06,6.7345404624938965
2019-05-07,6.537867546081543
2019-05-08,6.597464084625244
2019-05-09,6.817976474761963
2019-05-10,6.841814994812012
2019-05-13,6.6928205490112305
2019-05-14,6.770298480987549
2019-05-15,6.615344047546387
2019-05-16,6.7345404624938965
2019-05-17,6.537867546081543
2019-05-20,6.591504096984863
2019-05-21,6.853734016418457
2019-05-22,6.603425025939941
2019-05-23,6.31139612197876
2019-05-24,6.44251012802124
2019-05-28,6.412712574005127
2019-05-29,6.591504096984863
2019-05-30,6.40675163269043
2019-05-31,6.40675163269043
2019-06-03,6.430591106414795
2019-06-04,6.6570634841918945
2019-06-05,6.227959632873535
2019-06-06,6.1623992919921875
2019-06-07,6.156440734863281
2019-06-10,6.221998691558838
2019-06-11,6.1623992919921875
2019-06-12,6.073005199432373
2019-06-13,6.265991687774658
2019-06-14,6.338359832763672
2019-06-17,6.495161533355713
2019-06-18,6.603714942932129
2019-06-19,6.5916523933410645
2019-06-20,6.688146114349365
2019-06-21,6.627838611602783
2019-06-24,6.380575656890869
2019-06-25,6.265991687774658
2019-06-26,6.386606693267822
2019-06-27,6.217744827270508
2019-06-28,6.392637252807617
2019-07-01,6.404697895050049
2019-07-02,6.0549116134643555
2019-07-03,6.103158950805664
2019-07-05,6.284083843231201
2019-07-08,6.169497966766357
2019-07-09,6.103158950805664
2019-07-10,6.241866588592529
