Date,BKR
2010-01-04,20.85541534423828
2010-01-05,22.079235076904297
2010-01-06,23.181684494018555
2010-01-07,23.348567962646484
2010-01-08,23.818866729736328
2010-01-11,23.566011428833008
2010-01-12,23.115942001342773
2010-01-13,23.540729522705078
2010-01-14,24.03632926940918
2010-01-15,23.909896850585938
2010-01-19,24.299283981323242
2010-01-20,23.839107513427734
2010-01-21,23.58118438720703
2010-01-22,22.387710571289062
2010-01-25,22.54953956604004
2010-01-26,23.712677001953125
2010-01-27,24.071725845336914
2010-01-28,23.574567794799805
2010-01-29,22.970869064331055
2010-02-01,24.010845184326172
2010-02-02,23.975343704223633
2010-02-03,24.00577163696289
2010-02-04,22.940433502197266
2010-02-05,22.691852569580078
2010-02-08,22.600542068481445
2010-02-09,23.10783576965332
2010-02-10,22.96072769165039
2010-02-11,23.681087493896484
2010-02-12,23.58978271484375
2010-02-16,24.320310592651367
2010-02-17,24.376110076904297
2010-02-18,24.680492401123047
2010-02-19,24.78702735900879
2010-02-22,24.416698455810547
2010-02-23,23.873872756958008
2010-02-24,24.305084228515625
2010-02-25,24.29494285583496
2010-02-26,24.31015968322754
2010-03-01,24.507997512817383
2010-03-02,24.974740982055664
2010-03-03,25.365352630615234
2010-03-04,25.324785232543945
2010-03-05,25.81686019897461
2010-03-08,25.537851333618164
2010-03-09,25.334924697875977
2010-03-10,25.355207443237305
2010-03-11,25.355207443237305
2010-03-12,25.385656356811523
2010-03-15,25.299406051635742
2010-03-16,25.892969131469727
2010-03-17,26.308948516845703
2010-03-18,25.045759201049805
2010-03-19,24.112308502197266
2010-03-22,24.09202003479004
2010-03-23,23.904312133789062
2010-03-24,23.615154266357422
2010-03-25,22.76287841796875
2010-03-26,22.76287841796875
2010-03-29,23.1585750579834
2010-03-30,23.31077003479004
2010-03-31,23.762266159057617
2010-04-01,24.518150329589844
2010-04-05,25.20302391052246
2010-04-06,25.324785232543945
2010-04-07,24.85805320739746
2010-04-08,24.726158142089844
2010-04-09,24.776880264282227
2010-04-12,24.771812438964844
2010-04-13,24.457286834716797
2010-04-14,24.99502182006836
2010-04-15,24.898653030395508
2010-04-16,24.1021671295166
2010-04-19,24.16303253173828
2010-04-20,25.512483596801758
2010-04-21,25.81686019897461
2010-04-22,26.278505325317383
2010-04-23,27.485902786254883
2010-04-26,27.333709716796875
2010-04-27,25.842227935791016
2010-04-28,25.99442481994629
2010-04-29,26.08574104309082
2010-04-30,25.243602752685547
2010-05-03,25.73063087463379
2010-05-04,24.320310592651367
2010-05-05,24.00577163696289
2010-05-06,23.323822021484375
2010-05-07,22.519731521606445
2010-05-10,23.99559783935547
2010-05-11,23.76658821105957
2010-05-12,24.133005142211914
2010-05-13,23.802202224731445
2010-05-14,23.089717864990234
2010-05-17,23.06936264038086
2010-05-18,22.64695930480957
2010-05-19,22.255094528198242
2010-05-20,20.718143463134766
2010-05-21,21.288137435913086
2010-05-24,20.555299758911133
2010-05-25,20.67744255065918
2010-05-26,20.682523727416992
2010-05-27,20.911535263061523
2010-05-28,19.41022300720215
2010-06-01,18.254966735839844
2010-06-02,20.168516159057617
2010-06-03,20.04128646850586
2010-06-04,19.578174591064453
2010-06-07,19.37459945678711
2010-06-08,19.430583953857422
2010-06-09,19.517093658447266
2010-06-10,21.58840560913086
2010-06-11,21.685096740722656
2010-06-14,21.3441162109375
2010-06-15,22.1838436126709
2010-06-16,22.38231658935547
2010-06-17,22.321258544921875
2010-06-18,22.73348045349121
2010-06-21,22.438295364379883
2010-06-22,21.45099449157715
2010-06-23,21.639291763305664
2010-06-24,21.125288009643555
2010-06-25,21.75634765625
2010-06-28,21.37465476989746
2010-06-29,20.784311294555664
2010-06-30,21.155818939208984
2010-07-01,21.23724937438965
2010-07-02,21.5273380279541
2010-07-06,22.356863021850586
2010-07-07,22.97265625
2010-07-08,23.507038116455078
2010-07-09,23.54265785217285
2010-07-12,23.41542625427246
2010-07-13,23.76149559020996
2010-07-14,23.893815994262695
2010-07-15,24.000690460205078
2010-07-16,23.410337448120117
2010-07-19,24.27550506591797
2010-07-20,25.023618698120117
2010-07-21,24.560504913330078
2010-07-22,25.145750045776367
2010-07-23,24.972732543945312
2010-07-26,25.288244247436523
2010-07-27,24.881114959716797
2010-07-28,24.87603187561035
2010-07-29,24.697368621826172
2010-07-30,24.64120864868164
2010-08-02,25.64175796508789
2010-08-03,22.287857055664062
2010-08-04,21.864154815673828
2010-08-05,21.685483932495117
2010-08-06,21.302621841430664
2010-08-09,21.353666305541992
2010-08-10,20.955490112304688
2010-08-11,20.516469955444336
2010-08-12,20.38884735107422
2010-08-13,20.312280654907227
2010-08-16,20.383743286132812
2010-08-17,20.929969787597656
2010-08-18,20.771718978881836
2010-08-19,20.29184341430664
2010-08-20,19.914098739624023
2010-08-23,19.914098739624023
2010-08-24,19.80179214477539
2010-08-25,19.878360748291016
2010-08-26,19.189205169677734
2010-08-27,19.76605796813965
2010-08-30,19.469972610473633
2010-08-31,19.18409538269043
2010-09-01,20.164234161376953
2010-09-02,20.271442413330078
2010-09-03,20.159133911132812
2010-09-07,19.837514877319336
2010-09-08,20.123397827148438
2010-09-09,19.92430305480957
2010-09-10,20.108083724975586
2010-09-13,20.644086837768555
2010-09-14,20.485836029052734
2010-09-15,20.414377212524414
2010-09-16,20.35310935974121
2010-09-17,20.358224868774414
2010-09-20,20.720670700073242
2010-09-21,20.552207946777344
2010-09-22,20.414377212524414
2010-09-23,20.097871780395508
2010-09-24,20.96059226989746
2010-09-27,20.741092681884766
2010-09-28,20.868701934814453
2010-09-29,21.496601104736328
2010-09-30,21.746749877929688
2010-10-01,22.22149658203125
2010-10-04,21.85905647277832
2010-10-05,22.39507484436035
2010-10-06,22.62478256225586
2010-10-07,22.338903427124023
2010-10-08,22.74730682373047
2010-10-11,22.706459045410156
2010-10-12,22.83408546447754
2010-10-13,23.10463523864746
2010-10-14,22.89533805847168
2010-10-15,23.28841209411621
2010-10-18,23.03316879272461
2010-10-19,22.568628311157227
2010-10-20,23.068906784057617
2010-10-21,23.02296257019043
2010-10-22,23.773380279541016
2010-10-25,23.778478622436523
2010-10-26,23.952041625976562
2010-10-27,23.72743797302246
2010-10-28,23.553306579589844
2010-10-29,23.773521423339844
2010-11-01,24.772199630737305
2010-11-02,25.238245010375977
2010-11-03,25.24848175048828
2010-11-04,25.985979080200195
2010-11-05,25.57625961303711
2010-11-08,25.770870208740234
2010-11-09,25.356046676635742
2010-11-10,25.750391006469727
2010-11-11,25.64282989501953
2010-11-12,24.849027633666992
2010-11-15,24.536609649658203
2010-11-16,24.270313262939453
2010-11-17,24.516138076782227
2010-11-18,25.55065155029297
2010-11-19,25.68892478942871
2010-11-22,25.591625213623047
2010-11-23,25.29458236694336
2010-11-24,25.965482711791992
2010-11-26,25.509685516357422
2010-11-29,26.006454467773438
2010-11-30,26.713218688964844
2010-12-01,27.563364028930664
2010-12-02,27.9064998626709
2010-12-03,28.19841194152832
2010-12-06,28.377656936645508
2010-12-07,27.235593795776367
2010-12-08,27.363618850708008
2010-12-09,27.629941940307617
2010-12-10,27.614574432373047
2010-12-13,28.19329261779785
2010-12-14,28.25474739074707
2010-12-15,28.06014633178711
2010-12-16,28.40327262878418
