Date,PRA
2010-01-04,15.659125328063965
2010-01-05,15.500490188598633
2010-01-06,15.376461029052734
2010-01-07,15.47164249420166
2010-01-08,15.402421951293945
2010-01-11,15.419730186462402
2010-01-12,15.367807388305664
2010-01-13,15.509140014648438
2010-01-14,15.55528736114502
2010-01-15,15.356274604797363
2010-01-19,15.425492286682129
2010-01-20,15.330312728881836
2010-01-21,15.079373359680176
2010-01-22,14.88900375366211
2010-01-25,14.914963722229004
2010-01-26,14.707286834716797
2010-01-27,14.837088584899902
2010-01-28,14.695754051208496
2010-01-29,14.640949249267578
2010-02-01,14.586149215698242
2010-02-02,14.591915130615234
2010-02-03,14.496733665466309
2010-02-04,14.222723007202148
2010-02-05,14.390009880065918
2010-02-08,14.188102722167969
2010-02-09,14.280406951904297
2010-02-10,14.286176681518555
2010-02-11,14.554422378540039
2010-02-12,14.69286823272705
2010-02-16,14.790938377380371
2010-02-17,14.825552940368652
2010-02-18,15.125520706176758
2010-02-19,15.30723762512207
2010-02-22,15.30146312713623
2010-02-23,15.258204460144043
2010-02-24,15.488950729370117
2010-02-25,15.488950729370117
2010-02-26,15.379343032836914
2010-03-01,15.514907836914062
2010-03-02,15.705281257629395
2010-03-03,15.687971115112305
2010-03-04,15.791808128356934
2010-03-05,16.057170867919922
2010-03-08,16.140811920166016
2010-03-09,16.071592330932617
2010-03-10,16.17254066467285
2010-03-11,16.492706298828125
2010-03-12,16.585002899169922
2010-03-15,16.671539306640625
2010-03-16,16.844594955444336
2010-03-17,16.928237915039062
2010-03-18,16.867666244506836
2010-03-19,16.818639755249023
2010-03-22,16.913818359375
2010-03-23,17.00611686706543
2010-03-24,16.870553970336914
2010-03-25,16.795555114746094
2010-03-26,16.763830184936523
2010-03-29,16.948429107666016
2010-03-30,17.0378475189209
2010-03-31,16.88496971130371
2010-04-01,16.81575584411621
2010-04-05,16.959970474243164
2010-04-06,17.00899887084961
2010-04-07,17.158992767333984
2010-04-08,17.04649543762207
2010-04-09,16.988811492919922
2010-04-12,16.968624114990234
2010-04-13,16.97150230407715
2010-04-14,17.381084442138672
2010-04-15,17.340700149536133
2010-04-16,17.13591766357422
2010-04-19,17.277250289916992
2010-04-20,17.43876838684082
2010-04-21,17.470495223999023
2010-04-22,17.5656795501709
2010-04-23,17.704132080078125
2010-04-26,17.591642379760742
2010-04-27,17.34358787536621
2010-04-28,17.54261016845703
2010-04-29,17.908918380737305
2010-04-30,17.58010482788086
2010-05-03,17.73873519897461
2010-05-04,17.26282501220703
2010-05-05,17.225326538085938
2010-05-06,16.6888370513916
2010-05-07,16.383100509643555
2010-05-10,17.12726593017578
2010-05-11,17.25128746032715
2010-05-12,17.782011032104492
2010-05-13,17.74162483215332
2010-05-14,17.505111694335938
2010-05-17,17.6435604095459
2010-05-18,17.360891342163086
2010-05-19,17.25128746032715
2010-05-20,16.7349853515625
2010-05-21,16.7667179107666
2010-05-24,16.564809799194336
2010-05-25,16.648456573486328
2010-05-26,16.671539306640625
2010-05-27,17.18494987487793
2010-05-28,16.97727394104004
2010-06-01,16.59365463256836
2010-06-02,17.09841537475586
2010-06-03,17.060924530029297
2010-06-04,16.45809555053711
2010-06-07,16.440786361694336
2010-06-08,16.50712013244629
2010-06-09,16.339832305908203
2010-06-10,16.784025192260742
2010-06-11,17.109952926635742
2010-06-14,16.962852478027344
2010-06-15,17.25128746032715
2010-06-16,17.124380111694336
2010-06-17,17.158992767333984
2010-06-18,17.164756774902344
2010-06-21,17.034963607788086
2010-06-22,16.951313018798828
2010-06-23,16.99746322631836
2010-06-24,16.81575584411621
2010-06-25,17.259944915771484
2010-06-28,17.199369430541992
2010-06-29,16.648456573486328
2010-06-30,16.37156105041504
2010-07-01,16.224451065063477
2010-07-02,16.19272804260254
2010-07-06,16.21003532409668
2010-07-07,16.801328659057617
2010-07-08,16.968624114990234
2010-07-09,17.190719604492188
2010-07-12,17.00611686706543
2010-07-13,17.458965301513672
2010-07-14,17.34358787536621
2010-07-15,17.245519638061523
2010-07-16,16.80421257019043
2010-07-19,16.75518226623535
2010-07-20,16.983047485351562
2010-07-21,16.634037017822266
2010-07-22,17.029193878173828
2010-07-23,17.213794708251953
2010-07-26,17.381084442138672
2010-07-27,17.375316619873047
2010-07-28,17.086872100830078
2010-07-29,17.158992767333984
2010-07-30,17.164756774902344
2010-08-02,17.210905075073242
2010-08-03,17.0378475189209
2010-08-04,17.138795852661133
2010-08-05,16.824399948120117
2010-08-06,16.547500610351562
2010-08-09,16.726333618164062
2010-08-10,16.43790054321289
2010-08-11,16.013898849487305
2010-08-12,15.996596336364746
2010-08-13,15.79469108581543
2010-08-16,15.79758071899414
2010-08-17,15.840840339660645
2010-08-18,15.716814041137695
2010-08-19,15.347622871398926
2010-08-20,15.139946937561035
2010-08-23,15.134174346923828
2010-08-24,15.070721626281738
2010-08-25,15.330312728881836
2010-08-26,15.209165573120117
2010-08-27,15.460108757019043
2010-08-30,15.214940071105957
2010-08-31,15.272621154785156
2010-09-01,15.855264663696289
2010-09-02,15.84372615814209
2010-09-03,16.123506546020508
2010-09-07,15.711044311523438
2010-09-08,15.786040306091309
2010-09-09,16.039867401123047
2010-09-10,16.129276275634766
2010-09-13,16.43501853942871
2010-09-14,16.409055709838867
2010-09-15,16.56769371032715
2010-09-16,16.46097755432129
2010-09-17,16.60807991027832
2010-09-20,16.913818359375
2010-09-21,16.694608688354492
2010-09-22,16.61384391784668
2010-09-23,16.31675910949707
2010-09-24,16.674413681030273
2010-09-27,16.484050750732422
2010-09-28,16.556154251098633
2010-09-29,16.634037017822266
2010-09-30,16.6109619140625
2010-10-01,16.512897491455078
2010-10-04,16.417705535888672
2010-10-05,16.541730880737305
2010-10-06,16.54463005065918
2010-10-07,16.58211898803711
2010-10-08,16.694608688354492
2010-10-11,16.634037017822266
2010-10-12,16.680187225341797
2010-10-13,16.870553970336914
2010-10-14,16.93689727783203
2010-10-15,16.830169677734375
2010-10-18,16.968624114990234
2010-10-19,16.714794158935547
2010-10-20,16.833057403564453
2010-10-21,16.746532440185547
2010-10-22,16.659992218017578
2010-10-25,16.821516036987305
2010-10-26,16.75806427001953
2010-10-27,16.694608688354492
2010-10-28,16.605195999145508
2010-10-29,16.58211898803711
2010-11-01,16.559043884277344
2010-11-02,16.830169677734375
2010-11-03,16.812864303588867
2010-11-04,17.37242889404297
2010-11-05,17.516651153564453
2010-11-08,17.4964599609375
2010-11-09,17.173412322998047
2010-11-10,17.381084442138672
2010-11-11,17.320510864257812
2010-11-12,17.158992767333984
2010-11-15,17.288785934448242
2010-11-16,16.97727394104004
2010-11-17,17.00611686706543
2010-11-18,17.311859130859375
2010-11-19,17.40703773498535
2010-11-22,17.476268768310547
2010-11-23,17.248401641845703
2010-11-24,17.450307846069336
2010-11-26,17.30609893798828
2010-11-29,17.173412322998047
2010-11-30,17.08399772644043
2010-12-01,17.35511589050293
2010-12-02,17.487812042236328
2010-12-03,17.507991790771484
2010-12-06,17.47338104248047
2010-12-07,17.545488357543945
2010-12-08,17.681053161621094
2010-12-09,17.810850143432617
2010-12-10,17.807968139648438
2010-12-13,17.70124053955078
2010-12-14,17.73297691345215
2010-12-15,17.810850143432617
2010-12-16,17.97237777709961
2010-12-17,17.75604248046875
2010-12-20,17.66663360595703
2010-12-21,17.810850143432617
2010-12-22,17.862773895263672
2010-12-23,17.859888076782227
2010-12-27,17.75604248046875
2010-12-28,17.77623748779297
2010-12-29,17.782011032104492
2010-12-30,17.66375160217285
2010-12-31,17.47914695739746
2011-01-03,17.692590713500977
2011-01-04,17.519533157348633
2011-01-05,17.48204231262207
