Date,ROL
2010-01-04,3.0905909538269043
2010-01-05,3.0748302936553955
2010-01-06,3.076406240463257
2010-01-07,3.1000466346740723
2010-01-08,3.0953190326690674
2010-01-11,3.0905909538269043
2010-01-12,3.0732545852661133
2010-01-13,3.1095030307769775
2010-01-14,3.118959903717041
2010-01-15,3.0480382442474365
2010-01-19,3.0795586109161377
2010-01-20,3.013366222381592
2010-01-21,2.981844902038574
2010-01-22,2.947171926498413
2010-01-25,2.9298362731933594
2010-01-26,2.8967390060424805
2010-01-27,3.14259934425354
2010-01-28,3.059070348739624
2010-01-29,3.1016225814819336
2010-02-01,3.0953190326690674
2010-02-02,3.0701024532318115
2010-02-03,3.0827105045318604
2010-02-04,3.0385823249816895
2010-02-05,3.062222719192505
2010-02-08,3.0242223739624023
2010-02-09,3.0543055534362793
2010-02-10,3.0400562286376953
2010-02-11,3.0970566272735596
2010-02-12,3.185724973678589
2010-02-16,3.206308603286743
2010-02-17,3.2538092136383057
2010-02-18,3.3139779567718506
2010-02-19,3.3488118648529053
2010-02-22,3.3899779319763184
2010-02-23,3.364644765853882
2010-02-24,3.382061004638672
2010-02-25,3.3931453227996826
2010-02-26,3.364644765853882
2010-03-01,3.418478488922119
2010-03-02,3.450146436691284
2010-03-03,3.4580633640289307
2010-03-04,3.44697904586792
2010-03-05,3.5435664653778076
2010-03-08,3.537231683731079
2010-03-09,3.5720643997192383
2010-03-10,3.5942325592041016
2010-03-11,3.578399181365967
2010-03-12,3.5625641345977783
2010-03-15,3.519813299179077
2010-03-16,3.5118985176086426
2010-03-17,3.537231683731079
2010-03-18,3.5435664653778076
2010-03-19,3.5293145179748535
2010-03-22,3.559398889541626
2010-03-23,3.6021487712860107
2010-03-24,3.5419814586639404
2010-03-25,3.451730489730835
2010-03-26,3.427978515625
2010-03-29,3.459646224975586
2010-03-30,3.462812900543213
2010-03-31,3.4327287673950195
2010-04-01,3.42006254196167
2010-04-05,3.4659810066223145
2010-04-06,3.4992306232452393
2010-04-07,3.5023961067199707
2010-04-08,3.4707303047180176
2010-04-09,3.442229986190796
2010-04-12,3.4406464099884033
2010-04-13,3.478647470474243
2010-04-14,3.5245630741119385
2010-04-15,3.538815975189209
2010-04-16,3.5103139877319336
2010-04-19,3.505563497543335
2010-04-20,3.5419814586639404
2010-04-21,3.5815651416778564
2010-04-22,3.5894827842712402
2010-04-23,3.5704808235168457
2010-04-26,3.5578134059906006
2010-04-27,3.513482093811035
2010-04-28,3.5435664653778076
2010-04-29,3.507147789001465
2010-04-30,3.4438111782073975
2010-05-03,3.5118985176086426
2010-05-04,3.472313165664673
2010-05-05,3.472313165664673
2010-05-06,3.383280038833618
2010-05-07,3.3021953105926514
2010-05-10,3.5088798999786377
2010-05-11,3.542269706726074
2010-05-12,3.6456120014190674
2010-05-13,3.562936782836914
2010-05-14,3.532729148864746
2010-05-17,3.575655460357666
2010-05-18,3.4691340923309326
2010-05-19,3.4866228103637695
2010-05-20,3.3037846088409424
2010-05-21,3.3117353916168213
2010-05-24,3.3037846088409424
2010-05-25,3.3165035247802734
2010-05-26,3.327634334564209
2010-05-27,3.4150779247283936
2010-05-28,3.3800997734069824
2010-06-01,3.327634334564209
2010-06-02,3.4118969440460205
2010-06-03,3.4118969440460205
2010-06-04,3.2942464351654053
2010-06-07,3.279937505722046
2010-06-08,3.324453830718994
2010-06-09,3.321274757385254
2010-06-10,3.383280038833618
2010-06-11,3.4103081226348877
2010-06-14,3.3610212802886963
2010-06-15,3.437335968017578
2010-06-16,3.4087188243865967
2010-06-17,3.4118969440460205
2010-06-18,3.4071290493011475
2010-06-21,3.392819404602051
2010-06-22,3.37373948097229
2010-06-23,3.3451218605041504
2010-06-24,3.3165035247802734
2010-06-25,3.36419939994812
2010-06-28,3.4023585319519043
2010-06-29,3.3149149417877197
2010-06-30,3.289476156234741
2010-07-01,3.2465481758117676
2010-07-02,3.2322394847869873
2010-07-06,3.235419988632202
2010-07-07,3.306964635848999
2010-07-08,3.3975892066955566
2010-07-09,3.4087188243865967
2010-07-12,3.418257236480713
2010-07-13,3.4898016452789307
2010-07-14,3.4532346725463867
2010-07-15,3.4166665077209473
2010-07-16,3.3196842670440674
2010-07-19,3.3530728816986084
2010-07-20,3.4023585319519043
2010-07-21,3.3435328006744385
2010-07-22,3.4134891033172607
2010-07-23,3.477083683013916
2010-07-26,3.520010471343994
2010-07-27,3.5041112899780273
2010-07-28,3.516829490661621
2010-07-29,3.485032081604004
2010-07-30,3.472313165664673
2010-08-02,3.5041112899780273
2010-08-03,3.477083683013916
2010-08-04,3.5216000080108643
2010-08-05,3.4754934310913086
2010-08-06,3.4451606273651123
2010-08-09,3.4978439807891846
2010-08-10,3.441967487335205
2010-08-11,3.3413915634155273
2010-08-12,3.3270223140716553
2010-08-13,3.299882411956787
2010-08-16,3.3302154541015625
2010-08-17,3.3876872062683105
2010-08-18,3.3765127658843994
2010-08-19,3.2807252407073975
2010-08-20,3.285515546798706
2010-08-23,3.2615673542022705
2010-08-24,3.2280421257019043
2010-08-25,3.2615673542022705
2010-08-26,3.2424097061157227
2010-08-27,3.358950614929199
2010-08-30,3.3222320079803467
2010-08-31,3.2695491313934326
2010-09-01,3.366934299468994
2010-09-02,3.3765127658843994
2010-09-03,3.440371036529541
2010-09-07,3.4196176528930664
2010-09-08,3.3988633155822754
2010-09-09,3.4180212020874023
2010-09-10,3.4339840412139893
2010-09-13,3.5233876705169678
2010-09-14,3.4994399547576904
2010-09-15,3.5201947689056396
2010-09-16,3.46751070022583
2010-09-17,3.568087577819824
2010-09-20,3.6846275329589844
2010-09-21,3.5904390811920166
2010-09-22,3.6048057079315186
2010-09-23,3.4930543899536133
2010-09-24,3.6319468021392822
2010-09-27,3.6032111644744873
2010-09-28,3.678243637084961
2010-09-29,3.6814382076263428
2010-09-30,3.732523202896118
2010-10-01,3.70219087600708
2010-10-04,3.6511034965515137
2010-10-05,3.783609390258789
2010-10-06,3.847468137741089
2010-10-07,3.8378896713256836
2010-10-08,3.8921685218811035
2010-10-11,3.8905727863311768
2010-10-12,3.8410837650299072
2010-10-13,3.9464502334594727
2010-10-14,3.9097306728363037
2010-10-15,3.9049410820007324
2010-10-18,3.981572151184082
2010-10-19,3.91611647605896
2010-10-20,4.000728130340576
2010-10-21,3.956027030944824
2010-10-22,3.983168125152588
2010-10-25,4.0135016441345215
2010-10-26,3.9943411350250244
2010-10-27,4.165163516998291
2010-10-28,4.17793607711792
2010-10-29,4.158778190612793
2010-11-01,4.173145294189453
2010-11-02,4.221040725708008
2010-11-03,4.229023456573486
2010-11-04,4.297671794891357
2010-11-05,4.300864219665527
2010-11-08,4.3040642738342285
2010-11-09,4.283242225646973
2010-11-10,4.321687698364258
2010-11-11,4.264021396636963
2010-11-12,4.236791133880615
2010-11-15,4.2560133934021
2010-11-16,4.182329177856445
2010-11-17,4.190338611602783
2010-11-18,4.265625
2010-11-19,4.2624192237854
2010-11-22,4.268827438354492
2010-11-23,4.243197917938232
2010-11-24,4.401777267456055
2010-11-26,4.380953311920166
2010-11-29,4.374545097351074
2010-11-30,4.328094959259033
2010-12-01,4.480266094207764
2010-12-02,4.464247226715088
2010-12-03,4.499486923217773
2010-12-06,4.475459098815918
2010-12-07,4.561957836151123
2010-12-08,4.5955963134765625
2010-12-09,4.616419792175293
2010-12-10,4.6308369636535645
2010-12-13,4.654062747955322
2010-12-14,4.61802339553833
2010-12-15,4.670881748199463
2010-12-16,4.7237420082092285
2010-12-17,4.745365142822266
2010-12-20,4.762186050415039
2010-12-21,4.764589309692383
2010-12-22,4.735754489898682
2010-12-23,4.812643051147461
2010-12-27,4.824655055999756
2010-12-28,4.8222551345825195
2010-12-29,4.810237407684326
2010-12-30,4.7669901847839355
2010-12-31,4.745365142822266
2011-01-03,4.8006272315979
2011-01-04,4.637244701385498
2011-01-05,4.721337795257568
2011-01-06,4.61802339553833
2011-01-07,4.560356140136719
2011-01-10,4.586785316467285
2011-01-11,4.613217353820801
2011-01-12,4.637244701385498
2011-01-13,4.61802339553833
2011-01-14,4.5963969230651855
2011-01-18,4.646854400634766
2011-01-19,4.591592311859131
2011-01-20,4.581980228424072
2011-01-21,4.569968223571777
2011-01-24,4.639646053314209
2011-01-25,4.637244701385498
2011-01-26,4.7309489250183105
2011-01-27,4.7069220542907715
2011-01-28,4.541135787963867
2011-01-31,4.562760353088379
2011-02-01,4.666076183319092
2011-02-02,4.663674831390381
2011-02-03,4.654062747955322
2011-02-04,4.622827529907227
2011-02-07,4.670881748199463
2011-02-08,4.699818134307861
2011-02-09,4.675703048706055
2011-02-10,4.678115367889404
2011-02-11,4.7769856452941895
2011-02-14,4.752868175506592
2011-02-15,4.7094645500183105
2011-02-16,4.714287757873535
2011-02-17,4.733578205108643
2011-02-18,4.784219264984131
2011-02-22,4.692585468292236
2011-02-23,4.600951194763184
2011-02-24,4.60577392578125
2011-02-25,4.7094645500183105
2011-02-28,4.731167316436768
2011-03-01,4.6467695236206055
2011-03-02,4.692585468292236
2011-03-03,4.789039611816406
2011-03-04,4.731167316436768
2011-03-07,4.687763214111328
2011-03-08,4.767338275909424
2011-03-09,4.769748687744141
2011-03-10,4.615421295166016
2011-03-11,4.637122631072998
2011-03-14,4.615421295166016
2011-03-15,4.574425220489502
2011-03-16,4.538255214691162
2011-03-17,4.5358428955078125
2011-03-18,4.574425220489502
2011-03-21,4.690173625946045
2011-03-22,4.711874961853027
2011-03-23,4.738401412963867
2011-03-24,4.735988616943359
2011-03-25,4.769748687744141
2011-03-28,4.738401412963867
2011-03-29,4.764926433563232
2011-03-30,4.846915245056152
2011-03-31,4.895142555236816
2011-04-01,4.962660789489746
2011-04-04,5.0036540031433105
2011-04-05,5.022945404052734
2011-04-06,5.063939094543457
2011-04-07,4.974719047546387
2011-04-08,4.899964809417725
2011-04-11,4.8445024490356445
2011-04-12,4.764926433563232
2011-04-13,4.772161960601807
2011-04-14,4.81074333190918
2011-04-15,4.849326133728027
2011-04-18,4.723930835723877
2011-04-19,4.71669864654541
2011-04-20,4.808331489562988
2011-04-21,4.834857940673828
2011-04-25,4.83726692199707
2011-04-26,4.998833656311035
2011-04-27,5.018123149871826
2011-04-28,5.006064414978027
2011-04-29,5.056705474853516
2011-05-02,4.974719047546387
2011-05-03,4.931313514709473
2011-05-04,4.863792419433594
2011-05-05,4.8203911781311035
2011-05-06,4.856688022613525
2011-05-09,4.905084609985352
2011-05-10,4.984940052032471
2011-05-11,4.873624324798584
2011-05-12,4.984940052032471
2011-05-13,4.936542510986328
2011-05-16,4.8324875831604
2011-05-17,4.774411201477051
2011-05-18,4.8349103927612305
2011-05-19,4.873624324798584
2011-05-20,4.822808265686035
2011-05-23,4.711493968963623
2011-05-24,4.6800360679626465
2011-05-25,4.730854511260986
2011-05-26,4.762312889099121
2011-05-27,4.755053520202637
2011-05-31,4.868786334991455
2011-06-01,4.711493968963623
2011-06-02,4.716335296630859
2011-06-03,4.64857816696167
2011-06-06,4.607437610626221
2011-06-07,4.641319751739502
2011-06-08,4.629218578338623
2011-06-09,4.638898849487305
2011-06-10,4.592919826507568
2011-06-13,4.607437610626221
2011-06-14,4.658257961273193
2011-06-15,4.585660934448242
2011-06-16,4.614699840545654
2011-06-17,4.655838489532471
2011-06-20,4.730854511260986
2011-06-21,4.842167854309082
2011-06-22,4.776832103729248
2011-06-23,4.762312889099121
2011-06-24,4.76715087890625
2011-06-27,4.810710430145264
2011-06-28,4.890565872192383
2011-06-29,4.907503604888916
2011-06-30,4.93170166015625
2011-07-01,5.011559963226318
2011-07-05,5.040597915649414
2011-07-06,5.113194465637207
2011-07-07,5.176110744476318
2011-07-08,5.147071361541748
2011-07-11,5.074475288391113
2011-07-12,5.086575508117676
2011-07-13,5.069635391235352
2011-07-14,4.99220085144043
2011-07-15,5.028499603271484
2011-07-18,4.929283618927002
2011-07-19,5.040597915649414
2011-07-20,5.026076316833496
2011-07-21,5.122873306274414
2011-07-22,5.038176536560059
2011-07-25,4.975261211395264
2011-07-26,4.8712053298950195
2011-07-27,4.660678863525391
2011-07-28,4.597761631011963
2011-07-29,4.619539260864258
2011-08-01,4.561463832855225
2011-08-02,4.4961256980896
2011-08-03,4.546942234039307
2011-08-04,4.447728633880615
2011-08-05,4.423529148101807
2011-08-08,4.061582088470459
2011-08-09,4.384664535522461
2011-08-10,4.119882106781006
2011-08-11,4.362802028656006
2011-08-12,4.382232666015625
2011-08-15,4.4648261070251465
