Date,HCSG
2010-01-04,9.66193962097168
2010-01-05,9.711837768554688
2010-01-06,9.906892776489258
2010-01-07,9.961325645446777
2010-01-08,10.052047729492188
2010-01-11,9.847922325134277
2010-01-12,9.829778671264648
2010-01-13,9.893282890319824
2010-01-14,9.997612953186035
2010-01-15,9.974930763244629
2010-01-19,10.024829864501953
2010-01-20,9.807093620300293
2010-01-21,9.752662658691406
2010-01-22,9.66193962097168
2010-01-25,9.621111869812012
2010-01-26,9.525854110717773
2010-01-27,9.612045288085938
2010-01-28,9.412453651428223
2010-01-29,9.29904842376709
2010-02-01,9.498640060424805
2010-02-02,9.634721755981445
2010-02-03,9.60296630859375
2010-02-04,9.389776229858398
2010-02-05,9.534931182861328
2010-02-08,9.534931182861328
2010-02-09,9.657401084899902
2010-02-10,9.854399681091309
2010-02-11,9.95060920715332
2010-02-12,9.973514556884766
2010-02-16,9.955190658569336
2010-02-17,10.019327163696289
2010-02-18,10.106371879577637
2010-02-19,10.115534782409668
2010-02-22,10.046815872192383
2010-02-23,9.991838455200195
2010-02-24,10.092628479003906
2010-02-25,10.042235374450684
2010-02-26,10.06056022644043
2010-03-01,10.248393058776855
2010-03-02,10.312533378601074
2010-03-03,10.289624214172363
2010-03-04,10.312533378601074
2010-03-05,10.30794906616211
2010-03-08,10.252972602844238
2010-03-09,10.202580451965332
2010-03-10,10.124696731567383
2010-03-11,10.133859634399414
2010-03-12,10.078886985778809
2010-03-15,10.120115280151367
2010-03-16,10.156770706176758
2010-03-17,10.193418502807617
2010-03-18,10.170509338378906
2010-03-19,10.046815872192383
2010-03-22,10.037651062011719
2010-03-23,10.202580451965332
2010-03-24,10.143024444580078
2010-03-25,10.262137413024902
2010-03-26,10.211738586425781
2010-03-29,10.257553100585938
2010-03-30,10.303366661071777
2010-03-31,10.280465126037598
2010-04-01,10.330853462219238
2010-04-05,10.472879409790039
2010-04-06,10.404158592224121
2010-04-07,10.518689155578613
2010-04-08,10.523271560668945
2010-04-09,10.555340766906738
2010-04-12,10.569087028503418
2010-04-13,10.683618545532227
2010-04-14,10.124696731567383
2010-04-15,10.243812561035156
2010-04-16,10.010165214538574
2010-04-19,9.941446304321289
2010-04-20,10.046815872192383
2010-04-21,10.083840370178223
2010-04-22,10.13473892211914
2010-04-23,10.167135238647461
2010-04-26,10.116232872009277
2010-04-27,10.03293228149414
2010-04-28,10.056074142456055
2010-04-29,10.111604690551758
2010-04-30,9.9450044631958
2010-05-03,9.995908737182617
2010-05-04,9.907981872558594
2010-05-05,9.806175231933594
2010-05-06,9.621063232421875
2010-05-07,9.533138275146484
2010-05-10,9.857078552246094
2010-05-11,9.857078552246094
2010-05-12,10.014422416687012
2010-05-13,10.009793281555176
2010-05-14,10.069952011108398
2010-05-17,10.153254508972168
2010-05-18,9.949636459350586
2010-05-19,10.143997192382812
2010-05-20,9.361910820007324
2010-05-21,9.435954093933105
2010-05-24,9.352655410766602
2010-05-25,9.135146141052246
2010-05-26,9.042593955993652
2010-05-27,9.357282638549805
2010-05-28,9.306377410888672
2010-06-01,9.236964225769043
2010-06-02,9.510000228881836
2010-06-03,9.556276321411133
2010-06-04,9.125896453857422
2010-06-07,8.954668045043945
2010-06-08,8.931533813476562
2010-06-09,8.852859497070312
2010-06-10,9.014830589294434
2010-06-11,9.19993782043457
2010-06-14,9.084250450134277
2010-06-15,9.287862777709961
2010-06-16,9.348026275634766
2010-06-17,9.320262908935547
2010-06-18,9.297120094299316
2010-06-21,9.19993782043457
2010-06-22,9.047224044799805
2010-06-23,8.96855354309082
2010-06-24,8.843602180480957
2010-06-25,9.024084091186523
2010-06-28,9.06573486328125
2010-06-29,8.718650817871094
2010-06-30,8.769558906555176
2010-07-01,8.695516586303711
2010-07-02,8.829719543457031
