Date,AMG
2010-01-04,66.6868667602539
2010-01-05,67.21940612792969
2010-01-06,68.53606414794922
2010-01-07,68.22628784179688
2010-01-08,67.59697723388672
2010-01-11,68.05200958251953
2010-01-12,67.5485610961914
2010-01-13,68.27467346191406
2010-01-14,67.01606750488281
2010-01-15,65.6025619506836
2010-01-19,66.12535095214844
2010-01-20,64.99260711669922
2010-01-21,63.850162506103516
2010-01-22,63.75335693359375
2010-01-25,63.90827560424805
2010-01-26,61.2167854309082
2010-01-27,61.86545181274414
2010-01-28,59.81294631958008
2010-01-29,58.64147186279297
2010-02-01,62.07844924926758
2010-02-02,63.38547134399414
2010-02-03,63.75335693359375
2010-02-04,61.32328796386719
2010-02-05,61.68149185180664
2010-02-08,60.51002883911133
2010-02-09,60.46162033081055
2010-02-10,65.37016296386719
2010-02-11,65.69937133789062
2010-02-12,66.52230834960938
2010-02-16,67.19033813476562
2010-02-17,67.5485610961914
2010-02-18,66.24153137207031
2010-02-19,66.69656372070312
2010-02-22,68.61354064941406
2010-02-23,68.10040283203125
2010-02-24,68.4586181640625
2010-02-25,68.37151336669922
2010-02-26,68.86526489257812
2010-03-01,69.91087341308594
2010-03-02,71.57609558105469
2010-03-03,72.10861206054688
2010-03-04,74.35472869873047
2010-03-05,75.46809387207031
2010-03-08,74.99371337890625
2010-03-09,74.4805908203125
2010-03-10,74.33534240722656
2010-03-11,74.4805908203125
2010-03-12,75.55525207519531
2010-03-15,74.37407684326172
2010-03-16,75.25508880615234
2010-03-17,76.5330810546875
2010-03-18,76.83318328857422
2010-03-19,76.2136001586914
2010-03-22,77.07524871826172
2010-03-23,77.89820098876953
2010-03-24,77.56901550292969
2010-03-25,77.26890563964844
2010-03-26,78.19831848144531
2010-03-29,78.13053894042969
2010-03-30,77.23014068603516
2010-03-31,76.48465728759766
2010-04-01,78.6727294921875
2010-04-05,79.84420776367188
2010-04-06,81.01568603515625
2010-04-07,79.90226745605469
2010-04-08,78.51780700683594
2010-04-09,78.7017593383789
2010-04-12,77.87882995605469
2010-04-13,78.63397216796875
2010-04-14,80.26048278808594
2010-04-15,81.32549285888672
2010-04-16,80.15399932861328
2010-04-19,79.66991424560547
2010-04-20,80.52191925048828
2010-04-21,81.13185119628906
2010-04-22,81.88700866699219
2010-04-23,82.67121124267578
2010-04-26,79.91195678710938
2010-04-27,78.71145629882812
2010-04-28,80.76394653320312
2010-04-29,84.27836608886719
2010-04-30,81.4997329711914
2010-05-03,82.61311340332031
2010-05-04,81.09310150146484
2010-05-05,78.48877716064453
2010-05-06,75.3228988647461
2010-05-07,71.73100280761719
2010-05-10,77.3463363647461
2010-05-11,76.4943618774414
2010-05-12,78.41131591796875
2010-05-13,77.29790496826172
2010-05-14,74.66455841064453
2010-05-17,74.49026489257812
2010-05-18,71.9052734375
2010-05-19,72.6217041015625
2010-05-20,69.02013397216797
2010-05-21,70.56918334960938
2010-05-24,67.8099594116211
2010-05-25,67.19033813476562
2010-05-26,67.40333557128906
2010-05-27,71.33404541015625
2010-05-28,69.36869812011719
2010-06-01,66.55134582519531
2010-06-02,68.78780364990234
2010-06-03,68.7684097290039
2010-06-04,66.01884460449219
2010-06-07,63.96635818481445
2010-06-08,64.46981811523438
2010-06-09,63.27897262573242
2010-06-10,65.8833236694336
2010-06-11,66.34800720214844
2010-06-14,65.2540054321289
2010-06-15,66.8998794555664
2010-06-16,67.90677642822266
2010-06-17,67.935791015625
2010-06-18,67.52918243408203
2010-06-21,68.35212707519531
2010-06-22,66.89021301269531
2010-06-23,66.06724548339844
2010-06-24,63.17246627807617
2010-06-25,64.7892837524414
2010-06-28,63.83081817626953
2010-06-29,59.8226318359375
2010-06-30,58.83509826660156
2010-07-01,57.79917526245117
2010-07-02,58.48655700683594
2010-07-06,58.05089569091797
2010-07-07,60.5971565246582
2010-07-08,62.33015823364258
2010-07-09,63.588783264160156
2010-07-12,62.94011688232422
2010-07-13,64.93451690673828
2010-07-14,64.12125396728516
2010-07-15,62.84330368041992
