Date,AZTA
2010-01-04,7.001812934875488
2010-01-05,7.245426177978516
2010-01-06,7.91338586807251
2010-01-07,8.345598220825195
2010-01-08,8.400602340698242
2010-01-11,8.447755813598633
2010-01-12,8.180570602416992
2010-01-13,8.227720260620117
2010-01-14,8.12556266784668
2010-01-15,7.850517272949219
2010-01-19,7.984114170074463
2010-01-20,7.874091148376465
2010-01-21,7.850517272949219
2010-01-22,7.096113681793213
2010-01-25,7.31614875793457
2010-01-26,7.30828857421875
2010-01-27,7.339725971221924
2010-01-28,6.962522029876709
2010-01-29,6.553887844085693
2010-02-01,6.616753578186035
2010-02-02,6.789638519287109
2010-02-03,6.695337772369385
2010-02-04,6.695337772369385
2010-02-05,5.885922908782959
2010-02-08,6.341710090637207
2010-02-09,6.318134307861328
2010-02-10,6.49887752532959
2010-02-11,6.946804523468018
2010-02-12,7.001812934875488
2010-02-16,7.31614875793457
2010-02-17,7.261139392852783
2010-02-18,7.198273181915283
2010-02-19,7.363298416137695
2010-02-22,7.292572021484375
2010-02-23,7.001812934875488
2010-02-24,6.954663276672363
2010-02-25,6.876078128814697
2010-02-26,6.789638519287109
2010-03-01,7.2139892578125
2010-03-02,7.103972434997559
2010-03-03,6.923229694366455
2010-03-04,6.836787223815918
2010-03-05,6.931089878082275
2010-03-08,6.90751314163208
2010-03-09,6.805353164672852
2010-03-10,6.946804523468018
2010-03-11,6.915370464324951
2010-03-12,6.93894624710083
2010-03-15,6.74248743057251
2010-03-16,6.773922920227051
2010-03-17,6.828929424285889
2010-03-18,6.766062259674072
2010-03-19,6.577460765838623
2010-03-22,6.726770877838135
2010-03-23,7.001812934875488
2010-03-24,6.978239059448242
2010-03-25,6.93894624710083
2010-03-26,6.915370464324951
2010-03-29,6.978239059448242
2010-03-30,7.072539806365967
2010-03-31,6.931089878082275
2010-04-01,6.836787223815918
2010-04-05,6.986098766326904
2010-04-06,7.017529487609863
2010-04-07,7.072539806365967
2010-04-08,7.009671688079834
2010-04-09,6.93894624710083
2010-04-12,6.923229694366455
2010-04-13,6.954663276672363
2010-04-14,7.59119176864624
2010-04-15,7.544043064117432
2010-04-16,7.551900386810303
2010-04-19,7.551900386810303
2010-04-20,7.599049091339111
2010-04-21,7.6383442878723145
2010-04-22,7.7719340324401855
2010-04-23,7.834802150726318
2010-04-26,7.858379364013672
2010-04-27,7.701207637786865
2010-04-28,7.6697773933410645
2010-04-29,7.881953716278076
2010-04-30,7.6383442878723145
2010-05-03,7.91338586807251
2010-05-04,7.410447597503662
2010-05-05,7.418306827545166
2010-05-06,6.89965295791626
2010-05-07,6.90751314163208
2010-05-10,7.347579002380371
2010-05-11,7.284718036651611
2010-05-12,7.59119176864624
2010-05-13,7.386873722076416
2010-05-14,7.151123523712158
2010-05-17,7.489032745361328
2010-05-18,7.025388717651367
2010-05-19,7.017529487609863
2010-05-20,6.546027660369873
2010-05-21,6.577460765838623
2010-05-24,6.349568843841553
2010-05-25,6.404575347900391
2010-05-26,6.294559955596924
2010-05-27,6.671761989593506
2010-05-28,6.5381693840026855
2010-06-01,6.263123989105225
2010-06-02,6.420293807983398
2010-06-03,6.514593601226807
2010-06-04,6.098098278045654
2010-06-07,5.571588039398193
2010-06-08,5.320120334625244
2010-06-09,5.288689136505127
2010-06-10,5.587306022644043
2010-06-11,5.650171279907227
2010-06-14,5.84663200378418
2010-06-15,6.098098278045654
2010-06-16,5.988081455230713
2010-06-17,6.137392997741699
2010-06-18,6.333853244781494
2010-06-21,6.428151607513428
2010-06-22,6.333853244781494
2010-06-23,6.396719932556152
2010-06-24,6.294559955596924
2010-06-25,6.318134307861328
2010-06-28,6.294559955596924
2010-06-29,5.972366809844971
2010-06-30,6.074526309967041
2010-07-01,6.286701202392578
2010-07-02,6.098098278045654
2010-07-06,6.286701202392578
2010-07-07,6.5067362785339355
2010-07-08,6.365284442901611
2010-07-09,6.420293807983398
2010-07-12,6.3024187088012695
2010-07-13,7.096113681793213
2010-07-14,7.025388717651367
2010-07-15,6.781780242919922
2010-07-16,6.373142719268799
2010-07-19,6.420293807983398
2010-07-20,6.514593601226807
2010-07-21,6.215976238250732
2010-07-22,6.5381693840026855
2010-07-23,6.522452354431152
2010-07-26,6.341710090637207
2010-07-27,6.451725959777832
2010-07-28,6.176684379577637
2010-07-29,5.995942115783691
2010-07-30,5.995942115783691
2010-08-02,6.066666126251221
2010-08-03,6.19240140914917
2010-08-04,6.365284442901611
2010-08-05,6.412435531616211
2010-08-06,6.373142719268799
2010-08-09,6.593179225921631
2010-08-10,6.294559955596924
2010-08-11,5.917358875274658
2010-08-12,5.70518159866333
2010-08-13,5.673748970031738
2010-08-16,5.783764839172363
2010-08-17,5.964508533477783
2010-08-18,5.854491710662842
2010-08-19,5.713038444519043
2010-08-20,5.650171279907227
2010-08-23,5.493004322052002
2010-08-24,5.422280311584473
2010-08-25,5.516579627990723
2010-08-26,5.3436970710754395
2010-08-27,5.5637311935424805
2010-08-30,5.422280311584473
2010-08-31,5.320120334625244
2010-09-01,5.359411239624023
2010-09-02,5.1943864822387695
2010-09-03,5.257253646850586
2010-09-07,4.565715789794922
2010-09-08,4.432124614715576
2010-09-09,4.36925745010376
2010-09-10,4.345684051513672
2010-09-13,4.6600165367126465
2010-09-14,4.652159690856934
2010-09-15,4.479275703430176
2010-09-16,4.487133979797363
2010-09-17,4.777893543243408
2010-09-20,4.9586358070373535
2010-09-21,5.115805149078369
2010-09-22,4.809326648712158
2010-09-23,4.825043678283691
2010-09-24,5.217962265014648
2010-09-27,5.210103988647461
2010-09-28,5.327979564666748
2010-09-29,5.398705005645752
2010-09-30,5.2729716300964355
2010-10-01,5.265111446380615
2010-10-04,5.084368705749512
2010-10-05,5.24939489364624
2010-10-06,5.202244281768799
2010-10-07,5.225821495056152
2010-10-08,5.1315202713012695
2010-10-11,5.327979564666748
2010-10-12,5.445855617523193
2010-10-13,5.5637311935424805
2010-10-14,5.493004322052002
2010-10-15,5.603024005889893
2010-10-18,5.720897674560547
2010-10-19,5.414421081542969
2010-10-20,5.430137634277344
2010-10-21,5.304404258728027
2010-10-22,5.516579627990723
2010-10-25,5.493004322052002
2010-10-26,5.3436970710754395
2010-10-27,5.493004322052002
2010-10-28,5.406562805175781
2010-10-29,5.3436970710754395
2010-11-01,5.217962265014648
2010-11-02,5.5637311935424805
2010-11-03,5.63445520401001
2010-11-04,5.90164041519165
2010-11-05,5.878066062927246
2010-11-08,5.89378023147583
2010-11-09,5.713038444519043
2010-11-10,5.823057651519775
2010-11-11,6.11381721496582
2010-11-12,5.9566497802734375
2010-11-15,5.878066062927246
2010-11-16,5.799482345581055
2010-11-17,5.524439334869385
2010-11-18,5.84663200378418
2010-11-19,5.8151984214782715
2010-11-22,5.84663200378418
2010-11-23,5.697322368621826
2010-11-24,5.90949821472168
2010-11-26,5.783764839172363
2010-11-29,5.689465045928955
2010-11-30,5.689465045928955
2010-12-01,5.925214767456055
2010-12-02,6.231692790985107
2010-12-03,6.286701202392578
2010-12-06,6.420293807983398
2010-12-07,6.5381693840026855
2010-12-08,6.561745643615723
2010-12-09,6.6874799728393555
2010-12-10,6.891796112060547
2010-12-13,6.993958473205566
2010-12-14,6.946804523468018
2010-12-15,6.931089878082275
2010-12-16,6.986098766326904
2010-12-17,7.261139392852783
2010-12-20,7.1589813232421875
2010-12-21,7.292572021484375
2010-12-22,7.268999099731445
2010-12-23,7.268999099731445
2010-12-27,7.410447597503662
2010-12-28,7.363298416137695
2010-12-29,7.253282070159912
2010-12-30,7.253282070159912
2010-12-31,7.127549648284912
2011-01-03,7.2139892578125
2011-01-04,7.080397129058838
2011-01-05,6.962522029876709
2011-01-06,7.11182975769043
2011-01-07,7.11182975769043
2011-01-10,7.3318634033203125
2011-01-11,7.363298416137695
2011-01-12,7.606909275054932
2011-01-13,8.0391206741333
2011-01-14,9.312174797058105
2011-01-18,9.084285736083984
2011-01-19,8.934976577758789
2011-01-20,8.80924129486084
2011-01-21,8.785663604736328
2011-01-24,8.919255256652832
2011-01-25,8.89568042755127
2011-01-26,9.312174797058105
2011-01-27,9.720812797546387
2011-01-28,9.076423645019531
2011-01-31,9.225732803344727
2011-02-01,9.547928810119629
2011-02-02,9.760102272033691
2011-02-03,9.736529350280762
2011-02-04,10.035147666931152
2011-02-07,9.532208442687988
2011-02-08,9.822972297668457
2011-02-09,9.626507759094238
2011-02-10,9.838687896728516
2011-02-11,9.956559181213379
2011-02-14,10.074440002441406
2011-02-15,9.618653297424316
2011-02-16,9.93298625946045
2011-02-17,10.01157283782959
2011-02-18,10.066581726074219
2011-02-22,9.87012004852295
2011-02-23,9.642228126525879
2011-02-24,9.665802001953125
2011-02-25,9.93298625946045
2011-02-28,9.862264633178711
2011-03-01,9.917271614074707
2011-03-02,10.404488563537598
2011-03-03,10.703108787536621
2011-03-04,10.648100852966309
2011-03-07,10.058720588684082
2011-03-08,10.208030700683594
2011-03-09,9.917271614074707
2011-03-10,9.131431579589844
2011-03-11,9.068567276000977
2011-03-14,8.982120513916016
2011-03-15,9.312174797058105
2011-03-16,8.997838973999023
2011-03-17,9.107860565185547
2011-03-18,9.351469039916992
2011-03-21,9.587221145629883
2011-03-22,9.437910079956055
2011-03-23,9.642228126525879
2011-03-24,10.090154647827148
2011-03-25,10.145162582397461
2011-03-28,10.11373233795166
2011-03-29,10.302330017089844
2011-03-30,10.443784713745117
2011-03-31,10.789552688598633
2011-04-01,11.24533748626709
2011-04-04,10.978151321411133
2011-04-05,10.648100852966309
2011-04-06,10.718822479248047
2011-04-07,10.278753280639648
2011-04-08,10.121586799621582
2011-04-11,10.160884857177734
2011-04-12,9.901554107666016
2011-04-13,9.485061645507812
2011-04-14,9.477204322814941
2011-04-15,9.602935791015625
2011-04-18,9.26502513885498
2011-04-19,9.155008316040039
2011-04-20,9.767962455749512
2011-04-21,10.160884857177734
2011-04-25,9.445770263671875
2011-04-26,9.775818824768066
2011-04-27,9.854406356811523
2011-04-28,9.673664093017578
2011-04-29,9.610795021057129
2011-05-02,9.272884368896484
2011-05-03,9.312174797058105
2011-05-04,9.233593940734863
2011-05-05,9.42219352722168
2011-05-06,9.626507759094238
2011-05-09,9.516495704650879
2011-05-10,9.760102272033691
2011-05-11,9.359325408935547
2011-05-12,9.516495704650879
2011-05-13,9.19429874420166
2011-05-16,8.982120513916016
2011-05-17,8.958551406860352
2011-05-18,9.170724868774414
2011-05-19,8.982120513916016
2011-05-20,8.887823104858398
2011-05-23,8.62063980102539
2011-05-24,8.683507919311523
2011-05-25,8.714941024780273
2011-05-26,8.762089729309082
2011-05-27,8.62063980102539
2011-05-31,8.911397933959961
2011-06-01,8.746374130249023
2011-06-02,8.73851490020752
2011-06-03,8.424180030822754
2011-06-06,8.463470458984375
2011-06-07,8.455611228942871
2011-06-08,8.204144477844238
2011-06-09,7.936959743499756
2011-06-10,8.259154319763184
2011-06-13,8.235576629638672
2011-06-14,8.542057037353516
2011-06-15,8.33774185180664
2011-06-16,8.00768756866455
2011-06-17,7.936959743499756
2011-06-20,7.960534572601318
2011-06-21,8.141275405883789
2011-06-22,8.09412956237793
2011-06-23,8.314163208007812
2011-06-24,8.070552825927734
2011-06-27,8.274870872497559
2011-06-28,8.259154319763184
2011-06-29,8.274870872497559
2011-06-30,8.534201622009277
2011-07-01,8.801379203796387
2011-07-05,8.683507919311523
2011-07-06,8.691368103027344
2011-07-07,8.919255256652832
2011-07-08,8.80924129486084
2011-07-11,8.479187965393066
2011-07-12,7.889811038970947
2011-07-13,7.991970062255859
2011-07-14,8.023401260375977
2011-07-15,7.842657566070557
2011-07-18,7.701207637786865
2011-07-19,8.11769962310791
2011-07-20,8.219864845275879
2011-07-21,8.322022438049316
2011-07-22,8.471328735351562
2011-07-25,8.329879760742188
2011-07-26,7.960534572601318
2011-07-27,7.677635669708252
2011-07-28,7.630482196807861
2011-07-29,7.473316192626953
2011-08-01,7.426168918609619
2011-08-02,7.221848487854004
2011-08-03,7.229705810546875
2011-08-04,6.789638519287109
2011-08-05,7.221848487854004
2011-08-08,6.789638519287109
2011-08-09,6.726770877838135
2011-08-10,6.836787223815918
2011-08-11,7.418306827545166
2011-08-12,7.347579002380371
2011-08-15,7.575476169586182
2011-08-16,7.292572021484375
2011-08-17,7.27685546875
2011-08-18,6.734628200531006
2011-08-19,6.703194618225098
2011-08-22,6.718911647796631
2011-08-23,7.135404586791992
2011-08-24,7.2139892578125
2011-08-25,6.868220329284668
2011-08-26,7.0489654541015625
2011-08-29,7.575476169586182
2011-08-30,7.426168918609619
2011-08-31,7.4418840408325195
2011-09-01,7.017529487609863
2011-09-02,6.703194618225098
2011-09-06,6.695337772369385
2011-09-07,7.076114177703857
2011-09-08,6.806397438049316
2011-09-09,6.528745651245117
2011-09-12,6.7270684242248535
2011-09-13,6.949190139770508
2011-09-14,7.210974216461182
2011-09-15,7.32203483581543
2011-09-16,7.369632244110107
2011-09-19,7.060250759124756
2011-09-20,6.790532112121582
2011-09-21,6.473217010498047
2011-09-22,6.3304243087768555
2011-09-23,6.576342582702637
2011-09-26,6.195568084716797
2011-09-27,6.4652838706970215
2011-09-28,6.457352161407471
2011-09-29,6.63980770111084
2011-09-30,6.4652838706970215
2011-10-03,5.965513229370117
2011-10-04,6.647740364074707
2011-10-05,6.576342582702637
2011-10-06,6.552544593811035
2011-10-07,6.322491645812988
2011-10-10,6.822263717651367
2011-10-11,6.830195903778076
2011-10-12,7.234770774841309
2011-10-13,7.425159931182861
2011-10-14,7.552091121673584
2011-10-17,7.060250759124756
2011-10-18,7.528287410736084
2011-10-19,7.329966068267822
2011-10-20,7.163374423980713
2011-10-21,7.29030179977417
2011-10-24,7.7583417892456055
2011-10-25,7.441025733947754
2011-10-26,7.655213356018066
2011-10-27,8.535758972167969
2011-10-28,8.448498725891113
2011-10-31,8.28984260559082
2011-11-01,7.869401931762695
2011-11-02,8.273978233337402
2011-11-03,8.694418907165527
2011-11-04,8.575427055358887
2011-11-07,8.186714172363281
2011-11-08,8.480229377746582
2011-11-09,7.79800271987915
2011-11-10,7.940794944763184
2011-11-11,8.139119148254395
2011-11-14,7.916995525360107
2011-11-15,8.075657844543457
2011-11-16,7.940794944763184
2011-11-17,7.956663131713867
2011-11-18,7.940794944763184
2011-11-21,7.718677520751953
2011-11-22,7.4172258377075195
2011-11-23,7.060250759124756
2011-11-25,6.750868797302246
2011-11-28,7.107847213745117
2011-11-29,6.941253662109375
2011-11-30,7.567953109741211
2011-12-01,7.631416320800781
2011-12-02,7.869401931762695
2011-12-05,8.00425910949707
2011-12-06,8.028059959411621
2011-12-07,8.219963073730469
2011-12-08,7.916113376617432
2011-12-09,8.3638916015625
2011-12-12,8.036051750183105
2011-12-13,8.004071235656738
2011-12-14,7.876132965087891
2011-12-15,7.892123699188232
2011-12-16,8.092026710510254
2011-12-19,7.932106971740723
2011-12-20,8.3878812789917
2011-12-21,8.331908226013184
2011-12-22,8.403873443603516
2011-12-23,8.451848030090332
2011-12-27,8.523818016052246
2011-12-28,8.283931732177734
2011-12-29,8.379886627197266
2011-12-30,8.211967468261719
2012-01-03,8.323914527893066
2012-01-04,8.15599536895752
2012-01-05,8.283931732177734
2012-01-06,8.100021362304688
2012-01-09,8.211967468261719
2012-01-10,8.323914527893066
2012-01-11,8.787686347961426
2012-01-12,8.755699157714844
2012-01-13,8.451848030090332
2012-01-17,8.33990478515625
2012-01-18,8.555797576904297
2012-01-19,8.675740242004395
2012-01-20,8.667743682861328
2012-01-23,8.683734893798828
2012-01-24,8.731709480285645
2012-01-25,8.715718269348145
2012-01-26,8.659748077392578
2012-01-27,8.683734893798828
2012-01-30,8.675740242004395
2012-01-31,8.571791648864746
2012-02-01,8.691736221313477
2012-02-02,8.707725524902344
2012-02-03,8.79568099975586
2012-02-06,8.851652145385742
2012-02-07,8.859649658203125
2012-02-08,8.995583534240723
2012-02-09,9.027566909790039
2012-02-10,9.643265724182129
2012-02-13,9.627273559570312
2012-02-14,9.739219665527344
