Date,CCNE
2010-01-04,9.683603286743164
2010-01-05,9.397418022155762
2010-01-06,8.941858291625977
2010-01-07,8.871771812438965
2010-01-08,8.842567443847656
2010-01-11,8.813366889953613
2010-01-12,8.749117851257324
2010-01-13,8.813366889953613
2010-01-14,8.8367280960083
2010-01-15,8.86592960357666
2010-01-19,9.187159538269043
2010-01-20,9.087869644165039
2010-01-21,8.819206237792969
2010-01-22,8.80168342590332
2010-01-25,8.65566635131836
2010-01-26,8.632308959960938
2010-01-27,8.860089302062988
2010-01-28,8.684868812561035
2010-01-29,8.737436294555664
2010-02-01,8.912653923034668
2010-02-02,8.906815528869629
2010-02-03,8.807525634765625
2010-02-04,8.620627403259277
2010-02-05,8.854248046875
2010-02-08,8.661516189575195
2010-02-09,8.737436294555664
2010-02-10,8.871771812438965
2010-02-11,8.9885835647583
2010-02-12,8.889294624328613
2010-02-16,9.006102561950684
2010-02-17,9.146278381347656
2010-02-18,9.268927574157715
2010-02-19,9.192999839782715
2010-02-22,9.298128128051758
2010-02-23,9.520069122314453
2010-02-24,9.759532928466797
2010-02-25,9.915850639343262
2010-02-26,9.6386079788208
2010-03-01,9.762478828430176
2010-03-02,9.986635208129883
2010-03-03,10.434943199157715
2010-03-04,10.434943199157715
2010-03-05,10.653197288513184
2010-03-08,10.912745475769043
2010-03-09,11.072010040283203
2010-03-10,10.906847953796387
2010-03-11,10.405448913574219
2010-03-12,10.311065673828125
2010-03-15,10.364155769348145
2010-03-16,10.128205299377441
2010-03-17,10.151798248291016
2010-03-18,9.768378257751465
2010-03-19,9.609114646911621
2010-03-22,9.402658462524414
2010-03-23,9.414454460144043
2010-03-24,9.137211799621582
2010-03-25,9.237489700317383
2010-03-26,9.095918655395508
2010-03-29,9.219792366027832
2010-03-30,9.30827522277832
2010-03-31,9.10771656036377
2010-04-01,8.930753707885742
2010-04-05,9.113616943359375
2010-04-06,9.143108367919922
2010-04-07,9.05462646484375
2010-04-08,9.060527801513672
2010-04-09,9.13131046295166
2010-04-12,9.154911041259766
2010-04-13,9.261085510253906
2010-04-14,9.497037887573242
2010-04-15,9.479341506958008
2010-04-16,9.355464935302734
2010-04-19,9.396757125854492
2010-04-20,9.544224739074707
2010-04-21,9.455748558044434
2010-04-22,9.432148933410645
2010-04-23,9.379061698913574
2010-04-26,9.402658462524414
2010-04-27,9.30827522277832
2010-04-28,9.408554077148438
2010-04-29,9.432148933410645
2010-04-30,9.143108367919922
2010-05-03,9.343668937683105
2010-05-04,8.91895580291748
2010-05-05,8.771485328674316
2010-05-06,8.570928573608398
2010-05-07,8.258293151855469
2010-05-10,8.871767044067383
2010-05-11,8.960249900817871
2010-05-12,9.379061698913574
2010-05-13,9.556024551391602
2010-05-14,9.355464935302734
2010-05-17,9.538330078125
2010-05-18,9.172606468200684
2010-05-19,8.98974323272705
2010-05-20,8.52963638305664
2010-05-21,8.435256004333496
2010-05-24,8.411660194396973
2010-05-25,8.122621536254883
2010-05-26,7.939760208129883
2010-05-27,8.748960494995117
2010-05-28,8.58771800994873
2010-06-01,8.002462387084961
2010-06-02,8.068157196044922
2010-06-03,7.918855667114258
2010-06-04,7.285823345184326
2010-06-07,7.029027938842773
2010-06-08,6.849868297576904
2010-06-09,6.413913726806641
2010-06-10,6.551272392272949
2010-06-11,6.610989093780518
2010-06-14,6.360167980194092
2010-06-15,6.587103366851807
2010-06-16,6.533352851867676
2010-06-17,6.694598197937012
2010-06-18,7.017082691192627
2010-06-21,6.8319549560546875
2010-06-22,6.75432014465332
2010-06-23,6.987227916717529
2010-06-24,6.7184858322143555
2010-06-25,6.473635196685791
2010-06-28,6.587103366851807
2010-06-29,6.467661380767822
2010-06-30,6.557242393493652
2010-07-01,6.569186210632324
2010-07-02,6.5811309814453125
2010-07-06,6.5632147789001465
2010-07-07,6.610989093780518
2010-07-08,6.628907680511475
2010-07-09,6.628907680511475
2010-07-12,6.533352851867676
2010-07-13,6.628907680511475
2010-07-14,6.545298099517822
2010-07-15,6.509466648101807
2010-07-16,6.449748516082764
2010-07-19,6.4855804443359375
2010-07-20,6.509466648101807
2010-07-21,6.419886589050293
2010-07-22,6.628907680511475
2010-07-23,6.628907680511475
2010-07-26,7.094719409942627
2010-07-27,7.076807022094727
2010-07-28,7.124579429626465
2010-07-29,7.727753162384033
2010-07-30,7.208189964294434
2010-08-02,7.088747978210449
2010-08-03,7.399292945861816
2010-08-04,7.500817775726318
2010-08-05,7.375403881072998
2010-08-06,7.178327560424805
2010-08-09,7.727753162384033
2010-08-10,7.5545654296875
2010-08-11,7.423177719116211
2010-08-12,7.482900142669678
2010-08-13,7.309711456298828
2010-08-16,7.518733978271484
2010-08-17,7.685948371887207
2010-08-18,7.656087398529053
2010-08-19,7.435123920440674
2010-08-20,7.429153919219971
2010-08-23,7.393324375152588
2010-08-24,7.447067737579346
2010-08-25,7.650117874145508
2010-08-26,7.530675888061523
2010-08-27,7.812056541442871
2010-08-30,7.6184186935424805
2010-08-31,7.751545429229736
2010-09-01,7.854413986206055
2010-09-02,7.793903350830078
2010-09-03,7.993589401245117
2010-09-07,7.836259365081787
2010-09-08,7.884672164916992
2010-09-09,7.933077812194824
2010-09-10,8.054104804992676
2010-09-13,8.350610733032227
2010-09-14,8.235638618469238
2010-09-15,8.187228202819824
2010-09-16,7.975437164306641
2010-09-17,7.951233863830566
2010-09-20,8.350610733032227
2010-09-21,8.18117618560791
2010-09-22,7.969385623931885
2010-09-23,7.872570037841797
2010-09-24,8.332456588745117
2010-09-27,8.199329376220703
2010-09-28,8.169075965881348
2010-09-29,8.332456588745117
2010-09-30,8.320354461669922
2010-10-01,8.338507652282715
2010-10-04,8.096460342407227
2010-10-05,8.259843826293945
2010-10-06,8.175127983093262
2010-10-07,8.0359468460083
2010-10-08,8.1630220413208
2010-10-11,8.187228202819824
2010-10-12,8.26589298248291
2010-10-13,8.284046173095703
2010-10-14,8.296148300170898
2010-10-15,8.296148300170898
2010-10-18,8.350610733032227
2010-10-19,8.25379467010498
2010-10-20,8.308248519897461
2010-10-21,8.235638618469238
2010-10-22,8.332456588745117
2010-10-25,8.374817848205566
2010-10-26,8.326403617858887
2010-10-27,8.308248519897461
2010-10-28,8.350610733032227
2010-10-29,8.405068397521973
2010-11-01,8.20538330078125
2010-11-02,8.453478813171387
2010-11-03,8.52004337310791
2010-11-04,8.86495590209961
2010-11-05,9.040441513061523
2010-11-08,9.270386695861816
2010-11-09,9.179617881774902
2010-11-10,9.252235412597656
2010-11-11,9.125160217285156
2010-11-12,9.082802772521973
2010-11-15,9.040441513061523
2010-11-16,8.85285472869873
2010-11-17,8.695527076721191
2010-11-18,8.737885475158691
2010-11-19,8.695527076721191
2010-11-22,8.610807418823242
2010-11-23,8.447426795959473
2010-11-24,8.665270805358887
2010-11-26,8.683424949645996
2010-11-29,8.931346893310547
2010-11-30,8.77219009399414
2010-12-01,8.998686790466309
2010-12-02,8.9680757522583
2010-12-03,8.9680757522583
2010-12-06,9.114997863769531
2010-12-07,9.206819534301758
2010-12-08,8.83952522277832
2010-12-09,9.03541374206543
2010-12-10,8.998686790466309
2010-12-13,9.017046928405762
2010-12-14,9.163965225219727
2010-12-15,9.280272483825684
2010-12-16,9.623083114624023
2010-12-17,9.58635139465332
2010-12-20,9.543502807617188
2010-12-21,9.543502807617188
2010-12-22,9.482284545898438
2010-12-23,9.323125839233398
2010-12-27,9.335370063781738
2010-12-28,9.310879707336426
2010-12-29,9.323125839233398
2010-12-30,9.151723861694336
2010-12-31,9.066020011901855
2011-01-03,9.194575309753418
2011-01-04,9.078265190124512
2011-01-05,9.151723861694336
2011-01-06,9.09662914276123
2011-01-07,8.986441612243652
2011-01-10,9.163965225219727
2011-01-11,9.108872413635254
2011-01-12,9.151723861694336
2011-01-13,9.102747917175293
2011-01-14,9.151723861694336
2011-01-18,9.121115684509277
2011-01-19,8.882373809814453
2011-01-20,8.766067504882812
2011-01-21,8.398772239685059
2011-01-24,8.429381370544434
2011-01-25,8.484475135803223
2011-01-26,8.778311729431152
2011-01-27,8.735459327697754
2011-01-28,8.374286651611328
2011-01-31,8.515080451965332
2011-02-01,8.747700691223145
2011-02-02,8.619145393371582
2011-02-03,8.515080451965332
2011-02-04,8.508960723876953
2011-02-07,8.570178031921387
2011-02-08,8.4722318649292
2011-02-09,8.435502052307129
2011-02-10,8.429381370544434
2011-02-11,8.527324676513672
2011-02-14,8.386529922485352
2011-02-15,8.34980297088623
2011-02-16,8.404890060424805
2011-02-17,8.4722318649292
2011-02-18,8.484475135803223
2011-02-22,8.362043380737305
2011-02-23,8.337554931640625
2011-02-24,8.447745323181152
2011-02-25,8.618124008178711
2011-02-28,8.760624885559082
2011-03-01,8.673885345458984
2011-03-02,8.68627643585205
2011-03-03,8.915517807006836
2011-03-04,8.74203872680664
2011-03-07,8.537580490112305
2011-03-08,8.779210090637207
2011-03-09,8.859755516052246
2011-03-10,8.810186386108398
2011-03-11,8.841167449951172
2011-03-14,8.754429817199707
2011-03-15,8.68627643585205
2011-03-16,8.444644927978516
2011-03-17,8.450846672058105
2011-03-18,8.704864501953125
2011-03-21,8.822579383850098
2011-03-22,8.735843658447266
2011-03-23,8.661492347717285
2011-03-24,8.593341827392578
2011-03-25,8.773014068603516
2011-03-28,8.642908096313477
2011-03-29,8.797796249389648
2011-03-30,8.797796249389648
2011-03-31,8.989864349365234
2011-04-01,8.890732765197754
2011-04-04,8.934100151062012
2011-04-05,8.946493148803711
2011-04-06,8.847362518310547
2011-04-07,8.760624885559082
2011-04-08,8.556169509887695
2011-04-11,8.370301246643066
2011-04-12,8.24638557434082
2011-04-13,8.023344039916992
2011-04-14,8.178235054016113
2011-04-15,8.326929092407227
2011-04-18,8.203015327453613
2011-04-19,8.481821060180664
2011-04-20,8.506601333618164
2011-04-21,8.500407218933105
2011-04-25,8.395084381103516
2011-04-26,8.506601333618164
2011-04-27,8.488016128540039
2011-04-28,8.518993377685547
2011-04-29,8.593341827392578
2011-05-02,8.302146911621094
2011-05-03,8.215408325195312
2011-05-04,8.209211349487305
2011-05-05,8.227798461914062
2011-05-06,8.227798461914062
2011-05-09,8.395084381103516
2011-05-10,8.395084381103516
2011-05-11,8.209211349487305
2011-05-12,8.277365684509277
2011-05-13,8.221601486206055
2011-05-16,8.209211349487305
2011-05-17,8.252581596374512
2011-05-18,8.264973640441895
2011-05-19,8.252581596374512
2011-05-20,8.221601486206055
2011-05-23,8.103886604309082
2011-05-24,8.01095199584961
2011-05-25,8.128668785095215
2011-05-26,8.364102363586426
2011-05-27,8.44250774383545
2011-05-31,8.70594310760498
2011-06-01,8.197890281677246
2011-06-02,8.135161399841309
2011-06-03,7.909362316131592
2011-06-06,7.790188312530518
2011-06-07,8.059897422790527
2011-06-08,8.185344696044922
2011-06-09,8.166526794433594
2011-06-10,8.091257095336914
2011-06-13,8.00344467163086
2011-06-14,8.091257095336914
2011-06-15,8.022263526916504
2011-06-16,8.047351837158203
2011-06-17,8.072440147399902
2011-06-20,8.229249000549316
2011-06-21,8.34215259552002
2011-06-22,8.141436576843262
2011-06-23,8.210433006286621
2011-06-24,8.969380378723145
2011-06-27,8.988198280334473
2011-06-28,8.881563186645508
2011-06-29,8.693399429321289
2011-06-30,8.712220191955566
2011-07-01,8.693399429321289
2011-07-05,8.586769104003906
2011-07-06,8.756121635437012
2011-07-07,8.931745529174805
2011-07-08,8.862752914428711
