Date,MGEE
2010-01-04,16.13119125366211
2010-01-05,15.65305233001709
2010-01-06,15.644121170043945
2010-01-07,15.639657974243164
2010-01-08,15.737953186035156
2010-01-11,15.733498573303223
2010-01-12,15.782644271850586
2010-01-13,15.880949974060059
2010-01-14,15.85413932800293
2010-01-15,15.684341430664062
2010-01-19,15.76477336883545
2010-01-20,15.53687572479248
2010-01-21,15.215147972106934
2010-01-22,15.040882110595703
2010-01-25,15.19281005859375
2010-01-26,15.081093788146973
2010-01-27,15.130255699157715
2010-01-28,14.942573547363281
2010-01-29,14.938101768493652
2010-02-01,14.955976486206055
2010-02-02,14.812989234924316
2010-02-03,14.763829231262207
2010-02-04,14.477849960327148
2010-02-05,14.580623626708984
2010-02-08,14.375081062316895
2010-02-09,14.4957275390625
2010-02-10,14.540411949157715
2010-02-11,14.647656440734863
2010-02-12,14.647656440734863
2010-02-16,14.839803695678711
2010-02-17,14.982787132263184
2010-02-18,15.130255699157715
2010-02-19,15.344728469848633
2010-02-22,15.411764144897461
2010-02-23,15.322388648986816
2010-02-24,15.384955406188965
2010-02-25,15.325328826904297
2010-02-26,14.991093635559082
2010-03-01,15.198861122131348
2010-03-02,15.316301345825195
2010-03-03,15.311783790588379
2010-03-04,15.447281837463379
2010-03-05,15.655055046081543
2010-03-08,15.668599128723145
2010-03-09,15.763445854187012
2010-03-10,15.862821578979492
2010-03-11,15.889925956726074
2010-03-12,15.80410099029541
2010-03-15,15.894437789916992
2010-03-16,15.944128036499023
2010-03-17,15.980254173278809
2010-03-18,15.871859550476074
2010-03-19,15.989289283752441
2010-03-22,15.948640823364258
2010-03-23,15.962194442749023
2010-03-24,15.650542259216309
2010-03-25,15.533098220825195
2010-03-26,15.587296485900879
2010-03-29,15.731836318969727
2010-03-30,16.002843856811523
2010-03-31,15.97122573852539
2010-04-01,16.011878967285156
2010-04-05,16.178998947143555
2010-04-06,16.251264572143555
2010-04-07,16.35063362121582
2010-04-08,16.233198165893555
2010-04-09,16.282880783081055
2010-04-12,16.359664916992188
2010-04-13,16.37321662902832
2010-04-14,16.445484161376953
2010-04-15,16.36418342590332
2010-04-16,16.188026428222656
2010-04-19,16.251264572143555
2010-04-20,16.45903205871582
2010-04-21,16.490642547607422
2010-04-22,16.52226448059082
2010-04-23,16.702938079833984
2010-04-26,16.60357093811035
2010-04-27,16.48162269592285
2010-04-28,16.60808753967285
2010-04-29,16.77520179748535
2010-04-30,16.60357093811035
2010-05-03,16.897159576416016
2010-05-04,16.68938446044922
2010-05-05,16.648738861083984
2010-05-06,16.19254493713379
2010-05-07,15.953160285949707
2010-05-10,16.300949096679688
2010-05-11,16.72100830078125
2010-05-12,17.019105911254883
2010-05-13,16.960399627685547
2010-05-14,16.92878532409668
2010-05-17,17.16364288330078
2010-05-18,16.94232940673828
2010-05-19,16.96491050720215
2010-05-20,16.255779266357422
2010-05-21,16.260303497314453
2010-05-24,15.948640823364258
2010-05-25,15.844761848449707
2010-05-26,15.840242385864258
2010-05-27,16.117767333984375
2010-05-28,16.122333526611328
2010-06-01,15.75259780883789
2010-06-02,16.163415908813477
2010-06-03,16.377954483032227
2010-06-04,15.633914947509766
2010-06-07,15.656745910644531
2010-06-08,15.930619239807129
2010-06-09,15.734335899353027
2010-06-10,16.199935913085938
2010-06-11,16.29578971862793
2010-06-14,16.300355911254883
2010-06-15,16.592496871948242
2010-06-16,16.66096305847168
2010-06-17,16.939409255981445
2010-06-18,16.8618106842041
2010-06-21,16.779651641845703
2010-06-22,16.46925163269043
2010-06-23,16.332307815551758
2010-06-24,16.3186092376709
2010-06-25,16.67466163635254
2010-06-28,16.811594009399414
2010-06-29,16.537715911865234
2010-06-30,16.45098304748535
2010-07-01,16.419038772583008
2010-07-02,16.419038772583008
2010-07-06,16.528587341308594
2010-07-07,16.834421157836914
2010-07-08,16.866376876831055
2010-07-09,16.870941162109375
2010-07-12,16.80246353149414
2010-07-13,17.135679244995117
2010-07-14,17.090038299560547
2010-07-15,17.099164962768555
2010-07-16,16.60162353515625
2010-07-19,16.651832580566406
2010-07-20,16.838985443115234
2010-07-21,16.419038772583008
2010-07-22,16.85268211364746
2010-07-23,17.16763687133789
2010-07-26,17.386741638183594
2010-07-27,17.59671974182129
2010-07-28,17.3730411529541
2010-07-29,17.144813537597656
2010-07-30,17.10373878479004
2010-08-02,17.3730411529541
2010-08-03,17.318269729614258
2010-08-04,17.441518783569336
2010-08-05,17.382179260253906
2010-08-06,17.300012588500977
2010-08-09,17.295446395874023
2010-08-10,17.131126403808594
2010-08-11,16.71573829650879
2010-08-12,16.670089721679688
2010-08-13,16.54228401184082
2010-08-16,16.5605411529541
2010-08-17,16.90288734436035
2010-08-18,16.793331146240234
2010-08-19,16.441852569580078
2010-08-20,16.478370666503906
2010-08-23,16.419038772583008
2010-08-24,16.528587341308594
2010-08-25,16.756818771362305
2010-08-26,16.70660400390625
2010-08-27,17.062654495239258
