Date,VMC
2010-01-04,45.93272018432617
2010-01-05,46.10693359375
2010-01-06,46.9083251953125
2010-01-07,46.31598663330078
2010-01-08,45.863014221191406
2010-01-11,45.45359420776367
2010-01-12,45.36650848388672
2010-01-13,45.98497009277344
2010-01-14,45.863014221191406
2010-01-15,44.56507873535156
2010-01-19,45.10517120361328
2010-01-20,44.390869140625
2010-01-21,42.195716857910156
2010-01-22,40.993614196777344
2010-01-25,40.74100112915039
2010-01-26,40.889068603515625
2010-01-27,40.26188659667969
2010-01-28,39.34722900390625
2010-01-29,38.49357986450195
2010-02-01,39.15559768676758
2010-02-02,39.930885314941406
2010-02-03,39.30370330810547
2010-02-04,37.718318939208984
2010-02-05,38.031898498535156
2010-02-08,37.892513275146484
2010-02-09,37.13465881347656
2010-02-10,37.30889129638672
2010-02-11,37.50053787231445
2010-02-12,37.404701232910156
2010-02-16,38.746192932128906
2010-02-17,38.63295364379883
2010-02-18,38.72007369995117
2010-02-19,39.634700775146484
2010-02-22,39.9134521484375
2010-02-23,39.355960845947266
2010-02-24,39.31216049194336
2010-02-25,39.02309799194336
2010-02-26,38.02452087402344
2010-03-01,37.67416000366211
2010-03-02,37.38508605957031
2010-03-03,38.444976806640625
2010-03-04,38.33987808227539
2010-03-05,39.496116638183594
2010-03-08,40.24940490722656
2010-03-09,40.021663665771484
2010-03-10,39.77642059326172
2010-03-11,39.97787857055664
2010-03-12,39.645042419433594
2010-03-15,39.83772659301758
2010-03-16,40.72242736816406
2010-03-17,43.49038314819336
2010-03-18,42.3867301940918
2010-03-19,42.54438018798828
2010-03-22,43.40280532836914
2010-03-23,43.95463943481445
2010-03-24,43.56046676635742
2010-03-25,42.2728271484375
2010-03-26,41.852386474609375
2010-03-29,42.23779296875
2010-03-30,41.7647819519043
2010-03-31,41.379371643066406
2010-04-01,42.99987030029297
2010-04-05,43.288917541503906
2010-04-06,42.80714797973633
2010-04-07,41.98377990722656
2010-04-08,42.11516571044922
2010-04-09,42.41297912597656
2010-04-12,43.16630935668945
2010-04-13,43.59550094604492
2010-04-14,45.06708908081055
2010-04-15,46.67005157470703
2010-04-16,46.337188720703125
2010-04-19,46.345951080322266
2010-04-20,47.16057205200195
2010-04-21,47.67738342285156
2010-04-22,49.0088005065918
2010-04-23,50.16505432128906
2010-04-26,50.664344787597656
2010-04-27,48.492000579833984
2010-04-28,49.105167388916016
2010-04-29,51.01470947265625
2010-04-30,50.17380905151367
2010-05-03,51.58407974243164
2010-05-04,48.6146354675293
2010-05-05,47.3182373046875
2010-05-06,45.32986068725586
2010-05-07,44.74296188354492
2010-05-10,48.22046661376953
2010-05-11,47.747459411621094
2010-05-12,47.92263412475586
2010-05-13,47.19561004638672
2010-05-14,46.31968688964844
2010-05-17,46.678810119628906
2010-05-18,45.93424987792969
2010-05-19,45.496280670166016
2010-05-20,42.824676513671875
2010-05-21,43.57799530029297
2010-05-24,43.15753173828125
2010-05-25,43.22760772705078
2010-05-26,43.93193817138672
2010-05-27,45.73674774169922
2010-05-28,44.44255447387695
2010-06-01,43.8350830078125
2010-06-02,44.935585021972656
2010-06-03,45.27894973754883
2010-06-04,42.215152740478516
2010-06-07,40.37512969970703
2010-06-08,40.612823486328125
2010-06-09,39.961326599121094
2010-06-10,41.1762809753418
2010-06-11,41.38756561279297
2010-06-14,41.29072570800781
2010-06-15,42.11830520629883
2010-06-16,42.03028106689453
2010-06-17,41.66050338745117
2010-06-18,41.84537887573242
2010-06-21,42.89304733276367
2010-06-22,41.2379150390625
2010-06-23,41.38756561279297
2010-06-24,40.60402297973633
2010-06-25,40.55998992919922
2010-06-28,40.2958869934082
2010-06-29,38.94886779785156
2010-06-30,38.58790588378906
2010-07-01,38.438232421875
2010-07-02,38.19171905517578
2010-07-06,39.01052474975586
2010-07-07,38.5086784362793
2010-07-08,38.64072036743164
2010-07-09,39.1513557434082
2010-07-12,38.64072036743164
2010-07-13,39.82927322387695
2010-07-14,39.67959976196289
2010-07-15,39.1513557434082
2010-07-16,38.06848907470703
2010-07-19,38.03327560424805
2010-07-20,39.441890716552734
2010-07-21,38.869625091552734
2010-07-22,39.767642974853516
2010-07-23,40.68325424194336
2010-07-26,41.71330261230469
2010-07-27,41.28191375732422
2010-07-28,40.498355865478516
2010-07-29,39.63557052612305
2010-07-30,39.82927322387695
2010-08-02,41.246707916259766
2010-08-03,37.46979522705078
2010-08-04,37.2056884765625
2010-08-05,36.62461853027344
2010-08-06,36.64223098754883
2010-08-09,36.62461853027344
2010-08-10,35.74420928955078
2010-08-11,34.987064361572266
2010-08-12,34.06264877319336
2010-08-13,33.73688888549805
2010-08-16,33.675289154052734
2010-08-17,33.99220657348633
2010-08-18,34.51166534423828
2010-08-19,33.86897277832031
2010-08-20,34.2475471496582
2010-08-23,33.728092193603516
2010-08-24,32.78873825073242
2010-08-25,33.320457458496094
2010-08-26,33.409061431884766
2010-08-27,34.10030746459961
2010-08-30,33.18753433227539
2010-08-31,32.57605743408203
2010-09-01,33.373619079589844
2010-09-02,34.02054977416992
2010-09-03,34.16233444213867
2010-09-07,33.90534210205078
2010-09-08,33.896484375
2010-09-09,33.77241897583008
2010-09-10,34.08256530761719
2010-09-13,34.10030746459961
2010-09-14,33.55972671508789
2010-09-15,33.515419006347656
2010-09-16,32.9305419921875
2010-09-17,32.46085739135742
2010-09-20,32.46085739135742
2010-09-21,33.47997283935547
2010-09-22,32.61150360107422
2010-09-23,31.636709213256836
2010-09-24,32.310211181640625
2010-09-27,32.08867263793945
2010-09-28,32.55835723876953
2010-09-29,32.7710075378418
2010-09-30,32.717857360839844
2010-10-01,33.231849670410156
2010-10-04,32.691253662109375
2010-10-05,33.34702682495117
2010-10-06,33.66606521606445
2010-10-07,32.87737274169922
2010-10-08,32.60264587402344
2010-10-11,32.35452651977539
2010-10-12,31.911413192749023
2010-10-13,32.35452651977539
2010-10-14,32.283626556396484
2010-10-15,32.37223815917969
2010-10-18,32.35452651977539
2010-10-19,31.805078506469727
2010-10-20,32.070926666259766
2010-10-21,32.23045349121094
2010-10-22,32.52289581298828
2010-10-25,32.735572814941406
2010-10-26,32.56721115112305
2010-10-27,32.10637664794922
2010-10-28,32.13296127319336
2010-10-29,32.35452651977539
2010-11-01,32.07979965209961
2010-11-02,35.060245513916016
2010-11-03,34.69437026977539
2010-11-04,36.88953399658203
2010-11-05,37.82650375366211
2010-11-08,38.75455093383789
2010-11-09,37.58556365966797
2010-11-10,37.30894088745117
2010-11-11,37.14832305908203
2010-11-12,36.28273391723633
2010-11-15,35.34577941894531
2010-11-16,34.93531036376953
2010-11-17,34.747901916503906
2010-11-18,35.35470962524414
2010-11-19,35.29221725463867
2010-11-22,35.69380569458008
2010-11-23,34.97992706298828
2010-11-24,35.60456085205078
2010-11-26,34.58728790283203
2010-11-29,35.2119255065918
2010-11-30,35.800872802734375
2010-12-01,37.42494201660156
2010-12-02,37.790809631347656
2010-12-03,37.47847366333008
2010-12-06,37.184017181396484
2010-12-07,37.72835159301758
2010-12-08,37.73727035522461
2010-12-09,37.942508697509766
2010-12-10,38.62068557739258
2010-12-13,39.95920181274414
2010-12-14,42.27037811279297
2010-12-15,41.3958854675293
2010-12-16,42.234676361083984
2010-12-17,41.101402282714844
2010-12-20,40.601688385009766
2010-12-21,40.61062240600586
2010-12-22,40.35184097290039
2010-12-23,39.99490737915039
2010-12-27,39.64689636230469
2010-12-28,39.55765914916992
2010-12-29,40.30722427368164
2010-12-30,40.00382995605469
2010-12-31,39.58441162109375
2011-01-03,39.673667907714844
2011-01-04,37.603416442871094
2011-01-05,36.81814956665039
2011-01-06,36.131046295166016
2011-01-07,36.139991760253906
2011-01-10,36.023963928222656
