Date,TSN
2010-01-04,9.131672859191895
2010-01-05,9.303262710571289
2010-01-06,9.773277282714844
2010-01-07,9.944870948791504
2010-01-08,9.92248821258545
2010-01-11,9.788196563720703
2010-01-12,9.67629337310791
2010-01-13,9.929949760437012
2010-01-14,10.474567413330078
2010-01-15,10.362659454345703
2010-01-19,10.437265396118164
2010-01-20,10.370121955871582
2010-01-21,10.183606147766113
2010-01-22,10.273133277893066
2010-01-25,10.362659454345703
2010-01-26,10.429803848266602
2010-01-27,10.280592918395996
2010-01-28,10.288052558898926
2010-01-29,10.310430526733398
2010-02-01,10.437265396118164
2010-02-02,10.646164894104004
2010-02-03,10.705841064453125
2010-02-04,10.437265396118164
2010-02-05,10.929659843444824
2010-02-08,11.257920265197754
2010-02-09,11.496657371520996
2010-02-10,11.586180686950684
2010-02-11,11.906990051269531
2010-02-12,11.96667194366455
2010-02-16,12.265094757080078
2010-02-17,12.406839370727539
2010-02-18,12.608274459838867
2010-02-19,12.645580291748047
2010-02-22,12.414299011230469
2010-02-23,12.496365547180176
2010-02-24,12.43668270111084
2010-02-25,12.713384628295898
2010-02-26,12.743301391601562
2010-03-01,12.840521812438965
2010-03-02,13.049917221069336
2010-03-03,12.877910614013672
2010-03-04,13.087308883666992
2010-03-05,12.892866134643555
2010-03-08,13.177053451538086
2010-03-09,13.162091255187988
2010-03-10,13.094789505004883
2010-03-11,13.266789436340332
2010-03-12,13.117226600646973
2010-03-15,12.990089416503906
2010-03-16,13.206964492797852
2010-03-17,13.236881256103516
2010-03-18,13.19948673248291
2010-03-19,13.251835823059082
2010-03-22,13.543502807617188
2010-03-23,13.678106307983398
2010-03-24,13.790282249450684
2010-03-25,13.618276596069336
2010-03-26,13.984724044799805
2010-03-29,14.276384353637695
2010-03-30,14.336209297180176
2010-03-31,14.321253776550293
2010-04-01,14.583000183105469
2010-04-05,14.358650207519531
2010-04-06,14.194119453430176
2010-04-07,14.38856029510498
2010-04-08,14.568045616149902
2010-04-09,14.710138320922852
2010-04-12,14.956928253173828
2010-04-13,15.009276390075684
2010-04-14,15.158839225769043
2010-04-15,15.256063461303711
2010-04-16,14.867179870605469
2010-04-19,14.882133483886719
2010-04-20,15.009276390075684
2010-04-21,15.11397647857666
2010-04-22,15.196229934692383
2010-04-23,15.069103240966797
2010-04-26,15.256063461303711
2010-04-27,14.635353088378906
2010-04-28,14.725095748901367
2010-04-29,14.867179870605469
2010-04-30,14.650300979614258
2010-05-03,14.882133483886719
2010-05-04,14.597960472106934
2010-05-05,14.530653953552246
2010-05-06,13.894983291625977
2010-05-07,13.924897193908691
2010-05-10,13.640713691711426
2010-05-11,13.476191520690918
2010-05-12,13.55844783782959
2010-05-13,13.55844783782959
2010-05-14,13.236881256103516
2010-05-17,13.19200325012207
2010-05-18,13.319144248962402
2010-05-19,13.311665534973145
2010-05-20,12.69095230102539
2010-05-21,12.773216247558594
2010-05-24,12.6984281539917
2010-05-25,12.735820770263672
2010-05-26,12.511467933654785
2010-05-27,13.328572273254395
2010-05-28,13.178646087646484
2010-06-01,12.758848190307617
2010-06-02,13.126171112060547
2010-06-03,13.56845760345459
2010-06-04,13.118673324584961
2010-06-07,13.133670806884766
2010-06-08,13.178646087646484
2010-06-09,13.231119155883789
2010-06-10,13.590944290161133
2010-06-11,13.920790672302246
2010-06-14,13.808343887329102
2010-06-15,14.003252983093262
2010-06-16,13.793344497680664
2010-06-17,13.78585433959961
2010-06-18,13.733376502990723
2010-06-21,13.583450317382812
2010-06-22,13.268608093261719
2010-06-23,13.276092529296875
2010-06-24,13.396039009094238
2010-06-25,12.968741416931152
2010-06-28,12.931265830993652
2010-06-29,12.55644416809082
2010-06-30,12.28657341003418
2010-07-01,12.181625366210938
2010-07-02,12.316563606262207
2010-07-06,12.391528129577637
2010-07-07,12.668889045715332
2010-07-08,12.893778800964355
2010-07-09,13.148658752441406
2010-07-12,13.148658752441406
2010-07-13,13.29858684539795
2010-07-14,13.373552322387695
2010-07-15,13.336073875427246
2010-07-16,12.878790855407715
2010-07-19,13.148658752441406
2010-07-20,13.02872371673584
2010-07-21,12.953753471374512
2010-07-22,13.381052017211914
2010-07-23,13.441019058227539
2010-07-26,13.538471221923828
2010-07-27,13.396039009094238
2010-07-28,13.22362232208252
2010-07-29,13.006233215332031
2010-07-30,13.126171112060547
2010-08-02,13.29858684539795
