Date,MNRO
2010-01-04,16.946748733520508
2010-01-05,16.88141441345215
2010-01-06,16.916603088378906
2010-01-07,16.73566436767578
2010-01-08,16.780900955200195
2010-01-11,16.710542678833008
2010-01-12,16.569820404052734
2010-01-13,16.37381935119629
2010-01-14,16.64520835876465
2010-01-15,16.74069595336914
2010-01-19,17.157827377319336
2010-01-20,16.57987403869629
2010-01-21,16.278329849243164
2010-01-22,16.147659301757812
2010-01-25,16.08232879638672
2010-01-26,15.715449333190918
2010-01-27,16.29340934753418
2010-01-28,17.389009475708008
2010-01-29,17.198036193847656
2010-02-01,17.32367706298828
2010-02-02,17.172910690307617
2010-02-03,17.017108917236328
2010-02-04,16.690433502197266
2010-02-05,17.007061004638672
2010-02-08,17.132699966430664
2010-02-09,17.18798828125
2010-02-10,17.002037048339844
2010-02-11,17.077421188354492
2010-02-12,17.32367706298828
2010-02-16,17.253324508666992
2010-02-17,17.328706741333008
2010-02-18,17.48952865600586
2010-02-19,17.665430068969727
2010-02-22,17.69558334350586
2010-02-23,17.69558334350586
2010-02-24,18.00718116760254
2010-02-25,17.951902389526367
2010-02-26,17.519685745239258
2010-03-01,17.52973747253418
2010-03-02,17.6302490234375
2010-03-03,17.45937156677246
2010-03-04,17.464401245117188
2010-03-05,17.59004783630371
2010-03-08,17.610151290893555
2010-03-09,17.04726219177246
2010-03-10,17.10255241394043
2010-03-11,16.9216251373291
2010-03-12,16.70551872253418
2010-03-15,16.61505126953125
2010-03-16,16.554750442504883
2010-03-17,16.891469955444336
2010-03-18,17.152803421020508
2010-03-19,16.981931686401367
2010-03-22,18.419288635253906
2010-03-23,18.690671920776367
2010-03-24,18.76605987548828
2010-03-25,18.16800308227539
2010-03-26,18.087589263916016
2010-03-29,17.98204803466797
2010-03-30,18.07753562927246
2010-03-31,17.972000122070312
2010-04-01,18.132816314697266
2010-04-05,18.198156356811523
2010-04-06,18.348928451538086
2010-04-07,18.202903747558594
2010-04-08,18.23311424255371
2010-04-09,18.13241195678711
2010-04-12,18.026662826538086
2010-04-13,18.05183982849121
2010-04-14,18.520132064819336
2010-04-15,18.35899543762207
2010-04-16,18.2985782623291
2010-04-19,18.273395538330078
2010-04-20,18.22808074951172
2010-04-21,18.948139190673828
2010-04-22,19.507061004638672
2010-04-23,19.52216339111328
2010-04-26,19.42650032043457
2010-04-27,18.6409854888916
2010-04-28,18.47481346130371
2010-04-29,19.02869987487793
2010-04-30,18.0971622467041
2010-05-03,18.283475875854492
2010-05-04,18.177730560302734
2010-05-05,18.968286514282227
2010-05-06,18.978349685668945
2010-05-07,18.53020477294922
2010-05-10,19.29053497314453
2010-05-11,19.20997428894043
2010-05-12,19.69841194152832
2010-05-13,18.625877380371094
2010-05-14,18.283475875854492
2010-05-17,18.938068389892578
2010-05-18,18.560420989990234
2010-05-19,19.104230880737305
2010-05-20,18.273395538330078
2010-05-21,18.540271759033203
2010-05-24,18.33382225036621
2010-05-25,18.882678985595703
2010-05-26,18.656084060668945
2010-05-27,19.491958618164062
2010-05-28,19.834362030029297
2010-06-01,19.275440216064453
2010-06-02,19.587629318237305
2010-06-03,19.678260803222656
2010-06-04,18.330717086791992
2010-06-07,18.15407371520996
2010-06-08,19.00701332092285
2010-06-09,18.850557327270508
2010-06-10,19.113000869750977
2010-06-11,19.188711166381836
2010-06-14,19.33002471923828
2010-06-15,19.43096160888672
2010-06-16,19.14833641052246
2010-06-17,18.73952865600586
2010-06-18,18.93131446838379
2010-06-21,18.24996566772461
2010-06-22,18.381189346313477
2010-06-23,19.082727432250977
2010-06-24,18.689054489135742
2010-06-25,19.193756103515625
2010-06-28,19.03730010986328
2010-06-29,19.56218719482422
2010-06-30,19.950801849365234
2010-07-01,20.12744903564453
2010-07-02,20.087081909179688
2010-07-06,18.714296340942383
2010-07-07,18.916168212890625
2010-07-08,19.012069702148438
2010-07-09,19.3804988861084
2010-07-12,18.946455001831055
2010-07-13,19.491531372070312
2010-07-14,19.28459930419922
2010-07-15,19.602571487426758
2010-07-16,18.714296340942383
2010-07-19,19.128143310546875
2010-07-20,19.617708206176758
2010-07-21,19.082727432250977
2010-07-22,19.17861557006836
2010-07-23,19.47638702392578
2010-07-26,20.001277923583984
2010-07-27,19.73883056640625
2010-07-28,19.44610595703125
2010-07-29,19.880146026611328
2010-07-30,20.71290397644043
2010-08-02,21.141904830932617
2010-08-03,20.5362606048584
2010-08-04,20.541305541992188
2010-08-05,20.20820426940918
2010-08-06,20.071935653686523
2010-08-09,20.455509185791016
2010-08-10,20.167827606201172
2010-08-11,20.001277923583984
2010-08-12,20.278865814208984
2010-08-13,20.238489151000977
2010-08-16,20.546356201171875
2010-08-17,21.172182083129883
2010-08-18,21.394245147705078
2010-08-19,20.82898712158203
2010-08-20,21.02077293395996
2010-08-23,20.728042602539062
2010-08-24,20.3747501373291
2010-08-25,20.894601821899414
2010-08-26,20.783565521240234
2010-08-27,20.834035873413086
2010-08-30,20.243539810180664
2010-08-31,21.13685417175293
2010-09-01,21.85352897644043
2010-09-02,21.241573333740234
2010-09-03,21.231456756591797
2010-09-07,21.307313919067383
2010-09-08,21.413524627685547
2010-09-09,20.9735164642334
2010-09-10,20.78133201599121
2010-09-13,21.292150497436523
2010-09-14,22.16709327697754
2010-09-15,22.52617835998535
2010-09-16,22.784109115600586
2010-09-17,22.85997772216797
2010-09-20,22.905485153198242
2010-09-21,22.8852596282959
2010-09-22,22.718368530273438
2010-09-23,22.723424911499023
2010-09-24,23.750097274780273
2010-09-27,23.72986602783203
2010-09-28,23.997915267944336
2010-09-29,23.54779624938965
2010-09-30,23.320209503173828
2010-10-01,23.416303634643555
2010-10-04,23.325267791748047
2010-10-05,23.385953903198242
2010-10-06,23.264575958251953
2010-10-07,23.269628524780273
2010-10-08,23.618595123291016
2010-10-11,23.755151748657227
2010-10-12,24.326648712158203
2010-10-13,24.12434959411621
2010-10-14,24.559295654296875
2010-10-15,25.110567092895508
2010-10-18,24.473316192626953
2010-10-19,24.078834533691406
2010-10-20,23.972625732421875
2010-10-21,23.972625732421875
2010-10-22,23.972625732421875
2010-10-25,24.417688369750977
2010-10-26,24.736309051513672
2010-10-27,24.19010353088379
2010-10-28,24.08894920349121
2010-10-29,24.144580841064453
2010-11-01,23.93722152709961
2010-11-02,24.473316192626953
2010-11-03,24.680683135986328
2010-11-04,25.25723648071289
2010-11-05,25.13585662841797
2010-11-08,25.120683670043945
2010-11-09,24.40756607055664
2010-11-10,24.958839416503906
2010-11-11,25.13585662841797
2010-11-12,24.69584846496582
2010-11-15,25.090335845947266
2010-11-16,24.478378295898438
2010-11-17,24.523900985717773
2010-11-18,24.812185287475586
2010-11-19,24.75148582458496
2010-11-22,24.62504768371582
2010-11-23,24.544132232666016
2010-11-24,24.45309829711914
2010-11-26,24.685733795166016
2010-11-29,24.50872802734375
2010-11-30,25.004365921020508
2010-12-01,25.232507705688477
2010-12-02,25.27813148498535
2010-12-03,26.069019317626953
2010-12-06,26.236324310302734
2010-12-07,26.535451889038086
2010-12-08,26.67740821838379
2010-12-09,26.67740821838379
2010-12-10,26.712892532348633
2010-12-13,26.33772087097168
2010-12-14,26.109582901000977
2010-12-15,26.479679107666016
2010-12-16,26.951173782348633
2010-12-17,27.199596405029297
2010-12-20,27.33141326904297
2010-12-21,27.09311866760254
