Date,MAR
2010-01-04,22.093490600585938
2010-01-05,22.221426010131836
2010-01-06,22.2853946685791
2010-01-07,22.37335205078125
2010-01-08,22.421337127685547
2010-01-11,22.37335205078125
2010-01-12,22.181440353393555
2010-01-13,22.493295669555664
2010-01-14,23.74070167541504
2010-01-15,23.42885971069336
2010-01-19,23.588781356811523
2010-01-20,23.021047592163086
2010-01-21,22.493295669555664
2010-01-22,21.949562072753906
2010-01-25,21.997528076171875
2010-01-26,21.701669692993164
2010-01-27,21.4937744140625
2010-01-28,21.325851440429688
2010-01-29,20.97402000427246
2010-02-01,21.237899780273438
2010-02-02,21.429800033569336
2010-02-03,21.19791603088379
2010-02-04,20.582210540771484
2010-02-05,20.950029373168945
2010-02-08,20.750123977661133
2010-02-09,20.886058807373047
2010-02-10,21.109954833984375
2010-02-11,21.317855834960938
2010-02-12,21.4617862701416
2010-02-16,21.68568229675293
2010-02-17,21.693689346313477
2010-02-18,21.66165542602539
2010-02-19,21.829830169677734
2010-02-22,21.909912109375
2010-02-23,21.677675247192383
2010-02-24,21.829830169677734
2010-02-25,21.621620178222656
2010-02-26,21.70970344543457
2010-03-01,21.797801971435547
2010-03-02,21.517513275146484
2010-03-03,21.39739227294922
2010-03-04,21.61361312866211
2010-03-05,22.318317413330078
2010-03-08,22.342342376708984
2010-03-09,22.502500534057617
2010-03-10,22.502500534057617
2010-03-11,22.686677932739258
2010-03-12,22.982973098754883
2010-03-15,22.918916702270508
2010-03-16,23.063064575195312
2010-03-17,22.999000549316406
2010-03-18,23.01500701904297
2010-03-19,23.271268844604492
2010-03-22,23.663658142089844
2010-03-23,23.823816299438477
2010-03-24,23.759763717651367
2010-03-25,24.14414405822754
2010-03-26,24.896892547607422
2010-03-29,25.049043655395508
2010-03-30,25.44944190979004
2010-03-31,25.241239547729492
2010-04-01,25.569562911987305
2010-04-05,25.97797203063965
2010-04-06,26.18617820739746
2010-04-07,25.90589714050293
2010-04-08,26.31431007385254
2010-04-09,26.506494522094727
2010-04-12,26.410409927368164
2010-04-13,26.714710235595703
2010-04-14,27.155139923095703
2010-04-15,27.251253128051758
2010-04-16,27.13113021850586
2010-04-19,27.13113021850586
2010-04-20,27.37135887145996
2010-04-21,27.76375389099121
2010-04-22,29.485483169555664
2010-04-23,30.086084365844727
2010-04-26,29.93393325805664
2010-04-27,28.86884880065918
2010-04-28,28.740737915039062
2010-04-29,30.166154861450195
2010-04-30,29.43743324279785
2010-05-03,30.174177169799805
2010-05-04,28.95695686340332
2010-05-05,28.236225128173828
2010-05-06,27.46746063232422
2010-05-07,26.69869041442871
2010-05-10,28.668663024902344
2010-05-11,28.508508682250977
2010-05-12,29.397384643554688
2010-05-13,28.852846145629883
2010-05-14,27.715715408325195
2010-05-17,27.971965789794922
2010-05-18,27.46746063232422
2010-05-19,27.010469436645508
2010-05-20,25.847959518432617
2010-05-21,26.409170150756836
2010-05-24,25.872013092041016
2010-05-25,25.855976104736328
2010-05-26,25.88002586364746
2010-05-27,27.275049209594727
2010-05-28,26.818058013916016
2010-06-01,26.361066818237305
2010-06-02,26.85814094543457
2010-06-03,27.5556583404541
2010-06-04,25.799854278564453
2010-06-07,24.925960540771484
2010-06-08,25.767780303955078
2010-06-09,26.064428329467773
2010-06-10,26.785987854003906
2010-06-11,26.71383285522461
2010-06-14,27.234960556030273
2010-06-15,28.181005477905273
2010-06-16,28.317296981811523
2010-06-17,28.253162384033203
2010-06-18,28.301273345947266
2010-06-21,28.261178970336914
2010-06-22,27.315134048461914
2010-06-23,27.03452491760254
2010-06-24,26.1846866607666
2010-06-25,26.224769592285156
2010-06-28,25.831918716430664
2010-06-29,24.5651798248291
2010-06-30,24.003963470458984
2010-07-01,24.148277282714844
2010-07-02,23.691286087036133
2010-07-06,23.450763702392578
2010-07-07,24.653364181518555
2010-07-08,24.597253799438477
2010-07-09,24.966045379638672
2010-07-12,24.829750061035156
2010-07-13,25.55130958557129
2010-07-14,25.7838191986084
2010-07-15,25.382946014404297
2010-07-16,24.30060577392578
2010-07-19,24.80569839477539
2010-07-20,25.294761657714844
2010-07-21,24.66138458251953
2010-07-22,25.687606811523438
2010-07-23,26.56951904296875
2010-07-26,27.154781341552734
2010-07-27,26.922279357910156
2010-07-28,26.994441986083984
2010-07-29,27.066598892211914
2010-07-30,27.186843872070312
2010-08-02,28.317296981811523
2010-08-03,28.020660400390625
2010-08-04,28.573856353759766
2010-08-05,28.341360092163086
2010-08-06,28.205059051513672
2010-08-09,28.573856353759766
2010-08-10,27.924457550048828
2010-08-11,26.90624237060547
2010-08-12,26.946331024169922
2010-08-13,26.842105865478516
2010-08-16,27.090648651123047
2010-08-17,27.837141036987305
2010-08-18,27.853195190429688
2010-08-19,26.946163177490234
2010-08-20,26.946163177490234
2010-08-23,26.60100746154785
2010-08-24,25.693967819213867
2010-08-25,25.814373016357422
2010-08-26,25.621732711791992
2010-08-27,26.247833251953125
2010-08-30,25.41303253173828
2010-08-31,25.669889450073242
2010-09-01,26.970239639282227
2010-09-02,27.86122703552246
2010-09-03,28.37494468688965
2010-09-07,27.917407989501953
2010-09-08,28.310728073120117
2010-09-09,28.503376007080078
2010-09-10,28.503376007080078
2010-09-13,29.041168212890625
2010-09-14,29.057228088378906
2010-09-15,28.848522186279297
2010-09-16,28.334806442260742
2010-09-17,28.591670989990234
2010-09-20,29.217758178710938
2010-09-21,28.944843292236328
2010-09-22,28.29467010498047
2010-09-23,27.75687026977539
2010-09-24,29.073284149169922
2010-09-27,28.83247184753418
2010-09-28,29.145519256591797
2010-09-29,28.792335510253906
2010-09-30,28.760225296020508
2010-10-01,29.121435165405273
2010-10-04,29.458568572998047
2010-10-05,30.34954833984375
2010-10-06,30.389678955078125
2010-10-07,28.631807327270508
2010-10-08,29.03313446044922
2010-10-11,28.631807327270508
2010-10-12,28.70404815673828
2010-10-13,28.896692276000977
2010-10-14,28.84050178527832
2010-10-15,28.575618743896484
2010-10-18,28.487321853637695
2010-10-19,28.118085861206055
2010-10-20,28.920774459838867
2010-10-21,29.081298828125
2010-10-22,29.932159423828125
2010-10-25,30.15690803527832
2010-10-26,30.31743049621582
2010-10-27,30.2692813873291
2010-10-28,30.116779327392578
2010-10-29,29.739505767822266
2010-11-01,30.044530868530273
2010-11-02,30.453895568847656
2010-11-03,30.518112182617188
2010-11-04,31.42515754699707
2010-11-05,31.746217727661133
2010-11-08,31.682004928588867
2010-11-09,30.94352912902832
2010-11-10,31.45725440979004
2010-11-11,31.40911102294922
2010-11-12,30.935508728027344
2010-11-15,30.742868423461914
2010-11-16,30.242448806762695
2010-11-17,30.403358459472656
2010-11-18,31.151575088500977
2010-11-19,31.3848876953125
2010-11-22,31.49751853942871
2010-11-23,31.055021286010742
2010-11-24,31.93196678161621
2010-11-26,31.690610885620117
2010-11-29,31.48947525024414
2010-11-30,31.545793533325195
2010-12-01,32.358367919921875
2010-12-02,32.5997428894043
2010-12-03,32.977867126464844
2010-12-06,32.98591232299805
2010-12-07,32.89741516113281
2010-12-08,33.24336624145508
2010-12-09,33.557132720947266
2010-12-10,33.758270263671875
2010-12-13,33.60539627075195
