Date,DEI
2010-01-04,8.333457946777344
2010-01-05,8.43378734588623
2010-01-06,8.410179138183594
2010-01-07,8.551822662353516
2010-01-08,8.451491355895996
2010-01-11,8.563627243041992
2010-01-12,8.469196319580078
2010-01-13,8.681665420532227
2010-01-14,8.587236404418945
2010-01-15,8.646254539489746
2010-01-19,8.882331848144531
2010-01-20,8.693469047546387
2010-01-21,8.545921325683594
2010-01-22,8.398375511169434
2010-01-25,8.34526252746582
2010-01-26,8.250829696655273
2010-01-27,8.27443790435791
2010-01-28,8.209515571594238
2010-01-29,8.162301063537598
2010-02-01,8.227219581604004
2010-02-02,8.392476081848145
2010-02-03,8.292145729064941
2010-02-04,7.902619361877441
2010-02-05,8.056068420410156
2010-02-08,7.819991588592529
2010-02-09,7.672444820404053
2010-02-10,7.725562572479248
2010-02-11,7.725562572479248
2010-02-12,7.8495049476623535
2010-02-16,8.044262886047363
2010-02-17,8.109185218811035
2010-02-18,8.215413093566895
2010-02-19,8.180006980895996
2010-02-22,8.221317291259766
2010-02-23,8.132792472839355
2010-02-24,8.227219581604004
2010-02-25,8.244925498962402
2010-02-26,8.315752029418945
2010-03-01,8.292145729064941
2010-03-02,8.191812515258789
2010-03-03,8.34526252746582
2010-03-04,8.404277801513672
2010-03-05,8.646254539489746
2010-03-08,8.799705505371094
2010-03-09,8.858721733093262
2010-03-10,8.87642765045166
2010-03-11,9.088896751403809
2010-03-12,9.147915840148926
2010-03-15,9.088896751403809
2010-03-16,9.27775764465332
2010-03-17,9.484322547912598
2010-03-18,9.419402122497559
2010-03-19,9.218737602233887
2010-03-22,9.23644733428955
2010-03-23,9.159717559814453
2010-03-24,9.159717559814453
2010-03-25,9.1951322555542
2010-03-26,9.189227104187012
2010-03-29,9.15358829498291
2010-03-30,9.230806350708008
2010-03-31,9.129828453063965
2010-04-01,9.189228057861328
2010-04-05,9.42682933807373
2010-04-06,9.74164867401123
2010-04-07,9.527810096740723
2010-04-08,9.58127212524414
2010-04-09,9.890149116516113
2010-04-12,10.003012657165527
2010-04-13,10.21091365814209
2010-04-14,10.086173057556152
2010-04-15,9.860454559326172
2010-04-16,9.62285327911377
2010-04-19,9.66443157196045
2010-04-20,9.836688995361328
2010-04-21,10.04459285736084
2010-04-22,10.127753257751465
2010-04-23,10.311894416809082
2010-04-26,10.501975059509277
2010-04-27,10.115874290466309
2010-04-28,10.115874290466309
2010-04-29,10.543557167053223
2010-04-30,9.943612098693848
2010-05-03,10.222793579101562
2010-05-04,9.842633247375488
2010-05-05,9.801054000854492
2010-05-06,9.45058822631836
2010-05-07,9.284270286560059
2010-05-10,9.848572731018066
2010-05-11,9.896089553833008
2010-05-12,10.12181282043457
2010-05-13,10.16933536529541
2010-05-14,9.771353721618652
2010-05-17,9.75352954864502
2010-05-18,9.474344253540039
2010-05-19,9.284270286560059
2010-05-20,8.743727684020996
2010-05-21,8.815007209777832
2010-05-24,8.67244815826416
2010-05-25,8.678387641906738
2010-05-26,8.803126335144043
2010-05-27,9.391189575195312
2010-05-28,9.195168495178223
2010-06-01,8.963507652282715
2010-06-02,9.106066703796387
2010-06-03,9.24268913269043
2010-06-04,8.690265655517578
2010-06-07,8.607102394104004
2010-06-08,8.71996784210205
2010-06-09,8.862525939941406
2010-06-10,9.325848579406738
2010-06-11,9.486231803894043
2010-06-14,9.509989738464355
2010-06-15,9.74164867401123
2010-06-16,9.57533073425293
2010-06-17,9.492172241210938
2010-06-18,9.498112678527832
2010-06-21,9.509989738464355
2010-06-22,8.939748764038086
2010-06-23,8.969446182250977
2010-06-24,8.85064697265625
2010-06-25,9.165467262268066
2010-06-28,9.033935546875
2010-06-29,8.693144798278809
2010-06-30,8.501823425292969
2010-07-01,8.352355003356934
2010-07-02,8.172987937927246
2010-07-06,7.933837413787842
