Date,HTLD
2010-01-04,12.37110424041748
2010-01-05,12.410205841064453
2010-01-06,12.386741638183594
2010-01-07,12.238165855407715
2010-01-08,12.410205841064453
2010-01-11,12.386741638183594
2010-01-12,12.316363334655762
2010-01-13,12.355463981628418
2010-01-14,12.433658599853516
2010-01-15,12.073943138122559
2010-01-19,12.261625289916992
2010-01-20,12.253802299499512
2010-01-21,12.17560863494873
2010-01-22,11.854989051818848
2010-01-25,11.7846097946167
2010-01-26,11.761152267456055
2010-01-27,11.55001163482666
2010-01-28,11.018258094787598
2010-01-29,10.861859321594238
2010-02-01,10.90877914428711
2010-02-02,10.783660888671875
2010-02-03,10.979155540466309
2010-02-04,10.736743927001953
2010-02-05,10.791481018066406
2010-02-08,10.619441032409668
2010-02-09,10.846221923828125
2010-02-10,10.986980438232422
2010-02-11,11.057358741760254
2010-02-12,11.057358741760254
2010-02-16,11.159016609191895
2010-02-17,11.338871955871582
2010-02-18,11.307596206665039
2010-02-19,11.432711601257324
2010-02-22,11.761152267456055
2010-02-23,11.870633125305176
2010-02-24,11.995746612548828
2010-02-25,12.019210815429688
2010-02-26,11.97228717803955
2010-03-01,12.136507034301758
2010-03-02,12.081768035888672
2010-03-03,12.058302879333496
2010-03-04,12.027026176452637
2010-03-05,12.3007230758667
2010-03-08,12.36328125
2010-03-09,12.723001480102539
2010-03-10,12.511860847473145
2010-03-11,12.636980056762695
2010-03-12,12.66826057434082
2010-03-15,12.715178489685059
2010-03-16,12.949774742126465
2010-03-17,12.840293884277344
2010-03-18,12.644801139831543
2010-03-19,12.574418067932129
2010-03-22,12.691720962524414
2010-03-23,12.871795654296875
2010-03-24,12.597764015197754
2010-03-25,12.550787925720215
2010-03-26,12.519466400146484
2010-03-29,12.863967895507812
2010-03-30,12.746529579162598
2010-03-31,12.918782234191895
2010-04-01,12.856138229370117
2010-04-05,12.887459754943848
2010-04-06,12.863967895507812
2010-04-07,12.840481758117676
2010-04-08,12.816991806030273
2010-04-09,12.67606258392334
2010-04-12,12.527295112609863
2010-04-13,12.605595588684082
2010-04-14,12.64474105834961
2010-04-15,12.785675048828125
2010-04-16,12.629081726074219
2010-04-19,13.028393745422363
2010-04-20,12.926606178283691
2010-04-21,13.310254096984863
2010-04-22,13.41203498840332
2010-04-23,13.302423477172852
2010-04-26,13.302423477172852
2010-04-27,13.059710502624512
2010-04-28,12.887459754943848
2010-04-29,13.11451530456543
2010-04-30,12.934435844421387
2010-05-03,13.200638771057129
2010-05-04,12.777844429016113
2010-05-05,12.589934349060059
2010-05-06,12.300239562988281
2010-05-07,12.198457717895508
2010-05-10,12.723040580749512
2010-05-11,12.683889389038086
2010-05-12,13.161490440368652
2010-05-13,13.200638771057129
2010-05-14,13.028393745422363
2010-05-17,13.138004302978516
2010-05-18,13.028393745422363
2010-05-19,13.059710502624512
2010-05-20,12.34721851348877
2010-05-21,12.378535270690918
2010-05-24,12.261090278625488
2010-05-25,12.237604141235352
2010-05-26,12.08884048461914
2010-05-27,12.221948623657227
2010-05-28,12.174970626831055
2010-06-01,11.838295936584473
2010-06-02,11.924424171447754
2010-06-03,11.979230880737305
2010-06-04,11.830467224121094
2010-06-07,11.392013549804688
2010-06-08,11.501628875732422
2010-06-09,11.462480545043945
2010-06-10,11.81480884552002
2010-06-11,11.673877716064453
2010-06-14,11.79132080078125
2010-06-15,12.01054573059082
2010-06-16,12.049697875976562
2010-06-17,11.908764839172363
2010-06-18,11.94796371459961
2010-06-21,11.963642120361328
2010-06-22,11.665722846984863
2010-06-23,11.673566818237305
2010-06-24,11.736283302307129
2010-06-25,11.893086433410645
2010-06-28,11.8381986618042
2010-06-29,11.391328811645508
2010-06-30,11.38349437713623
2010-07-01,11.320772171020508
2010-07-02,11.211012840270996
2010-07-06,11.140454292297363
2010-07-07,11.587328910827637
2010-07-08,11.79116439819336
2010-07-09,11.81468391418457
2010-07-12,11.81468391418457
2010-07-13,12.073400497436523
2010-07-14,12.0812406539917
2010-07-15,11.908766746520996
2010-07-16,11.744125366210938
2010-07-19,11.8695650100708
2010-07-20,12.269399642944336
2010-07-21,12.120440483093262
2010-07-22,12.434036254882812
2010-07-23,12.61435317993164
2010-07-26,12.786826133728027
2010-07-27,12.70058822631836
2010-07-28,12.575152397155762
2010-07-29,12.512432098388672
2010-07-30,12.55947208404541
2010-08-02,12.763312339782715
2010-08-03,12.55947208404541
2010-08-04,12.677072525024414
2010-08-05,12.496752738952637
2010-08-06,12.473235130310059
2010-08-09,12.684904098510742
2010-08-10,12.269399642944336
2010-08-11,11.853882789611816
2010-08-12,11.916603088378906
2010-08-13,11.610849380493164
2010-08-16,11.744125366210938
2010-08-17,11.932282447814941
2010-08-18,11.971481323242188
2010-08-19,11.697088241577148
2010-08-20,11.689249038696289
2010-08-23,11.508927345275879
2010-08-24,11.367815017700195
2010-08-25,11.438374519348145
2010-08-26,11.414852142333984
2010-08-27,11.72060489654541
2010-08-30,11.4854097366333
2010-08-31,11.399173736572266
2010-09-01,11.81468391418457
2010-09-02,11.924442291259766
2010-09-03,12.214519500732422
2010-09-07,12.292916297912598
2010-09-08,12.481075286865234
2010-09-09,12.308597564697266
2010-09-10,12.167476654052734
2010-09-13,12.292916297912598
2010-09-14,12.418355941772461
2010-09-15,12.551633834838867
2010-09-16,12.473235130310059
2010-09-17,12.582990646362305
2010-09-20,12.183158874511719
2010-09-21,12.426194190979004
2010-09-22,12.199959754943848
2010-09-23,11.96534538269043
2010-09-24,12.334023475646973
2010-09-27,12.258610725402832
2010-09-28,12.426194190979004
2010-09-29,12.468085289001465
2010-09-30,12.45970630645752
2010-10-01,12.258610725402832
2010-10-04,12.091031074523926
2010-10-05,12.501607894897461
2010-10-06,12.417817115783691
2010-10-07,12.384300231933594
2010-10-08,12.442949295043945
2010-10-11,12.417817115783691
2010-10-12,12.384300231933594
2010-10-13,12.979211807250977
2010-10-14,12.878665924072266
2010-10-15,12.954076766967773
2010-10-18,12.769739151000977
2010-10-19,12.476469039916992
2010-10-20,12.375920295715332
2010-10-21,12.535123825073242
2010-10-22,12.535123825073242
2010-10-25,12.610536575317383
2010-10-26,12.702705383300781
2010-10-27,12.627291679382324
2010-10-28,12.50998592376709
2010-10-29,12.493229866027832
2010-11-01,12.434572219848633
2010-11-02,12.577018737792969
2010-11-03,12.685946464538574
2010-11-04,12.878665924072266
2010-11-05,12.962455749511719
2010-11-08,12.79487419128418
2010-11-09,12.677567481994629
2010-11-10,12.786494255065918
2010-11-11,12.66918659210205
2010-11-12,12.602156639099121
2010-11-15,12.577018737792969
2010-11-16,12.45970630645752
2010-11-17,12.434572219848633
2010-11-18,12.568639755249023
2010-11-19,12.727845191955566
2010-11-22,12.861907958984375
2010-11-23,12.820013046264648
2010-11-24,13.088143348693848
2010-11-26,12.954076766967773
2010-11-29,12.945700645446777
2010-11-30,12.970836639404297
2010-12-01,13.197072982788086
2010-12-02,13.532235145568848
2010-12-03,13.791984558105469
2010-12-06,13.741716384887695
2010-12-07,13.967947006225586
2010-12-08,13.89244270324707
2010-12-09,13.89244270324707
2010-12-10,13.92600154876709
