Date,KNSL
2016-07-28,17.80060577392578
2016-07-29,17.723007202148438
2016-08-01,17.85880470275879
2016-08-02,18.043115615844727
2016-08-03,17.703598022460938
2016-08-04,17.790903091430664
2016-08-05,18.246829986572266
2016-08-08,18.80946922302246
2016-08-09,19.02288246154785
2016-08-10,19.00348663330078
2016-08-11,19.061687469482422
2016-08-12,18.828866958618164
2016-08-15,19.22659683227539
2016-08-16,18.86767578125
2016-08-17,19.02288246154785
2016-08-18,19.129589080810547
2016-08-19,19.34299659729004
2016-08-22,20.089950561523438
2016-08-23,19.828027725219727
2016-08-24,19.40120506286621
2016-08-25,19.40120506286621
2016-08-26,19.847431182861328
2016-08-29,19.818336486816406
2016-08-30,19.9056396484375
2016-08-31,20.177249908447266
2016-09-01,19.915340423583984
2016-09-02,19.780494689941406
2016-09-06,20.186948776245117
2016-09-07,20.516769409179688
2016-09-08,20.681678771972656
2016-09-09,20.371267318725586
2016-09-12,20.051145553588867
2016-09-13,19.56493377685547
2016-09-14,19.66217041015625
2016-09-15,19.90528106689453
2016-09-16,19.26348876953125
2016-09-19,19.70107078552246
2016-09-20,20.07059097290039
2016-09-21,20.17755699157715
2016-09-22,20.226177215576172
2016-09-23,20.926319122314453
2016-09-26,21.052724838256836
2016-09-27,21.480594635009766
2016-09-28,21.71396827697754
2016-09-29,20.74155616760254
2016-09-30,21.393070220947266
2016-10-03,22.015419006347656
2016-10-04,21.626445770263672
2016-10-05,20.984657287597656
2016-10-06,20.6248722076416
2016-10-07,20.38176727294922
2016-10-10,20.57624626159668
2016-10-11,20.848526000976562
2016-10-12,21.120800018310547
2016-10-13,21.305553436279297
2016-10-14,21.237483978271484
2016-10-17,21.607004165649414
2016-10-18,22.180727005004883
2016-10-19,22.112659454345703
2016-10-20,22.13210678100586
2016-10-21,21.859834671020508
2016-10-24,21.87928009033203
2016-10-25,22.0251407623291
2016-10-26,22.122379302978516
2016-10-27,22.093210220336914
2016-10-28,22.19045066833496
2016-10-31,23.38651466369629
2016-11-01,22.598865509033203
2016-11-02,22.666934967041016
2016-11-03,22.3654842376709
2016-11-04,23.37679672241211
2016-11-07,22.78362274169922
2016-11-08,23.308727264404297
2016-11-09,23.444862365722656
2016-11-10,24.62148094177246
2016-11-11,26.109268188476562
2016-11-14,26.721887588500977
2016-11-15,26.576026916503906
2016-11-16,25.331344604492188
2016-11-17,25.953691482543945
2016-11-18,26.48851776123047
2016-11-21,27.217824935913086
2016-11-22,27.635957717895508
2016-11-23,27.898513793945312
2016-11-25,27.986032485961914
2016-11-28,27.480382919311523
2016-11-29,27.22709846496582
2016-11-30,27.772615432739258
2016-12-01,26.46727752685547
2016-12-02,26.515975952148438
2016-12-05,27.451154708862305
2016-12-06,28.766239166259766
2016-12-07,29.11692237854004
2016-12-08,29.302013397216797
2016-12-09,29.64295768737793
2016-12-12,29.79882049560547
2016-12-13,29.224077224731445
2016-12-14,29.03899383544922
2016-12-15,29.555288314819336
2016-12-16,30.227434158325195
2016-12-19,30.7242488861084
2016-12-20,31.07493782043457
2016-12-21,31.43536949157715
2016-12-22,31.863990783691406
2016-12-23,32.409507751464844
2016-12-27,32.66278076171875
2016-12-28,33.77329635620117
2016-12-29,33.57847213745117
2016-12-30,33.13037109375
2017-01-03,33.20828628540039
2017-01-04,33.091392517089844
2017-01-05,31.980873107910156
2017-01-06,30.91907501220703
2017-01-09,30.568387985229492
2017-01-10,31.026233673095703
2017-01-11,30.83140754699707
2017-01-12,30.29563331604004
2017-01-13,30.75347137451172
2017-01-17,30.500194549560547
2017-01-18,30.626832962036133
2017-01-19,30.54890251159668
2017-01-20,30.899595260620117
2017-01-23,30.899595260620117
2017-01-24,30.29563331604004
2017-01-25,30.26640510559082
2017-01-26,29.808561325073242
2017-01-27,29.633214950561523
2017-01-30,29.175369262695312
2017-01-31,28.59088706970215
2017-02-01,28.113563537597656
2017-02-02,27.63623809814453
2017-02-03,27.431665420532227
2017-02-06,28.883134841918945
2017-02-07,30.33458709716797
2017-02-08,29.1558837890625
2017-02-09,29.175369262695312
2017-02-10,28.980548858642578
2017-02-13,28.79508399963379
2017-02-14,28.551057815551758
2017-02-15,28.638914108276367
2017-02-16,28.77556037902832
2017-02-17,29.000062942504883
2017-02-21,29.039112091064453
2017-02-22,29.283140182495117
2017-02-23,29.195289611816406
2017-02-24,29.166006088256836
2017-02-27,28.824373245239258
2017-02-28,28.6486759185791
2017-03-01,29.488113403320312
2017-03-02,30.1713924407959
2017-03-03,30.757055282592773
2017-03-06,30.064016342163086
2017-03-07,30.04450035095215
2017-03-08,30.210437774658203
2017-03-09,30.278764724731445
2017-03-10,30.630163192749023
2017-03-13,31.381757736206055
2017-03-14,31.03036117553711
2017-03-15,31.606273651123047
2017-03-16,31.606273651123047
2017-03-17,31.83077049255371
2017-03-20,31.69411277770996
2017-03-21,31.586748123168945
2017-03-22,30.981555938720703
2017-03-23,31.733158111572266
2017-03-24,31.821008682250977
2017-03-27,31.91861915588379
2017-03-28,31.94788360595703
2017-03-29,31.18654441833496
2017-03-30,31.420812606811523
2017-03-31,31.274394989013672
2017-04-03,31.13773536682129
2017-04-04,31.32319450378418
2017-04-05,30.630163192749023
2017-04-06,31.19630241394043
2017-04-07,31.411043167114258
2017-04-10,31.34272003173828
2017-04-11,31.606273651123047
2017-04-12,31.635543823242188
2017-04-13,31.61603355407715
2017-04-17,32.08456039428711
2017-04-18,32.045509338378906
2017-04-19,32.17240905761719
2017-04-20,32.88495635986328
2017-04-21,33.109474182128906
2017-04-24,34.07581329345703
2017-04-25,34.18317794799805
2017-04-26,34.96406555175781
2017-04-27,35.325218200683594
2017-04-28,35.29594802856445
2017-05-01,35.237369537353516
2017-05-02,35.266658782958984
2017-05-03,35.247135162353516
2017-05-04,35.69615173339844
2017-05-05,34.26126480102539
2017-05-08,34.007469177246094
2017-05-09,34.18317794799805
2017-05-10,34.349117279052734
2017-05-11,33.90011215209961
2017-05-12,32.992347717285156
2017-05-15,32.992347717285156
2017-05-16,33.15827178955078
2017-05-17,32.758079528808594
2017-05-18,33.49014663696289
2017-05-19,33.57801055908203
2017-05-22,34.29054641723633
2017-05-23,34.524818420410156
2017-05-24,35.88159942626953
2017-05-25,36.29156494140625
2017-05-26,34.98358917236328
2017-05-30,35.3642692565918
2017-05-31,35.37403869628906
2017-06-01,36.16598129272461
2017-06-02,36.10731887817383
2017-06-05,35.364253997802734
2017-06-06,34.43543243408203
2017-06-07,34.63096237182617
2017-06-08,35.62823486328125
2017-06-09,34.96338653564453
2017-06-12,34.386531829833984
2017-06-13,35.080718994140625
2017-06-14,35.7651252746582
2017-06-15,35.87266540527344
2017-06-16,36.390865325927734
2017-06-19,36.23442077636719
2017-06-20,35.882442474365234
2017-06-21,35.80421829223633
2017-06-22,35.188262939453125
2017-06-23,35.902000427246094
2017-06-26,36.68417739868164
2017-06-27,36.322425842285156
2017-06-28,37.036155700683594
2017-06-29,36.420188903808594
2017-06-30,36.478858947753906
2017-07-03,36.61573028564453
2017-07-05,36.390865325927734
2017-07-06,35.45225524902344
2017-07-07,36.14644241333008
2017-07-10,35.85311508178711
2017-07-11,35.80421829223633
2017-07-12,36.2050895690918
2017-07-13,36.12688446044922
2017-07-14,36.0877685546875
2017-07-17,36.12688446044922
2017-07-18,36.1855354309082
2017-07-19,36.273536682128906
2017-07-20,36.938385009765625
2017-07-21,37.45657730102539
2017-07-24,38.111656188964844
2017-07-25,39.0796012878418
2017-07-26,38.424537658691406
2017-07-27,37.505462646484375
2017-07-28,37.82811737060547
2017-07-31,38.0529899597168
2017-08-01,38.13120651245117
2017-08-02,37.1241569519043
2017-08-03,36.781951904296875
2017-08-04,40.25286865234375
2017-08-07,40.94706344604492
2017-08-08,40.18442153930664
2017-08-09,40.10621643066406
2017-08-10,39.001380920410156
2017-08-11,38.0529899597168
2017-08-14,38.424537658691406
2017-08-15,37.71078872680664
2017-08-16,37.15349578857422
2017-08-17,36.40064239501953
2017-08-18,36.10731887817383
2017-08-21,36.42996597290039
2017-08-22,37.54457092285156
2017-08-23,37.329490661621094
2017-08-24,36.752620697021484
2017-08-25,36.811279296875
2017-08-28,36.45930862426758
2017-08-29,36.527854919433594
2017-08-30,36.56702423095703
2017-08-31,37.06645584106445
2017-09-01,36.77267074584961
2017-09-05,35.35269546508789
2017-09-06,35.14703369140625
2017-09-07,34.91201400756836
2017-09-08,36.929359436035156
2017-09-11,38.0947265625
2017-09-12,39.181758880615234
2017-09-13,40.36669921875
2017-09-14,40.004364013671875
2017-09-15,40.092491149902344
2017-09-18,40.131675720214844
2017-09-19,41.140350341796875
2017-09-20,41.434139251708984
2017-09-21,41.688751220703125
2017-09-22,42.168617248535156
2017-09-25,42.44281768798828
2017-09-26,41.796485900878906
2017-09-27,42.785579681396484
2017-09-28,43.98031997680664
2017-09-29,42.276336669921875
2017-10-02,43.03040313720703
