Date,AL
2012-02-01,21.349685668945312
2012-02-02,21.426145553588867
2012-02-03,21.562082290649414
2012-02-06,21.64703941345215
2012-02-07,21.468629837036133
2012-02-08,21.93589210510254
2012-02-09,21.562082290649414
2012-02-10,21.468629837036133
2012-02-13,21.43464469909668
2012-02-14,21.579069137573242
2012-02-15,21.60456085205078
2012-02-16,22.428638458251953
2012-02-17,21.969871520996094
2012-02-21,21.6385440826416
2012-02-22,21.79996109008789
2012-02-23,21.494112014770508
2012-02-24,21.230745315551758
2012-02-27,21.060827255249023
2012-02-28,21.060827255249023
2012-02-29,20.890913009643555
2012-03-01,20.967382431030273
2012-03-02,20.941896438598633
2012-03-05,20.74649429321289
2012-03-06,20.330204010009766
2012-03-07,20.16878318786621
2012-03-08,20.26223373413086
2012-03-09,20.729496002197266
2012-03-12,20.636045455932617
2012-03-13,20.687028884887695
2012-03-14,20.474634170532227
2012-03-15,20.389673233032227
2012-03-16,20.65304183959961
2012-03-19,20.687028884887695
2012-03-20,21.290212631225586
2012-03-21,21.324195861816406
2012-03-22,20.729496002197266
2012-03-23,20.70401954650879
2012-03-26,20.87392807006836
2012-03-27,21.171287536621094
2012-03-28,20.593568801879883
2012-03-29,20.33869743347168
2012-03-30,20.449134826660156
2012-04-02,20.466135025024414
2012-04-03,20.381175994873047
2012-04-04,20.15178871154785
2012-04-05,19.98187828063965
2012-04-09,19.633554458618164
2012-04-10,19.29372787475586
2012-04-11,19.71001625061035
2012-04-12,19.947891235351562
2012-04-13,19.786474227905273
2012-04-16,20.483121871948242
2012-04-17,20.8994140625
2012-04-18,20.593568801879883
2012-04-19,20.8994140625
2012-04-20,21.15428352355957
2012-04-23,20.950387954711914
2012-04-24,21.060827255249023
2012-04-25,21.035343170166016
2012-04-26,20.695520401000977
2012-04-27,20.194271087646484
2012-04-30,19.98187828063965
2012-05-01,19.879928588867188
2012-05-02,19.591068267822266
2012-05-03,19.31072235107422
2012-05-04,19.71001625061035
2012-05-07,20.007369995117188
2012-05-08,20.117815017700195
2012-05-09,20.27922821044922
2012-05-10,20.12630844116211
2012-05-11,20.30471420288086
2012-05-14,20.058340072631836
2012-05-15,19.038860321044922
2012-05-16,19.055849075317383
2012-05-17,18.248760223388672
2012-05-18,17.509628295898438
2012-05-21,17.705032348632812
2012-05-22,17.773000717163086
2012-05-23,17.806978225708008
2012-05-24,17.705032348632812
2012-05-25,17.65406036376953
2012-05-29,18.104328155517578
2012-05-30,17.942913055419922
2012-05-31,17.78150177001953
2012-06-01,17.3397159576416
2012-06-04,17.15281105041504
2012-06-05,17.424671173095703
2012-06-06,17.61157989501953
2012-06-07,17.3397159576416
2012-06-08,17.33121681213379
2012-06-11,17.161304473876953
2012-06-12,17.203786849975586
2012-06-13,17.203786849975586
2012-06-14,17.118824005126953
2012-06-15,16.906431198120117
2012-06-18,16.940420150756836
2012-06-19,17.33121681213379
2012-06-20,16.846967697143555
2012-06-21,16.6855525970459
2012-06-22,16.464664459228516
2012-06-25,16.158815383911133
2012-06-26,16.226787567138672
2012-06-27,16.481657028198242
2012-06-28,16.37970733642578
2012-06-29,16.473154067993164
2012-07-02,16.490150451660156
2012-07-03,16.677047729492188
2012-07-05,16.566614151000977
2012-07-06,16.3287353515625
2012-07-09,16.26926040649414
2012-07-10,16.158815383911133
2012-07-11,16.218284606933594
2012-07-12,16.15032386779785
2012-07-13,16.2012939453125
2012-07-16,16.13333511352539
2012-07-17,15.937931060791016
2012-07-18,15.818989753723145
2012-07-19,16.02288055419922
2012-07-20,16.473154067993164
2012-07-23,16.124832153320312
2012-07-24,16.167316436767578
2012-07-25,16.33721923828125
2012-07-26,16.311737060546875
2012-07-27,16.55811309814453
2012-07-30,16.473154067993164
2012-07-31,16.719528198242188
2012-08-01,16.55811309814453
2012-08-02,16.54961395263672
2012-08-03,17.416173934936523
2012-08-06,17.552104949951172
2012-08-07,18.019367218017578
2012-08-08,17.95140266418457
2012-08-09,17.840961456298828
2012-08-10,17.84946060180664
2012-08-13,17.492645263671875
2012-08-14,17.543617248535156
2012-08-15,17.535120010375977
2012-08-16,17.543617248535156
2012-08-17,18.087343215942383
2012-08-20,18.325218200683594
2012-08-21,18.027870178222656
2012-08-22,18.087343215942383
2012-08-23,17.671045303344727
2012-08-24,17.866453170776367
2012-08-27,17.705032348632812
2012-08-28,17.61157989501953
2012-08-29,17.696535110473633
2012-08-30,17.59459114074707
2012-08-31,17.51811981201172
2012-09-04,18.3507080078125
2012-09-05,18.29973602294922
2012-09-06,19.030363082885742
2012-09-07,19.081331253051758
2012-09-10,19.2767333984375
2012-09-11,18.894428253173828
2012-09-12,19.021862030029297
2012-09-13,19.030363082885742
2012-09-14,18.936914443969727
2012-09-17,18.571596145629883
2012-09-18,18.05335235595703
2012-09-19,17.968400955200195
2012-09-20,17.739015579223633
2012-09-21,18.010879516601562
2012-09-24,17.866453170776367
2012-09-25,17.3397159576416
2012-09-26,17.15281105041504
2012-09-27,17.399187088012695
2012-09-28,17.33121681213379
2012-10-01,17.492645263671875
2012-10-02,17.4671573638916
2012-10-03,17.27174949645996
2012-10-04,17.22077178955078
2012-10-05,17.603086471557617
2012-10-08,17.57760238647461
2012-10-09,17.458650588989258
2012-10-10,17.637069702148438
2012-10-11,17.586090087890625
2012-10-12,17.475648880004883
2012-10-15,17.44166374206543
2012-10-16,17.475648880004883
2012-10-17,17.43317222595215
2012-10-18,17.492645263671875
2012-10-19,17.39069175720215
2012-10-22,17.34820556640625
2012-10-23,17.33121681213379
2012-10-24,17.212282180786133
2012-10-25,17.35671043395996
2012-10-26,17.713529586791992
2012-10-31,17.68804168701172
2012-11-01,17.891939163208008
2012-11-02,17.900436401367188
2012-11-05,18.308223724365234
2012-11-06,18.817964553833008
2012-11-07,18.257259368896484
2012-11-08,18.146804809570312
2012-11-09,18.766992568969727
2012-11-12,18.97089385986328
2012-11-13,19.327713012695312
2012-11-14,19.055849075317383
2012-11-15,19.13231658935547
2012-11-16,19.140811920166016
2012-11-19,19.021862030029297
2012-11-20,18.792476654052734
2012-11-21,18.88593292236328
2012-11-23,19.04735565185547
2012-11-26,19.22576141357422
2012-11-27,19.251249313354492
2012-11-28,19.106828689575195
2012-11-29,19.22576141357422
2012-11-30,18.902929306030273
2012-12-03,19.12381362915039
2012-12-04,19.16629409790039
2012-12-05,19.17479133605957
2012-12-06,19.16629409790039
2012-12-07,19.29372787475586
2012-12-10,19.25975227355957
2012-12-11,19.319211959838867
2012-12-12,19.106828689575195
2012-12-13,18.85195541381836
2012-12-14,18.435665130615234
2012-12-17,18.665050506591797
2012-12-18,18.860445022583008
2012-12-19,18.860445022583008
2012-12-20,18.68204116821289
2012-12-21,18.452646255493164
2012-12-24,18.342208862304688
2012-12-26,18.112825393676758
2012-12-27,18.05335235595703
2012-12-28,18.070343017578125
2012-12-31,18.265748977661133
2013-01-02,18.65654754638672
2013-01-03,18.834962844848633
2013-01-04,18.809473037719727
2013-01-07,19.081331253051758
2013-01-08,18.622570037841797
2013-01-09,18.59708023071289
2013-01-10,18.707521438598633
2013-01-11,19.055849075317383
2013-01-14,19.2767333984375
2013-01-15,19.055849075317383
2013-01-16,19.098329544067383
2013-01-17,19.327713012695312
2013-01-18,19.913917541503906
2013-01-22,19.4041748046875
2013-01-23,19.540103912353516
2013-01-24,19.565589904785156
2013-01-25,20.06683921813965
2013-01-28,20.15178871154785
2013-01-29,20.117815017700195
2013-01-30,20.15178871154785
2013-01-31,20.27922821044922
2013-02-01,20.737998962402344
2013-02-04,20.797468185424805
2013-02-05,21.120302200317383
2013-02-06,21.30721092224121
2013-02-07,21.715003967285156
2013-02-08,22.020845413208008
2013-02-11,22.1227970123291
2013-02-12,21.961380004882812
2013-02-13,22.003854751586914
2013-02-14,22.292701721191406
2013-02-15,22.454126358032227
2013-02-19,22.386167526245117
2013-02-20,22.598556518554688
2013-02-21,22.488115310668945
2013-02-22,22.675016403198242
2013-02-25,22.632535934448242
2013-02-26,22.28421401977539
2013-02-27,22.870418548583984
2013-02-28,23.08281135559082
2013-03-01,24.221233367919922
2013-03-04,24.19574546813965
2013-03-05,24.42513656616211
2013-03-06,24.3316707611084
2013-03-07,24.204240798950195
2013-03-08,24.47610092163086
2013-03-11,24.144765853881836
2013-03-12,24.059814453125
2013-03-13,24.29768943786621
2013-03-14,24.586544036865234
2013-03-15,24.943374633789062
2013-03-18,24.637523651123047
2013-03-19,24.45470428466797
2013-03-20,24.658777236938477
2013-03-21,24.633270263671875
2013-03-22,24.599260330200195
2013-03-25,24.658777236938477
2013-03-26,24.66728401184082
2013-03-27,24.7012996673584
2013-03-28,24.93087387084961
2013-04-01,24.565248489379883
2013-04-02,24.267641067504883
2013-04-03,23.12824249267578
2013-04-04,23.357816696166992
2013-04-05,23.03470230102539
2013-04-08,23.902008056640625
2013-04-09,23.919015884399414
2013-04-10,24.259130477905273
2013-04-11,24.66728401184082
2013-04-12,24.582252502441406
2013-04-15,23.961530685424805
2013-04-16,24.446203231811523
2013-04-17,23.54488182067871
2013-04-18,22.652061462402344
2013-04-19,22.703075408935547
2013-04-22,22.533023834228516
2013-04-23,22.618057250976562
2013-04-24,22.456499099731445
2013-04-25,22.447996139526367
2013-04-26,22.507516860961914
2013-04-29,23.077220916748047
2013-04-30,23.391826629638672
2013-05-01,23.20476722717285
2013-05-02,23.553386688232422
2013-05-03,24.01254653930664
2013-05-06,24.055065155029297
2013-05-07,24.998897552490234
2013-05-08,25.015905380249023
2013-05-09,26.00225257873535
2013-05-10,25.50908660888672
2013-05-13,25.117942810058594
2013-05-14,24.123090744018555
2013-05-15,25.670639038085938
2013-05-16,25.10093879699707
2013-05-17,25.407047271728516
2013-05-20,25.534587860107422
2013-05-21,25.543092727661133
2013-05-22,25.032915115356445
2013-05-23,24.48871421813965
2013-05-24,24.565248489379883
2013-05-28,24.556743621826172
2013-05-29,23.94452667236328
2013-05-30,23.34931182861328
2013-05-31,23.80847930908203
2013-06-03,24.310155868530273
2013-06-04,23.689435958862305
2013-06-05,23.085721969604492
2013-06-06,23.468351364135742
2013-06-07,23.00919532775879
2013-06-10,23.468351364135742
2013-06-11,23.264280319213867
2013-06-12,23.162240982055664
2013-06-13,23.8388614654541
2013-06-14,23.609066009521484
2013-06-17,23.702680587768555
2013-06-18,24.170774459838867
2013-06-19,23.82183074951172
2013-06-20,22.97075843811035
2013-06-21,22.511165618896484
2013-06-24,22.2813720703125
2013-06-25,22.73244857788086
2013-06-26,22.740964889526367
2013-06-27,23.277141571044922
2013-06-28,23.48139762878418
2013-07-01,23.24309730529785
2013-07-02,23.24309730529785
2013-07-03,23.328208923339844
2013-07-05,23.36225700378418
2013-07-08,23.62608528137207
2013-07-09,23.83034896850586
2013-07-10,23.711196899414062
2013-07-11,23.898435592651367
2013-07-12,24.2048282623291
2013-07-15,24.196308135986328
2013-07-16,24.255887985229492
2013-07-17,24.264404296875
2013-07-18,24.255887985229492
2013-07-19,24.264404296875
2013-07-22,24.358016967773438
2013-07-23,24.400577545166016
2013-07-24,23.78779411315918
2013-07-25,23.54098129272461
2013-07-26,23.78779411315918
2013-07-29,23.677154541015625
2013-07-30,23.898435592651367
2013-07-31,23.72821807861328
2013-08-01,23.79630470275879
2013-08-02,23.711196899414062
2013-08-05,23.668643951416016
2013-08-06,23.294164657592773
2013-08-07,23.28565216064453
2013-08-08,23.23458480834961
2013-08-09,22.945213317871094
2013-08-12,22.953733444213867
2013-08-13,22.987777709960938
2013-08-14,23.132461547851562
2013-08-15,22.775005340576172
2013-08-16,22.50265884399414
2013-08-19,22.119665145874023
2013-08-20,22.28989028930664
2013-08-21,22.068607330322266
2013-08-22,22.56223487854004
2013-08-23,22.647342681884766
2013-08-26,22.672870635986328
2013-08-27,22.400529861450195
2013-08-28,22.179248809814453
2013-08-29,22.27286148071289
2013-08-30,21.957958221435547
2013-09-03,22.13669204711914
2013-09-04,22.28989028930664
2013-09-05,22.953733444213867
2013-09-06,22.59627914428711
2013-09-09,22.834577560424805
2013-09-10,22.987777709960938
2013-09-11,23.18352699279785
2013-09-12,23.09841537475586
2013-09-13,23.085643768310547
2013-09-16,23.170822143554688
2013-09-17,23.61379623413086
2013-09-18,24.193069458007812
2013-09-19,23.903430938720703
2013-09-20,23.94602394104004
2013-09-23,23.63083267211914
2013-09-24,23.554161071777344
2013-09-25,23.656389236450195
2013-09-26,23.716020584106445
2013-09-27,23.53712272644043
2013-09-30,23.562685012817383
2013-10-01,24.14195442199707
2013-10-02,24.286767959594727
2013-10-03,23.80972671508789
2013-10-04,23.997133255004883
2013-10-07,23.980093002319336
2013-10-08,23.6649112701416
2013-10-09,23.622314453125
2013-10-10,24.269739151000977
2013-10-11,24.39751434326172
2013-10-14,24.406030654907227
2013-10-15,24.32936668395996
2013-10-16,24.363433837890625
2013-10-17,24.42306900024414
2013-10-18,24.533809661865234
2013-10-21,24.618995666503906
2013-10-22,24.670116424560547
2013-10-23,25.121597290039062
2013-10-24,25.445322036743164
2013-10-25,25.751991271972656
2013-10-28,25.956436157226562
2013-10-29,25.79457664489746
2013-10-30,25.300491333007812
2013-10-31,25.044937133789062
2013-11-01,25.5219783782959
2013-11-04,26.050138473510742
2013-11-05,25.743471145629883
2013-11-06,26.22051429748535
2013-11-07,25.683835983276367
2013-11-08,27.114967346191406
2013-11-11,27.038305282592773
2013-11-12,27.208683013916016
2013-11-13,27.396089553833008
2013-11-14,28.1031494140625
2013-11-15,28.358705520629883
2013-11-18,28.11166000366211
2013-11-19,28.052024841308594
2013-11-20,27.90720558166504
2013-11-21,26.80830192565918
2013-11-22,26.68052101135254
2013-11-25,26.87645149230957
2013-11-26,26.799781799316406
2013-11-27,27.063861846923828
2013-11-29,26.978673934936523
2013-12-02,27.242761611938477
2013-12-03,26.510147094726562
2013-12-04,26.382369995117188
2013-12-05,26.254589080810547
2013-12-06,26.586816787719727
2013-12-09,26.94459342956543
2013-12-10,26.825340270996094
2013-12-11,26.450515747070312
2013-12-12,26.70607566833496
2013-12-13,26.356475830078125
2013-12-16,26.71460723876953
2013-12-17,26.33089828491211
2013-12-18,26.109201431274414
2013-12-19,26.134784698486328
2013-12-20,26.603755950927734
2013-12-23,26.88514518737793
2013-12-24,26.85103416442871
2013-12-26,26.697551727294922
2013-12-27,26.424686431884766
2013-12-30,26.53554344177246
2013-12-31,26.501426696777344
2014-01-02,26.032455444335938
2014-01-03,26.160362243652344
2014-01-06,26.023927688598633
2014-01-07,25.810768127441406
2014-01-08,25.947195053100586
2014-01-09,26.944835662841797
2014-01-10,27.26032257080078
2014-01-13,27.192106246948242
2014-01-14,26.33089828491211
2014-01-15,26.961877822875977
2014-01-16,26.79987144470215
2014-01-17,27.11536979675293
2014-01-21,27.71224021911621
2014-01-22,28.05332374572754
2014-01-23,27.771936416625977
2014-01-24,27.038619995117188
2014-01-27,26.868087768554688
2014-01-28,27.29442024230957
2014-01-29,27.004518508911133
2014-01-30,27.106840133666992
2014-01-31,26.84250259399414
2014-02-03,26.100669860839844
2014-02-04,26.66343879699707
2014-02-05,25.904556274414062
2014-02-06,26.78282356262207
2014-02-07,26.85103416442871
2014-02-10,26.36500358581543
2014-02-11,27.430856704711914
2014-02-12,27.737821578979492
2014-02-13,27.80604362487793
2014-02-14,28.385868072509766
2014-02-18,29.41761589050293
2014-02-19,29.17887306213379
2014-02-20,29.153284072875977
2014-02-21,30.15945053100586
2014-02-24,30.09975814819336
2014-02-25,29.963335037231445
2014-02-26,29.963335037231445
2014-02-27,30.287351608276367
2014-02-28,31.50670623779297
2014-03-03,31.174152374267578
2014-03-04,31.27646827697754
2014-03-05,30.93538475036621
2014-03-06,31.233840942382812
2014-03-07,31.344676971435547
2014-03-10,31.62607192993164
2014-03-11,31.481103897094727
2014-03-12,31.63458824157715
2014-03-13,30.93538475036621
2014-03-14,31.140031814575195
2014-03-17,31.881887435913086
2014-03-18,32.001338958740234
2014-03-19,31.822132110595703
2014-03-20,32.16347885131836
2014-03-21,31.822132110595703
2014-03-24,31.57465934753418
2014-03-25,31.523468017578125
2014-03-26,30.866369247436523
2014-03-27,30.772491455078125
2014-03-28,31.19917106628418
2014-03-31,31.822132110595703
2014-04-01,32.069610595703125
2014-04-02,32.07814025878906
2014-04-03,32.09522247314453
2014-04-04,31.898937225341797
2014-04-07,31.2674503326416
2014-04-08,31.139434814453125
2014-04-09,31.78800392150879
2014-04-10,31.489330291748047
2014-04-11,30.721290588378906
2014-04-14,30.72982406616211
2014-04-15,30.721290588378906
2014-04-16,31.08824348449707
2014-04-17,30.994367599487305
2014-04-21,30.832223892211914
2014-04-22,31.284515380859375
2014-04-23,31.130901336669922
2014-04-24,31.335718154907227
2014-04-25,30.712764739990234
2014-04-28,29.594846725463867
2014-04-29,30.26900863647461
2014-04-30,30.610355377197266
2014-05-01,30.55915069580078
2014-05-02,31.241844177246094
2014-05-05,31.856264114379883
2014-05-06,32.120826721191406
2014-05-07,31.92454719543457
2014-05-08,31.762409210205078
2014-05-09,33.05952453613281
2014-05-12,34.16035079956055
2014-05-13,33.844627380371094
2014-05-14,33.400875091552734
2014-05-15,32.820560455322266
2014-05-16,32.743770599365234
2014-05-19,33.050987243652344
2014-05-20,32.760833740234375
2014-05-21,32.658424377441406
2014-05-22,33.008323669433594
2014-05-23,33.03391647338867
2014-05-27,33.614219665527344
2014-05-28,34.151824951171875
2014-05-29,35.150272369384766
2014-05-30,35.21001434326172
2014-06-02,35.67082977294922
2014-06-03,35.43187713623047
2014-06-04,35.15880584716797
2014-06-05,36.16579055786133
2014-06-06,36.216983795166016
2014-06-09,36.11458206176758
2014-06-10,35.74763107299805
2014-06-11,34.9796028137207
2014-06-12,32.11871337890625
2014-06-13,32.40907669067383
2014-06-16,32.169952392578125
2014-06-17,32.614036560058594
2014-06-18,33.109352111816406
2014-06-19,33.52780532836914
2014-06-20,33.4765739440918
2014-06-23,33.536346435546875
2014-06-24,32.63965606689453
2014-06-25,33.20329666137695
2014-06-26,32.94709396362305
2014-06-27,32.60551071166992
2014-06-30,32.94709396362305
2014-07-01,32.95563507080078
2014-07-02,32.83607482910156
2014-07-03,32.8616943359375
2014-07-07,32.101646423339844
2014-07-08,31.367202758789062
2014-07-09,31.563629150390625
2014-07-10,31.093944549560547
2014-07-11,31.350128173828125
2014-07-14,31.905231475830078
2014-07-15,31.982093811035156
2014-07-16,32.05040740966797
2014-07-17,31.538007736206055
2014-07-18,32.033329010009766
2014-07-21,31.72588539123535
2014-07-22,31.72588539123535
2014-07-23,31.597780227661133
2014-07-24,31.093944549560547
2014-07-25,31.051233291625977
2014-07-28,30.726715087890625
2014-07-29,30.22286033630371
2014-07-30,30.282629013061523
2014-07-31,29.420095443725586
2014-08-01,29.48842430114746
2014-08-04,30.3594970703125
2014-08-05,29.992279052734375
2014-08-06,30.239938735961914
2014-08-07,30.145992279052734
2014-08-08,31.734432220458984
2014-08-11,31.538007736206055
2014-08-12,30.7694091796875
2014-08-13,30.82064437866211
2014-08-14,30.897502899169922
2014-08-15,30.803579330444336
2014-08-18,31.657567977905273
2014-08-19,32.31514358520508
2014-08-20,32.08456802368164
2014-08-21,32.323692321777344
2014-08-22,32.169952392578125
2014-08-25,32.56279373168945
2014-08-26,32.84461212158203
2014-08-27,32.57987976074219
2014-08-28,32.36638259887695
2014-08-29,32.36638259887695
2014-09-02,33.20329666137695
2014-09-03,32.42615509033203
2014-09-04,32.19559097290039
2014-09-05,32.20412063598633
2014-09-08,31.99916648864746
2014-09-09,32.08456802368164
2014-09-10,31.91375160217285
2014-09-11,31.794113159179688
2014-09-12,31.50351905822754
2014-09-15,30.614646911621094
2014-09-16,30.435178756713867
2014-09-17,30.40952491760254
2014-09-18,30.23859405517578
2014-09-19,29.819795608520508
2014-09-22,29.383907318115234
2014-09-23,29.016393661499023
2014-09-24,28.871095657348633
2014-09-25,28.366830825805664
2014-09-26,28.44375991821289
2014-09-29,28.27283477783203
2014-09-30,27.77710723876953
2014-10-01,27.307043075561523
2014-10-02,27.76001739501953
2014-10-03,28.418127059936523
2014-10-06,28.777088165283203
2014-10-07,28.247182846069336
2014-10-08,28.67452049255371
2014-10-09,27.905315399169922
2014-10-10,27.213022232055664
2014-10-13,26.546375274658203
2014-10-14,26.87969970703125
2014-10-15,26.871150970458984
2014-10-16,27.23866081237793
2014-10-17,27.76856803894043
2014-10-20,27.77710723876953
2014-10-21,29.691591262817383
2014-10-22,29.204425811767578
2014-10-23,29.56339454650879
2014-10-24,30.016374588012695
2014-10-27,30.12747573852539
2014-10-28,30.999258041381836
2014-10-29,30.640289306640625
2014-10-30,30.828323364257812
2014-10-31,31.272747039794922
2014-11-03,31.34112548828125
2014-11-04,31.34112548828125
2014-11-05,31.794113159179688
2014-11-06,32.059059143066406
2014-11-07,32.13596725463867
2014-11-10,32.25563430786133
2014-11-11,32.11033630371094
2014-11-12,31.862483978271484
2014-11-13,31.57188606262207
2014-11-14,31.597530364990234
2014-11-17,31.349660873413086
2014-11-18,31.665918350219727
2014-11-19,32.00778579711914
2014-11-20,32.050498962402344
2014-11-21,32.016326904296875
2014-11-24,32.571876525878906
2014-11-25,33.11030578613281
2014-11-26,32.65733337402344
2014-11-28,32.503501892089844
2014-12-01,31.785560607910156
2014-12-02,31.54625129699707
2014-12-03,31.648807525634766
2014-12-04,31.939395904541016
2014-12-05,31.990673065185547
2014-12-08,31.349660873413086
2014-12-09,30.717212677001953
2014-12-10,29.776010513305664
2014-12-11,29.690454483032227
2014-12-12,27.885072708129883
2014-12-15,27.38880157470703
2014-12-16,27.097881317138672
2014-12-17,28.35565948486328
2014-12-18,29.2198486328125
2014-12-19,29.41664695739746
2014-12-22,29.442325592041016
2014-12-23,29.15995216369629
2014-12-24,29.26264190673828
2014-12-26,29.699010848999023
2014-12-29,29.861583709716797
2014-12-30,29.433753967285156
2014-12-31,29.356746673583984
2015-01-02,29.433753967285156
