Date,AMN
2010-01-04,9.430000305175781
2010-01-05,9.300000190734863
2010-01-06,9.260000228881836
2010-01-07,9.369999885559082
2010-01-08,9.59000015258789
2010-01-11,9.84000015258789
2010-01-12,9.470000267028809
2010-01-13,9.699999809265137
2010-01-14,9.75
2010-01-15,9.5
2010-01-19,9.609999656677246
2010-01-20,9.359999656677246
2010-01-21,9.149999618530273
2010-01-22,9.069999694824219
2010-01-25,9.170000076293945
2010-01-26,9.069999694824219
2010-01-27,9.020000457763672
2010-01-28,8.779999732971191
2010-01-29,8.699999809265137
2010-02-01,8.829999923706055
2010-02-02,8.859999656677246
2010-02-03,8.6899995803833
2010-02-04,8.380000114440918
2010-02-05,8.5
2010-02-08,8.3100004196167
2010-02-09,8.520000457763672
2010-02-10,8.579999923706055
2010-02-11,8.800000190734863
2010-02-12,8.949999809265137
2010-02-16,9.130000114440918
2010-02-17,9.1899995803833
2010-02-18,9.5
2010-02-19,9.699999809265137
2010-02-22,9.670000076293945
2010-02-23,9.510000228881836
2010-02-24,9.619999885559082
2010-02-25,9.239999771118164
2010-02-26,9.220000267028809
2010-03-01,9.40999984741211
2010-03-02,9.09000015258789
2010-03-03,9.079999923706055
2010-03-04,9.09000015258789
2010-03-05,8.90999984741211
2010-03-08,8.289999961853027
2010-03-09,8.25
2010-03-10,8.470000267028809
2010-03-11,8.520000457763672
2010-03-12,8.680000305175781
2010-03-15,8.880000114440918
2010-03-16,8.789999961853027
2010-03-17,8.989999771118164
2010-03-18,9.220000267028809
2010-03-19,9.270000457763672
2010-03-22,9.609999656677246
2010-03-23,9.569999694824219
2010-03-24,9.09000015258789
2010-03-25,9.1899995803833
2010-03-26,8.970000267028809
2010-03-29,9.0600004196167
2010-03-30,9.369999885559082
2010-03-31,8.800000190734863
2010-04-01,8.8100004196167
2010-04-05,9.220000267028809
2010-04-06,9.109999656677246
2010-04-07,9.010000228881836
2010-04-08,8.899999618530273
2010-04-09,8.829999923706055
2010-04-12,8.8100004196167
2010-04-13,8.75
2010-04-14,9.220000267028809
2010-04-15,9.520000457763672
2010-04-16,9.479999542236328
2010-04-19,9.270000457763672
2010-04-20,9.6899995803833
2010-04-21,9.619999885559082
2010-04-22,9.119999885559082
2010-04-23,9.489999771118164
2010-04-26,9.5600004196167
2010-04-27,9.380000114440918
2010-04-28,9.399999618530273
2010-04-29,9.970000267028809
2010-04-30,9.140000343322754
2010-05-03,9.430000305175781
2010-05-04,9.1899995803833
2010-05-05,9.069999694824219
2010-05-06,8.520000457763672
2010-05-07,8.09000015258789
2010-05-10,9.140000343322754
2010-05-11,8.930000305175781
2010-05-12,9.09000015258789
2010-05-13,9.079999923706055
2010-05-14,8.869999885559082
2010-05-17,9.130000114440918
2010-05-18,8.9399995803833
2010-05-19,8.920000076293945
2010-05-20,8.1899995803833
2010-05-21,8.0600004196167
2010-05-24,8.199999809265137
2010-05-25,8.069999694824219
2010-05-26,8.0600004196167
2010-05-27,8.489999771118164
2010-05-28,8.319999694824219
2010-06-01,8.15999984741211
2010-06-02,8.65999984741211
2010-06-03,8.760000228881836
2010-06-04,8.119999885559082
2010-06-07,7.730000019073486
2010-06-08,7.360000133514404
2010-06-09,7.570000171661377
2010-06-10,7.889999866485596
2010-06-11,7.920000076293945
2010-06-14,7.940000057220459
2010-06-15,7.989999771118164
2010-06-16,7.840000152587891
2010-06-17,7.690000057220459
2010-06-18,7.679999828338623
2010-06-21,7.869999885559082
2010-06-22,7.699999809265137
2010-06-23,7.75
2010-06-24,7.670000076293945
2010-06-25,8.140000343322754
2010-06-28,7.96999979019165
2010-06-29,7.760000228881836
2010-06-30,7.480000019073486
2010-07-01,7.110000133514404
2010-07-02,6.949999809265137
2010-07-06,6.710000038146973
2010-07-07,7.079999923706055
2010-07-08,7.300000190734863
2010-07-09,7.320000171661377
2010-07-12,7.03000020980835
2010-07-13,7.409999847412109
2010-07-14,7.21999979019165
2010-07-15,7.199999809265137
2010-07-16,6.829999923706055
2010-07-19,6.71999979019165
2010-07-20,6.539999961853027
2010-07-21,6.480000019073486
2010-07-22,6.840000152587891
2010-07-23,7.070000171661377
2010-07-26,7.119999885559082
2010-07-27,7.0
2010-07-28,6.739999771118164
2010-07-29,6.489999771118164
2010-07-30,6.019999980926514
2010-08-02,6.010000228881836
2010-08-03,5.889999866485596
2010-08-04,5.849999904632568
2010-08-05,5.78000020980835
2010-08-06,5.630000114440918
2010-08-09,5.800000190734863
2010-08-10,5.739999771118164
2010-08-11,5.340000152587891
2010-08-12,5.150000095367432
2010-08-13,4.909999847412109
2010-08-16,4.690000057220459
2010-08-17,4.920000076293945
2010-08-18,4.900000095367432
2010-08-19,4.579999923706055
2010-08-20,4.440000057220459
2010-08-23,4.400000095367432
2010-08-24,4.190000057220459
2010-08-25,4.340000152587891
2010-08-26,4.550000190734863
2010-08-27,4.860000133514404
2010-08-30,4.619999885559082
2010-08-31,4.429999828338623
2010-09-01,4.650000095367432
2010-09-02,4.599999904632568
2010-09-03,4.840000152587891
2010-09-07,4.639999866485596
2010-09-08,4.679999828338623
2010-09-09,4.679999828338623
2010-09-10,4.78000020980835
2010-09-13,4.989999771118164
2010-09-14,4.849999904632568
2010-09-15,5.059999942779541
2010-09-16,5.159999847412109
2010-09-17,5.170000076293945
2010-09-20,5.460000038146973
2010-09-21,5.179999828338623
2010-09-22,5.199999809265137
2010-09-23,4.929999828338623
2010-09-24,5.110000133514404
2010-09-27,5.059999942779541
2010-09-28,5.110000133514404
2010-09-29,5.050000190734863
2010-09-30,5.139999866485596
2010-10-01,5.139999866485596
2010-10-04,5.059999942779541
2010-10-05,5.309999942779541
2010-10-06,5.079999923706055
2010-10-07,5.179999828338623
2010-10-08,5.409999847412109
2010-10-11,5.269999980926514
2010-10-12,5.110000133514404
2010-10-13,5.239999771118164
2010-10-14,5.139999866485596
2010-10-15,5.230000019073486
2010-10-18,5.389999866485596
2010-10-19,5.25
2010-10-20,5.25
2010-10-21,5.210000038146973
2010-10-22,5.130000114440918
2010-10-25,5.289999961853027
2010-10-26,5.150000095367432
2010-10-27,5.340000152587891
2010-10-28,5.409999847412109
2010-10-29,5.28000020980835
2010-11-01,5.110000133514404
2010-11-02,5.050000190734863
2010-11-03,5.090000152587891
2010-11-04,5.210000038146973
2010-11-05,4.789999961853027
2010-11-08,4.829999923706055
2010-11-09,5.059999942779541
2010-11-10,5.349999904632568
2010-11-11,5.320000171661377
2010-11-12,5.269999980926514
2010-11-15,5.369999885559082
2010-11-16,5.400000095367432
2010-11-17,5.320000171661377
2010-11-18,5.400000095367432
2010-11-19,5.849999904632568
2010-11-22,5.869999885559082
2010-11-23,5.670000076293945
2010-11-24,5.78000020980835
2010-11-26,5.679999828338623
2010-11-29,5.699999809265137
2010-11-30,5.599999904632568
2010-12-01,5.590000152587891
2010-12-02,5.460000038146973
2010-12-03,5.349999904632568
2010-12-06,5.309999942779541
2010-12-07,5.5
2010-12-08,5.639999866485596
2010-12-09,5.78000020980835
2010-12-10,5.809999942779541
2010-12-13,5.929999828338623
2010-12-14,5.900000095367432
2010-12-15,5.75
2010-12-16,5.900000095367432
2010-12-17,5.900000095367432
2010-12-20,6.150000095367432
2010-12-21,6.309999942779541
2010-12-22,6.369999885559082
2010-12-23,6.309999942779541
2010-12-27,6.289999961853027
2010-12-28,6.199999809265137
2010-12-29,6.159999847412109
2010-12-30,6.210000038146973
2010-12-31,6.139999866485596
2011-01-03,6.300000190734863
2011-01-04,6.050000190734863
2011-01-05,6.190000057220459
2011-01-06,6.340000152587891
2011-01-07,6.409999847412109
2011-01-10,6.320000171661377
2011-01-11,6.389999866485596
2011-01-12,6.53000020980835
2011-01-13,6.53000020980835
2011-01-14,6.619999885559082
2011-01-18,6.760000228881836
2011-01-19,6.510000228881836
2011-01-20,6.340000152587891
2011-01-21,6.170000076293945
2011-01-24,6.239999771118164
2011-01-25,6.199999809265137
2011-01-26,6.369999885559082
2011-01-27,6.260000228881836
2011-01-28,5.849999904632568
2011-01-31,5.800000190734863
2011-02-01,5.960000038146973
2011-02-02,5.909999847412109
2011-02-03,5.960000038146973
2011-02-04,6.159999847412109
2011-02-07,6.090000152587891
2011-02-08,6.210000038146973
2011-02-09,6.449999809265137
2011-02-10,6.820000171661377
2011-02-11,6.710000038146973
2011-02-14,6.889999866485596
2011-02-15,6.699999809265137
2011-02-16,6.989999771118164
2011-02-17,6.960000038146973
2011-02-18,7.53000020980835
2011-02-22,7.25
2011-02-23,7.21999979019165
2011-02-24,7.28000020980835
2011-02-25,7.53000020980835
2011-02-28,7.46999979019165
2011-03-01,7.269999980926514
2011-03-02,7.159999847412109
2011-03-03,7.46999979019165
2011-03-04,7.539999961853027
2011-03-07,7.090000152587891
2011-03-08,7.239999771118164
2011-03-09,7.559999942779541
2011-03-10,7.389999866485596
2011-03-11,7.400000095367432
2011-03-14,7.130000114440918
2011-03-15,7.210000038146973
2011-03-16,7.099999904632568
2011-03-17,7.099999904632568
2011-03-18,7.460000038146973
