Date,RMR
2015-12-14,6.449005126953125
2015-12-15,7.051057815551758
2015-12-16,7.202926158905029
2015-12-17,7.832096099853516
2015-12-18,9.090439796447754
2015-12-21,7.620565891265869
2015-12-22,7.2246198654174805
2015-12-23,7.28428316116333
2015-12-24,7.295132160186768
2015-12-28,7.58259391784668
2015-12-29,7.8104023933410645
2015-12-30,7.832096099853516
2015-12-31,7.815824508666992
2016-01-04,8.499236106872559
2016-01-05,8.580595016479492
2016-01-06,8.661953926086426
2016-01-07,8.5209321975708
2016-01-08,8.613137245178223
2016-01-11,8.911449432373047
2016-01-12,9.323667526245117
2016-01-13,9.65994644165039
2016-01-14,10.907441139221191
2016-01-15,10.413870811462402
2016-01-19,10.506073951721191
2016-01-20,10.299969673156738
2016-01-21,10.316239356994629
2016-01-22,11.666788101196289
2016-01-25,11.731873512268066
2016-01-26,12.160360336303711
2016-01-27,11.401016235351562
2016-01-28,11.184062957763672
2016-01-29,11.308810234069824
2016-02-01,10.815234184265137
2016-02-02,10.305389404296875
2016-02-03,10.723031997680664
2016-02-04,11.531188011169434
2016-02-05,11.79695987701416
2016-02-08,11.769841194152832
2016-02-09,11.617971420288086
2016-02-10,11.56373119354248
2016-02-11,11.308810234069824
2016-02-12,11.059308052062988
2016-02-16,11.222029685974121
2016-02-17,11.818658828735352
2016-02-18,11.99222469329834
2016-02-19,12.485799789428711
2016-02-22,12.87631893157959
2016-02-23,12.83292293548584
2016-02-24,12.512913703918457
2016-02-25,12.578001022338867
2016-02-26,12.523762702941895
2016-02-29,12.236295700073242
2016-03-01,12.572578430175781
2016-03-02,12.659358978271484
2016-03-03,12.990217208862305
2016-03-04,12.860044479370117
2016-03-07,12.512913703918457
2016-03-08,12.621392250061035
2016-03-09,12.621392250061035
2016-03-10,12.800381660461426
2016-03-11,12.963095664978027
2016-03-14,12.952245712280273
2016-03-15,12.935980796813965
2016-03-16,12.990217208862305
2016-03-17,13.489215850830078
2016-03-18,13.49463939666748
2016-03-21,13.359040260314941
2016-03-22,13.266834259033203
2016-03-23,13.218019485473633
2016-03-24,13.21259593963623
2016-03-28,13.445820808410645
2016-03-29,13.548877716064453
2016-03-30,13.581418991088867
2016-03-31,13.565152168273926
2016-04-01,13.039030075073242
2016-04-04,13.04987621307373
2016-04-05,13.228865623474121
2016-04-06,13.190903663635254
2016-04-07,13.104113578796387
2016-04-08,13.087848663330078
2016-04-11,13.505486488342285
2016-04-12,13.445820808410645
2016-04-13,13.603116035461426
2016-04-14,13.69532299041748
2016-04-15,13.407856941223145
2016-04-18,13.288528442382812
2016-04-19,13.48378849029541
2016-04-20,13.42955207824707
2016-04-21,13.181946754455566
2016-04-22,13.730963706970215
2016-04-25,13.730963706970215
2016-04-26,13.989004135131836
2016-04-27,13.857237815856934
2016-04-28,13.807829856872559
2016-04-29,13.681551933288574
2016-05-02,14.186647415161133
2016-05-03,14.197629928588867
2016-05-04,14.170177459716797
2016-05-05,14.170177459716797
2016-05-06,14.208609580993652
2016-05-09,14.318408012390137
2016-05-10,15.092527389526367
2016-05-11,15.800765037536621
2016-05-12,16.020374298095703
2016-05-13,16.075279235839844
2016-05-16,16.229000091552734
2016-05-17,16.064292907714844
2016-05-18,16.135665893554688
2016-05-19,16.031354904174805
2016-05-20,16.058801651000977
2016-05-23,16.09723663330078
2016-05-24,16.327823638916016
2016-05-25,16.300369262695312
2016-05-26,16.23448944091797
2016-05-27,16.223508834838867
2016-05-31,16.272920608520508
2016-06-01,16.130176544189453
2016-06-02,16.39919662475586
2016-06-03,16.443117141723633
2016-06-06,16.29488754272461
2016-06-07,16.38821792602539
2016-06-08,16.42115592956543
2016-06-09,16.23448944091797
2016-06-10,16.17409324645996
2016-06-13,16.832914352416992
2016-06-14,16.113704681396484
2016-06-15,16.212526321411133
2016-06-16,16.33330726623535
2016-06-17,16.179588317871094
2016-06-20,16.552921295166016
2016-06-21,16.443117141723633
2016-06-22,16.443117141723633
2016-06-23,16.745075225830078
2016-06-24,16.415664672851562
2016-06-27,16.2070369720459
2016-06-28,16.4321346282959
2016-06-29,16.591354370117188
2016-06-30,17.003114700317383
2016-07-01,17.090957641601562
2016-07-05,17.19527244567871
2016-07-06,17.255661010742188
2016-07-07,17.178802490234375
2016-07-08,17.47526741027832
2016-07-11,17.667430877685547
2016-07-12,18.117626190185547
2016-07-13,18.49095344543457
2016-07-14,18.95762062072754
2016-07-15,18.523897171020508
2016-07-18,18.82586097717285
2016-07-19,18.79840850830078
2016-07-20,18.803943634033203
2016-07-21,18.78181266784668
2016-07-22,18.864774703979492
2016-07-25,18.67120361328125
2016-07-26,19.130239486694336
2016-07-27,18.870304107666016
2016-07-28,18.870304107666016
2016-07-29,18.82883071899414
2016-08-01,18.92561149597168
2016-08-02,18.83711814880371
2016-08-03,18.98091697692871
2016-08-04,18.892425537109375
2016-08-05,18.87583351135254
2016-08-08,19.35146713256836
2016-08-09,20.4133358001709
2016-08-10,19.77178955078125
2016-08-11,20.059375762939453
2016-08-12,20.197643280029297
2016-08-15,20.794946670532227
2016-08-16,20.949798583984375
2016-08-17,20.894489288330078
2016-08-18,21.038288116455078
2016-08-19,20.861309051513672
2016-08-22,21.016162872314453
2016-08-23,21.419897079467773
2016-08-24,21.419897079467773
2016-08-25,21.63005828857422
2016-08-26,21.513919830322266
2016-08-29,21.58028221130371
2016-08-30,21.524972915649414
2016-08-31,21.32035255432129
2016-09-01,21.375652313232422
2016-09-02,21.4586124420166
2016-09-06,21.569223403930664
2016-09-07,21.840221405029297
2016-09-08,21.862340927124023
2016-09-09,21.043821334838867
2016-09-12,21.093595504760742
2016-09-13,20.468639373779297
2016-09-14,20.794946670532227
2016-09-15,20.927671432495117
2016-09-16,20.778350830078125
2016-09-19,21.392248153686523
2016-09-20,21.574752807617188
2016-09-21,22.050382614135742
2016-09-22,22.006135940551758
2016-09-23,22.3435001373291
2016-09-26,22.26054573059082
2016-09-27,22.08356285095215
2016-09-28,22.16099739074707
2016-09-29,21.61899757385254
2016-09-30,20.982973098754883
2016-10-03,21.259510040283203
2016-10-04,21.22632598876953
2016-10-05,21.364591598510742
2016-10-06,21.06041145324707
2016-10-07,20.264019012451172
2016-10-10,21.143375396728516
2016-10-11,20.673267364501953
2016-10-12,20.888957977294922
2016-10-13,20.750699996948242
2016-10-14,21.032752990722656
2016-10-17,21.021696090698242
2016-10-18,20.933212280273438
2016-10-19,20.71051788330078
2016-10-20,20.265121459960938
2016-10-21,20.1649112701416
2016-10-24,20.209449768066406
2016-10-25,20.209449768066406
2016-10-26,20.098108291625977
2016-10-27,19.5692081451416
2016-10-28,19.485702514648438
2016-10-31,19.12381362915039
2016-11-01,19.54136848449707
2016-11-02,19.430025100708008
2016-11-03,19.430025100708008
2016-11-04,19.12381362915039
2016-11-07,19.235170364379883
2016-11-08,19.875415802001953
2016-11-09,20.014596939086914
2016-11-10,20.070268630981445
2016-11-11,21.072391510009766
2016-11-14,21.18374252319336
2016-11-15,21.016714096069336
2016-11-16,21.712627410888672
2016-11-17,21.712627410888672
2016-11-18,21.935331344604492
2016-11-21,22.046682357788086
2016-11-22,22.659080505371094
2016-11-23,22.798261642456055
2016-11-25,22.965290069580078
2016-11-28,23.354995727539062
2016-11-29,23.438512802124023
2016-11-30,23.104473114013672
2016-12-01,22.492063522338867
2016-12-02,22.770431518554688
2016-12-05,22.937448501586914
2016-12-06,23.020954132080078
2016-12-07,22.99312400817871
2016-12-08,23.494184494018555
2016-12-09,23.925657272338867
2016-12-12,23.995250701904297
2016-12-13,24.301441192626953
2016-12-14,24.217933654785156
2016-12-15,24.10658836364746
2016-12-16,23.466350555419922
2016-12-19,22.686925888061523
2016-12-20,22.826107025146484
2016-12-21,22.380714416503906
2016-12-22,21.907495498657227
2016-12-23,22.046682357788086
2016-12-27,21.879657745361328
2016-12-28,21.517778396606445
2016-12-29,22.130184173583984
2016-12-30,21.99100112915039
2017-01-03,22.60340690612793
2017-01-04,22.881776809692383
2017-01-05,22.269365310668945
2017-01-06,22.241535186767578
2017-01-09,22.241535186767578
2017-01-10,22.408554077148438
2017-01-11,22.213695526123047
2017-01-12,22.046682357788086
2017-01-13,21.963159561157227
2017-01-17,22.798261642456055
2017-01-18,23.466350555419922
2017-01-19,23.662364959716797
2017-01-20,24.02640724182129
2017-01-23,24.222429275512695
2017-01-24,24.642465591430664
2017-01-25,25.650571823120117
2017-01-26,26.77067756652832
2017-01-27,26.882686614990234
2017-01-30,26.490642547607422
2017-01-31,26.77067756652832
2017-02-01,26.714677810668945
2017-02-02,26.574657440185547
2017-02-03,26.93869400024414
2017-02-06,27.414743423461914
