Date,MCO
2010-01-04,22.62638282775879
2010-01-05,22.394062042236328
2010-01-06,21.921127319335938
2010-01-07,21.85474967956543
2010-01-08,22.269607543945312
2010-01-11,22.13684844970703
2010-01-12,22.253013610839844
2010-01-13,22.96656608581543
2010-01-14,23.049541473388672
2010-01-15,22.75084114074707
2010-01-19,22.983163833618164
2010-01-20,22.92508316040039
2010-01-21,22.66786766052246
2010-01-22,22.37746810913086
2010-01-25,21.846452713012695
2010-01-26,22.095367431640625
2010-01-27,23.92073631286621
2010-01-28,23.497583389282227
2010-01-29,22.89189338684082
2010-02-01,23.16570281982422
2010-02-02,23.5390682220459
2010-02-03,23.31505012512207
2010-02-04,21.896240234375
2010-02-05,22.684467315673828
2010-02-08,21.970911026000977
2010-02-09,22.20322608947754
2010-02-10,22.12026023864746
2010-02-11,22.501924514770508
2010-02-12,22.385765075683594
2010-02-16,22.60149383544922
2010-02-17,22.54735565185547
2010-02-18,22.40576171875
2010-02-19,22.564008712768555
2010-02-22,22.322458267211914
2010-02-23,22.255830764770508
2010-02-24,22.50570297241211
2010-02-25,22.372440338134766
2010-02-26,22.172542572021484
2010-03-01,22.63064956665039
2010-03-02,22.663963317871094
2010-03-03,22.638978958129883
2010-03-04,22.722267150878906
2010-03-05,23.41360092163086
2010-03-08,23.49688720703125
2010-03-09,23.355297088623047
2010-03-10,23.11374855041504
2010-03-11,23.538537979125977
2010-03-12,23.538537979125977
2010-03-15,23.821733474731445
2010-03-16,23.930015563964844
2010-03-17,23.938350677490234
2010-03-18,24.70462989807129
2010-03-19,24.70462989807129
2010-03-22,25.00448989868164
2010-03-23,25.25436782836914
2010-03-24,25.262691497802734
2010-03-25,25.41262435913086
2010-03-26,25.204391479492188
2010-03-29,25.437612533569336
2010-03-30,25.179405212402344
2010-03-31,24.779592514038086
2010-04-01,24.463085174560547
2010-04-05,24.596357345581055
2010-04-06,24.521387100219727
2010-04-07,24.438093185424805
2010-04-08,24.15489959716797
2010-04-09,24.046621322631836
2010-04-12,23.84671974182129
2010-04-13,23.84671974182129
2010-04-14,24.071613311767578
2010-04-15,24.696300506591797
2010-04-16,22.830551147460938
2010-04-19,22.522363662719727
2010-04-20,22.589004516601562
2010-04-21,21.397916793823242
2010-04-22,21.706090927124023
2010-04-23,21.85602378845215
2010-04-26,21.706090927124023
2010-04-27,20.698253631591797
2010-04-28,21.331275939941406
2010-04-29,21.006439208984375
2010-04-30,20.5899715423584
2010-05-03,21.014766693115234
2010-05-04,20.3734073638916
2010-05-05,20.473363876342773
2010-05-06,19.60712432861328
2010-05-07,19.457185745239258
2010-05-10,18.132835388183594
2010-05-11,18.124509811401367
2010-05-12,18.565959930419922
2010-05-13,18.07452964782715
2010-05-14,17.966251373291016
2010-05-17,17.95792007446289
2010-05-18,17.602191925048828
2010-05-19,18.003955841064453
2010-05-20,17.75285530090332
2010-05-21,18.430830001831055
2010-05-24,17.7026309967041
2010-05-25,17.777963638305664
2010-05-26,17.476642608642578
2010-05-27,17.476642608642578
2010-05-28,17.15858268737793
2010-06-01,16.15418243408203
2010-06-02,16.65637969970703
2010-06-03,16.480609893798828
2010-06-04,15.811005592346191
2010-06-07,15.693830490112305
2010-06-08,15.869593620300293
2010-06-09,15.727314949035645
2010-06-10,16.304834365844727
2010-06-11,16.472238540649414
2010-06-14,16.664749145507812
2010-06-15,17.769594192504883
2010-06-16,18.213211059570312
2010-06-17,17.426416397094727
2010-06-18,17.660778045654297
2010-06-21,17.75285530090332
2010-06-22,17.35109519958496
2010-06-23,17.68589210510254
2010-06-24,17.242277145385742
2010-06-25,18.422456741333008
2010-06-28,17.78632926940918
2010-06-29,16.74845314025879
2010-06-30,16.67311668395996
2010-07-01,16.572673797607422
2010-07-02,16.74007797241211
2010-07-06,16.522464752197266
2010-07-07,17.049766540527344
2010-07-08,17.82818603515625
2010-07-09,18.44757080078125
2010-07-12,18.422456741333008
2010-07-13,18.974882125854492
2010-07-14,18.74051856994629
2010-07-15,18.807479858398438
2010-07-16,18.363872528076172
2010-07-19,18.280160903930664
2010-07-20,18.68193244934082
2010-07-21,18.564760208129883
2010-07-22,18.790742874145508
2010-07-23,18.933027267456055
2010-07-26,19.3264217376709
2010-07-27,19.150653839111328
2010-07-28,18.94977378845215
2010-07-29,19.786767959594727
2010-07-30,19.71144676208496
2010-08-02,19.76166534423828
2010-08-03,19.987653732299805
2010-08-04,20.138320922851562
2010-08-05,19.96255111694336
2010-08-06,19.6947021484375
2010-08-09,19.786767959594727
2010-08-10,19.52730369567871
2010-08-11,18.68193244934082
2010-08-12,18.598224639892578
2010-08-13,18.330381393432617
2010-08-16,18.631711959838867
2010-08-17,18.614967346191406
2010-08-18,18.95556640625
2010-08-19,18.51825714111328
2010-08-20,18.25755500793457
2010-08-23,18.08095359802246
2010-08-24,17.74456214904785
2010-08-25,17.86229705810547
2010-08-26,17.71932029724121
2010-08-27,18.030498504638672
2010-08-30,17.811838150024414
2010-08-31,17.778202056884766
2010-09-01,18.45939064025879
2010-09-02,19.199445724487305
2010-09-03,19.46855354309082
2010-09-07,18.711679458618164
2010-09-08,19.056476593017578
2010-09-09,19.821773529052734
2010-09-10,20.982316970825195
2010-09-13,21.31869888305664
2010-09-14,21.100040435791016
2010-09-15,20.881397247314453
2010-09-16,20.898208618164062
2010-09-17,21.024362564086914
2010-09-20,21.85692596435547
2010-09-21,21.486888885498047
2010-09-22,21.394392013549805
2010-09-23,20.763660430908203
2010-09-24,21.67191505432129
2010-09-27,21.10846710205078
2010-09-28,21.38597869873047
2010-09-29,21.1505069732666
2010-09-30,21.007537841796875
2010-10-01,21.21778106689453
2010-10-04,21.007537841796875
2010-10-05,21.50371742248535
2010-10-06,21.90738868713379
2010-10-07,22.269004821777344
2010-10-08,22.622222900390625
2010-10-11,23.1856632232666
2010-10-12,23.278179168701172
2010-10-13,23.446365356445312
2010-10-14,22.42038917541504
2010-10-15,22.285825729370117
2010-10-18,22.378326416015625
2010-10-19,22.235366821289062
2010-10-20,22.798818588256836
2010-10-21,22.7147159576416
2010-10-22,22.571752548217773
2010-10-25,22.269004821777344
2010-10-26,23.009063720703125
2010-10-27,22.81563949584961
2010-10-28,22.344690322875977
2010-10-29,22.756771087646484
2010-11-01,22.336286544799805
2010-11-02,22.4792423248291
2010-11-03,22.302644729614258
2010-11-04,23.58092498779297
2010-11-05,24.2032470703125
2010-11-08,23.606151580810547
2010-11-09,23.387502670288086
2010-11-10,23.900495529174805
2010-11-11,23.74070930480957
2010-11-12,23.311809539794922
2010-11-15,23.46318244934082
2010-11-16,22.832448959350586
2010-11-17,22.6256160736084
2010-11-18,23.081514358520508
2010-11-19,22.794469833374023
2010-11-22,22.710052490234375
2010-11-23,22.228822708129883
2010-11-24,22.515869140625
2010-11-26,22.498985290527344
2010-11-29,22.558080673217773
2010-11-30,22.65094757080078
2010-12-01,22.743818283081055
2010-12-02,22.93798828125
2010-12-03,22.828235626220703
2010-12-06,22.54962730407715
2010-12-07,22.558080673217773
2010-12-08,23.106834411621094
2010-12-09,22.921092987060547
2010-12-10,23.064624786376953
2010-12-13,23.005525588989258
2010-12-14,23.07306480407715
2010-12-15,22.743818283081055
2010-12-16,22.6256160736084
2010-12-17,22.24570655822754
2010-12-20,22.254159927368164
2010-12-21,22.178171157836914
2010-12-22,22.271032333374023
2010-12-23,22.228822708129883
2010-12-27,22.24570655822754
2010-12-28,22.330129623413086
2010-12-29,22.397680282592773
2010-12-30,22.363906860351562
2010-12-31,22.40611457824707
2011-01-03,22.70160484313965
2011-01-04,22.490541458129883
2011-01-05,23.064624786376953
2011-01-06,25.048585891723633
2011-01-07,24.72776985168457
2011-01-10,24.254995346069336
2011-01-11,24.212791442871094
2011-01-12,24.46605682373047
2011-01-13,24.440725326538086
2011-01-14,24.432294845581055
2011-01-18,24.921945571899414
2011-01-19,24.482940673828125
2011-01-20,24.516712188720703
2011-01-21,24.474496841430664
2011-01-24,24.5758113861084
2011-01-25,24.49138832092285
2011-01-26,24.68556022644043
2011-01-27,24.888181686401367
2011-01-28,24.50827407836914
2011-01-31,24.795305252075195
2011-02-01,24.95572280883789
2011-02-02,25.048585891723633
2011-02-03,25.14145278930664
2011-02-04,25.200544357299805
2011-02-07,25.352510452270508
2011-02-08,25.301851272583008
2011-02-09,25.496030807495117
2011-02-10,25.588899612426758
2011-02-11,25.71552848815918
2011-02-14,25.74930763244629
2011-02-15,25.83372688293457
2011-02-16,25.8464412689209
2011-02-17,25.829496383666992
2011-02-18,26.007455825805664
2011-02-22,25.770174026489258
2011-02-23,25.19392204284668
2011-02-24,25.219350814819336
2011-02-25,26.473527908325195
2011-02-28,27.03282928466797
2011-03-01,26.566749572753906
2011-03-02,26.617597579956055
2011-03-03,27.09214973449707
