Date,WTRG
2010-01-04,9.244938850402832
2010-01-05,9.27138614654541
2010-01-06,9.287254333496094
2010-01-07,9.303119659423828
2010-01-08,9.345425605773926
2010-01-11,9.303119659423828
2010-01-12,9.292539596557617
2010-01-13,9.382451057434082
2010-01-14,9.403607368469238
2010-01-15,9.303119659423828
2010-01-19,9.297829627990723
2010-01-20,9.186765670776367
2010-01-21,9.181473731994629
2010-01-22,9.065122604370117
2010-01-25,9.059832572937012
2010-01-26,8.948763847351074
2010-01-27,8.906453132629395
2010-01-28,8.800676345825195
2010-01-29,8.77423095703125
2010-02-01,8.874723434448242
2010-02-02,9.096853256225586
2010-02-03,9.080986022949219
2010-02-04,8.92760944366455
2010-02-05,8.948763847351074
2010-02-08,8.84827709197998
2010-02-09,8.858851432800293
2010-02-10,8.885298728942871
2010-02-11,8.903968811035156
2010-02-12,8.850619316101074
2010-02-16,8.989327430725098
2010-02-17,9.096026420593262
2010-02-18,9.250738143920898
2010-02-19,9.272079467773438
2010-02-22,9.229398727416992
2010-02-23,9.213394165039062
2010-02-24,9.213394165039062
2010-02-25,9.330767631530762
2010-02-26,9.133371353149414
2010-03-01,8.88796615600586
2010-03-02,8.866626739501953
2010-03-03,8.97866153717041
2010-03-04,8.914640426635742
2010-03-05,8.935978889465332
2010-03-08,8.941316604614258
2010-03-09,8.925312042236328
2010-03-10,8.935978889465332
2010-03-11,8.983996391296387
2010-03-12,9.005332946777344
2010-03-15,9.026674270629883
2010-03-16,9.101365089416504
2010-03-17,9.250738143920898
2010-03-18,9.378775596618652
2010-03-19,9.35210132598877
2010-03-22,9.325428009033203
2010-03-23,9.31475830078125
2010-03-24,9.250738143920898
2010-03-25,9.181386947631836
2010-03-26,9.176048278808594
2010-03-29,9.293417930603027
2010-03-30,9.405452728271484
2010-03-31,9.373440742492676
2010-04-01,9.405452728271484
2010-04-05,9.581501960754395
2010-04-06,9.61884593963623
2010-04-07,9.544160842895508
2010-04-08,9.490812301635742
2010-04-09,9.560163497924805
2010-04-12,9.538823127746582
2010-04-13,9.586840629577637
2010-04-14,9.586840629577637
2010-04-15,9.645523071289062
2010-04-16,9.645523071289062
2010-04-19,9.602842330932617
2010-04-20,9.714879035949707
2010-04-21,9.821574211120605
2010-04-22,9.837579727172852
2010-04-23,9.853581428527832
2010-04-26,9.848246574401855
2010-04-27,9.773560523986816
2010-04-28,9.848246574401855
2010-04-29,9.821574211120605
2010-04-30,9.778898239135742
2010-05-03,9.965617179870605
2010-05-04,9.837579727172852
2010-05-05,9.752220153808594
2010-05-06,9.469470977783203
2010-05-07,9.277413368225098
2010-05-10,9.61884593963623
2010-05-11,9.437461853027344
2010-05-12,9.629514694213867
2010-05-13,9.66447639465332
2010-05-14,9.66447639465332
2010-05-17,9.616071701049805
2010-05-18,9.530023574829102
2010-05-19,9.454728126525879
2010-05-20,9.115907669067383
2010-05-21,9.094398498535156
2010-05-24,9.137415885925293
2010-05-25,9.148175239562988
2010-05-26,9.223468780517578
2010-05-27,9.352545738220215
2010-05-28,9.38481330871582
2010-06-01,9.255738258361816
2010-06-02,9.320277214050293
2010-06-03,9.374059677124023
2010-06-04,9.105151176452637
2010-06-07,9.013723373413086
2010-06-08,9.051369667053223
2010-06-09,8.997588157653809
2010-06-10,9.14279556274414
2010-06-11,9.169692039489746
2010-06-14,9.331031799316406
2010-06-15,9.497756958007812
2010-06-16,9.486997604370117
2010-06-17,9.519266128540039
2010-06-18,9.556914329528809
2010-06-21,9.530023574829102
2010-06-22,9.357926368713379
2010-06-23,9.250362396240234
2010-06-24,9.24498176574707
2010-06-25,9.390191078186035
2010-06-28,9.476242065429688
2010-06-29,9.250362396240234
2010-06-30,9.50851058959961
2010-07-01,9.400946617126465
2010-07-02,9.44397258758545
2010-07-06,9.59993839263916
2010-07-07,10.040945053100586
2010-07-08,10.035566329956055
2010-07-09,10.089348793029785
2010-07-12,9.992537498474121
2010-07-13,10.10548210144043
2010-07-14,10.170019149780273
2010-07-15,10.218421936035156
2010-07-16,9.944136619567871
2010-07-19,10.110857963562012
2010-07-20,10.514217376708984
2010-07-21,10.218421936035156
2010-07-22,10.406654357910156
2010-07-23,10.487330436706543
2010-07-26,10.691693305969238
2010-07-27,10.761613845825195
2010-07-28,10.605644226074219
2010-07-29,10.444300651550293
2010-07-30,10.481945991516113
2010-08-02,10.686318397521973
2010-08-03,10.686318397521973
2010-08-04,10.686318397521973
2010-08-05,10.75085735321045
2010-08-06,10.643291473388672
2010-08-09,10.74009895324707
2010-08-10,10.734722137451172
2010-08-11,10.465811729431152
2010-08-12,10.433548927307129
2010-08-13,10.39290714263916
2010-08-16,10.441670417785645
2010-08-17,10.577138900756836
2010-08-18,10.598817825317383
2010-08-19,10.419997215270996
2010-08-20,10.382070541381836
2010-08-23,10.39290714263916
2010-08-24,10.322468757629395
2010-08-25,10.636744499206543
2010-08-26,10.636744499206543
2010-08-27,10.777628898620605
2010-08-30,10.761372566223145
2010-08-31,10.772210121154785
2010-09-01,10.999792098999023
2010-09-02,10.967277526855469
2010-09-03,10.98895263671875
2010-09-07,10.837230682373047
2010-09-08,10.79388427734375
2010-09-09,10.826395988464355
2010-09-10,10.951024055480957
2010-09-13,11.021468162536621
2010-09-14,11.059396743774414
2010-09-15,11.151514053344727
2010-09-16,11.10274600982666
2010-09-17,11.09732723236084
2010-09-20,11.259888648986816
2010-09-21,11.173184394836426
2010-09-22,11.18944263458252
2010-09-23,11.070233345031738
2010-09-24,11.18944263458252
2010-09-27,11.33032512664795
2010-09-28,10.956445693969727
2010-09-29,11.010628700256348
2010-09-30,11.053977966308594
2010-10-01,11.129836082458496
2010-10-04,11.070233345031738
2010-10-05,11.10274600982666
2010-10-06,11.091911315917969
2010-10-07,11.091911315917969
2010-10-08,11.075651168823242
2010-10-11,11.053977966308594
2010-10-12,11.064813613891602
2010-10-13,11.167770385742188
2010-10-14,11.146095275878906
2010-10-15,11.211114883422852
2010-10-18,11.346588134765625
2010-10-19,11.389932632446289
2010-10-20,11.547070503234863
